Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
ENSRNOG00000000164	X	124722628	124766044	ENSMMUG00000001484	X	114140421	114170124	ortholog_one2one	61.3139	61.4634	75	100.00	0.2737	0.5316	1
ENSRNOG00000009745	15	51896615	51967897	ENSMMUG00000014442	8	22355476	22456492	ortholog_one2one	80	80.7843	100	94.58	0.1157	0.4612	1
ENSRNOG00000004109	7	79638046	79964405	ENSMMUG00000007721	8	104194617	104624084	ortholog_one2one	88.9908	95.1914	75	100.00	0.0224	0.4614	1
ENSRNOG00000053869	3	173950613	173953684	ENSMMUG00000019469	10	4441217	4442116	ortholog_one2one	85.3047	79.5987	75	100.00	0.0798	1.6238	1
ENSRNOG00000045682	4	102290338	102291065	ENSMMUG00000012900	13	108615771	108622051	ortholog_one2many	61.3636	60.9023	50		0.1698	0.4821	0
ENSRNOG00000054022	KL568405.1	80361	80792	ENSMMUG00000001656	7	81993840	81996309	ortholog_one2many	57.3427	55.7823	25	0.00	0.3194	0.8749	0
ENSRNOG00000050100	14	34194217	34218961	ENSMMUG00000039297	5	78773529	78791255	ortholog_one2one	90.6977	90.6977	100	100.00	0.0454	0.7256	1
ENSRNOG00000042503	9	113875703	113900190												
ENSRNOG00000003724	10	82375572	82381332	ENSMMUG00000030700	17	43671244	43671690	ortholog_one2many	75	75	0	0.00	0.1444	0.4789	0
ENSRNOG00000003724	10	82375572	82381332	ENSMMUG00000017231	16	39171252	39176261	ortholog_one2many	79.0541	71.7791	100	0.00	0.1342	0.582	1
ENSRNOG00000031651	9	44003322	44013633												
ENSRNOG00000002178	14	10440691	10446909	ENSMMUG00000048717	7	2796125	2796559	ortholog_one2many	69.9301	69.4444	0		0.161	0.5327	0
ENSRNOG00000002178	14	10440691	10446909	ENSMMUG00000015353	5	50857654	50862797	ortholog_one2many	60.1399	74.1379	50	100.00	0.1152	0.4242	1
ENSRNOG00000002178	14	10440691	10446909	ENSMMUG00000039146	X	53243892	53244348	ortholog_one2many	65.035	70.4545	0		0.1463	0.552	0
ENSRNOG00000018719	3	59994181	60023913	ENSMMUG00000023006	12	61351672	61400760	ortholog_one2one	78.0488	79.8186	100	61.18	0.1182	0.7176	1
ENSRNOG00000046379	3	14588870	14591974	ENSMMUG00000019321	1	10325460	10331188	ortholog_many2many	94.0397	92.8105	0		0.0318	1.3668	0
ENSRNOG00000046379	3	14588870	14591974	ENSMMUG00000021570	2	22499915	22501353	ortholog_many2many	83.7748	86.0544	0		0.0686	1.2934	0
ENSRNOG00000010610	16	37457135	37495758	ENSMMUG00000020408	5	174767739	174799494	ortholog_one2one	87.9699	87.9699	25	100.00	0.0696	0.4615	1
ENSRNOG00000011635	19	85606	100424	ENSMMUG00000022825	20	51201202	51248466	ortholog_one2many	69.4885	61.1801	25	91.47	0.1961	0.7145	1
ENSRNOG00000048600	14	658179	660837												
ENSRNOG00000013203	4	69190485	69196430												
ENSRNOG00000016798	5	157193053	157199441	ENSMMUG00000048211	1	18931212	18944899	ortholog_one2one	71.9048	66.2281	100	100.00	0.1196	0.8993	1
ENSRNOG00000018532	1	254974789	255086207	ENSMMUG00000038018	9	86497916	86552225	ortholog_one2one	85.3755	84.375	100	90.79	0.0973	0.7696	1
ENSRNOG00000019749	5	173372669	173387104	ENSMMUG00000010030	1	348276	366747	ortholog_one2one	91.1439	95.3668	100	100.00	0.0222	0.5467	1
ENSRNOG00000004458	6	115399326	115513354	ENSMMUG00000022124	7	143770348	143938071	ortholog_one2one	88.4916	82.9319	75	100.00	0.0598	0.5277	1
ENSRNOG00000000938	12	31320624	31323810												
ENSRNOG00000046420	1	235387153	235405831	ENSMMUG00000019754	15	93410915	93653480	ortholog_one2many	84.3318	11.5312	50	82.62	0.083	0.5915	0
ENSRNOG00000010681	2	233602732	233621129												
ENSRNOG00000007713	7	35309265	35543759	ENSMMUG00000018242	11	94380261	94507634	ortholog_one2one	90.3564	89.0496	100	90.66	0.0409	0.8884	1
ENSRNOG00000014746	8	107875991	107916294	ENSMMUG00000013269	2	163853780	163909813	ortholog_one2one	75.3866	76.3708	100	100.00	0.1366	0.5549	1
ENSRNOG00000056742	KL568306.1	114	419												
ENSRNOG00000032739	X	48196916	48213505	ENSMMUG00000004662	18	9257375	9309473	ortholog_one2many	68.2216	35.6164	0		0.2169	1.0782	0
ENSRNOG00000025181	3	150803097	150885616												
ENSRNOG00000010691	19	830877	838099	ENSMMUG00000020847	20	50869423	50879019	ortholog_one2one	84.7826	85.7143	100	100.00	0.0737	0.8118	1
ENSRNOG00000019987	3	152381665	152382529	ENSMMUG00000009306	10	28141814	28142672	ortholog_one2one	76.7606	60.8939	75	50.00	0.1309	0.9845	1
ENSRNOG00000045842	1	168575090	168576040												
ENSRNOG00000060701	16	19581812	19583386												
ENSRNOG00000006002	3	122308025	122336468	ENSMMUG00000004305	10	34925573	34972759	ortholog_one2one	76.1589	86.3039	75	0.00	0.0732	0.2864	1
ENSRNOG00000014285	10	62705051	62814520	ENSMMUG00000014413	16	23682365	23988470	ortholog_one2one	80	78.8966	100	60.06	0.1128	0.4365	1
ENSRNOG00000033060	1	168519499	168520446												
ENSRNOG00000037509	12	51845796	51877624	ENSMMUG00000020486	10	70541948	70597976	ortholog_one2one	83.3027	77.0798	75	100.00	0.0904	0.5902	1
ENSRNOG00000030687	15	27400717	27401691												
ENSRNOG00000052348	11	88376256	88377133	ENSMMUG00000023195	10	63540975	63541509	ortholog_one2many	63.9706	60.4167	50	0.00	0.2419	0.7952	0
ENSRNOG00000014265	15	41246308	41338284	ENSMMUG00000004237	17	3692529	3798589	ortholog_one2one	71.3942	71.223	100	99.97	0.177	0.7436	1
ENSRNOG00000015974	19	37282018	37284718	ENSMMUG00000020263	20	51504205	51506361	ortholog_one2one	93.6416	93.6416	100	100.00	0.0297	0.4782	1
ENSRNOG00000019760	16	8207223	8236292	ENSMMUG00000022693	2	172911420	172955211	ortholog_one2one	75.7485	76.6667	50	0.00	0.1621	0.5641	0
ENSRNOG00000010981	3	7144250	7164654	ENSMMUG00000001267	15	5398506	5427351	ortholog_one2one	83.8835	81.8182	100	36.79	0.0831	0.8365	1
ENSRNOG00000047384	11	72083217	72086743												
ENSRNOG00000034236	8	73672295	73673317												
ENSRNOG00000048359	16	75105290	75107931												
ENSRNOG00000060723	8	106586689	106602837	ENSMMUG00000003051	2	162554735	162588737	ortholog_one2one	84.8568	68.6534	100	100.00	0.1114	0.7082	1
ENSRNOG00000030352	18	30885789	30888209												
ENSRNOG00000007650	7	3320103	3335582	ENSMMUG00000013232	11	54452296	54455831	ortholog_one2one	71.374	78.5714	100	100.00	0.1233	0.7822	1
ENSRNOG00000027811	1	73393850	73399579												
ENSRNOG00000011777	10	65566171	65585760	ENSMMUG00000006018	16	22584683	22610216	ortholog_one2one	66.2458	65.8577	100	100.00	0.2161	0.4499	1
ENSRNOG00000045896	7	4620033	4621743												
ENSRNOG00000053405	7	139167303	139196416	ENSMMUG00000007482	11	45877471	45921530	ortholog_one2one	77.6935	76.9925	50	50.00	0.13	0.7959	0
ENSRNOG00000019785	2	206454208	206493030	ENSMMUG00000017819	1	114729486	114791424	ortholog_one2one	94.357	94.357	100	99.56	0.0265	0.4139	1
ENSRNOG00000025602	7	70349863	70352418	ENSMMUG00000023694	11	56554302	56558409	ortholog_one2one	82.1782	87.6761	100	100.00	0.0875	0.5603	1
ENSRNOG00000029458	1	62665651	62681471												
ENSRNOG00000030910	8	46806147	47094352	ENSMMUG00000022347	14	113662927	113850486	ortholog_one2one	95.6067	94.0329	75	98.76	0.024	0.5069	1
ENSRNOG00000031743	2	248276709	248293784												
ENSRNOG00000039997	7	4951747	4952584												
ENSRNOG00000033837	2	66940057	67078784	ENSMMUG00000019846	6	27518839	27687439	ortholog_one2one	92.0051	91.8885	75	64.77	0.0403	0.6503	1
ENSRNOG00000009552	3	160018646	160038078	ENSMMUG00000013969	10	19953269	19978906	ortholog_one2one	78.3898	78.2241	100	100.00	0.131	0.5941	1
ENSRNOG00000030355	7	117445144	117514612	ENSMMUG00000014716	8	143385254	143503752	ortholog_one2one	79.2683	79.0274	100	50.00	0.1175	1.0039	1
ENSRNOG00000003243	10	62273800	62287189	ENSMMUG00000002380	16	1605659	1630348	ortholog_one2one	41.1278	89.3258	50	100.00	0.0521	0.8183	0
ENSRNOG00000060661	8	43590248	43591186												
ENSRNOG00000053109	4	113942041	113942674												
ENSRNOG00000004747	7	91832988	91867300												
ENSRNOG00000050089	5	162593392	162602339												
ENSRNOG00000013215	16	47177145	47208110	ENSMMUG00000000284	5	183302810	183332735	ortholog_one2one	91.3043	87.9581	100	100.00	0.0563	0.7338	1
ENSRNOG00000008030	7	12948952	12971174	ENSMMUG00000000485	19	177492	221163	ortholog_one2one	72.9494	74.3772	100	80.73	0.1365	1.6621	1
ENSRNOG00000013746	10	56277615	56286391	ENSMMUG00000006332	16	7540899	7550459	ortholog_one2one	96.1268	95.288	100	100.00	0.0203	0.3651	1
ENSRNOG00000025787	11	88424414	88508601	ENSMMUG00000000882	9	22531699	22598565	ortholog_one2many	95.6879	91.5521	0		0.0216	0.5808	0
ENSRNOG00000016583	3	150052483	150053670	ENSMMUG00000023548	10	30504990	30506627	ortholog_one2one	43.1472	55.5556	75	100.00	0.3039	0.7637	0
ENSRNOG00000031522	8	14811627	14816731												
ENSRNOG00000047977	16	72401887	72403179	ENSMMUG00000045757	8	40682413	40682733	ortholog_one2many	92.4528	92.4528	75	50.00	0.032	0.8231	1
ENSRNOG00000009862	3	6773813	6798737	ENSMMUG00000017506	15	3209692	3260334	ortholog_one2one	96.4948	96.4948	100	50.00	0.0191	0.5753	1
ENSRNOG00000001164	20	9892124	9895984												
ENSRNOG00000051792	8	55164736	55171718												
ENSRNOG00000050657	10	67383900	67401836	ENSMMUG00000009069	16	24722051	24777675	ortholog_one2one	86.75	78.5068	50	100.00	0.0846	0.641	1
ENSRNOG00000038376	4	93959152	93959891	ENSMMUG00000012900	13	108615771	108622051	ortholog_one2many	58.3333	52.6316	0		0.1623	0.6902	0
ENSRNOG00000030452	11	88033180	88038518	ENSMMUG00000016353	10	63036821	63041743	ortholog_one2one	61.1663	60.4537	100	50.00	0.2761	0.8247	1
ENSRNOG00000036576	1	276291417	276309099	ENSMMUG00000001157	9	108325485	108343885	ortholog_one2one	91.7676	91.7676	75	100.00	0.0403	0.4596	1
ENSRNOG00000053845	17	44748482	44748862												
ENSRNOG00000017405	3	150323116	150387332	ENSMMUG00000018093	10	30095417	30158634	ortholog_one2one	85.5305	86.645	25	99.95	0.0703	0.5453	1
ENSRNOG00000033916	5	159606647	159606989	ENSMMUG00000005006	10	1981327	1981777	ortholog_one2many	50.6024	67.7419	0	0.00	0.212	3.7864	0
ENSRNOG00000025930	4	122224535	122237754	ENSMMUG00000004201	2	47600132	47644872	ortholog_one2one	80.2941	80.0587	100	99.18	0.1053	1.3907	1
ENSRNOG00000017226	10	56552983	56558487	ENSMMUG00000022709	16	7260030	7266112	ortholog_one2one	92.3379	84.0787	50	100.00	0.0483	0.5997	1
ENSRNOG00000047000	1	141832774	141836250	ENSMMUG00000006324	9	129602058	129604786	ortholog_one2many	69.9346	79.2593	25	0.00	0.1228	1.149	0
ENSRNOG00000052550	8	43496457	43497374												
ENSRNOG00000032300	10	5529589	5533695	ENSMMUG00000038479	1	113875473	113875628	ortholog_one2one	92.1569	92.1569	0		0.0435	0.7283	0
ENSRNOG00000005138	7	70483942	70498995	ENSMMUG00000001179	11	56387930	56400381	ortholog_one2one	95.962	95.962	100	100.00	0.0195	0.4332	1
ENSRNOG00000005298	6	26537707	26541048												
ENSRNOG00000058588	14	38192446	38233852	ENSMMUG00000021780	5	47857372	47925077	ortholog_one2one	21.7628	84.7458	100	98.79	0.0799	0.5085	0
ENSRNOG00000002135	14	37113210	37128737	ENSMMUG00000046047	5	82725461	82743084	ortholog_one2one	94.0625	94.3574	100	100.00	0.0276	0.8444	1
ENSRNOG00000022919	1	90542096	90685257	ENSMMUG00000018024	19	29639467	29729008	ortholog_one2one	87.2902	85.8491	50	60.00	0.0607	1.3456	0
ENSRNOG00000017346	3	177310753	177341547	ENSMMUG00000002315	10	44928	96181	ortholog_one2one	91.4317	74.1425	75	100.00	0.0452	0.6283	1
ENSRNOG00000006360	4	109477920	109480659												
ENSRNOG00000014093	19	14392423	14426491	ENSMMUG00000013383	10	77211237	77261319	ortholog_one2one	89.0244	89.0244	25	97.99	0.0565	0.6657	1
ENSRNOG00000008146	3	159569363	159694756	ENSMMUG00000002810	10	20409293	20566093	ortholog_one2one	89.9029	91.502	100	100.00	0.0427	0.6042	1
ENSRNOG00000020193	9	18564927	18773092	ENSMMUG00000019819	4	46428305	46796363	ortholog_one2one	97.3535	86.9932	100	95.55	0.0054	0.2959	1
ENSRNOG00000021557	15	12128252	12129220	ENSMMUG00000005565	JSUE03255344.1	15250	16224	ortholog_one2one	84.1615	83.642	0	0.00	0.0916	1.0599	0
ENSRNOG00000008683	6	22696397	23203775	ENSMMUG00000010265	13	29505075	30258507	ortholog_one2one	88.8252	76.5432	50	63.20	0.0591	0.6025	0
ENSRNOG00000057869	1	229877560	229878483												
ENSRNOG00000020347	1	167213866	167308851	ENSMMUG00000003950	14	63623676	63759044	ortholog_one2one	91.1894	92	100	62.01	0.042	0.392	1
ENSRNOG00000020817	1	83653234	83766484	ENSMMUG00000006393	19	36723538	36730591	ortholog_one2many	46.5587	49.0405	50		0.4021	1.7171	0
ENSRNOG00000020817	1	83653234	83766484	ENSMMUG00000046274	19	36626697	36633210	ortholog_one2many	55.2632	55.7143	25		0.3312	1.7982	0
ENSRNOG00000020817	1	83653234	83766484	ENSMMUG00000006394	19	36674107	36680952	ortholog_one2many	57.085	57.085	25		0.3093	1.5158	0
ENSRNOG00000020817	1	83653234	83766484	ENSMMUG00000021068	19	36767317	36876308	ortholog_one2many	58.502	58.502	75		0.2985	1.6295	1
ENSRNOG00000033088	2	242796661	242828629												
ENSRNOG00000018870	2	187396349	187401786												
ENSRNOG00000049836	3	77126261	77127190												
ENSRNOG00000061316	1	1180932	1220916												
ENSRNOG00000007044	3	159321310	159347631	ENSMMUG00000006738	10	20958859	21003008	ortholog_one2one	73.7288	72.5864	75	88.33	0.1532	0.7234	1
ENSRNOG00000027004	3	102671356	102672294												
ENSRNOG00000010752	1	174605834	174620064	ENSMMUG00000005639	14	57166049	57194091	ortholog_one2one	92.0962	92.0962	100	100.00	0.0437	0.4618	1
ENSRNOG00000000394	20	32120320	32139789	ENSMMUG00000037735	9	63359766	63372729	ortholog_one2one	42.4581	49.6732	100	100.00	0.3154	0.5522	0
ENSRNOG00000021411	13	95887708	95908003	ENSMMUG00000000015	1	220852707	220881460	ortholog_one2one	48.6111	60.8696	100	100.00	0.2339	0.6079	0
ENSRNOG00000013213	9	83111222	83253458	ENSMMUG00000012364	12	103625286	103780103	ortholog_one2one	98.6815	98.6815	100	100.00	0.0065	0.5246	1
ENSRNOG00000037175	8	119135013	119141150	ENSMMUG00000021250	2	95830290	95835992	ortholog_one2one	57.5377	60.4222	100	60.31	0.2683	0.9399	1
ENSRNOG00000059679	4	113968995	113984632	ENSMMUG00000002721	13	75443799	75459729	ortholog_one2many	85.9489	83.659	75	99.45	0.0795	0.4675	1
ENSRNOG00000056701	8	76422359	76435473	ENSMMUG00000039935	7	36216926	36236326	ortholog_one2one	89.9083	88.2883	75		0.0513	0.2569	1
ENSRNOG00000054052	6	127400585	127497280	ENSMMUG00000021295	7	156429231	156536317	ortholog_one2one	88.3212	83.2569	100	100.00	0.0624	0.3879	1
ENSRNOG00000042373	3	14556033	14571640												
ENSRNOG00000022698	12	44966119	44999159	ENSMMUG00000047499	11	118169250	118219755	ortholog_one2one	67.0213	70.5224	75	100.00	0.1879	0.8613	1
ENSRNOG00000057458	3	111416536	111422203	ENSMMUG00000039985	7	17676755	17695241	ortholog_one2one	64.3172	63.7555	50	100.00	0.2391	0.5888	1
ENSRNOG00000017419	1	48625743	48711642	ENSMMUG00000006143	4	162053670	162179559	ortholog_one2one	88.5553	88.6108	50	95.16	0.0601	0.6648	1
ENSRNOG00000050570	6	26486829	26497328	ENSMMUG00000005091	13	27724106	27738098	ortholog_one2one	99.2523	97.7901	100	41.20	0.0035	0.2899	1
ENSRNOG00000011338	4	153047236	153078604	ENSMMUG00000031124	10	59410152	59432392	ortholog_one2one	70.8831	70.2128	100	0.00	0.1704	0.6413	1
ENSRNOG00000034030	16	49293243	49398188												
ENSRNOG00000039487	15	28439317	28439694												
ENSRNOG00000056371	2	118831350	118861454	ENSMMUG00000005188	2	114041160	114128037	ortholog_one2many	98.6891	98.6891	75	68.55	0.0057	0.546	1
ENSRNOG00000006804	5	8916633	8956119	ENSMMUG00000003178	8	65103100	65170308	ortholog_one2one	79.1549	78.7115	100	100.00	0.0946	0.3914	1
ENSRNOG00000060307	10	105073077	105095094	ENSMMUG00000029820	16	69713270	69726080	ortholog_one2one	26.8817	68.4931	50	100.00	0.2338	0.7005	0
ENSRNOG00000005790	7	60305006	60309878	ENSMMUG00000008987	11	68116131	68122712	ortholog_one2one	57.6159	58.7838	0	100.00	0.2601	0.5206	1
ENSRNOG00000003657	10	13061170	13073283	ENSMMUG00000004214	20	3951615	3965545	ortholog_one2one	86.1225	76.036	100	100.00	0.0851	0.7568	1
ENSRNOG00000020552	1	220826560	220835066	ENSMMUG00000008653	14	8533161	8543366	ortholog_one2one	89.4545	90.7749	100	100.00	0.0574	0.8236	1
ENSRNOG00000000562	20	30915213	30921382												
ENSRNOG00000026271	5	73918747	73986373	ENSMMUG00000000695	15	30448781	30549437	ortholog_one2one	88.1818	89.711	100	100.00	0.0516	0.4255	1
ENSRNOG00000008424	8	68526093	68563018												
ENSRNOG00000008088	3	131351587	131357929	ENSMMUG00000037665	10	44967406	44972737	ortholog_one2one	85.9848	98.4816	50	81.12	0.008	0.3399	1
ENSRNOG00000008393	4	82776746	82833773	ENSMMUG00000022454	3	80313122	80417152	ortholog_one2one	78.8166	81.9188	75	86.92	0.0938	0.5623	1
ENSRNOG00000017369	16	6962722	6964989												
ENSRNOG00000008141	5	164796185	164797531	ENSMMUG00000031465	1	11125339	11126510	ortholog_one2one	33.8843	32.5397	100	100.00	0.6276	2.6767	0
ENSRNOG00000017052	4	157511642	157517669												
ENSRNOG00000010718	5	169452493	169462713												
ENSRNOG00000046134	11	43521054	43521983	ENSMMUG00000037913	2	19099854	19100786	ortholog_many2many	73.1392	72.9032	25		0.1623	0.7062	0
ENSRNOG00000046134	11	43521054	43521983	ENSMMUG00000041766	2	19146040	19148296	ortholog_many2many	74.11	74.11	50		0.1588	0.6632	0
ENSRNOG00000008725	4	67118910	67162808												
ENSRNOG00000052814	1	91857057	91958763	ENSMMUG00000008041	19	28432476	28502330	ortholog_one2one	79.9052	80.5927	75	99.40	0.1115	0.8775	1
ENSRNOG00000060343	4	45358574	45414177	ENSMMUG00000021726	3	143002640	143067421	ortholog_one2one	86.5263	86.5263	50	100.00	0.0718	0.501	1
ENSRNOG00000018950	19	43545378	43596801	ENSMMUG00000008381	20	58980020	59043668	ortholog_one2one	82.5269	82.5269	75	100.00	0.0836	0.6177	1
ENSRNOG00000005701	3	1285664	1291865	ENSMMUG00000000989	13	107975822	107982848	ortholog_one2one	54.2683	52.9762	50	0.00	0.4241	0.7887	0
ENSRNOG00000010027	8	103673411	103770947	ENSMMUG00000007927	2	159275761	159398507	ortholog_one2one	90.7815	90.5068	100	100.00	0.0471	0.4009	1
ENSRNOG00000008570	15	15275541	15667778	ENSMMUG00000031902	2	79175427	79659623	ortholog_one2one	98.6075	80.9864	50	91.01	0.0069	0.4671	1
ENSRNOG00000012420	8	48805684	48834312	ENSMMUG00000009318	14	111742274	111772901	ortholog_one2one	93.5551	90.4826	75	100.00	0.0288	0.4322	1
ENSRNOG00000000543	20	41266566	41383424	ENSMMUG00000014635	4	151791498	151869620	ortholog_one2one	72.1344	89.4608	50	100.00	0.0594	0.5406	1
ENSRNOG00000001849	11	88211599	88273254	ENSMMUG00000012524	10	63276767	63376483	ortholog_one2one	97.2067	98.3051	50	50.00	0.0068	0.3812	0
ENSRNOG00000012698	1	127010588	127071570	ENSMMUG00000011819	7	79936917	80014430	ortholog_one2one	93.401	92.1151	100	100.00	0.0314	0.7809	1
ENSRNOG00000033426	8	22154067	22173804	ENSMMUG00000047757	6	156140043	156141182	ortholog_one2many	71.6931	80.4154	0		0.0961	2.1197	0
ENSRNOG00000033426	8	22154067	22173804	ENSMMUG00000003111	19	10424490	10438049	ortholog_one2many	92.8571	92.8571	100	100.00	0.0306	2.4045	1
ENSRNOG00000014574	1	259739955	259819494	ENSMMUG00000022658	9	91215996	91331983	ortholog_one2many	74.5597	74.7059	75	91.56	0.152	0.5826	1
ENSRNOG00000047061	1	69841998	69846125												
ENSRNOG00000004112	14	84141964	84150607	ENSMMUG00000002239	6	155843108	155854662	ortholog_one2one	43.1138	50.3497	0	0.00	0.3189	0.8633	0
ENSRNOG00000011211	2	119330080	119537837	ENSMMUG00000003595	2	113188740	113427403	ortholog_one2one	96.1794	90.8948	100	100.00	0.0157	0.5473	1
ENSRNOG00000021106	1	89563976	89590490	ENSMMUG00000001538	19	30906691	30940799	ortholog_one2one	88.1041	87.3464	100	48.74	0.0609	0.8845	1
ENSRNOG00000011728	19	16772744	17115113	ENSMMUG00000020583	20	37730979	38145303	ortholog_one2one	77.5391	77.5391	75	68.21	0.112	0.6667	1
ENSRNOG00000011440	2	120278605	120316600	ENSMMUG00000045200	2	112519560	112584704	ortholog_one2one	76.0171	75.3716	50	100.00	0.1494	0.9081	1
ENSRNOG00000025889	3	172374957	172428483												
ENSRNOG00000006114	4	25538497	25609652	ENSMMUG00000023654	3	103658386	103725602	ortholog_one2one	82.9968	82.9968	100	36.50	0.0941	0.4703	1
ENSRNOG00000010966	19	61677542	61725535	ENSMMUG00000017767	9	33126516	33186009	ortholog_one2one	91.2281	90.8864	100	92.04	0.0467	0.6667	1
ENSRNOG00000007743	4	172119331	172134607	ENSMMUG00000002359	11	17115998	17145353	ortholog_one2one	81.9355	81.9355	75	100.00	0.1047	1.1904	1
ENSRNOG00000019361	14	83730862	83741969	ENSMMUG00000022395	10	72989647	73001619	ortholog_one2one	84.4156	84.4156	100	100.00	0.0912	0.6192	1
ENSRNOG00000008543	15	51843564	51855325	ENSMMUG00000018520	8	22497034	22523343	ortholog_one2one	71.0602	67.7596	100	100.00	0.1876	1.4056	1
ENSRNOG00000007707	4	78067689	78075398												
ENSRNOG00000057881	7	11712188	11724843	ENSMMUG00000000453	19	2220119	2240952	ortholog_one2one	75.9099	76.4398	100	52.12	0.1257	1.1926	1
ENSRNOG00000050645	4	117589591	117603155	ENSMMUG00000030805	13	74749658	74757981	ortholog_one2many	84.5714	72.549	25	0.00	0.0794	0.4117	0
ENSRNOG00000014353	1	79931156	79959461	ENSMMUG00000015428	19	41173692	41226146	ortholog_one2one	91.7969	92.2292	100	100.00	0.0401	0.7757	1
ENSRNOG00000016325	3	80529428	80543031	ENSMMUG00000019674	14	19293691	19312687	ortholog_one2one	79.9028	78.6284	100	100.00	0.1198	0.7342	1
ENSRNOG00000014454	16	19288355	19303824	ENSMMUG00000014026	19	16141069	16173388	ortholog_one2one	99.5272	96.7816	100	53.81	0.0019	0.9766	1
ENSRNOG00000026517	1	100755682	100783004	ENSMMUG00000010837	19	45396180	45438071	ortholog_one2one	74.6137	70.1245	100	72.59	0.1487	0.6084	1
ENSRNOG00000053731	3	77709151	77792014												
ENSRNOG00000058522	8	81863619	81941536	ENSMMUG00000001423	7	29014422	29114362	ortholog_one2one	74.5573	74.4186	75	99.74	0.1537	0.7251	1
ENSRNOG00000040095	9	14904864	14906410												
ENSRNOG00000013137	4	115322291	115332052	ENSMMUG00000020854	13	71915057	71925887	ortholog_one2one	47.2727	43.9932	50	50.00	0.4332	0.9942	0
ENSRNOG00000036699	10	109539548	109551362	ENSMMUG00000001585	16	75397188	75409833	ortholog_one2one	73.2426	73.3258	100	100.00	0.1692	0.8468	1
ENSRNOG00000003013	X	14271017	14331486	ENSMMUG00000013491	X	38054854	38125359	ortholog_one2one	55.9823	37.9379	50	47.46	0.3142	0.7847	0
ENSRNOG00000030580	X	137934484	137952150												
ENSRNOG00000014429	3	80081647	80093658	ENSMMUG00000006357	14	18853607	18866385	ortholog_one2one	91.9231	91.7466	100	100.00	0.0401	0.4266	1
ENSRNOG00000011785	3	141225290	141298265	ENSMMUG00000011405	10	54434944	54523891	ortholog_one2one	96.8454	96.9474	100	100.00	0.0152	0.3695	1
ENSRNOG00000047436	18	4084228	4095936	ENSMMUG00000004346	18	12631297	12650320	ortholog_one2one	44.75	46.0154	100	100.00	0.3209	0.2782	0
ENSRNOG00000005228	7	28956512	29022868	ENSMMUG00000012562	11	101681472	101767093	ortholog_one2one	87.1336	85.1911	100	85.36	0.0732	0.6525	1
ENSRNOG00000012174	16	22410734	22411225	ENSMMUG00000041960	9	59610351	59610843	ortholog_one2one	75.4601	83.1081	0		0.0997	0.5504	0
ENSRNOG00000004101	13	102698546	102721218	ENSMMUG00000015485	1	145507149	145519282	ortholog_one2one	23.3038	66.3866	75	0.00	0.2132	1.212	0
ENSRNOG00000012972	4	148398892	148446303	ENSMMUG00000013434	9	40947964	41008660	ortholog_one2one	93.1751	93.1751	50	98.78	0.0329	0.967	1
ENSRNOG00000046308	14	33968759	33977277	ENSMMUG00000016366	5	78153830	78203359	ortholog_one2many	95	76	0	50.00	0.0204	0.5802	0
ENSRNOG00000006543	5	126071846	126080698	ENSMMUG00000005735	1	54655538	54666278	ortholog_one2one	72.4026	69.6875	100	25.72	0.1887	0.9315	1
ENSRNOG00000017243	1	211248098	211265282	ENSMMUG00000022445	9	128172216	128186639	ortholog_one2one	94.6524	72.2449	100	0.00	0.0255	0.4542	1
ENSRNOG00000009740	4	175729726	175776808	ENSMMUG00000008271	11	21660321	21719531	ortholog_one2one	79.1899	77.6712	100	99.33	0.1408	0.6466	1
ENSRNOG00000015718	8	116094851	116104664	ENSMMUG00000010499	2	91745033	91758205	ortholog_one2one	85.1852	85.1852	100	100.00	0.0795	0.7486	1
ENSRNOG00000052549	6	126434226	126445568	ENSMMUG00000009971	7	155141206	155153349	ortholog_one2one	61.7204	62.6638	100	18.60	0.2425	1.1323	1
ENSRNOG00000008908	5	50119881	50142724	ENSMMUG00000017028	4	85602299	85628717	ortholog_one2one	74.4048	89.9281	75	100.00	0.0504	0.5373	1
ENSRNOG00000046368	2	140836006	140836602	ENSMMUG00000002975	16	43518722	43539527	ortholog_one2many	93.9394	93.9394	0	0.00	0.0275	0.4481	0
ENSRNOG00000003330	10	82284720	82326771	ENSMMUG00000017236	16	39075573	39123764	ortholog_one2one	76.4228	76.4228	75	100.00	0.1318	0.6629	1
ENSRNOG00000003928	13	85465792	85559087	ENSMMUG00000005585	1	201830380	201870919	ortholog_one2one	85.6383	64.4	100	84.36	0.1174	0.8425	1
ENSRNOG00000009689	3	83310884	83335960	ENSMMUG00000008827	14	22731635	22770503	ortholog_one2many	93.6508	91.6505	25		0.0236	0.492	0
ENSRNOG00000009689	3	83310884	83335960	ENSMMUG00000048944	12	65061218	65062781	ortholog_one2many	75	84.7534	0		0.0696	0.4734	0
ENSRNOG00000027249	14	110676090	110740317	ENSMMUG00000002026	13	59026357	59111726	ortholog_one2one	79.7333	79.7333	50	57.03	0.1153	0.5275	0
