Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gorilla gene stable ID	Gorilla chromosome/scaffold name	Gorilla chromosome/scaffold start (bp)	Gorilla chromosome/scaffold end (bp)	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	dN with Gorilla	dS with Gorilla	Gorilla orthology confidence [0 low, 1 high]
ENSRNOG00000023208	5	57876498	57881944	ENSGGOG00000007706	9	15110658	15112802	ortholog_one2one	92.1788	92.437	100	100.00	0.0366	1.1735	1
ENSRNOG00000019196	7	122636171	122688819												
ENSRNOG00000006997	11	24425005	24641858	ENSGGOG00000000200	21	16932256	17216066	ortholog_one2one	93.3766	93.2555	100	100.00	0.0413	0.6442	1
ENSRNOG00000014524	17	13799383	13812704	ENSGGOG00000039326	9	70952136	70953272	ortholog_one2one	86.8074	87.037	100	100.00	0.0661	0.8487	1
ENSRNOG00000019467	3	151564604	151600140	ENSGGOG00000007921	20	34224554	34273080	ortholog_one2one	78.8365	77.3242	100	99.46	0.1246	0.6694	1
ENSRNOG00000021782	10	12929471	12939435	ENSGGOG00000011760	16	3221471	3231871	ortholog_one2one	70.3085	70.1282	100	77.61	0.1752	1.2844	1
ENSRNOG00000027707	6	104017607	104051446	ENSGGOG00000001258	14	52737719	52773062	ortholog_one2one	82.716	86.3124	50	86.88	0.0749	0.4359	1
ENSRNOG00000005307	3	47995959	48287910	ENSGGOG00000014910	2B	53871996	54231081	ortholog_one2one	94.9433	95.6942	75	99.44	0.0227	0.5104	1
ENSRNOG00000018521	9	93403314	93404883	ENSGGOG00000016234	2B	124891624	124898974	ortholog_one2one	70.8029	68.3099	75	0.00	0.196	1.0274	1
ENSRNOG00000046356	15	31579478	31579934	ENSGGOG00000025117	14	23428393	23428716	ortholog_one2many	60.177	63.5514	0		0.1583	0.6299	0
ENSRNOG00000060337	8	132204604	132229969	ENSGGOG00000013497	3	45820871	45855843	ortholog_one2one	96.2199	96.2199	100	100.00	0.0197	0.5182	1
ENSRNOG00000058405	4	103049232	103050006	ENSGGOG00000043209	2A	17846281	17846601	ortholog_one2many	57.5758	71.6981	50		0.1644	0.6312	0
ENSRNOG00000056208	1	220714995	220719939												
ENSRNOG00000048372	17	14369146	14373983	ENSGGOG00000014985	5	163583453	163704226	ortholog_one2many	3.35707	9.34844	25		1.2109	8.773	0
ENSRNOG00000060054	10	63928064	63952726	ENSGGOG00000025264	17	2117	67797	ortholog_one2one	62.9268	89.8955	50	0.00	0.061	0.8833	0
ENSRNOG00000017075	5	173024335	173046194	ENSGGOG00000000305	1	1335272	1414594	ortholog_one2one	85.9259	85.9259	100		0.0767	1.0722	1
ENSRNOG00000018945	19	37830917	37852189	ENSGGOG00000023925	16	58944860	58970308	ortholog_one2one	100	100	100	100.00	0	0	1
ENSRNOG00000050652	6	143206479	143206772	ENSGGOG00000040233	14	90563022	90563327	ortholog_one2many	55.102	58.6957	75		0.2907	0.809	1
ENSRNOG00000057827	15	33339689	33344231	ENSGGOG00000043009	14	22268824	22274456	ortholog_one2one	78.4274	49.0542	100		0.1219	0.4658	0
ENSRNOG00000053554	KL568158.1	1230983	1231286	ENSGGOG00000037801	20	36315828	36316161	ortholog_many2many	44.6809	49.4118	0		0.3298	0.6284	0
ENSRNOG00000053554	KL568158.1	1230983	1231286	ENSGGOG00000009175	5	78724656	78733809	ortholog_many2many	67.0213	59.434	0	0.00	0.2333	0.6296	0
ENSRNOG00000009236	4	155709613	155724790	ENSGGOG00000010233	12	8174300	8189549	ortholog_one2many	92.4188	93.0909	50	87.01	0.0394	0.3624	1
ENSRNOG00000009236	4	155709613	155724790	ENSGGOG00000024680	7	38027828	38028657	ortholog_one2many	78.3393	80.6691	0		0.1087	0.3812	0
ENSRNOG00000001177	12	47254484	47263747	ENSGGOG00000002081	12	120784742	120801747	ortholog_one2one	89.6135	90.0485	100	95.42	0.0485	0.8055	1
ENSRNOG00000033719	18	30509393	30512411	ENSGGOG00000008995	5	124673582	124675996	ortholog_one2many	73.7767	73.9623	75		0.1584	0.8337	1
ENSRNOG00000016921	10	88378751	88389347	ENSGGOG00000003568	5	41551535	41563132	ortholog_one2one	84.9083	91.7683	100	1.12	0.0501	0.5779	1
ENSRNOG00000018417	17	5411506	5463898	ENSGGOG00000011527	9	68004948	68086989	ortholog_one2one	96.5517	96.5517	100	56.14	0.0164	0.6038	1
ENSRNOG00000003546	10	12995904	12997930												
ENSRNOG00000018631	17	88071757	88095729	ENSGGOG00000003223	10	27902681	27984015	ortholog_one2one	85.4902	85.1562	100	100.00	0.0849	0.9015	1
ENSRNOG00000033414	1	100161872	100163896	ENSGGOG00000001408	19	50139747	50146467	ortholog_one2many	58.9744	52.8736	25		0.3064	0.9498	0
ENSRNOG00000023841	15	5265307	5311233	ENSGGOG00000005022	X	150997736	151128815	ortholog_one2many	61.3821	57.6336	0	0.00	0.2252	0.7814	0
ENSRNOG00000022967	5	122699587	122746839	ENSGGOG00000009038	1	67820922	67895950	ortholog_one2one	96.3077	88.169	75	100.00	0.0189	0.3422	1
ENSRNOG00000047647	17	70499083	70548071	ENSGGOG00000003527	10	6061904	6118070	ortholog_one2one	61.0487	59.9265	75	90.50	0.3004	0.6573	1
ENSRNOG00000054917	1	216970254	216971183	ENSGGOG00000000919	11	3006720	3007658	ortholog_one2one	72.1683	71.4744	50	100.00	0.1797	1.8022	1
ENSRNOG00000014935	1	264756499	264762892	ENSGGOG00000015421	10	115632285	115639029	ortholog_one2one	73.06	85.7388	100	100.00	0.085	0.5152	1
ENSRNOG00000049633	13	109578074	109629482	ENSGGOG00000001738	1	192674572	192713380	ortholog_one2one	79.0323	79.4595	100	100.00	0.1241	0.5555	1
ENSRNOG00000050278	1	220362064	220364358	ENSGGOG00000000467	11	65517018	65519291	ortholog_one2many	77.2251	77.9392	75	50.00	0.1284	0.5527	1
ENSRNOG00000032946	1	264776398	264794938	ENSGGOG00000015436	10	115653124	115674947	ortholog_one2one	81.1833	81.4995	100	100.00	0.107	0.7529	1
ENSRNOG00000050519	8	117106576	117116167												
ENSRNOG00000020353	1	267046361	267245636	ENSGGOG00000037810	10	118266564	118516446	ortholog_one2one	91.5239	89.5852	100	13.66	0.0445	0.6898	1
ENSRNOG00000047479	1	169597936	169598835												
ENSRNOG00000015749	10	14258380	14259336	ENSGGOG00000006229	16	1810454	1811864	ortholog_one2one	89.3491	89.3491	100	0.00	0.0514	2.0467	1
ENSRNOG00000025730	X	105573909	105580562												
ENSRNOG00000032371	1	149602346	149603272	ENSGGOG00000006560	1	227779284	227780210	ortholog_one2many	84.4156	84.4156	75	0.00	0.1	0.796	1
ENSRNOG00000000258	19	38189605	38237308	ENSGGOG00000001568	16	59419757	59461127	ortholog_one2one	83.1169	83.237	50	0.00	0.094	0.761	0
ENSRNOG00000060049	5	58917208	58917822												
ENSRNOG00000018266	9	82328173	82336806	ENSGGOG00000010828	2B	112387688	112396420	ortholog_one2one	77.3771	77.3771	100	100.00	0.1378	0.3943	1
ENSRNOG00000045602	3	103264121	103265059												
ENSRNOG00000011105	2	45668969	46050564	ENSGGOG00000012436	17	41669718	42112902	ortholog_one2one	97.549	97.549	75	93.57	0.0116	0.4431	1
ENSRNOG00000030521	10	75186572	75187507												
ENSRNOG00000015544	2	199199845	199203637	ENSGGOG00000000769	12	36901839	36945620	ortholog_one2many	99.1071	85.7143	0		0.0039	0.3117	0
ENSRNOG00000042782	1	163813960	163814364												
ENSRNOG00000043002	3	113089647	113091770												
ENSRNOG00000001348	12	40619377	40625883	ENSGGOG00000026918	20	51043589	51044377	ortholog_one2many	69.2308	75	0	0.00	0.1472	0.7889	0
ENSRNOG00000001348	12	40619377	40625883	ENSGGOG00000003799	12	111936154	111945832	ortholog_one2many	90	77.4834	100	100.00	0.0566	0.6771	1
ENSRNOG00000058298	4	1430948	1431898	ENSGGOG00000039793	11	124521635	124522576	ortholog_one2many	82.9114	83.7061	25		0.0846	0.7292	0
ENSRNOG00000001736	11	72578533	72614176	ENSGGOG00000011171	3	200783532	200825486	ortholog_one2one	86.3372	86.5889	50	0.00	0.071	0.5884	0
ENSRNOG00000036664	10	110445797	110463727	ENSGGOG00000014883	5	635231	673817	ortholog_one2one	84.4298	76.3889	75	0.00	0.0961	0.7963	1
ENSRNOG00000045546	3	74523698	74524663	ENSGGOG00000043858	11	55395975	55396970	ortholog_one2many	69.1589	71.8447	50		0.1914	0.781	0
ENSRNOG00000052075	KL568149.1	3111084	3111411	ENSGGOG00000037801	20	36315828	36316161	ortholog_many2many	45.098	54.1176	25		0.2764	0.6555	0
ENSRNOG00000052075	KL568149.1	3111084	3111411	ENSGGOG00000009175	5	78724656	78733809	ortholog_many2many	65.6863	63.2075	25	0.00	0.2192	0.5447	0
ENSRNOG00000048204	7	12233657	12234244												
ENSRNOG00000022637	3	63820757	63836017	ENSGGOG00000007919	2B	71093657	71367263	ortholog_one2many	84.7328	1.62219	100	72.99	0.0942	0.3907	0
ENSRNOG00000030004	4	132140802	132151740												
ENSRNOG00000061237	5	126895286	126911520	ENSGGOG00000015406	1	54527018	54542845	ortholog_one2one	78.5156	81.0484	100	98.66	0.113	0.7087	1
ENSRNOG00000057194	2	197861115	197878142	ENSGGOG00000006311	1	129479919	129498240	ortholog_one2one	70.4011	82.7642	100	0.00	0.0998	0.5071	1
ENSRNOG00000000033	13	49132667	49169918	ENSGGOG00000003520	1	185067500	185116165	ortholog_one2one	94.6176	94.2172	100	100.00	0.0221	0.7889	1
ENSRNOG00000047103	6	139040963	139041812												
ENSRNOG00000007129	4	99185885	99202023	ENSGGOG00000007451	2A	19885566	19929355	ortholog_one2one	50.4808	50.9709	100	0.00	0.3652	0.8923	1
ENSRNOG00000002823	10	35333859	35374355	ENSGGOG00000016519	5	164298754	164357462	ortholog_one2one	96.6903	96.4623	75	100.00	0.0184	0.5203	1
ENSRNOG00000045978	4	170144951	170145262												
ENSRNOG00000032401	7	94777702	94778696	ENSGGOG00000009197	13	54026726	54027140	ortholog_one2one	89.7059	96.063	0		0.0157	0.1434	0
ENSRNOG00000008215	10	104654717	104659188	ENSGGOG00000009236	5	7155627	7160029	ortholog_one2one	89.7196	90.7087	100	88.12	0.0483	0.9466	1
ENSRNOG00000010237	5	144250419	144274981	ENSGGOG00000003219	1	36493022	36508404	ortholog_one2one	80.4162	77.1127	100	93.01	0.0989	0.4716	1
ENSRNOG00000004172	10	82839153	82852660	ENSGGOG00000015583	5	33356573	33372678	ortholog_one2one	93.8575	93.8575	100	100.00	0.036	0.7313	1
ENSRNOG00000011994	1	14224393	14236846	ENSGGOG00000043453	15	68887116	68887774	ortholog_one2many	73.5751	67.2986	0		0.1138	0.8707	0
ENSRNOG00000011994	1	14224393	14236846	ENSGGOG00000038896	6	140630676	140647514	ortholog_one2many	93.2643	93.2643	75		0.0334	0.7511	1
ENSRNOG00000048718	8	117246376	117250280	ENSGGOG00000026469	3	50137250	50138659	ortholog_one2one	71.1009	67.6856	100	100.00	0.1775	0.4689	1
ENSRNOG00000056765	X	156438251	156440461												
ENSRNOG00000012722	3	176691329	176692271	ENSGGOG00000036746	20	62473072	62473729	ortholog_one2one	36.5217	38.1818	100		0.6498	61.444	0
ENSRNOG00000043512	1	177591988	177592287	ENSGGOG00000013369	5	124174551	124176966	ortholog_one2many	52.5253	68.4211	0	0.00	0.1821	1.085	0
ENSRNOG00000037076	4	162181158	162230859	ENSGGOG00000013106	12	9520185	9547036	ortholog_one2many	22.807	34.0314	50		0.769	1.9555	0
ENSRNOG00000017702	17	42085028	42127678	ENSGGOG00000009108	6	25067713	25131652	ortholog_one2one	80.5457	80.8333	100	100.00	0.1162	0.6144	1
ENSRNOG00000046589	11	85030872	85031810	ENSGGOG00000039726	1	228097703	228098641	ortholog_one2many	79.4872	79.4872	50		0.1129	0.8235	0
ENSRNOG00000046589	11	85030872	85031810	ENSGGOG00000039519	1	228137394	228138332	ortholog_one2many	78.5256	78.5256	25		0.1174	0.7945	0
ENSRNOG00000046589	11	85030872	85031810	ENSGGOG00000037697	1	228078917	228079855	ortholog_one2many	76.9231	76.9231	50		0.1358	0.716	0
ENSRNOG00000046589	11	85030872	85031810	ENSGGOG00000037651	1	228066134	228067053	ortholog_one2many	72.7564	77.2109	50		0.1299	0.7045	0
ENSRNOG00000058316	14	87699494	87701884	ENSGGOG00000003836	X	134952431	134980192	ortholog_one2many	97.1831	97.1831	0	0.00	0.0131	0.3076	0
ENSRNOG00000017631	9	67130259	67179692	ENSGGOG00000007044	2B	96087708	96147199	ortholog_one2one	79.2208	77.5424	100	99.95	0.1262	0.5542	1
ENSRNOG00000060312	1	90919076	90921047	ENSGGOG00000003699	19	35650930	35661015	ortholog_one2many	86.0606	44.375	0		0.0695	0.8567	0
ENSRNOG00000046405	10	62007150	62009582	ENSGGOG00000027584	17	1939820	1941983	ortholog_one2many	80.5607	68.3043	100	100.00	0.0153	1.2024	1
ENSRNOG00000023920	19	26237514	26243223	ENSGGOG00000000606	19	12379188	12397162	ortholog_one2one	63.4538	54.8611	50	0.00	0.2399	0.958	0
ENSRNOG00000055368	4	72221550	72222503	ENSGGOG00000042406	7	143567430	143568383	ortholog_many2many	87.0662	87.0662	75		0.0742	0.6903	1
ENSRNOG00000055368	4	72221550	72222503	ENSGGOG00000040388	7	143536410	143537363	ortholog_many2many	81.7035	81.7035	75		0.116	0.8426	1
ENSRNOG00000005863	3	76085018	76085971												
ENSRNOG00000004100	7	99954492	99961026	ENSGGOG00000005304	8	126787817	126795997	ortholog_one2one	93.8172	93.8172	50	100.00	0.0298	0.5421	1
ENSRNOG00000017528	5	167109691	167125380	ENSGGOG00000042706	1	8776833	8811950	ortholog_one2one	82.1212	83.9009	100	95.30	0.0801	1.2154	1
ENSRNOG00000004635	7	38858062	38865515	ENSGGOG00000009652	12	90586984	90594822	ortholog_one2one	86.3248	86.0795	100	100.00	0.0769	0.7783	1
ENSRNOG00000000158	18	40701984	40716686	ENSGGOG00000016315	5	98964161	98976162	ortholog_one2one	92	92	25	0.00	0.0434	0.4776	0
ENSRNOG00000011732	3	22871105	22952063	ENSGGOG00000012164	9	107750404	107812730	ortholog_one2one	79.8635	84.4765	100	100.00	0.0421	0.362	1
ENSRNOG00000046553	15	35504845	35505789												
ENSRNOG00000045530	20	1172867	1173805												
ENSRNOG00000047953	2	35298335	35299288												
ENSRNOG00000018533	4	157659147	157676331	ENSGGOG00000009558	12	6616437	6633005	ortholog_one2one	91.4591	90.0175	75	66.35	0.0323	0.7842	1
ENSRNOG00000046500	1	81395841	81399672	ENSGGOG00000009162	19	42829720	42833098	ortholog_one2one	78.6942	73.5153	100	100.00	0.1169	0.8345	1
ENSRNOG00000037647	20	47395014	47430284	ENSGGOG00000009031	6	110195135	110221191	ortholog_one2one	60.6509	69.9659	100	70.95	0.2148	1.1941	1
ENSRNOG00000007033	14	79538911	79912333	ENSGGOG00000015807	4	7355156	7911396	ortholog_one2one	81.9516	86.5087	100	99.62	0.0664	0.8579	1
ENSRNOG00000001441	12	23989596	23998254	ENSGGOG00000026408	7	74565106	74572521	ortholog_one2one	86.0058	79.9458	100	100.00	0.0647	0.9666	1
ENSRNOG00000049070	12	35905358	35906382												
ENSRNOG00000006076	4	25507463	25527087	ENSGGOG00000023101	7	87918440	87941318	ortholog_one2one	96.1145	95.9184	50	0.00	0.019	0.7312	0
ENSRNOG00000020376	1	267281764	267315729	ENSGGOG00000008979	10	118542813	118579221	ortholog_one2one	68.7003	70.3804	100	100.00	0.1955	0.6524	1
ENSRNOG00000010941	2	232104809	232137422	ENSGGOG00000041642	4	123773288	123773842	ortholog_one2one	35.1621	76.6304	75	50.15	0.11	0.5117	0
ENSRNOG00000006806	4	140092352	140105316												
ENSRNOG00000028097	2	115678344	115788687	ENSGGOG00000001456	3	173278870	173339668	ortholog_one2one	96.2386	96.2386	100	100.00	0.0179	0.4319	1
ENSRNOG00000010539	7	124412762	124423832	ENSGGOG00000000030	22	26629912	26640406	ortholog_one2one	76.5789	74.6154	100	0.00	0.1443	0.8385	1
ENSRNOG00000038274	3	16495748	16496344												
ENSRNOG00000029740	1	257076221	257082655	ENSGGOG00000025811	10	108335174	108343946	ortholog_one2one	76.8392	77.2603	100	1.86	0.1369	0.6116	1
ENSRNOG00000012546	5	60809762	60837764	ENSGGOG00000006929	9	11706914	11760811	ortholog_one2one	75.2735	65.3992	100	97.38	0.1484	0.5583	1
ENSRNOG00000017066	4	157523110	157552596	ENSGGOG00000016048	12	6745252	6768016	ortholog_one2one	92.2547	95.3737	100	100.00	0.0229	0.3718	1
ENSRNOG00000052061	14	17306825	17333588	ENSGGOG00000006635	4	86805610	86840813	ortholog_one2one	60.4775	83.0601	0	0.00	0.0873	0.5286	0
ENSRNOG00000007247	4	161866078	161907767	ENSGGOG00000015469	12	53802541	53889305	ortholog_one2one	49.9657	56.7757	0	0.00	0.3345	0.8965	0
ENSRNOG00000014357	5	145374690	145377221												
ENSRNOG00000024539	5	56567109	56576676	ENSGGOG00000010253	9	16950033	16969455	ortholog_one2one	57.8125	57.8125	75	73.92	0.3298	0.9063	1
ENSRNOG00000037148	10	67494984	67526426	ENSGGOG00000004257	5	52460663	52497344	ortholog_one2one	79.8942	78.0362	50	100.00	0.1136	0.5368	1
ENSRNOG00000002285	X	157854272	157879928	ENSGGOG00000025221	X	134833211	134859980	ortholog_one2many	79.9213	78.0769	100	100.00	0.0932	0.4364	1
ENSRNOG00000005359	3	51883559	52120290	ENSGGOG00000016518	2B	57887419	57976961	ortholog_one2one	92.2948	93.0743	100	87.76	0.0314	0.6659	1
ENSRNOG00000006850	3	138433990	138462063	ENSGGOG00000024444	20	18226994	18259301	ortholog_one2one	88.7967	88.7967	100	100.00	0.0527	0.8316	1
ENSRNOG00000011714	10	56227692	56229850	ENSGGOG00000027495	17	7646164	7647847	ortholog_one2one	80	80	100	100.00	0.1113	0.4248	1
ENSRNOG00000006333	6	141290922	141291347	ENSGGOG00000036552	CABD030130603.1	10865	11221	ortholog_one2one	63.7931	62.7119	0		0.2213	0.714	0
ENSRNOG00000057760	5	133819726	133851416	ENSGGOG00000000512	1	47839767	47899467	ortholog_one2one	70.0096	58.4541	100	0.00	0.1611	0.4988	1
ENSRNOG00000012146	6	111135349	111176918	ENSGGOG00000006199	14	60930726	60976593	ortholog_one2one	82.1951	89.8667	100	100.00	0.0549	0.3768	1
ENSRNOG00000008747	4	174605476	174774693	ENSGGOG00000003917	12	19004118	19271218	ortholog_one2one	82.2795	85.9006	100	21.38	0.0791	0.5642	1
ENSRNOG00000018971	7	11878943	11896223	ENSGGOG00000011201	19	1835700	1871797	ortholog_one2one	91.2442	85.3448	100	86.33	0.0413	2.849	1
ENSRNOG00000036971	3	138765027	138766515												
ENSRNOG00000021098	1	221773254	221788765	ENSGGOG00000012695	11	63908166	63927485	ortholog_one2one	97.2039	96.8852	100	94.26	0.0122	0.8517	1
ENSRNOG00000047349	1	227670159	227680128												
ENSRNOG00000052978	7	9135535	9136515												
ENSRNOG00000015365	9	88357556	88485830	ENSGGOG00000003128	2B	120492685	120570451	ortholog_one2one	70.2573	74.398	75	81.46	0.1667	0.5438	1
ENSRNOG00000058276	19	26416818	26417597												
ENSRNOG00000033177	5	70463171	70463546												
ENSRNOG00000008919	8	120323897	120446507	ENSGGOG00000009337	3	36275630	36432613	ortholog_one2one	83.9858	87.0849	100	100.00	0.0664	0.454	1
ENSRNOG00000018656	2	205568935	205590021	ENSGGOG00000013805	1	116166099	116188963	ortholog_one2one	92.905	88.9744	100	96.73	0.0361	0.5937	1
ENSRNOG00000027055	4	59365399	59371600												
ENSRNOG00000016173	8	62451329	62458301	ENSGGOG00000010852	15	53466023	53472359	ortholog_one2one	74.6589	74.2248	100	0.00	0.148	0.8897	1
ENSRNOG00000051770	12	17383159	17387879	ENSGGOG00000012679	7	915166	920570	ortholog_one2one	68.0894	71.7345	100	0.00	0.1828	1.4939	1
ENSRNOG00000011134	1	18491384	19143269	ENSGGOG00000004906	6	131465655	131963400	ortholog_one2one	86.6069	87.1092	75	89.31	0.0739	0.6003	1
ENSRNOG00000055769	3	146314963	146317010												
ENSRNOG00000007054	10	57622022	57638485	ENSGGOG00000002748	17	5392377	5420000	ortholog_one2one	93.9828	92.7864	100	100.00	0.0321	0.3707	1
ENSRNOG00000010911	8	111970288	111984572	ENSGGOG00000003990	3	135073205	135442055	ortholog_one2one	75.3131	73.2174	75	99.62	0.1608	0.5149	1
ENSRNOG00000046942	3	102723402	102724337												
ENSRNOG00000018714	17	82065937	82091362	ENSGGOG00000009327	10	19141417	19149252	ortholog_one2one	45	74.3119	100	0.00	0.1363	1.2472	0
ENSRNOG00000058564	1	53874860	53892369												
ENSRNOG00000007006	6	8284878	8318674	ENSGGOG00000011896	2A	62864798	62911429	ortholog_one2one	80.5271	80.292	100	100.00	0.1093	0.6845	1
ENSRNOG00000036910	4	184095643	184096806	ENSGGOG00000000332	12	8791511	8875241	ortholog_one2many	96.6408	96.8912	0	8.32	0.0151	0.373	0
ENSRNOG00000011740	9	50872492	50884596	ENSGGOG00000011035	13	85729797	85754679	ortholog_one2one	91.8327	91.8327	100	100.00	0.0405	0.5485	1
ENSRNOG00000031849	15	26587179	26678420	ENSGGOG00000012037	14	41249295	41394247	ortholog_one2one	54.4271	54.7837	50	89.58	0.3212	0.6362	1
ENSRNOG00000025420	19	880024	887144	ENSGGOG00000004163	16	57550798	57559784	ortholog_one2many	44.3114	29.8387	25	100.00	0.4452	1.6248	0
ENSRNOG00000001501	1	83999671	84008293	ENSGGOG00000001190	19	40288939	40303206	ortholog_one2one	98.9324	98.5816	100	100.00	0.0046	0.8063	1
ENSRNOG00000030000	8	42613601	42614536												
ENSRNOG00000009694	15	20776054	20822740	ENSGGOG00000014927	14	37168208	37170711	ortholog_one2many	97.549	97.549	25	0.00	0.0103	0.3511	0
ENSRNOG00000009694	15	20776054	20822740	ENSGGOG00000026060	14	37177566	37184774	ortholog_one2many	97.549	97.549	75	0.00	0.0103	0.3511	1
ENSRNOG00000027099	8	122243016	122311431	ENSGGOG00000002522	3	33842981	33952066	ortholog_one2one	91.7808	95.0355	100	96.40	0.0202	0.6283	1
ENSRNOG00000012988	1	59156251	59214452	ENSGGOG00000012515	5	80069860	80120879	ortholog_one2one	94.3262	94.3262	75	99.88	0.0291	0.4377	1
ENSRNOG00000050539	6	125644804	125723944	ENSGGOG00000004374	14	75840792	75919997	ortholog_one2one	93.0804	82.4111	75	100.00	0.0382	0.574	1
ENSRNOG00000002142	14	9396512	9456990	ENSGGOG00000002418	4	95613000	95700685	ortholog_one2one	95.4447	95.4447	100	100.00	0.023	0.7083	1
ENSRNOG00000046517	16	7411749	7412150	ENSGGOG00000038727	X	133682270	133682686	ortholog_one2one	83.4586	88.0952	0		0.0659	0.5579	0
ENSRNOG00000014999	2	29056219	29121104	ENSGGOG00000022535	5	60280918	60283635	ortholog_one2many	83.2584	88.1094	0		0.052	0.4799	0
ENSRNOG00000014999	2	29056219	29121104	ENSGGOG00000026800	17	23760707	23857977	ortholog_one2many	99.3258	98.441	75	0.00	0.0026	0.474	1
ENSRNOG00000037838	X	78259409	78284180												
ENSRNOG00000046997	3	73949652	73950593	ENSGGOG00000023656	11	55424488	55425426	ortholog_one2many	75.0799	75.3205	100		0.1498	0.9081	1
ENSRNOG00000026600	7	54859104	54917323	ENSGGOG00000013620	12	74568747	74621845	ortholog_one2one	53.1876	60.2062	100	6.47	0.2076	0.663	1
ENSRNOG00000013671	1	55862061	55895636												
ENSRNOG00000061857	2	140708397	140727281	ENSGGOG00000004989	4	151865842	151903535	ortholog_one2one	77.3438	67.3469	50	84.83	0.1275	0.527	1
ENSRNOG00000038686	X	32329598	32355307												
ENSRNOG00000032085	8	127789048	127834637	ENSGGOG00000003808	3	38709616	38804370	ortholog_one2one	69.4411	64.2857	50	88.25	0.2028	0.7717	1
ENSRNOG00000011189	8	115134765	115140080	ENSGGOG00000016084	3	52992978	53008511	ortholog_one2one	82.598	66.2083	75	100.00	0.1122	0.6555	1
ENSRNOG00000016717	1	107262659	107363788	ENSGGOG00000042299	11	22633362	22636417	ortholog_one2many	16.5605	85.2459	25	47.85	0.1021	0.8381	0
ENSRNOG00000016717	1	107262659	107363788	ENSGGOG00000027509	11	22615609	22774128	ortholog_one2many	96.8153	96.8153	100	83.86	0.0151	0.5102	1
ENSRNOG00000040183	20	572454	573395												
ENSRNOG00000056092	8	13614800	13680870	ENSGGOG00000000624	11	93496569	93590087	ortholog_one2one	86.6608	84.6419	75	94.01	0.0734	0.6025	1
ENSRNOG00000047478	3	20878701	20879639												
ENSRNOG00000027451	7	47847822	47928674	ENSGGOG00000023239	12	81724527	81845260	ortholog_one2one	69.9842	73.466	75	78.63	0.1653	0.5685	1
ENSRNOG00000011009	19	784618	824420	ENSGGOG00000013881	16	57595067	57611930	ortholog_one2one	64.9038	92.4658	100	100.00	0.0387	0.3633	1
ENSRNOG00000020676	1	87224677	87232848	ENSGGOG00000006128	19	37760060	37765428	ortholog_one2one	85.034	85.034	100	87.11	0.0804	0.9464	1
ENSRNOG00000003888	13	60970247	61003744	ENSGGOG00000001657	1	172058039	172082119	ortholog_one2one	82.9114	82.3899	100	100.00	0.0839	0.6009	1
ENSRNOG00000014169	7	72599479	72599919												
ENSRNOG00000057050	1	64849657	64975956												
ENSRNOG00000049571	7	18310624	18312001	ENSGGOG00000014253	19	8527624	8529225	ortholog_one2many	76.3855	76.2019	50	0.00	0.1396	1.5678	0
ENSRNOG00000006628	4	168472412	168517177	ENSGGOG00000025169	12	12326826	12374894	ortholog_one2one	90.7716	90.2256	100	100.00	0.0467	0.4394	1
ENSRNOG00000017273	9	92753957	92775816	ENSGGOG00000006923	2B	123499004	123552913	ortholog_one2many	29.3785	7.29313	0		0.8089	1.5329	0
ENSRNOG00000059006	X	159560292	159578456	ENSGGOG00000006552	X	136564644	136589281	ortholog_one2one	47.5285	48.4496	100	50.00	0.3284	0.4923	0
ENSRNOG00000037426	12	52670898	52674737	ENSGGOG00000002792	X	68520	83191	ortholog_one2many	36.6472	65.7343	0	0.00	0.2144	5.2294	0
ENSRNOG00000000552	20	31456852	31598118	ENSGGOG00000005032	10	39894680	40050101	ortholog_one2one	84.7091	87.3082	100	90.01	0.0661	0.3432	1
ENSRNOG00000050706	2	235596123	235715057	ENSGGOG00000005574	4	120276275	120779620	ortholog_one2one	90.6561	69.7248	25	83.90	0.0471	0.2912	1
ENSRNOG00000057798	19	24655626	24656999												
ENSRNOG00000048092	3	102925471	102926409												
ENSRNOG00000018215	1	224824799	224833259	ENSGGOG00000003915	11	62116803	62125217	ortholog_one2one	87.8403	88	100	29.98	0.0624	0.6205	1
ENSRNOG00000034016	14	2933100	2934571												
ENSRNOG00000029054	8	18926418	18927831												
ENSRNOG00000028814	12	47469598	47482961												
ENSRNOG00000008890	1	280423079	280457148	ENSGGOG00000004379	10	132227684	132267762	ortholog_one2one	91.6505	91.8288	100	27.48	0.0416	0.4838	1
ENSRNOG00000011970	5	160170833	160174698	ENSGGOG00000015186	1	15707171	15712601	ortholog_one2one	74.9296	77.551	75	100.00	0.1436	1.0578	1
ENSRNOG00000033790	13	96225912	96238572	ENSGGOG00000004061	1	224791833	224816168	ortholog_one2one	93.7734	91.2727	100	100.00	0.0296	0.3674	1
ENSRNOG00000011032	2	23770721	23852021	ENSGGOG00000003771	17	17956923	17981972	ortholog_one2one	85.9091	82.8947	100	100.00	0.0758	0.5827	1
ENSRNOG00000016213	2	20431243	20702515	ENSGGOG00000026863	5	63958064	64301090	ortholog_one2one	92.3706	94.6927	100	97.71	0.0231	0.2871	1
