Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gorilla gene stable ID	Gorilla chromosome/scaffold name	Gorilla chromosome/scaffold start (bp)	Gorilla chromosome/scaffold end (bp)	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	dN with Gorilla	dS with Gorilla	Gorilla orthology confidence [0 low, 1 high]
ENSMUSG00000026475	1	153740349	153745468	ENSGGOG00000002649	1	161829921	161834729	ortholog_one2one	79.602	80	100	0.00	0.1271	0.7606	1
ENSMUSG00000054509	14	56575619	56659794	ENSGGOG00000002940	13	6054756	6135628	ortholog_one2one	53.0726	61.7978	25	43.16	0.2972	0.8065	0
ENSMUSG00000052369	15	97964200	97970275	ENSGGOG00000004302	12	38202628	38207983	ortholog_one2one	76.1538	79.2	75	87.97	0.112	0.5883	1
ENSMUSG00000031377	X	164192842	164258193	ENSGGOG00000015925	X	15330013	15385731	ortholog_one2one	89.9237	87.2593	100	100.00	0.0464	0.4045	1
ENSMUSG00000038822	10	45577829	45712345	ENSGGOG00000008591	6	106943056	107077169	ortholog_one2one	97.0297	97.0297	100	98.67	0.0147	0.4068	1
ENSMUSG00000078940	2	164662894	164674087	ENSGGOG00000022748	20	44516811	44535478	ortholog_one2one	50	47.1264	100	100.00	0.4098	1.3193	0
ENSMUSG00000071291	13	67490167	67500555	ENSGGOG00000042313	11	3107694	3151262	ortholog_one2many	47.0348	36.3349	25		0.4664	1.1128	0
ENSMUSG00000075122	16	38455561	38496335	ENSGGOG00000027712	3	121238609	121274007	ortholog_one2one	40.1961	42.8571	100	0.00	0.5097	0.6549	0
ENSMUSG00000002111	2	91082390	91115756	ENSGGOG00000006485	11	47632929	47658474	ortholog_one2one	87.8676	88.1919	100	41.42	0.052	0.8504	1
ENSMUSG00000028403	4	82798738	82859958	ENSGGOG00000022090	9	35107901	35177788	ortholog_one2one	97.7358	97.7358	100	100.00	0.0103	0.3918	1
ENSMUSG00000028392	4	62480053	62497298	ENSGGOG00000006968	9	95906033	95926941	ortholog_one2one	64.8148	78.3582	100	100.00	0.1267	0.6037	1
ENSMUSG00000029127	5	38189735	38220457	ENSGGOG00000013012	4	4410171	4442141	ortholog_one2one	73.9418	73.0719	100	67.49	0.1609	0.88	1
ENSMUSG00000078578	3	135438149	135468198	ENSGGOG00000010832	4	114152824	114239200	ortholog_one2one	95.2381	93.9597	100	40.50	0.0226	0.1373	1
ENSMUSG00000032370	9	66955388	66975484	ENSGGOG00000014658	15	41551458	41571703	ortholog_one2one	86.7514	87.3857	100	10.96	0.0731	0.5537	1
ENSMUSG00000078995	13	67362113	67375810	ENSGGOG00000042313	11	3107694	3151262	ortholog_one2many	40.1747	29.0679	25		0.5397	0.988	0
ENSMUSG00000074594	2	164649631	164656583	ENSGGOG00000007042	20	44473456	44496995	ortholog_one2one	55.4217	51.6854	100		0.3465	1.0118	1
ENSMUSG00000058290	15	102296266	102324357	ENSGGOG00000001600	12	32881049	32905774	ortholog_one2one	77.4315	77.3585	100	100.00	0.1402	0.5073	1
ENSMUSG00000070529	2	164656046	164657368	ENSGGOG00000012433	20	44495481	44496919	ortholog_one2one	30.6452	48.1013	100	100.00	0.4124	1.0581	0
ENSMUSG00000001034	11	61488812	61494406	ENSGGOG00000006045	5	59432238	59438055	ortholog_one2one	93.0521	92.1376	100	100.00	0.035	0.5675	1
ENSMUSG00000098176	15	75979872	75982455												
ENSMUSG00000022221	14	55784995	55788865	ENSGGOG00000004710	14	21058769	21062793	ortholog_one2one	59.6708	55.9846	100	100.00	0.2981	0.7301	1
ENSMUSG00000058093	13	67589439	67609707	ENSGGOG00000027143	19	52681381	52700960	ortholog_one2many	42.6794	45.9794	25		0.446	1.3887	0
ENSMUSG00000100621	19	6076945	6082256												
ENSMUSG00000022112	14	115092215	116525179	ENSGGOG00000015066	13	74216828	75681961	ortholog_one2one	86.1888	86.1888	50	57.14	0.0741	0.5189	0
ENSMUSG00000098781	13	67317942	67360536												
ENSMUSG00000030155	6	129091998	129100913	ENSGGOG00000013106	12	9520185	9547036	ortholog_one2many	29.6296	33.5079	25		0.7294	1.6245	0
ENSMUSG00000040548	11	106502147	106613423	ENSGGOG00000011453	5	18977291	19093314	ortholog_one2one	90.0709	90.1508	100	100.00	0.0514	0.4827	1
ENSMUSG00000030500	7	51622006	51671119	ENSGGOG00000016918	11	22283450	22325545	ortholog_one2one	97.4227	97.4227	100	100.00	0.0113	0.5591	1
ENSMUSG00000041084	3	130695912	130709444	ENSGGOG00000036125	1	45642644	45643094	ortholog_one2many	50.3356	91.4634	0		0.0439	0.4161	0
ENSMUSG00000041084	3	130695912	130709444	ENSGGOG00000022391	4	124196317	124196675	ortholog_one2many	64.4295	88.8889	0	50.00	0.0647	0.6296	0
ENSMUSG00000051220	X	102141716	102157091	ENSGGOG00000022367	X	71889541	71925108	ortholog_one2one	72.9032	72.3779	100	100.00	0.1666	0.4758	1
ENSMUSG00000024797	19	6067842	6080324	ENSGGOG00000040349	16	5367797	5369259	ortholog_many2many	13.8107	80	0		0.1215	0.7984	0
ENSMUSG00000024797	19	6067842	6080324	ENSGGOG00000002704	11	64284841	64302746	ortholog_many2many	96.1637	96.1637	75	0.00	0.0176	0.8527	1
ENSMUSG00000074111	7	47234861	47252848	ENSGGOG00000015832	11	18921980	18922969	ortholog_many2many	49.0964	49.5441	75		0.4244	0.6541	0
ENSMUSG00000074111	7	47234861	47252848	ENSGGOG00000025813	11	18829277	18830078	ortholog_many2many	37.3494	51.6667	50		0.4129	1.0038	0
ENSMUSG00000074111	7	47234861	47252848	ENSGGOG00000024277	11	18831253	18832219	ortholog_many2many	39.1566	49.6183	50		0.3992	0.901	0
ENSMUSG00000074111	7	47234861	47252848	ENSGGOG00000016538	11	18047190	18048158	ortholog_many2many	48.7952	50.3106	25		0.4162	1.078	0
ENSMUSG00000042436	11	61485431	61488900	ENSGGOG00000006049	5	59428572	59432340	ortholog_one2one	85.7651	86.6907	100	0.00	0.0277	0.6249	1
ENSMUSG00000071281	13	67705309	67729173												
ENSMUSG00000052303	7	47185707	47204920	ENSGGOG00000015832	11	18921980	18922969	ortholog_many2many	50.8306	46.5046	25		0.4273	0.689	0
ENSMUSG00000052303	7	47185707	47204920	ENSGGOG00000025813	11	18829277	18830078	ortholog_many2many	40.1993	50.4167	50		0.4234	0.9926	0
ENSMUSG00000052303	7	47185707	47204920	ENSGGOG00000024277	11	18831253	18832219	ortholog_many2many	41.8605	48.0916	50		0.3915	0.7681	0
ENSMUSG00000052303	7	47185707	47204920	ENSGGOG00000016538	11	18047190	18048158	ortholog_many2many	50.4983	47.205	25		0.4223	0.962	0
ENSMUSG00000021217	7	36698118	36773553	ENSGGOG00000003676	19	30672360	30675572	ortholog_one2one	94.0796	95.0467	100	99.88	0.0244	0.7201	1
ENSMUSG00000039994	10	128232065	128252941	ENSGGOG00000016556	12	29713701	29735725	ortholog_one2one	81.4536	82.6972	100	100.00	0.0928	0.6659	1
ENSMUSG00000022400	15	81466296	81476369	ENSGGOG00000003524	22	24468118	24489366	ortholog_one2one	75	84.375	100	100.00	0.081	1.1214	1
ENSMUSG00000024911	19	5460616	5465051	ENSGGOG00000010857	11	65095427	65100048	ortholog_one2one	95.0549	90.1042	100	100.00	0.0191	0.5577	1
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000042328	1	207316622	207417992	ortholog_many2many	40.8	48.5714	25		0.4539	1.6606	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000009080	7	63496547	63531786	ortholog_many2many	34.24	50.1171	25		0.4575	1.2965	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000003876	7	63701697	63732738	ortholog_many2many	30.56	41.978	25		0.5477	1.6457	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000036199	19	23398915	23418589	ortholog_many2many	46.88	45.4264	0		0.4215	1.3444	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000041772	19	19877835	19920815	ortholog_many2many	39.04	48.996	0		0.4262	1.4382	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000001751	7	64089623	64094133	ortholog_many2many	26.56	43.1169	0		0.505	1.7332	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000016300	7	63170155	63228033	ortholog_many2many	38.72	48.497	25		0.4883	1.2655	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000024547	1	227004909	227069111	ortholog_many2many	37.92	46.0194	0		0.4658	1.1885	0
ENSMUSG00000057842	13	67312998	67332570	ENSGGOG00000041632	19	22871936	22900743	ortholog_many2many	50.08	50.5654	0		0.3782	1.2807	0
ENSMUSG00000037541	7	144001928	144424494	ENSGGOG00000003019	11	69781804	70344807	ortholog_one2one	87.9755	71.547	100	65.52	0.0639	0.6038	1
ENSMUSG00000026374	1	118294778	118311739	ENSGGOG00000002216	2B	10580711	10637410	ortholog_one2one	98.6842	98.6842	50	0.00	0.0065	0.3999	0
ENSMUSG00000029158	5	69516671	69542648	ENSGGOG00000004096	4	44449164	44478370	ortholog_one2one	81.8898	74.2857	75	100.00	0.1092	0.4392	1
ENSMUSG00000071749	15	60014866	60016613	ENSGGOG00000039791	X	71548974	71552504	ortholog_many2many	33.7232	35.3783	25		0.5783	0.9673	0
ENSMUSG00000071749	15	60014866	60016613	ENSGGOG00000026973	X	71456325	71460152	ortholog_many2many	34.8928	34.357	25	0.00	0.5796	0.8887	0
ENSMUSG00000071749	15	60014866	60016613	ENSGGOG00000039521	X	71451888	71455384	ortholog_many2many	34.5029	34.9112	25		0.5649	0.9377	0
ENSMUSG00000026708	1	161070713	161086724	ENSGGOG00000014416	1	152865106	152888236	ortholog_one2one	84.3478	74.6154	100	100.00	0.0849	0.3769	1
ENSMUSG00000061718	11	98348404	98357796	ENSGGOG00000006745	5	43848660	43858374	ortholog_one2one	85.0515	80.8824	100	100.00	0.0765	0.527	1
ENSMUSG00000031458	8	13884794	13890281	ENSGGOG00000007292	5	51530721	51538156	ortholog_one2one	72.8324	73.2558	0	0.00	0.1994	0.6886	0
ENSMUSG00000038530	1	169741477	169747642	ENSGGOG00000011376	1	142007102	142015253	ortholog_one2one	95.6098	64.9007	100	100.00	0.0257	0.4138	1
ENSMUSG00000055560	13	67405709	67421418	ENSGGOG00000027143	19	52681381	52700960	ortholog_one2many	40.0749	11.0309	0		0.6716	1.552	0
ENSMUSG00000002844	16	38444030	38452703	ENSGGOG00000005155	3	121293891	121304433	ortholog_one2one	80.1105	81.2325	100	0.00	0.1108	0.6771	1
ENSMUSG00000079324	2	68656486	68748467												
ENSMUSG00000031778	8	94772009	94782427	ENSGGOG00000000578	16	48016859	48029501	ortholog_one2one	65.0633	64.7355	100	53.24	0.2477	0.7925	1
ENSMUSG00000020715	11	106394650	106487852	ENSGGOG00000006532	5	19113549	19201029	ortholog_one2one	92.9376	92.9376	100	98.50	0.0327	0.4883	1
ENSMUSG00000038255	11	98325415	98329648	ENSGGOG00000000493	5	43878754	43879902	ortholog_one2one	97.9112	98.1675	100	100.00	0.0085	0.6174	1
ENSMUSG00000059839	13	67471513	67484258	ENSGGOG00000042313	11	3107694	3151262	ortholog_one2many	42.2819	29.8578	50		0.4978	1.1587	0
ENSMUSG00000024426	17	35897595	35910075	ENSGGOG00000011323	6	31288913	31308974	ortholog_one2one	81.9477	83.9416	100	100.00	0.0985	0.4996	1
ENSMUSG00000059412	9	45399669	45410278	ENSGGOG00000027025	11	117834035	117842093	ortholog_one2one	71.875	69.697	100	81.83	0.1743	0.8071	1
ENSMUSG00000023087	3	51224447	51251644	ENSGGOG00000028610	4	151200019	151229204	ortholog_one2one	69.4639	77.8068	75	0.00	0.1348	0.9063	1
ENSMUSG00000030551	7	70351944	70366735	ENSGGOG00000008656	15	75266841	75280703	ortholog_one2one	100	100	100	100.00	0	0	1
ENSMUSG00000017453	11	77880615	77894096	ENSGGOG00000012368	5	54434980	54449306	ortholog_one2one	81.0256	81.0256	100	100.00	0.1058	0.6707	1
ENSMUSG00000022615	15	89371931	89377039	ENSGGOG00000010990	22	34416287	34420867	ortholog_one2one	81.104	79.2531	100	0.00	0.1101	1.1006	1
ENSMUSG00000042244	3	92014583	92031582	ENSGGOG00000000853	1	132360850	132373764	ortholog_one2one	70.8934	72.1408	75	0.00	0.1681	0.6444	1
ENSMUSG00000006392	4	118409337	118415782	ENSGGOG00000004931	1	43888524	43894411	ortholog_one2one	96.2687	82.6923	100	100.00	0.0197	0.3977	1
ENSMUSG00000091780	15	89371637	89373846	ENSGGOG00000010986	22	34414118	34414918	ortholog_one2one	80.3922	77.0677	100	0.00	0.1169	0.8856	1
ENSMUSG00000011254	11	45946843	45955494	ENSGGOG00000008668	5	141567495	141576131	ortholog_one2one	82.8859	82.8859	75	100.00	0.0974	0.6008	1
ENSMUSG00000097333	13	67515781	67526177	ENSGGOG00000042313	11	3107694	3151262	ortholog_one2many	44.0741	37.5987	25		0.4915	1.1578	0
ENSMUSG00000091175	3	91088137	91090803												
ENSMUSG00000037962	5	125003221	125012547	ENSGGOG00000036874	12	124353222	124373634	ortholog_one2one	57.3529	65.7303	100	76.51	0.1508	1.0585	1
ENSMUSG00000024799	19	6062821	6077197	ENSGGOG00000040349	16	5367797	5369259	ortholog_many2many	13.8107	80	0		0.1215	0.7984	0
ENSMUSG00000024799	19	6062821	6077197	ENSGGOG00000002704	11	64284841	64302746	ortholog_many2many	96.1637	96.1637	75		0.0176	0.8527	1
ENSMUSG00000038383	2	155278243	155357430	ENSGGOG00000006437	20	33219096	33336734	ortholog_one2one	97.2414	97.2414	100	100.00	0.0146	0.3009	1
ENSMUSG00000038594	10	53273443	53379947	ENSGGOG00000003828	6	120787247	120978713	ortholog_one2one	83.3747	83.1683	100	85.00	0.0899	0.5338	1
ENSMUSG00000001029	11	106377656	106388075	ENSGGOG00000014108	5	19223583	19242228	ortholog_one2one	59.2058	59.6364	100	77.92	0.2795	0.9283	1
ENSMUSG00000047733	19	6080033	6080788	ENSGGOG00000041966	11	64277072	64277878	ortholog_one2one	72.4138	72.4138	75		0.1629	1.6938	1
ENSMUSG00000007721	8	70868227	70873935	ENSGGOG00000004373	19	17781220	17792222	ortholog_one2one	88.0184	85.6502	100	0.00	0.0547	1.4161	1
ENSMUSG00000078994	13	67387905	67399819	ENSGGOG00000042313	11	3107694	3151262	ortholog_one2many	40.8247	31.2796	25		0.5102	0.942	0
ENSMUSG00000074491	8	3707064	3720651	ENSGGOG00000006537	19	7547708	7550677	ortholog_one2one	51.7007	64.135	100	0.00	0.2336	0.8842	1
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000042328	1	207316622	207417992	ortholog_many2many	40.1786	51.4286	25		0.4244	2.016	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000009080	7	63496547	63531786	ortholog_many2many	32.2917	50.8197	25		0.4161	1.4313	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000003876	7	63701697	63732738	ortholog_many2many	30.3571	44.8352	25		0.5083	2.0552	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000036199	19	23398915	23418589	ortholog_many2many	48.8095	50.8527	0		0.3914	1.5099	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000041772	19	19877835	19920815	ortholog_many2many	37.3512	50.4016	0		0.4127	1.4163	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000001751	7	64089623	64094133	ortholog_many2many	26.1905	45.7143	0		0.4665	2.7081	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000016300	7	63170155	63228033	ortholog_many2many	36.6071	49.2986	25		0.4578	1.4395	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000024547	1	227004909	227069111	ortholog_many2many	36.9048	48.1553	0		0.4122	1.3681	0
ENSMUSG00000114923	13	67592159	67637769	ENSGGOG00000041632	19	22871936	22900743	ortholog_many2many	51.3393	55.7351	0		0.3374	1.6338	0
ENSMUSG00000023944	17	45567775	45573271	ENSGGOG00000008889	6	45082133	45089361	ortholog_one2one	99.7238	99.7238	100		0.0012	0.751	1
ENSMUSG00000038583	10	53337667	53345987	ENSGGOG00000037676	6	120884279	120884437	ortholog_one2one	96.1538	96.1538	100		0.0205	0.7836	1
ENSMUSG00000034463	14	65919394	65953935	ENSGGOG00000004099	8	26744783	26773322	ortholog_one2one	71.1221	81.015	100	39.00	0.118	1.0517	1
ENSMUSG00000021240	12	84601464	84617413	ENSGGOG00000002587	14	57921138	57939368	ortholog_one2one	89.934	89.934	100	100.00	0.051	0.4702	1
ENSMUSG00000030898	7	105425731	105470898												
ENSMUSG00000055805	11	103171107	103198901	ENSGGOG00000004528	5	38187006	38212300	ortholog_one2one	88.4826	88.1603	100	65.76	0.0578	0.7097	1
ENSMUSG00000036009	10	105763189	105841380	ENSGGOG00000023239	12	81724527	81845260	ortholog_one2one	74	73.6318	75	78.63	0.1562	0.5264	1
ENSMUSG00000020836	11	77462411	77470484	ENSGGOG00000000581	5	53874396	53882546	ortholog_one2one	96.1783	95.9746	100	80.17	0.017	0.6274	1
ENSMUSG00000024792	19	6080762	6084944	ENSGGOG00000002697	11	64272850	64277452	ortholog_one2one	92.5806	92.5806	100	0.00	0.037	0.54	1
ENSMUSG00000047710	8	13869641	13881639	ENSGGOG00000037243	13	97142523	97144832	ortholog_one2one	63.4663	74.0902	50		0.1495	0.6777	0
ENSMUSG00000019897	10	105841067	105847833	ENSGGOG00000025296	12	81718342	81724785	ortholog_one2one	71.25	70.9544	100	43.68	0.1559	0.9498	1
ENSMUSG00000011008	3	146149833	146195513	ENSGGOG00000012178	1	85887876	85961058	ortholog_one2one	80.0353	80.0353	100	100.00	0.1056	0.6644	1
ENSMUSG00000037089	17	45563874	45567671	ENSGGOG00000008896	6	45089578	45094352	ortholog_one2one	92.9319	81.9861	100	100.00	0.0387	0.53	1
ENSMUSG00000032555	9	103305215	103350428	ENSGGOG00000007648	3	135662598	135723952	ortholog_one2one	77.0957	76.4899	100	99.08	0.1374	0.6048	1
ENSMUSG00000057116	8	13835233	13838389												
ENSMUSG00000025377	11	120090531	120098731	ENSGGOG00000008517	5	1811225	1822173	ortholog_one2one	71.3787	68.9713	100	100.00	0.1934	0.8991	1
ENSMUSG00000055313	13	21421275	21441058	ENSGGOG00000001759	6	28889769	28911048	ortholog_one2one	63.3735	32.5093	75	0.00	0.277	0.6168	0
ENSMUSG00000020872	11	95261529	95269265	ENSGGOG00000007479	5	33629552	33639236	ortholog_one2one	45.3125	51.3274	75	100.00	0.3251	0.7614	0
ENSMUSG00000022228	13	21442180	21453730	ENSGGOG00000023894	6	28877985	28883163	ortholog_one2one	69.9571	68.2008	100	0.00	0.1789	0.5868	1
ENSMUSG00000043832	6	122952515	122969875	ENSGGOG00000022960	12	7815205	7833688	ortholog_one2many	35.443	41.3793	0		0.5825	1.1477	0
ENSMUSG00000038178	11	75531694	75577575	ENSGGOG00000007383	17	1453082	1506742	ortholog_one2one	91.9014	91.0995	100	88.06	0.0394	0.723	1
ENSMUSG00000028391	4	62448653	62470896	ENSGGOG00000006963	9	95872199	95896836	ortholog_one2one	83.1063	83.1063	100	100.00	0.0979	0.4019	1
ENSMUSG00000049037	6	122921848	122934619	ENSGGOG00000022730	12	8213468	8230641	ortholog_one2one	51.0204	52.7426	25	50.00	0.3785	0.4141	0
ENSMUSG00000047423	19	5425157	5427313	ENSGGOG00000004794	11	65129103	65131391	ortholog_one2one	89.5973	91.4384	100	100.00	0.0392	0.425	1
ENSMUSG00000026678	1	169655501	169695813	ENSGGOG00000013984	1	142089783	142165646	ortholog_one2one	85.0829	76.6169	100	92.20	0.0963	0.4501	1
ENSMUSG00000009210	11	106365472	106377558	ENSGGOG00000028409	5	19240550	19246475	ortholog_one2one	51.3369	40.5063	100	100.00	0.4496	1.3418	0
ENSMUSG00000020460	11	29545846	29548109	ENSGGOG00000041394	3	5653674	5654144	ortholog_one2one	99.359	99.359	0		0.0027	0.4841	0
ENSMUSG00000063804	10	45376620	45486395	ENSGGOG00000015437	6	107169425	107304940	ortholog_one2one	77.4908	81.3953	100	92.69	0.0857	0.4418	1
ENSMUSG00000022035	14	65837302	65866607	ENSGGOG00000009685	8	26831159	26870517	ortholog_one2many	95.1923	95.1923	100	2.84	0.0194	0.3889	1
ENSMUSG00000022035	14	65837302	65866607	ENSGGOG00000039917	1	40013722	40014290	ortholog_one2many	71.1538	81.768	0		0.0628	0.4278	0
ENSMUSG00000040472	14	55715416	55722263	ENSGGOG00000016137	14	21131631	21137722	ortholog_one2one	90.6526	90.6526	100	100.00	0.0495	0.6289	1
ENSMUSG00000024145	17	86997256	87025406	ENSGGOG00000024478	2A	60557567	60593395	ortholog_one2one	88.1279	88.1279	100	100.00	0.0727	0.4078	1
ENSMUSG00000026889	2	36116079	36136773	ENSGGOG00000011052	9	105570518	105595952	ortholog_one2one	98.9474	98.9474	100	100.00	0.0048	0.2822	1
ENSMUSG00000041329	11	69599736	69605942	ENSGGOG00000002715	17	7670196	7677123	ortholog_one2one	97.2414	97.2414	100	100.00	0.0122	0.5767	1
ENSMUSG00000020808	11	72042032	72047370	ENSGGOG00000042085	2B	95189443	95190234	ortholog_one2many	59.3074	59.5652	0		0.2465	0.7647	0
ENSMUSG00000020808	11	72042032	72047370	ENSGGOG00000038446	4	26484186	26484900	ortholog_one2many	54.9784	61.9512	0		0.2408	0.8416	0
ENSMUSG00000020808	11	72042032	72047370	ENSGGOG00000040418	4	116963441	116966800	ortholog_one2many	57.1429	51.3619	0		0.2253	0.824	0
ENSMUSG00000020808	11	72042032	72047370	ENSGGOG00000012309	17	6420075	6426052	ortholog_one2many	69.2641	57.554	100	0.00	0.2051	0.861	1
ENSMUSG00000032374	9	92542223	92608428	ENSGGOG00000014284	3	148251837	148343160	ortholog_one2one	90.3694	90.3694	100	97.72	0.0532	0.5085	1
ENSMUSG00000017688	3	3508030	3658052	ENSGGOG00000008488	8	39830819	39857682	ortholog_one2one	95.4545	86.551	50	99.88	0.022	0.6771	1
ENSMUSG00000074766	2	139678178	139758581	ENSGGOG00000002698	20	13327130	13410203	ortholog_one2one	93.2755	92.6724	100	97.80	0.0336	0.4884	1
ENSMUSG00000002500	17	24727820	24736143	ENSGGOG00000009364	16	1987941	1998718	ortholog_one2one	95.5774	95.5774	75	0.00	0.0193	1.0227	1
ENSMUSG00000024143	17	86963082	87000069	ENSGGOG00000023494	2A	60593586	60631485	ortholog_one2one	81.4634	83.5	100	100.00	0.1134	0.4748	1
ENSMUSG00000061104	8	95825346	95826134	ENSGGOG00000040745	CABD030165910.1	6159	10626	ortholog_many2many	65.1163	75.6757	0		0.1494	0.5873	0
ENSMUSG00000061104	8	95825346	95826134	ENSGGOG00000014535	13	2696077	2704784	ortholog_many2many	97.6744	97.6744	0	0.00	0.0104	0.4895	0
ENSMUSG00000030945	7	119554340	119600690												
ENSMUSG00000030203	6	134715468	134792625	ENSGGOG00000025169	12	12326826	12374894	ortholog_one2one	90.9091	90.2256	100	100.00	0.0466	0.4307	1
ENSMUSG00000038023	5	124628576	124724455	ENSGGOG00000008941	12	123767986	123815992	ortholog_one2one	90.8878	90.8878	100	100.00	0.0471	0.8754	1
ENSMUSG00000024073	17	74528295	74703356	ENSGGOG00000041396	2A	74707858	74979711	ortholog_one2one	95.3212	95.1259	100	54.81	0.022	0.4745	1
ENSMUSG00000056586	5	150507055	150518164	ENSGGOG00000015803	13	13960959	13969158	ortholog_one2one	57.3883	52.0249	100	100.00	0.267	0.7946	1
ENSMUSG00000020945	11	103631070	103638890	ENSGGOG00000010460	5	47353578	47362728	ortholog_one2one	70.9459	70.9459	0	0.00	0.1873	0.5152	0
ENSMUSG00000029406	5	124118690	124249760	ENSGGOG00000000485	12	123031981	123125919	ortholog_one2one	90.4869	90.1493	100	53.41	0.0489	0.8316	1
ENSMUSG00000094748	7	22533964	22534887												
ENSMUSG00000043572	4	106651069	106655282	ENSGGOG00000005426	1	55368802	55370229	ortholog_one2one	75.9296	81.6842	100	100.00	0.1032	0.5953	1
ENSMUSG00000095984	7	22564423	22565343												
ENSMUSG00000033068	2	150749042	150771675	ENSGGOG00000014904	20	25524768	25555495	ortholog_one2one	87.2527	82.0248	100	80.28	0.0724	0.6446	1
ENSMUSG00000047648	10	11281330	11298052	ENSGGOG00000005928	6	148568756	148585423	ortholog_one2one	88.0697	88.1879	100	100.00	0.0547	0.4152	1
ENSMUSG00000109396	7	22582158	22588127												
ENSMUSG00000006676	9	108490602	108502337	ENSGGOG00000014895	3	50083083	50095947	ortholog_one2one	90.8088	86.9106	100	100.00	0.0479	0.4176	1
ENSMUSG00000046215	11	103649570	103650579	ENSGGOG00000000099	5	36485341	36485703	ortholog_one2one	93.1624	90.8333	50	0.00	0.0282	0.7434	0
ENSMUSG00000094553	6	90101430	90109109	ENSGGOG00000002427	1	227321178	227322251	ortholog_one2many	27.4194	23.8095	50		0.7787	1.7847	0
ENSMUSG00000040969	3	133112278	133234949	ENSGGOG00000011388	4	116992225	117070470	ortholog_one2one	86.758	86.758	100	34.63	0.0638	0.5813	1
ENSMUSG00000024146	17	87025550	87035810	ENSGGOG00000015059	2A	60549661	60557537	ortholog_one2one	99.0099	99.0099	100	0.00	0.0046	0.544	1
ENSMUSG00000056281	X	49882991	49891483												
ENSMUSG00000018821	19	42123273	42129059	ENSGGOG00000015256	10	112201023	112210480	ortholog_one2one	78.169	75.5102	75		0.1241	0.9787	1
ENSMUSG00000038664	9	66350450	66508775	ENSGGOG00000013126	15	42041065	42221229	ortholog_one2one	97.3657	97.3257	100	97.47	0.0131	0.3324	1
ENSMUSG00000094905	7	22658018	22658941												
ENSMUSG00000024768	19	33961187	33976810	ENSGGOG00000022842	10	102995735	103007099	ortholog_one2one	72.9114	75	100	0.00	0.1441	0.6321	1
ENSMUSG00000051611	17	37561668	37569451												
ENSMUSG00000030604	7	27807196	27822916	ENSGGOG00000012112	19	39595975	39618348	ortholog_one2many	55.9172	58.8785	50		0.2987	0.7872	0
ENSMUSG00000066149	4	62383654	62408642	ENSGGOG00000009853	9	95823966	95832548	ortholog_one2one	87.0588	87.0588	100	100.00	0.0769	0.4355	1
ENSMUSG00000074576	2	168230622	168232594	ENSGGOG00000008999	20	49865556	49866938	ortholog_one2one	80.2174	80.2174	100	100.00	0.1181	1.1762	1
ENSMUSG00000038005	8	60890418	60908671	ENSGGOG00000028113	5	164144030	164145357	ortholog_one2many	56.9364	70.8633	0		0.1944	0.5899	0
ENSMUSG00000038005	8	60890418	60908671	ENSGGOG00000012170	9	34743053	34770073	ortholog_one2many	79.1908	84.5679	0		0.0761	0.433	0
ENSMUSG00000038005	8	60890418	60908671	ENSGGOG00000003090	4	182492766	182521230	ortholog_one2many	89.0173	89.0173	50	0.00	0.0527	0.3755	0
ENSMUSG00000095081	7	22691397	22692317												
ENSMUSG00000046957	13	92574636	92576172												
ENSMUSG00000057421	X	95935335	95956962	ENSGGOG00000008739	X	65288064	65310242	ortholog_one2one	66.0079	68.1633	75	0.00	0.1856	0.5573	1
ENSMUSG00000048007	X	134537256	134541865	ENSGGOG00000042515	2B	54323200	54325481	ortholog_one2many	81.4433	79.798	0		0.1276	0.8733	0
ENSMUSG00000025451	13	119428601	119458218	ENSGGOG00000022753	17	51830092	51861182	ortholog_one2one	90	98.0926	50	76.39	0.0072	0.3882	1
ENSMUSG00000092292	17	37573877	37577663												
ENSMUSG00000071342	12	40175493	40199490	ENSGGOG00000016165	7	111431018	111441469	ortholog_one2one	83.5938	81.6794	50	0.00	0.1103	0.5636	0
ENSMUSG00000024847	19	4114446	4125858	ENSGGOG00000010142	11	66717767	66725931	ortholog_one2one	94.5455	94.5455	100	0.00	0.024	0.789	1
