Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
ENSMUSG00000037104	17	87107679	87137583	ENSMMUG00000039303	13	47431662	47493021	ortholog_one2one	94.403	94.403	100	100.00	0.0262	0.5777	1
ENSMUSG00000024383	18	32163089	32236751	ENSMMUG00000018568	12	3289928	3324969	ortholog_one2one	96.2843	96.129	75	95.64	0.0168	0.3211	1
ENSMUSG00000096519	9	3013140	3014344												
ENSMUSG00000079061	12	74315110	74316394												
ENSMUSG00000095500	GL456221.1	32239	47294												
ENSMUSG00000090805	GL456233.1	25190	25788												
ENSMUSG00000096621	3	90775946	90777876	ENSMMUG00000006868	1	127955297	127958533	ortholog_one2many	43.5897	44.7368	75		0.5372	2.9902	0
ENSMUSG00000095029	13	120026439	120027011												
ENSMUSG00000024253	17	84626496	84655558	ENSMMUG00000008077	13	44496251	44531653	ortholog_one2one	88.8889	88.8889	100	100.00	0.0602	0.77	1
ENSMUSG00000074228	8	83165081	83166170												
ENSMUSG00000079222	GL456221.1	17591	30203												
ENSMUSG00000070900	4	94556546	94557078												
ENSMUSG00000024357	18	35266400	35498925	ENSMMUG00000001939	6	136671899	136915087	ortholog_one2one	83.871	83.3333	75	69.26	0.0896	0.6796	1
ENSMUSG00000091619	12	4592826	4592927												
ENSMUSG00000116179	7	84915781	84916728												
ENSMUSG00000043789	19	10634233	10665210	ENSMMUG00000002688	14	12826580	12860976	ortholog_one2one	76.3186	77.3173	75	90.95	0.1297	0.5996	1
ENSMUSG00000096194	X	32278394	32280342												
ENSMUSG00000079353	2	58859434	58907618												
ENSMUSG00000024958	19	6938069	6942450	ENSMMUG00000010390	14	10236739	10242001	ortholog_one2one	84.3434	73.5683	100	100.00	0.0913	0.6159	1
ENSMUSG00000073563	18	53862113	53955684	ENSMMUG00000006646	6	120933816	121038946	ortholog_one2many	98.8208	92.0879	100	100.00	0.0043	0.3387	1
ENSMUSG00000073563	18	53862113	53955684	ENSMMUG00000042960	13	90264564	90266094	ortholog_one2many	63.4434	78.8856	0		0.1217	0.5925	0
ENSMUSG00000024097	17	80200089	80207305	ENSMMUG00000011025	13	39222115	39229020	ortholog_one2one	98.3193	71.1246	100	100.00	0.0079	0.3014	1
ENSMUSG00000005370	17	87975050	87990883	ENSMMUG00000022842	13	48538681	48564555	ortholog_one2one	86.1561	86.0294	75	0.00	0.08	0.5223	1
ENSMUSG00000039616	18	24653691	24701556	ENSMMUG00000018791	18	24859805	24920192	ortholog_one2one	70.8817	74.7858	100	33.07	0.139	0.6044	1
ENSMUSG00000053560	8	84661331	84662852	ENSMMUG00000042500	19	13135042	13135713	ortholog_one2one	74.6606	73.991	100	100.00	0.1417	1.3445	1
ENSMUSG00000051490	19	24898965	24901309	ENSMMUG00000023182	15	84479159	84480493	ortholog_one2one	55.1802	58.0569	100	0.00	0.2772	0.9742	1
ENSMUSG00000067889	19	4711208	4752353	ENSMMUG00000020359	14	7699088	7735524	ortholog_one2one	94.7655	94.6862	75	100.00	0.0256	0.7438	1
ENSMUSG00000096680	JH584296.1	130715	133448												
ENSMUSG00000095098	19	5456789	5457397	ENSMMUG00000008652	14	8544164	8544772	ortholog_one2one	99.0099	99.0099	100	100.00	0.0045	2.5894	1
ENSMUSG00000024785	19	29101375	29143843	ENSMMUG00000041751	15	79672564	79702091	ortholog_one2one	35.6568	78.6982	100	39.51	0.1572	0.684	0
ENSMUSG00000079800	GL456210.1	9124	58882												
ENSMUSG00000024588	18	64456550	64489066	ENSMMUG00000022568	18	47005387	47041523	ortholog_one2one	87.9147	87.7069	100	100.00	0.064	0.4663	1
ENSMUSG00000024841	19	5366813	5371511	ENSMMUG00000019115	14	8426385	8429610	ortholog_one2one	85.2941	87.8788	100	84.12	0.074	0.7128	1
ENSMUSG00000024261	18	31437808	31447415	ENSMMUG00000017016	18	32115197	32127610	ortholog_one2one	89.6471	89.6471	50	1.99	0.0556	0.5761	0
ENSMUSG00000024897	19	23758876	23949597	ENSMMUG00000011401	15	85622833	85861877	ortholog_one2one	92.399	92.8401	75	100.00	0.0321	0.6278	1
ENSMUSG00000024800	19	36083716	36104772	ENSMMUG00000006628	9	86112114	86144349	ortholog_one2one	86.194	77.7778	100	100.00	0.0464	0.3912	1
ENSMUSG00000039628	17	24753003	24758683	ENSMMUG00000048601	20	1900109	1906863	ortholog_one2one	85.3801	87.4251	100		0.0726	1.3067	1
ENSMUSG00000024976	19	53944306	54033268	ENSMMUG00000017206	9	106903496	106955122	ortholog_one2one	97.079	94.01	100	100.00	0.0164	0.3925	1
ENSMUSG00000095909	13	66119547	66122836												
ENSMUSG00000075465	14	122490586	122492121												
ENSMUSG00000070023	8	60430024	60503198												
ENSMUSG00000096646	JH584293.1	86316	87710	ENSMMUG00000042069	15	49530854	49541488	ortholog_many2many	43.6559	15.2288	75		0.5144	0.5475	0
ENSMUSG00000096646	JH584293.1	86316	87710	ENSMMUG00000004980	15	49435211	49438894	ortholog_many2many	43.2258	16.3814	50		0.5069	0.532	0
ENSMUSG00000074807	2	128966593	128967725												
ENSMUSG00000015575	17	26676396	26699644	ENSMMUG00000013825	6	171272993	171322499	ortholog_one2one	77.7778	96.9231	100	0.00	0.0148	0.6519	1
ENSMUSG00000053603	10	81182605	81183849												
ENSMUSG00000053536	19	31082841	31086590	ENSMMUG00000042906	9	81118321	81120888	ortholog_one2one	43.9873	93.2886	100	100.00	0.0362	0.4948	0
ENSMUSG00000054648	8	69706332	69710724	ENSMMUG00000005860	19	12097762	12114582	ortholog_many2many	5.29301	34.1463	25		0.5823	0.8851	0
ENSMUSG00000054648	8	69706332	69710724	ENSMMUG00000013570	11	11513146	11514133	ortholog_many2many	6.80529	39.5604	25		0.5597	1.6039	0
ENSMUSG00000006850	18	36735068	36742391	ENSMMUG00000018246	6	138405300	138410826	ortholog_one2one	83.1984	82.3647	100	100.00	0.104	0.4058	1
ENSMUSG00000069622	10	59395632	59396757	ENSMMUG00000009847	9	44044289	44328801	ortholog_one2many	96.1722	96.1722	0	0.00	0.0142	0.4304	0
ENSMUSG00000024990	19	38116620	38125321	ENSMMUG00000014711	9	88807540	88817977	ortholog_one2one	68.5714	68.2927	100	0.00	0.0994	1.0543	1
ENSMUSG00000092123	2	155735810	155735866												
ENSMUSG00000115956	2	74721978	74729160	ENSMMUG00000047606	12	63174569	63180019	ortholog_one2many	93.6	91.7647	75	100.00	0.0273	0.3893	1
ENSMUSG00000056078	19	34100943	34122687	ENSMMUG00000000469	9	83980334	83998192	ortholog_one2one	87.2038	86.9976	100	99.99	0.0688	0.5714	1
ENSMUSG00000091519	18	76856405	76900342	ENSMMUG00000048459	18	36133639	36170548	ortholog_one2one	82.4405	87.1069	100	100.00	0.0713	0.8277	1
ENSMUSG00000034371	19	10592200	10604258	ENSMMUG00000002692	14	12904978	12923215	ortholog_one2one	82.526	82.3834	100	100.00	0.1036	0.5203	1
ENSMUSG00000071655	19	8871559	8875663	ENSMMUG00000005761	14	11628376	11632793	ortholog_one2one	94.2761	94.2761	100	100.00	0.0309	0.4132	1
ENSMUSG00000011752	19	41911871	41918664	ENSMMUG00000002417	20	29551247	29552010	ortholog_one2many	83.8583	90.6383	0		0.0438	0.5681	0
ENSMUSG00000011752	19	41911871	41918664	ENSMMUG00000020027	9	92930471	92941008	ortholog_one2many	99.6063	99.6063	100		0.0017	0.5428	1
ENSMUSG00000094487	3	54713176	54714353												
ENSMUSG00000025218	19	45552275	45560531	ENSMMUG00000006747	9	97241953	97251926	ortholog_one2one	44.3281	84.6667	100	100.00	0.0858	0.7006	0
ENSMUSG00000050321	18	86394952	86501897	ENSMMUG00000020595	18	62907090	63029402	ortholog_one2one	95.6848	95.6848	75	89.97	0.0202	0.4145	1
ENSMUSG00000054640	17	81388691	81649607	ENSMMUG00000015508	13	40678695	41007293	ortholog_one2one	95.3608	95.0668	50	100.00	0.025	0.4143	1
ENSMUSG00000057411	17	25790508	25792284	ENSMMUG00000011521	20	708951	710151	ortholog_one2one	63.3188	65.3153	100	0.00	0.2342	1.3343	1
ENSMUSG00000079183	10	97724874	97726755												
ENSMUSG00000049124	17	26098872	26099257	ENSMMUG00000031635	15	104394626	104394856	ortholog_one2one	94.7368	94.7368	0		0.024	0.6009	0
ENSMUSG00000025178	19	42090435	42122218	ENSMMUG00000020033	9	93083353	93180535	ortholog_one2one	95.1983	95	75	69.57	0.0228	0.3551	1
ENSMUSG00000053588	14	55559942	55560406												
ENSMUSG00000025090	19	58512002	58553085	ENSMMUG00000016663	9	112239468	112297426	ortholog_one2one	67.4157	69.7674	100	62.04	0.1882	0.6871	1
ENSMUSG00000045903	19	4984355	4989971	ENSMMUG00000015982	14	8005473	8010401	ortholog_one2one	87.2818	92.1053	100	100.00	0.0393	0.3166	1
ENSMUSG00000094620	X	123793665	123813765	ENSMMUG00000006194	X	9031440	9038307	ortholog_one2many	28.7554	31.3084	25	0.00	0.7379	1.273	0
ENSMUSG00000095965	X	125705444	125705941												
ENSMUSG00000025203	19	44293676	44306864	ENSMMUG00000010817	9	95924498	95943229	ortholog_many2many	83.5196	83.2869	100	0.00	0.0865	0.7624	1
ENSMUSG00000025203	19	44293676	44306864	ENSMMUG00000038674	3	111672432	111673636	ortholog_many2many	70.9497	71.5493	75		0.1684	0.8	1
ENSMUSG00000094127	1	85575676	85577295												
ENSMUSG00000079264	6	140729284	140756053												
ENSMUSG00000073052	11	33599302	33625618												
ENSMUSG00000025226	19	46328184	46330446												
ENSMUSG00000004054	19	5689131	5702862												
ENSMUSG00000003228	19	60889749	61092553	ENSMMUG00000004596	9	115172162	115425093	ortholog_one2one	94.5763	94.5763	50	50.00	0.0266	0.6269	0
ENSMUSG00000093883	Y	13465037	13465579												
ENSMUSG00000091768	13	55132962	55133548												
ENSMUSG00000096236	JH584297.1	31101	33667												
ENSMUSG00000096736	9	3034599	3035805												
ENSMUSG00000067929	17	21691860	21692114												
ENSMUSG00000073532	18	77185006	77186257												
ENSMUSG00000107108	5	114855758	114858682												
ENSMUSG00000097411	13	118386630	118388124												
ENSMUSG00000096850	Y	90838869	90839177												
ENSMUSG00000094404	Y	76378662	76379744												
ENSMUSG00000091423	13	117218701	117221075												
ENSMUSG00000051219	4	124609931	124610803												
ENSMUSG00000062226	X	111168340	111168693												
ENSMUSG00000090889	14	54976933	54977025												
ENSMUSG00000025225	19	46304737	46312090	ENSMMUG00000002990	9	98111869	98118760	ortholog_one2one	90.1001	88.9133	100	100.00	0.0547	0.6284	1
ENSMUSG00000025034	19	46501648	46516444	ENSMMUG00000004394	9	98366223	98380079	ortholog_one2one	98.1851	98.1851	100	100.00	0.0075	0.602	1
ENSMUSG00000025078	19	56548261	56598846	ENSMMUG00000016646	9	109757282	109810217	ortholog_one2one	81.6552	80.8743	100	100.00	0.117	0.6725	1
ENSMUSG00000024286	18	9314044	9450150	ENSMMUG00000006713	9	35488394	35803570	ortholog_one2one	90.9091	98.1013	25	91.31	0.0102	0.4116	1
ENSMUSG00000074735	2	150254518	150255591												
ENSMUSG00000095315	2	150323702	150363071												
ENSMUSG00000071847	18	62922327	62953195												
ENSMUSG00000074473	8	12278819	12280657												
ENSMUSG00000091844	1	44055952	44061936	ENSMMUG00000045859	17	84412393	84441912	ortholog_one2one	38.1143	10.9211	75	100.00	0.5774	0.6703	0
ENSMUSG00000053706	3	61362250	61365951												
ENSMUSG00000036223	18	74195299	74207818	ENSMMUG00000000719	18	39456641	39484456	ortholog_one2one	67.3228	72.766	100	0.00	0.1836	0.5291	1
ENSMUSG00000024525	18	67289253	67319146												
ENSMUSG00000094441	17	33241519	33255040	ENSMMUG00000013569	19	12115971	12117747	ortholog_one2many	20	42.5781	25		0.4848	2.0517	0
ENSMUSG00000036855	18	9278607	9282809												
ENSMUSG00000062783	GL456221.1	111572	163011												
ENSMUSG00000095474	X	123581700	123602134	ENSMMUG00000006194	X	9031440	9038307	ortholog_one2many	29.1845	31.7757	25	0.00	0.7243	1.3165	0
ENSMUSG00000078840	8	129129097	129131661												
ENSMUSG00000078735	4	42656355	42661893	ENSMMUG00000048888	15	49603061	49629819	ortholog_one2many	80.5556	44.1065	0		0.1077	0.4772	0
ENSMUSG00000091096	5	106609098	106609201												
ENSMUSG00000078677	7	66365905	66386309												
ENSMUSG00000067872	19	4839366	4842528	ENSMMUG00000005512	14	7833729	7837373	ortholog_one2one	59.7661	60.761	100	16.22	0.2757	0.6107	1
ENSMUSG00000035885	19	7215158	7217616												
ENSMUSG00000091497	X	90892142	90893134	ENSMMUG00000044123	X	25673226	25674062	ortholog_one2many	34.2424	42.0074	50	50.00	0.5753	0.9542	0
ENSMUSG00000079774	GL456350.1	144079	149877	ENSMMUG00000042069	15	49530854	49541488	ortholog_many2many	44.5719	43.7359	50		0.455	0.5971	0
ENSMUSG00000079774	GL456350.1	144079	149877	ENSMMUG00000004980	15	49435211	49438894	ortholog_many2many	40.4434	43.1133	25	0.00	0.4662	0.6508	0
ENSMUSG00000079286	2	72971548	72986716												
ENSMUSG00000074925	19	23687400	23721129	ENSMMUG00000003132	15	85904553	85945924	ortholog_one2one	77.5943	85.6771	50	81.22	0.0772	0.4086	1
ENSMUSG00000116045	11	120467635	120483984	ENSMMUG00000008833	16	75550913	75573668	ortholog_one2one	92.9124	92.7928	75	100.00	0.0355	0.9435	1
ENSMUSG00000035783	19	34241090	34255336	ENSMMUG00000009341	9	84116140	84133391	ortholog_one2one	94.9602	86.6828	100	100.00	0.0395	0.6623	1
ENSMUSG00000024855	19	5133688	5273119	ENSMMUG00000022518	14	8181905	8353507	ortholog_one2one	79.2924	85.2349	100	42.76	0.1083	0.7775	1
ENSMUSG00000072612	5	125389322	125390554												
ENSMUSG00000069475	19	61183890	61183955												
ENSMUSG00000024999	19	38788128	38819237	ENSMMUG00000001619	9	89550575	89580403	ortholog_one2one	89.2193	90.1126	100	77.23	0.0523	0.638	1
ENSMUSG00000039330	19	5390049	5394401	ENSMMUG00000001256	14	8470941	8486188	ortholog_one2one	71.3376	20.0717	100	35.33	0.1658	0.6974	0
ENSMUSG00000025036	19	46573365	46596898	ENSMMUG00000047714	9	98448857	98458504	ortholog_one2one	14.5963	68.1159	100	30.89	0.2184	23.2593	0
ENSMUSG00000075015	2	98662237	98664083												
ENSMUSG00000025066	19	47731756	47735588	ENSMMUG00000044990	9	99942245	99948083	ortholog_one2one	42.3197	55.102	100		0.3151	0.6902	0
ENSMUSG00000036097	19	44931119	44983787	ENSMMUG00000013418	9	96564166	96612250	ortholog_one2one	85.2966	83.572	100	100.00	0.0741	0.3552	1
ENSMUSG00000093857	X	32047829	32049325												
ENSMUSG00000046229	2	156311847	156312704	ENSMMUG00000009306	10	28141814	28142672	ortholog_one2one	75.3521	59.7765	100	100.00	0.1453	1.3819	1
ENSMUSG00000025888	9	5298517	5307265	ENSMMUG00000009854	14	97972297	97973721	ortholog_one2many	14.6766	54.6296	100		0.3596	0.6653	0
ENSMUSG00000025888	9	5298517	5307265	ENSMMUG00000009852	14	97899138	97918996	ortholog_one2many	61.6915	57.1429	100	0.00	0.2745	0.6959	1
ENSMUSG00000069379	18	51865264	51865881	ENSMMUG00000012363	16	44448239	44460541	ortholog_many2many	94.1463	94.1463	0		0.0281	0.5941	0
ENSMUSG00000069379	18	51865264	51865881	ENSMMUG00000013224	11	54377127	54377745	ortholog_many2many	75.6098	81.1518	0		0.098	0.6967	0
ENSMUSG00000097704	10	52358767	52358853												
ENSMUSG00000047061	13	45078692	45081222												
ENSMUSG00000094170	Y	47669242	47691098	ENSMMUG00000002282	3	30290831	30291538	ortholog_one2many	28.9157	21.8182	50		0.5718	3.7652	0
ENSMUSG00000061802	18	7088233	7297901	ENSMMUG00000020661	9	27778797	28018022	ortholog_one2one	84.6673	84.0996	100	17.57	0.0915	0.7434	1
ENSMUSG00000024404	18	12128850	12157367	ENSMMUG00000021478	18	11940270	11973758	ortholog_one2one	94.027	79.6085	100	30.13	0.0291	0.4493	1
ENSMUSG00000096828	14	6314876	6343678												
ENSMUSG00000036501	18	34442352	34506823	ENSMMUG00000008009	6	135645653	135736539	ortholog_one2one	90.5993	84.1703	75	99.17	0.0505	0.4122	1
ENSMUSG00000035521	17	25233331	25240124	ENSMMUG00000012439	20	1326365	1337661	ortholog_one2one	76.873	70.6587	100	100.00	0.129	0.7641	1
ENSMUSG00000001473	18	67390717	67402748												
ENSMUSG00000024553	18	82392496	82406777												
ENSMUSG00000079794	GL456210.1	135395	136519												
ENSMUSG00000025171	19	41981763	42034641												
ENSMUSG00000025212	19	45047576	45056383	ENSMMUG00000022620	9	96684278	96692821	ortholog_one2one	92.8349	91.6923	100	100.00	0.0326	0.5348	1
ENSMUSG00000064105	19	46761596	46878795	ENSMMUG00000003747	9	98667236	98832981	ortholog_one2one	88.5714	98.3503	75	59.93	0.0073	0.4979	1
ENSMUSG00000079258	19	47141035	47144174	ENSMMUG00000007062	9	99270010	99273693	ortholog_one2one	91.6667	92.1965	100	0.00	0.038	0.973	1
ENSMUSG00000090451	18	78349754	78350701	ENSMMUG00000018837	18	38456993	38469558	ortholog_one2one	78.9474	69.4444	0	50.00	0.1191	0.5496	0
ENSMUSG00000055424	5	31240675	31241232												
ENSMUSG00000094252	X	124629893	124630390												
ENSMUSG00000095213	4	144453009	144453317												
ENSMUSG00000045877	11	43587040	43589048												
ENSMUSG00000024353	18	35647266	35649367	ENSMMUG00000041696	6	137157057	137164065	ortholog_one2one	72.8723	72.8723	100	100.00	0.1757	0.6594	1
ENSMUSG00000041057	17	71616215	71659031	ENSMMUG00000022268	13	29206846	29262824	ortholog_one2one	87.0015	86.8732	75	100.00	0.0728	0.4899	1
ENSMUSG00000094168	17	39042634	39043341												
ENSMUSG00000020205	10	111506286	111508645	ENSMMUG00000042454	11	74911836	74920377	ortholog_one2one	86.4198	84.3373	50	79.48	0.0601	0.6822	1
ENSMUSG00000063652	11	53949965	53980332	ENSMMUG00000007087	6	130061795	130098581	ortholog_one2many	77.4823	75.2151	100	8.68	0.1326	0.5611	1
ENSMUSG00000032834	10	78170909	78185149	ENSMMUG00000005271	3	2587843	2614271	ortholog_one2one	89.1186	89.1186	100	67.40	0.0577	0.8339	1
ENSMUSG00000043257	4	133660387	133672647	ENSMMUG00000012700	1	25621530	25636825	ortholog_one2one	79.5132	79.5132	100	6.67	0.1268	0.4411	1
ENSMUSG00000032123	9	44326019	44333900	ENSMMUG00000014872	14	111952534	111958033	ortholog_one2one	89.5122	93.3842	100	100.00	0.0423	0.3939	1
ENSMUSG00000025792	11	120491840	120499187	ENSMMUG00000004457	16	75574132	75600714	ortholog_one2one	81.5331	52.9412	100	42.05	0.1133	0.9674	1
ENSMUSG00000020758	11	115974709	116008412	ENSMMUG00000021763	16	69430818	69469697	ortholog_one2one	88.5683	88.3721	100	100.00	0.0572	0.7254	1
ENSMUSG00000000560	5	70957597	71095849	ENSMMUG00000003614	5	46183085	46329488	ortholog_one2one	97.7827	84	100	99.79	0.0115	0.4875	1
ENSMUSG00000020611	11	109362831	109401369	ENSMMUG00000016371	16	58479540	58528342	ortholog_one2one	96.817	96.817	75	0.00	0.0171	0.4543	1
ENSMUSG00000035441	11	80482126	80780025	ENSMMUG00000014689	16	26498494	26880403	ortholog_one2one	97.1173	97.1173	75	99.75	0.0122	0.4715	1
ENSMUSG00000069248	13	33832345	33843408	ENSMMUG00000037816	4	2868357	2883350	ortholog_one2many	52.4476	53.9568	75		0.3667	0.9707	1
ENSMUSG00000052533	2	30286397	30344266	ENSMMUG00000011757	15	9830767	9896943	ortholog_one2one	94.0875	94.6255	100	100.00	0.0274	0.5437	1
ENSMUSG00000020131	10	80321283	80329498	ENSMMUG00000003056	19	1284433	1292667	ortholog_one2one	78.7786	67.7165	100	8.57	0.1144	1.1934	1
ENSMUSG00000021072	12	70453095	70468040	ENSMMUG00000001901	7	113239744	113254306	ortholog_one2many	76.6187	76.0714	75	89.25	0.146	0.4861	1
ENSMUSG00000021072	12	70453095	70468040	ENSMMUG00000042118	3	69160614	69161438	ortholog_one2many	60.7914	68.1452	0		0.1984	0.4578	0
ENSMUSG00000037922	3	136053363	136326066	ENSMMUG00000008441	5	100548687	100932891	ortholog_one2one	65.7727	65.5216	100	81.65	0.2283	0.5537	1
ENSMUSG00000039220	17	35916434	35932283	ENSMMUG00000006524	4	31299611	31315838	ortholog_one2one	94.5946	89.3617	100	58.68	0.026	0.4989	1
ENSMUSG00000022622	15	89568326	89574585	ENSMMUG00000005592	10	92774983	92783562	ortholog_one2one	58.4862	68.5484	75	0.00	0.2368	0.8098	1
ENSMUSG00000025127	11	120530699	120538986	ENSMMUG00000000256	16	75628929	75638038	ortholog_one2one	70.9278	50.0728	100	0.00	0.1837	1.7481	1
ENSMUSG00000024906	19	5482345	5488402	ENSMMUG00000019014	14	8571526	8577749	ortholog_one2one	82.2142	82.2142	100	100.00	0.1035	0.5618	1
ENSMUSG00000045065	11	109413917	109420405												
ENSMUSG00000013033	8	83900105	83941954	ENSMMUG00000014137	19	14157312	14193420	ortholog_one2one	98.1583	95.1091	100	0.00	0.0071	0.7987	1
ENSMUSG00000033701	1	155558120	155691330	ENSMMUG00000012051	1	186922043	187131413	ortholog_one2one	85.461	84.2657	100	81.27	0.0829	0.3965	1
ENSMUSG00000112023	10	51480632	51486703												
ENSMUSG00000017405	11	78166106	78176675	ENSMMUG00000030250	16	22750531	22761218	ortholog_one2one	93.1232	93.6599	100	0.00	0.0287	0.625	1
ENSMUSG00000020873	11	95384692	95391776	ENSMMUG00000008870	16	39845875	39856132	ortholog_one2one	95.3416	85.5153	75	0.00	0.0237	0.4628	1
ENSMUSG00000035949	2	34804514	34826311	ENSMMUG00000001646	15	18486079	18516144	ortholog_one2one	98.2379	98.2379	50	94.80	0.0084	0.1652	1
ENSMUSG00000071073	17	46253531	46257315												
ENSMUSG00000021470	13	63815240	63900302												
ENSMUSG00000020075	10	62580251	62602281	ENSMMUG00000001005	9	63476671	63513744	ortholog_one2many	76.0282	82.6309	100	100.00	0.1013	0.6296	1
ENSMUSG00000020075	10	62580251	62602281	ENSMMUG00000032331	X	130785780	130788504	ortholog_one2many	62.6322	75.8179	0		0.1572	0.7252	0
ENSMUSG00000038020	11	98836785	98853697	ENSMMUG00000015160	16	45992549	46009620	ortholog_one2one	94.5619	94.705	100	100.00	0.0283	0.5966	1
ENSMUSG00000090841	10	128490860	128494145	ENSMMUG00000019021	7	43596860	43597313	ortholog_one2one	83.4437	86.8966	0		0.0627	0.3732	0
ENSMUSG00000021629	13	100802648	100833427	ENSMMUG00000018143	6	67233023	67269939	ortholog_one2one	79.5007	95.2756	100	99.23	0.0223	0.4614	1
ENSMUSG00000062593	10	51480612	51496613												
ENSMUSG00000020604	11	109473374	109573330												
ENSMUSG00000053964	7	28833854	28841708	ENSMMUG00000028766	19	34541551	34552659	ortholog_one2one	77.3006	78.0186	100	0.00	0.1267	0.9712	1
ENSMUSG00000021943	14	33923587	33937983	ENSMMUG00000011912	9	41816762	41830563	ortholog_one2one	53.9916	89.2361	100	100.00	0.0593	1.2854	1
ENSMUSG00000042426	13	112927454	112969432	ENSMMUG00000010376	6	56165245	56219710	ortholog_one2one	90.5495	90.417	100	81.29	0.0508	0.6851	1
ENSMUSG00000038013	11	98863638	98905040	ENSMMUG00000004750	16	46036224	46102737	ortholog_one2one	94.3182	94.3182	100	0.00	0.0361	0.3038	1
ENSMUSG00000005103	5	38526813	38563221	ENSMMUG00000000960	5	9444112	9488633	ortholog_one2one	93.8944	92.0712	100	74.30	0.0327	0.7262	1
ENSMUSG00000112148	10	51490956	51496611												
ENSMUSG00000022139	14	120275669	120431697	ENSMMUG00000022744	17	78929649	79088511	ortholog_one2one	69.9732	82.0755	100	56.24	0.0943	0.3796	1
ENSMUSG00000041920	11	109450855	109473598	ENSMMUG00000011094	16	61719951	61742566	ortholog_one2one	72.6524	84.3212	75	88.97	0.0994	0.7594	1
ENSMUSG00000024007	17	29250803	29264158	ENSMMUG00000046569	10	28637347	28637846	ortholog_one2many	92.7711	98.0892	0		0.009	0.6869	0
ENSMUSG00000024007	17	29250803	29264158	ENSMMUG00000042329	12	35236529	35237029	ortholog_one2many	89.1566	93.0818	0		0.0362	0.7516	0
ENSMUSG00000012296	17	46257851	46283026	ENSMMUG00000038509	X	122952744	122954376	ortholog_one2many	66.2338	70.4142	0		0.187	0.9628	0
ENSMUSG00000012296	17	46257851	46283026	ENSMMUG00000023319	4	44544282	44572629	ortholog_one2many	83.859	80.8587	100	100.00	0.0935	0.7773	1
ENSMUSG00000090077	2	181380078	181383628												
ENSMUSG00000015467	17	34613349	34615971												
ENSMUSG00000032812	7	101348067	101412586	ENSMMUG00000015054	14	64647377	64713408	ortholog_one2one	76.6829	91.7012	100	84.61	0.0362	0.6649	1
ENSMUSG00000001962	X	74313033	74320149	ENSMMUG00000005505	X	147816721	147826357	ortholog_one2one	98.2301	98.2301	100	85.11	0.0076	1.2253	1
ENSMUSG00000020610	11	109425946	109452813	ENSMMUG00000048903	16	61655017	61709457	ortholog_one2many	79.6143	73.3503	50		0.1284	0.6067	0
ENSMUSG00000020610	11	109425946	109452813	ENSMMUG00000009692	16	58434070	58440772	ortholog_one2many	72.4518	75.1429	50	0.00	0.1617	0.6215	0
ENSMUSG00000069729	17	4994332	5347656	ENSMMUG00000002270	4	108769985	109259076	ortholog_one2one	74.7326	90.8451	0	99.01	0.0323	0.4946	1
ENSMUSG00000059810	4	62559847	62704001	ENSMMUG00000007181	15	25810835	25909112	ortholog_one2one	77.2257	81.441	100	95.87	0.0919	0.6045	1
ENSMUSG00000036745	3	146852367	146984009	ENSMMUG00000016591	1	84100695	84239338	ortholog_one2one	86.2939	88.5264	75	97.75	0.0621	0.5794	1
ENSMUSG00000016024	2	158306493	158332852	ENSMMUG00000007563	10	25679078	25712965	ortholog_one2one	66.9439	66.9439	100	89.25	0.2243	0.6771	1
ENSMUSG00000039824	10	128494157	128498685	ENSMMUG00000005214	11	54902018	54910088	ortholog_one2one	90.3382	89.4737	100	100.00	0.0434	0.3583	1
ENSMUSG00000070953	2	34777556	34799912	ENSMMUG00000005215	15	13795340	13826731	ortholog_one2one	74.2105	75.8064	50	0.00	0.1401	0.559	0
ENSMUSG00000027582	2	181364928	181383628	ENSMMUG00000000171	10	566495	594559	ortholog_one2one	80.4305	80.5882	100	0.00	0.1061	0.9907	1
ENSMUSG00000021096	12	72757455	72799819	ENSMMUG00000010464	7	122227443	122277926	ortholog_one2many	98.1675	98.1675	75		0.0085	0.2766	1
ENSMUSG00000021096	12	72757455	72799819	ENSMMUG00000022424	8	15471992	15473585	ortholog_one2many	63.089	76.2658	0	0.00	0.1588	0.4513	0
ENSMUSG00000061111	11	120542888	120549727	ENSMMUG00000000258	16	75645584	75649526	ortholog_one2one	91.7526	75.4237	100	0.00	0.0347	0.9247	1
ENSMUSG00000062175	2	156840007	156855570	ENSMMUG00000008195	10	27459009	27506023	ortholog_one2one	93.6709	93.6709	100	100.00	0.0299	0.4806	1
ENSMUSG00000025129	11	120549979	120551132	ENSMMUG00000009243	16	75656972	75659067	ortholog_one2one	94.8052	94.8052	100	0.00	0.0251	0.984	1
ENSMUSG00000034254	17	34604262	34613449	ENSMMUG00000018434	4	33011620	33015171	ortholog_one2one	56.1404	93.5673	75	100.00	0.031	0.4517	1
