Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
ENSMUSG00000041986	9	53911457	53975301	ENSPTRG00000004241	11	107851236	107927042	ortholog_one2one	96.6258	94.3114	50	100.00	0.0184	0.6223	1
ENSMUSG00000047428	17	46297421	46303271	ENSPTRG00000018198	6	43959328	43965628	ortholog_one2one	92.6702	92.4282	100	100.00	0.0362	0.4159	1
ENSMUSG00000027845	3	103800605	103809444	ENSPTRG00000001128	1	121976139	121985070	ortholog_one2one	76.3401	77.6316	100	100.00	0.137	0.5225	1
ENSMUSG00000022621	15	89582533	89591923	ENSPTRG00000014555	2B	9634	22885	ortholog_one2many	81.6143	76.7933	0	0.00	0.095	0.4055	0
ENSMUSG00000022621	15	89582533	89591923	ENSPTRG00000048437	22	37811968	37821049	ortholog_one2many	45.2915	68.2432	25		0.1634	0.284	0
ENSMUSG00000045555	10	40683282	40811083	ENSPTRG00000029448	6	113837233	113950569	ortholog_one2one	82.0937	81.4208	100	100.00	0.0989	0.6827	1
ENSMUSG00000053184	11	80858365	80867814	ENSPTRG00000049269	17	24238455	24244483	ortholog_one2one	73.6196	55.814	100	100.00	0.1425	0.575	1
ENSMUSG00000020770	11	116030322	116061214	ENSPTRG00000009656	17	75343412	75384263	ortholog_one2one	95.4321	95.4321	75	100.00	0.022	0.3897	1
ENSMUSG00000030263	6	145115653	145174934	ENSPTRG00000004773	12	65764933	65877812	ortholog_one2one	66.9759	24.8281	75	82.03	0.2315	0.9029	0
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000040050	3	160370409	160371942	ortholog_one2many	90.8629	72.0322	0		0.0271	0.3669	0
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000049468	9	67104979	67106133	ortholog_one2many	80.203	87.0523	0		0.0717	0.4517	0
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000049984	6	116248559	116249741	ortholog_one2many	74.3655	91.5625	0		0.0441	0.4599	0
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000045671	12	33747258	33756526	ortholog_one2many	98.9848	98.9848	100	100.00	0.0048	0.3564	1
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000043601	20	12245205	12246600	ortholog_one2many	79.4416	87.1866	0		0.0612	0.3818	0
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000049096	18	24545811	24546871	ortholog_one2many	56.3452	79.5699	0		0.1309	0.4327	0
ENSMUSG00000025364	10	128557766	128565987	ENSPTRG00000046124	X	120515423	120516623	ortholog_one2many	79.4416	87.6751	0		0.0639	0.3851	0
ENSMUSG00000043822	10	80339110	80348412	ENSPTRG00000023147	19	1484440	1494986	ortholog_one2one	76.701	78.9809	100	0.00	0.1168	1.3556	1
ENSMUSG00000041313	5	148327410	148399904	ENSPTRG00000005750	13	14254419	14294334	ortholog_one2one	87.6206	86.6455	100	100.00	0.0706	0.6614	1
ENSMUSG00000067610	6	129697218	129717132												
ENSMUSG00000024169	17	25016085	25099495	ENSPTRG00000007600	16	1699786	1796679	ortholog_one2one	81.3525	80.9653	75	100.00	0.0995	0.7831	1
ENSMUSG00000053522	7	28863853	28866284	ENSPTRG00000010938	19	40780339	40786144	ortholog_one2many	63.2353	66.1538	25	0.00	0.2296	73.3888	0
ENSMUSG00000053522	7	28863853	28866284	ENSPTRG00000043344	19	40762205	40764952	ortholog_one2many	70.5882	71.1111	75		0.1481	2.4938	1
ENSMUSG00000036678	15	102338252	102350771	ENSPTRG00000005012	12	36484572	36498697	ortholog_one2one	93.5897	93.5897	100	100.00	0.0347	0.476	1
ENSMUSG00000054690	3	137341067	137432185	ENSPTRG00000016314	4	103105865	103227736	ortholog_one2one	52.4904	52.6923	75	100.00	0.4485	0.563	1
ENSMUSG00000043932	6	129729041	129740484												
ENSMUSG00000026700	1	161395409	161418410	ENSPTRG00000001692	1	151545121	151571061	ortholog_one2one	41.4141	44.8087	75	81.18	0.4346	0.4412	0
ENSMUSG00000007880	4	133679008	133756769	ENSPTRG00000000388	1	25788442	25874565	ortholog_one2one	94.7438	94.578	75	97.12	0.027	0.2437	1
ENSMUSG00000060708	5	36747378	36748650	ENSPTRG00000051001	4	7183436	7184089	ortholog_one2one	78.1395	77.4194	75		0.1083	2.8891	1
ENSMUSG00000031635	8	62057042	62123150	ENSPTRG00000016580	4	172149137	172246121	ortholog_one2one	89.1975	89.1975	100	100.00	0.0576	0.4867	1
ENSMUSG00000021243	12	84970897	84983303	ENSPTRG00000051047	1	49989997	49990573	ortholog_one2one	80.303	86.8852	0		0.064	0.6215	0
ENSMUSG00000020703	11	81860673	81894582												
ENSMUSG00000020704	11	80880169	81968457	ENSPTRG00000008996	17	23070054	24222571	ortholog_one2one	97.3357	97.3357	100	72.31	0.0117	0.3496	1
ENSMUSG00000037992	11	98927818	98974942	ENSPTRG00000009120	17	17250144	17289591	ortholog_one2one	79.2208	58.6538	100	100.00	0.1179	1.0358	1
ENSMUSG00000042350	12	84918148	84970900	ENSPTRG00000006539	14	59180427	59232164	ortholog_one2one	96.8408	96.8408	100	100.00	0.015	0.3618	1
ENSMUSG00000027353	2	132816141	132844197	ENSPTRG00000013233	20	5814899	5863099	ortholog_one2one	88.7155	84.0728	100	100.00	0.0598	0.5232	1
ENSMUSG00000043541	6	145174834	145211005	ENSPTRG00000004774	12	65674032	65764573	ortholog_one2one	63.2877	55.2632	100	37.22	0.2452	1.5666	1
ENSMUSG00000038500	17	35972541	35980236	ENSPTRG00000043143	6	30746889	30752223	ortholog_one2one	81.5789	63.0081	100	99.44	0.1011	0.3317	1
ENSMUSG00000034667	10	121587380	121626332	ENSPTRG00000005173	12	25224003	25270521	ortholog_one2many	95.0156	95.1143	75	93.77	0.0261	0.629	1
ENSMUSG00000034667	10	121587380	121626332	ENSPTRG00000045368	20	35628905	35635117	ortholog_one2many	70.7165	77.9176	0		0.1603	0.9537	0
ENSMUSG00000034667	10	121587380	121626332	ENSPTRG00000046749	7	55727837	55731042	ortholog_one2many	69.1589	83.8791	0		0.1008	0.6114	0
ENSMUSG00000034667	10	121587380	121626332	ENSPTRG00000049416	KV420928.1	683678	686883	ortholog_one2many	69.2627	84.005	0		0.0999	0.6057	0
ENSMUSG00000051510	11	120625117	120633600	ENSPTRG00000052436	17	81636223	81643634	ortholog_one2one	98.7654	98.7654	100		0.005	0.8812	1
ENSMUSG00000044349	2	158375638	158386145												
ENSMUSG00000024168	17	25057702	25083591	ENSPTRG00000031314	16	1722086	1746119	ortholog_one2one	71.2389	75.5869	75	100.00	0.1721	1.0503	1
ENSMUSG00000035642	7	97550331	97579497	ENSPTRG00000004106	11	77912555	77990046	ortholog_one2one	74.6667	66.6667	100	100.00	0.0446	0.2601	1
ENSMUSG00000024429	17	35979851	35989462	ENSPTRG00000017928	6	30734216	30745921	ortholog_one2one	91.9275	80.2878	75	0.00	0.0492	0.678	1
ENSMUSG00000020388	11	54054928	54069014	ENSPTRG00000017214	5	132205300	132221120	ortholog_one2one	91.2121	91.2121	100	100.00	0.0451	0.774	1
ENSMUSG00000024012	17	29332072	29347904	ENSPTRG00000018115	6	37351907	37370318	ortholog_one2one	98.2005	98.2005	75		0.008	0.5366	1
ENSMUSG00000047197	11	98982180	98983016	ENSPTRG00000009121	17	17243984	17244865	ortholog_one2one	85.2518	80.8874	100	100.00	0.0664	0.9101	1
ENSMUSG00000063273	3	51415148	51476507	ENSPTRG00000016453	4	142624849	142713243	ortholog_one2one	96.9942	96.659	100	91.36	0.0164	0.3823	1
ENSMUSG00000025138	11	120618372	120625240	ENSPTRG00000030739	17	81629897	81636156	ortholog_one2one	93.5323	94	100	100.00	0.0325	0.7904	1
ENSMUSG00000047642	10	121641588	121693915	ENSPTRG00000005172	12	25283706	25402354	ortholog_one2one	74.4409	74.7994	75	99.29	0.1673	0.4869	1
ENSMUSG00000038446	10	40831621	40883311	ENSPTRG00000018495	6	113772720	113846439	ortholog_one2one	98.791	98.791	100	97.40	0.0056	0.3957	1
ENSMUSG00000036775	17	26081211	26090329	ENSPTRG00000007542	16	444782	458491	ortholog_one2one	81.5069	81.5069	100	0.00	0.1114	1.1325	1
ENSMUSG00000046719	11	95509845	95514570	ENSPTRG00000050792	17	48690894	48696593	ortholog_one2one	90.873	64.6893	50	71.92	0.0579	0.7523	0
ENSMUSG00000020914	11	98992943	99024189	ENSPTRG00000009122	17	17189663	17219091	ortholog_one2one	89.4633	89.288	100	100.00	0.0552	0.5417	1
ENSMUSG00000034265	17	5492557	5753811	ENSPTRG00000018736	6	161660752	161964069	ortholog_one2one	94.274	94.4672	50	98.15	0.0266	0.4884	1
ENSMUSG00000000120	11	95568818	95587735	ENSPTRG00000009377	17	8341936	8361650	ortholog_one2one	91.3349	91.3349	50	14.75	0.041	0.8	0
ENSMUSG00000026468	1	155698031	155751684	ENSPTRG00000001740	1	158746714	158791499	ortholog_one2one	98.9744	98.9744	100	100.00	0.0045	0.3783	1
ENSMUSG00000091476	1	177983423	178172704												
ENSMUSG00000094626	6	120488939	120493807	ENSPTRG00000029528	22	4292643	4294379	ortholog_one2one	87.7622	86.8512	75	0.00	0.0555	0.75	1
ENSMUSG00000078497	4	147361303	147391004	ENSPTRG00000022804	8	147625006	147646286	ortholog_one2many	25.6716	15.9851	50		0.7843	2.4606	0
ENSMUSG00000018401	11	87592162	87616302	ENSPTRG00000009454	17	57773705	57802131	ortholog_one2one	91.3445	90.9623	100	100.00	0.0454	0.3561	1
ENSMUSG00000008153	6	124430759	124464794	ENSPTRG00000004609	12	7455544	7484117	ortholog_one2one	94.0377	92.8719	75	99.49	0.0362	0.5555	1
ENSMUSG00000022793	16	38742264	38769049	ENSPTRG00000015251	3	122356796	122386218	ortholog_one2one	84.3023	84.3023	100	100.00	0.0898	0.5818	1
ENSMUSG00000058979	6	120509494	120531319	ENSPTRG00000014034	22	4312649	4343085	ortholog_one2one	75.179	74.4681	100	100.00	0.1462	0.6508	1
ENSMUSG00000063870	6	125095981	125130591	ENSPTRG00000004580	12	6877858	6915460	ortholog_one2one	98.0157	98.1695	100	100.00	0.0068	0.4492	1
ENSMUSG00000018567	11	69991143	69994951	ENSPTRG00000034115	17	7494461	7497508	ortholog_one2one	100	100	100	100.00	0	0	1
ENSMUSG00000035486	10	80356459	80365489	ENSPTRG00000052226	19	1504872	1512994	ortholog_one2one	36.0601	64.095	100	100.00	0.2365	1.2932	0
ENSMUSG00000047719	4	148434495	148444771	ENSPTRG00000000144	1	10735160	10756905	ortholog_one2one	92.2619	91.716	75	99.57	0.0384	0.506	1
ENSMUSG00000057948	11	116062095	116077961	ENSPTRG00000009659	17	75385689	75404138	ortholog_one2one	87.8116	87.2477	100	100.00	0.065	0.7693	1
ENSMUSG00000039834	2	164891882	164911757	ENSPTRG00000023353	20	47647967	47671254	ortholog_one2one	87.4346	87.1088	100	100.00	0.0647	0.6291	1
ENSMUSG00000049013	3	85993810	86002491	ENSPTRG00000016510	4	155089415	155104664	ortholog_one2one	50.641	54.4828	75	100.00	0.2831	0.7506	1
ENSMUSG00000021687	13	94201310	94285857	ENSPTRG00000047664	5	37312693	37433188	ortholog_one2one	90.8284	95.0464	100	100.00	0.0319	0.838	1
ENSMUSG00000015202	10	7119063	7212237	ENSPTRG00000018725	6	158588391	158693486	ortholog_one2one	92.0721	92.0721	50	100.00	0.0402	0.6447	1
ENSMUSG00000028082	3	85971109	86130526	ENSPTRG00000016509	4	154941634	155137691	ortholog_one2one	75.1584	56.638	75	65.95	0.1303	0.4612	1
ENSMUSG00000018166	10	128567523	128589652	ENSPTRG00000005076	12	33757685	33781167	ortholog_one2one	89.6191	88.6918	100	49.81	0.0591	0.5083	1
ENSMUSG00000053835	17	36005695	36020560												
ENSMUSG00000056116	17	36037128	36042747												
ENSMUSG00000017493	11	99041244	99054392	ENSPTRG00000009123	17	17148195	17162771	ortholog_one2one	91.7323	90.3101	100	100.00	0.0392	0.5468	1
ENSMUSG00000040998	3	132881745	132950291	ENSPTRG00000016343	4	108759073	108839344	ortholog_one2one	88.0131	87.725	100	99.79	0.0631	0.3714	1
ENSMUSG00000032411	9	96196275	96323646	ENSPTRG00000015479	3	145392949	145591166	ortholog_one2one	95.5959	82.5503	100	99.32	0.021	0.295	1
ENSMUSG00000051910	7	115470872	116038796	ENSPTRG00000003393	11	15824470	16265226	ortholog_one2one	96.8561	96.7391	75	100.00	0.016	0.244	1
ENSMUSG00000039849	2	164879304	164894454	ENSPTRG00000013575	20	47633985	47648620	ortholog_one2one	92.6346	80.2454	100	100.00	0.031	0.5267	1
ENSMUSG00000002365	17	5841329	5931954	ENSPTRG00000018738	6	162121439	162241780	ortholog_one2one	89.7479	89.5973	75	100.00	0.0494	0.5311	1
ENSMUSG00000048696	10	80380355	80387659	ENSPTRG00000010208	19	1544986	1557326	ortholog_one2one	63.5098	77.551	100	50.00	0.1359	1.6741	1
ENSMUSG00000025362	10	128624534	128626747	ENSPTRG00000051024	1	213571938	213572285	ortholog_one2one	99.1304	99.1304	0		0.0041	1.0152	0
ENSMUSG00000019831	10	40883475	40938570	ENSPTRG00000018494	6	113696210	113771392	ortholog_one2one	98.39	98.39	100	100.00	0.0081	0.3874	1
ENSMUSG00000034055	X	102513975	102644246	ENSPTRG00000022029	X	72026519	72162992	ortholog_one2one	90.5721	91.6055	100	77.66	0.0492	0.3395	1
ENSMUSG00000015597	17	46383731	46420920	ENSPTRG00000018196	6	43837332	43874618	ortholog_one2one	73.1784	71.9877	100	51.49	0.1516	0.3666	1
ENSMUSG00000067212	17	36029773	36032855												
ENSMUSG00000002578	10	128630843	128645991	ENSPTRG00000005074	12	33821163	33851743	ortholog_one2one	96.0751	96.2393	100	0.00	0.0151	0.3076	1
ENSMUSG00000071226	6	120666369	120771190	ENSPTRG00000014037	22	4550060	4739587	ortholog_one2one	81.8246	78.5185	100	99.19	0.1023	0.4964	1
ENSMUSG00000021156	13	9684833	9765330	ENSPTRG00000002229	10	119527	235695	ortholog_one2one	91.3907	85.1852	50	100.00	0.0422	0.6254	1
ENSMUSG00000020074	10	62743928	62792286	ENSPTRG00000002560	10	69724995	69799683	ortholog_one2one	95.2007	94.8696	100	48.95	0.0215	0.4074	1
ENSMUSG00000057047	2	173719415	173722089												
ENSMUSG00000032952	3	103809520	103822025	ENSPTRG00000001127	1	121985102	121995475	ortholog_one2many	91.3279	91.2043	100		0.046	0.4512	1
ENSMUSG00000053684	10	121739937	121752878	ENSPTRG00000005171	12	25446926	25477069	ortholog_one2one	95.0562	90.3846	75	100.00	0.0237	0.5421	1
ENSMUSG00000002059	11	78188430	78192193	ENSPTRG00000008931	17	28466256	28470381	ortholog_one2one	71.8147	69.403	100	100.00	0.0828	0.6643	1
ENSMUSG00000038845	11	95666957	95680773	ENSPTRG00000009376	17	8441989	8452802	ortholog_one2one	99.6324	99.6324	75	0.00	0.0017	0.4561	1
ENSMUSG00000017607	11	99065678	99089306	ENSPTRG00000009124	17	17104704	17130570	ortholog_one2one	76.5805	74.5455	100	100.00	0.1334	0.6026	1
ENSMUSG00000054455	2	173737511	173784336	ENSPTRG00000013672	20	60406705	60462033	ortholog_one2one	90.1235	90.1235	100	16.87	0.0488	0.4879	1
ENSMUSG00000025140	11	120635712	120643769	ENSPTRG00000009777	17	81650325	81655173	ortholog_one2one	88.0259	85	100	100.00	0.0646	0.757	1
ENSMUSG00000055320	7	112679318	112906807	ENSPTRG00000039896	11	12569762	12831316	ortholog_one2one	93.578	91.6854	100	100.00	0.0034	0.3692	1
ENSMUSG00000020121	10	121780991	122047315	ENSPTRG00000005170	12	25520683	25821719	ortholog_one2one	97.9724	97.9724	100	100.00	0.0091	0.6434	1
ENSMUSG00000035478	10	80392539	80399550	ENSPTRG00000010209	19	1566074	1582505	ortholog_one2one	95.4386	93.4708	100	100.00	0.0234	1.5973	1
ENSMUSG00000027583	2	181387762	181459426	ENSPTRG00000013754	20	65933172	65998575	ortholog_one2one	89.1667	90.8319	100	50.00	0.0424	1.0907	1
ENSMUSG00000015476	17	34629533	34633126	ENSPTRG00000050893	KV420847.1	104940	108529	ortholog_one2many	97.3856	97.3856	75	100.00	0.0145	0.62	1
ENSMUSG00000015476	17	34629533	34633126	ENSPTRG00000018007	6	32353166	32356912	ortholog_one2many	97.3856	97.3856	100	100.00	0.0145	0.62	1
ENSMUSG00000049858	10	128669894	128674073	ENSPTRG00000005073	12	33853727	33863181	ortholog_one2one	85.348	85.5046	100	0.00	0.0818	0.4127	1
ENSMUSG00000027522	2	174076308	174099771	ENSPTRG00000013674	20	60669980	60698797	ortholog_one2one	93.5583	93.8462	100	100.00	0.0321	0.5562	1
ENSMUSG00000055882	2	181493206	181494980	ENSPTRG00000041060	20	66054499	66055908	ortholog_one2one	84.5992	85.5011	100	100.00	0.0782	1.7395	1
ENSMUSG00000005470	8	83955507	83970197	ENSPTRG00000010586	19	14921223	14938335	ortholog_one2one	91.5842	91.5842	100	100.00	0.0442	0.6417	1
ENSMUSG00000034341	11	116078573	116086995	ENSPTRG00000009660	17	75404139	75415754	ortholog_one2one	95.7854	95.7854	100	100.00	0.0163	0.4301	1
ENSMUSG00000049232	6	59208870	59212033	ENSPTRG00000031142	4	91502750	91504327	ortholog_one2one	87.4286	87.4286	100		0.0609	0.5608	1
ENSMUSG00000023132	13	113093825	113100981	ENSPTRG00000016871	5	59534710	59542239	ortholog_one2one	68.4615	67.9389	100	27.88	0.2065	0.5511	1
ENSMUSG00000019876	10	57631981	57741112	ENSPTRG00000018563	6	126402779	126458263	ortholog_one2one	54.5455	70.5882	100	4.66	0.2129	0.7553	1
ENSMUSG00000037944	11	99144196	99155077	ENSPTRG00000009125	17	17033841	17045579	ortholog_one2one	87.037	87.037	100	100.00	0.0648	1.018	1
ENSMUSG00000105053	3	103809573	103838648	ENSPTRG00000001127	1	121985102	121995475	ortholog_one2many	90.7994	81.4614	100	100.00	0.0491	0.4566	1
ENSMUSG00000025141	11	120646031	120648158	ENSPTRG00000049454	17	81658756	81659679	ortholog_one2one	78.4314	39.0879	100		0.1598	1.5671	0
ENSMUSG00000044165	3	103832601	103854618	ENSPTRG00000044863	1	122001549	122013470	ortholog_one2one	68.2635	69.9387	100	100.00	0.2122	0.4763	1
ENSMUSG00000042988	11	120653788	120661175	ENSPTRG00000009781	17	81668441	81677161	ortholog_one2one	89.662	90.9274	100	100.00	0.0413	1.0394	1
ENSMUSG00000071158	6	129766568	129784270												
ENSMUSG00000038324	2	155634271	155692384	ENSPTRG00000013429	20	36449003	36537848	ortholog_one2one	97.4906	97.4906	100	100.00	0.0123	0.3733	1
ENSMUSG00000070345	11	87617164	87659542	ENSPTRG00000009453	17	57704757	57772632	ortholog_one2one	84.9359	88.6288	100	100.00	0.0608	0.2818	1
ENSMUSG00000023968	17	46428926	46431776	ENSPTRG00000018195	6	43806801	43810933	ortholog_one2one	80.9756	81.3726	100	89.43	0.0733	0.5141	1
ENSMUSG00000024177	17	26091734	26095508												
ENSMUSG00000033739	17	34644764	34646324	ENSPTRG00000018006	6	32333589	32334638	ortholog_one2one	73.7752	73.3524	75	100.00	0.1723	0.3897	1
ENSMUSG00000038527	6	124493113	124510643	ENSPTRG00000004607	12	7419085	7434661	ortholog_one2one	73.2365	72.4846	100	0.00	0.1502	0.7827	1
ENSMUSG00000000711	10	128677175	128696264	ENSPTRG00000005071	12	33864510	33885128	ortholog_one2one	100	94.7137	100	100.00	0	0	1
ENSMUSG00000050860	11	95824499	95832140	ENSPTRG00000050698	6	114234068	114234833	ortholog_one2many	65.1685	79.0909	0		0.1017	1.0501	0
ENSMUSG00000050860	11	95824499	95832140	ENSPTRG00000009372	17	8640725	8649490	ortholog_one2many	92.8839	92.8839	100	100.00	0.0342	0.9462	1
ENSMUSG00000027357	2	132846666	132866785	ENSPTRG00000013234	20	5878332	5907030	ortholog_one2one	63.0363	83.4061	100	98.81	0.1361	0.4758	1
ENSMUSG00000034620	10	122078114	122097371	ENSPTRG00000005169	12	25856994	25887030	ortholog_one2one	83.3333	83.5214	100	100.00	0.0907	0.4159	1
ENSMUSG00000015461	17	34647146	34655074	ENSPTRG00000034357	6	32320103	32333111	ortholog_one2many	86.5439	85.9353	50	100.00	0.0727	0.5207	1
ENSMUSG00000015461	17	34647146	34655074	ENSPTRG00000043301	KV420847.1	70945	85408	ortholog_one2many	86.5439	85.9353	75	25.74	0.0727	0.5207	1
ENSMUSG00000075595	11	95712673	95835115	ENSPTRG00000043048	KV421274.1	32911	54902	ortholog_one2many	90.7895	91.0891	0		0.0436	0.4868	0
ENSMUSG00000075595	11	95712673	95835115	ENSPTRG00000044551	17	8505938	8576483	ortholog_one2many	90.7895	91.0891	100	16.50	0.0436	0.4868	1
ENSMUSG00000024180	17	26113316	26123254	ENSPTRG00000007540	16	412784	424266	ortholog_one2one	75.1626	74.8705	100	11.27	0.1368	0.9569	1
ENSMUSG00000038811	11	95837216	95845734	ENSPTRG00000009370	17	8662342	8669881	ortholog_one2one	79.7101	62.5	100	91.07	0.1272	0.8444	1
ENSMUSG00000037935	11	99209047	99231017	ENSPTRG00000048209	13	29506449	29507680	ortholog_one2many	74.9392	86.2745	0		0.066	0.3319	0
ENSMUSG00000037935	11	99209047	99231017	ENSPTRG00000043542	14	4863710	4864988	ortholog_one2many	68.6131	79.661	0		0.0819	0.3009	0
ENSMUSG00000037935	11	99209047	99231017	ENSPTRG00000022902	17	16949980	16974363	ortholog_one2many	97.0803	97.0803	100	62.19	0.0128	0.321	1
ENSMUSG00000037935	11	99209047	99231017	ENSPTRG00000047957	6	87527120	87530380	ortholog_one2many	64.9635	76.2857	0		0.1466	0.3702	0
ENSMUSG00000025359	10	128704195	128720238	ENSPTRG00000005069	12	33892500	33904390	ortholog_one2one	76.6773	68.0851	100	0.00	0.1565	0.3965	1
ENSMUSG00000060147	13	33917918	34002794	ENSPTRG00000017669	6	2852167	2874832	ortholog_one2many	71.9298	72.6582	25	1.60	0.1581	0.6679	0
ENSMUSG00000054517	11	116121846	116131128	ENSPTRG00000009662	17	75447697	75455760	ortholog_one2one	63.7931	64.4101	100	100.00	0.2246	1.037	1
ENSMUSG00000045022	13	98984085	98984565												
ENSMUSG00000034177	11	87662722	87735539	ENSPTRG00000034322	17	57638284	57703010	ortholog_one2one	81.6327	81.7369	100	100.00	0.1033	0.4344	1
ENSMUSG00000028184	3	148815583	148990555	ENSPTRG00000000896	1	81930301	82161398	ortholog_one2one	95.0908	95.5405	100	100.00	0.023	0.6179	1
ENSMUSG00000024181	17	26123520	26126613	ENSPTRG00000047553	16	408945	412595	ortholog_one2one	84.0467	84.375	75	100.00	0.0821	1.1677	1
ENSMUSG00000025358	10	128697939	128705031	ENSPTRG00000005070	12	33886413	33892408	ortholog_one2one	97.1098	97.1098	100	58.89	0.0142	0.2581	1
ENSMUSG00000020773	11	116105752	116127210	ENSPTRG00000009661	17	75432886	75437344	ortholog_one2one	88.3178	88.3178	100	79.93	0.0616	1.1281	1
ENSMUSG00000020163	10	80402997	80406830												
ENSMUSG00000018381	11	95830074	95842476	ENSPTRG00000009371	17	8649631	8662640	ortholog_one2one	83.9237	84.153	100	100.00	0.0917	0.6721	1
ENSMUSG00000001687	5	148504635	148552789	ENSPTRG00000005751	13	14516925	14603001	ortholog_one2one	99.1453	99.1453	75	100.00	0.0038	0.6916	1
ENSMUSG00000067144	17	46432183	46438457	ENSPTRG00000018194	6	43799479	43806861	ortholog_one2one	76.6667	75.5474	100	100.00	0.1604	0.5143	1
ENSMUSG00000046818	3	137621612	137628333	ENSPTRG00000016313	4	102890008	102895389	ortholog_one2one	92.228	92.228	75	100.00	0.037	0.3929	1
ENSMUSG00000078496	4	147492417	147513486												
ENSMUSG00000074652	2	155611212	155634307	ENSPTRG00000013428	20	36421976	36449036	ortholog_one2one	94.5389	91.43	100	100.00	0.0253	1.0354	1
ENSMUSG00000025357	10	128720134	128744855	ENSPTRG00000005068	12	33904472	33923053	ortholog_one2one	81.7808	80.0268	100	100.00	0.107	0.5714	1
ENSMUSG00000050069	1	174833785	174921819	ENSPTRG00000049478	1	219662286	219662792	ortholog_one2one	95.2381	95.2381	100	100.00	0.0187	0.7837	1
ENSMUSG00000061032	10	78400384	78413043	ENSPTRG00000013962	21	30295238	30309860	ortholog_one2one	57.085	61.1714	100	0.00	0.2349	1.2193	1
ENSMUSG00000018572	11	69995777	70000009	ENSPTRG00000008666	17	7489092	7493555	ortholog_one2one	93.7656	93.3002	100	100.00	0.0298	0.3103	1
ENSMUSG00000040370	6	145211134	145216939	ENSPTRG00000045374	KV421353.1	238552	239035	ortholog_one2many	73.2558	75	0		0.1443	0.4622	0
ENSMUSG00000040370	6	145211134	145216939	ENSPTRG00000048540	22	19591245	19591728	ortholog_one2many	74.4186	76.1905	0		0.137	0.4635	0
ENSMUSG00000040370	6	145211134	145216939	ENSPTRG00000042785	12	65661020	65674346	ortholog_one2many	90.6977	86.6667	75	66.46	0.0509	0.3071	1
ENSMUSG00000035849	11	99232761	99244085	ENSPTRG00000034332	17	16934024	16944661	ortholog_one2one	89.1156	88.8136	100	92.78	0.0561	0.6025	1
ENSMUSG00000047747	8	82863356	83091268	ENSPTRG00000016465	4	144218271	144491681	ortholog_one2one	94.2792	94.0639	100	89.14	0.0298	0.4265	1
ENSMUSG00000020123	10	122448499	122453452	ENSPTRG00000005167	12	26547336	26557930	ortholog_one2one	82.0331	82.4228	100	47.56	0.0859	0.7972	1
ENSMUSG00000046922	10	41069977	41072285	ENSPTRG00000018493	6	113562235	113563656	ortholog_one2one	93.6639	90.1857	100	100.00	0.0284	0.7623	1
ENSMUSG00000030265	6	145216699	145250239	ENSPTRG00000004775	12	65619387	65665034	ortholog_one2one	88.2979	87.8307	75	93.88	0.0713	0.4849	1
ENSMUSG00000020913	11	99279959	99285262	ENSPTRG00000009128	17	16895214	16900905	ortholog_one2one	72.8516	71.0476	100	57.68	0.1562	0.6491	1
ENSMUSG00000064030	10	128747889	128766564	ENSPTRG00000005067	12	33925909	33961999	ortholog_one2one	89.6552	89.2157	100	100.00	0.0525	0.6439	1
ENSMUSG00000021408	13	34002363	34037147	ENSPTRG00000017672	6	2999044	3059872	ortholog_one2one	70.8841	69.2996	100	61.36	0.1863	0.5758	1
ENSMUSG00000020775	11	116131817	116138868	ENSPTRG00000030775	17	75457407	75464205	ortholog_one2one	83.9474	82.8571	100	100.00	0.0945	0.5701	1
ENSMUSG00000015599	17	46442448	46487675	ENSPTRG00000018193	6	43744477	43789363	ortholog_one2one	89.6789	88.7964	100	91.20	0.0522	0.6324	1
ENSMUSG00000018398	11	53519257	53549565	ENSPTRG00000017222	5	132692589	132720534	ortholog_one2many	97.1074	97.3085	100	100.00	0.0104	0.5943	1
ENSMUSG00000018398	11	53519257	53549565	ENSPTRG00000044122	KV420828.1	198194	226138	ortholog_one2many	95.8678	96.2656	100	99.89	0.0184	0.6244	1
ENSMUSG00000005054	10	78425669	78427622	ENSPTRG00000048077	21	30280954	30283052	ortholog_one2one	78.5714	78.5714	75		0.1318	1.9744	1
ENSMUSG00000079685	10	7440362	7473638												
ENSMUSG00000038417	10	41188172	41303260	ENSPTRG00000018492	6	113236525	113396943	ortholog_one2one	93.495	91.7749	100	65.75	0.037	0.6748	1
ENSMUSG00000066755	1	161494655	161505290	ENSPTRG00000052336	1	151406881	151418949	ortholog_one2one	51.4451	44.7236	75	88.65	0.3652	0.7445	0
