Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0019881	17	39794834	39798480	ENSG00000126233	8	142740944	142742411	ortholog_one2one	63.6364	67.9612	100	100.00	0.1943	1.4047	1
MGP_PahariEiJ_G0020680	18	14344195	14352660	ENSG00000146223	6	42879618	42889925	ortholog_one2one	84.5528	81.5686	100	51.38	0.0878	0.4433	1
MGP_PahariEiJ_G0015182	10	55733194	55749115												
MGP_PahariEiJ_G0026130	3	147711386	147784761	ENSG00000158296	20	46557823	46684467	ortholog_one2one	87.6667	87.3754	100	100.00	0.0668	0.7497	1
MGP_PahariEiJ_G0025282	3	72718306	72720845												
MGP_PahariEiJ_G0025676	3	108950277	108951970	ENSG00000255302	15	48877886	48880183	ortholog_one2one	73.5849	62.5668	100	100.00	0.1588	3.2835	1
MGP_PahariEiJ_G0016795	13	18118025	18208145	ENSG00000185811	7	50304068	50405101	ortholog_one2one	89.1791	92.1002	100	84.72	0.0333	0.538	1
MGP_PahariEiJ_G0032017	X	123608991	123656710	ENSG00000182508	X	112630648	112680054	ortholog_one2one	95.9091	95.9091	100	100.00	0.0193	0.3573	1
MGP_PahariEiJ_G0031013	9	45290372	45330162	ENSG00000104885	19	2164149	2232578	ortholog_one2one	84.0909	84.255	100	100.00	0.0814	0.9125	1
MGP_PahariEiJ_G0016446	12	33509002	33535006	ENSG00000163389	3	119468938	119494708	ortholog_one2one	91.5816	91.5816	100	59.30	0.044	0.4386	1
MGP_PahariEiJ_G0014751	10	17249528	17261197	ENSG00000105514	19	11322046	11346270	ortholog_one2one	93.1507	93.1507	100	100.00	0.0292	1.0158	1
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000147873	9	21304326	21305312	ortholog_many2many	56.8421	57.1429	25	50.00	0.2736	0.5646	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000137080	9	21165637	21166660	ortholog_many2many	55.7895	56.0847	0	40.88	0.2938	0.5226	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000147885	9	21216373	21217311	ortholog_many2many	55.7895	56.0847	25	50.00	0.295	0.5426	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000233816	9	21367424	21368962	ortholog_many2many	58.4211	58.4211	25	2.76	0.2811	0.4436	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000188379	9	21384254	21385388	ortholog_many2many	55.2632	55.8511	25	50.00	0.2861	0.4675	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000197919	9	21440454	21441316	ortholog_many2many	58.9474	59.2593	25	9.68	0.2771	0.4456	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000120242	9	21409147	21410185	ortholog_many2many	58.4211	58.7302	25	50.00	0.3034	0.4567	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000236637	9	21186694	21187671	ortholog_many2many	56.8421	57.1429	25	100.00	0.2737	0.6031	1
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000234829	9	21227243	21228222	ortholog_many2many	56.3158	56.6138	50	50.00	0.2843	0.5552	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000214042	9	21201469	21202205	ortholog_many2many	56.8421	57.1429	25	50.00	0.2754	0.6468	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000186803	9	21206181	21207143	ortholog_many2many	57.3684	57.672	50	50.00	0.272	0.6233	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000228083	9	21239002	21239991	ortholog_many2many	56.3158	56.6138	25	50.00	0.2879	0.4628	0
MGP_PahariEiJ_G0028481	6	40574583	40575346	ENSG00000120235	9	21349835	21351378	ortholog_many2many	55.7895	56.0847	50	50.00	0.2945	0.5335	0
MGP_PahariEiJ_G0017878	14	43250234	43253257	ENSG00000167705	17	1646145	1650077	ortholog_one2one	73.3696	67.3317	100	100.00	0.1681	0.9427	1
MGP_PahariEiJ_G0015980	11	44485428	44588075	ENSG00000164258	5	53560633	53683340	ortholog_one2one	88.5714	88.5714	100	61.52	0.069	0.2847	1
MGP_PahariEiJ_G0015097	10	49492237	49507611	ENSG00000136425	15	78104606	78131544	ortholog_one2one	97.3262	97.3262	75	100.00	0.012	0.7988	1
MGP_PahariEiJ_G0025188	3	70295341	70301172	ENSG00000156575	11	57376769	57381150	ortholog_one2one	57.3333	57.3333	100	54.88	0.3147	0.5677	1
MGP_PahariEiJ_G0030670	9	6321151	6421549	ENSG00000112394	6	111087503	111231194	ortholog_one2one	84.1797	83.6893	100	65.89	0.0892	0.4176	1
MGP_PahariEiJ_G0028634	6	66167367	66169913	ENSG00000186564	1	47436017	47440691	ortholog_one2one	93.6992	93.1313	100	100.00	0.0304	0.5323	1
MGP_PahariEiJ_G0027885	5	110318719	110319282	ENSG00000232237	1	201113953	201127184	ortholog_one2one	73.262	66.5049	100	53.90	0.1589	0.861	1
MGP_PahariEiJ_G0023437	21	16068341	16069261												
MGP_PahariEiJ_G0023241	20	44277909	44281975	ENSG00000103241	16	86510527	86515418	ortholog_one2one	93.1217	92.876	100	100.00	0.031	1.1106	1
MGP_PahariEiJ_G0026401	4	34978041	35025162	ENSG00000164074	4	127965306	128039927	ortholog_one2one	88.9888	85.3448	100	100.00	0.0629	0.3929	1
MGP_PahariEiJ_G0014432	1	152036000	152164838	ENSG00000138185	10	95711779	95869695	ortholog_one2one	72.1707	74.5211	100	98.17	0.1559	0.5724	1
MGP_PahariEiJ_G0023805	21	46941668	46943206	ENSG00000146385	6	132552693	132553721	ortholog_one2many	75.8721	76.3158	100	100.00	0.1201	0.6493	1
MGP_PahariEiJ_G0013246	1	70098455	70166095	ENSG00000171533	11	75586918	75669120	ortholog_one2one	61.5556	68.1427	100	96.58	0.1775	0.52	1
MGP_PahariEiJ_G0026821	4	86480697	86489500	ENSG00000198019	1	121087345	121096310	ortholog_one2many	40.5213	61.0714	0	65.53	0.2674	0.645	0
MGP_PahariEiJ_G0026821	4	86480697	86489500	ENSG00000150337	1	149782671	149792518	ortholog_one2many	57.346	64.7059	25	62.07	0.2344	0.6081	0
MGP_PahariEiJ_G0027291	5	17392091	17411504	ENSG00000115085	2	97713560	97739862	ortholog_one2one	94.0129	93.8611	100	100.00	0.0285	1.0623	1
MGP_PahariEiJ_G0024534	23	32622664	32626912	ENSG00000218823	7	4857733	4861994	ortholog_one2one	83.9564	84.6154	100	100.00	0.0864	0.4932	1
MGP_PahariEiJ_G0023880	22	7711944	7743461	ENSG00000185697	8	66562175	66614247	ortholog_one2one	92.5433	92.4202	100	100.00	0.0349	0.3708	1
MGP_PahariEiJ_G0016297	12	16607757	16626076	ENSG00000182580	3	184561784	184582409	ortholog_one2one	96.2739	95.7916	100	100.00	0.0168	0.6243	1
MGP_PahariEiJ_G0019152	15	70854188	70942413	ENSG00000152229	18	45983536	46072272	ortholog_one2one	87.4251	87.4251	100	100.00	0.074	0.5002	1
MGP_PahariEiJ_G0017023	13	55959101	56031883	ENSG00000197712	4	38867677	38945739	ortholog_one2one	77.2329	78.3304	100	100.00	0.1317	0.643	1
MGP_PahariEiJ_G0017793	14	39566323	39606295	ENSG00000179314	17	6057807	6124427	ortholog_one2one	85.4895	85.0435	75	100.00	0.0793	0.9392	1
MGP_PahariEiJ_G0026338	4	22760270	22945806	ENSG00000075651	3	171600405	171810950	ortholog_one2one	91.3408	91.3408	100	52.32	0.0457	0.7461	1
MGP_PahariEiJ_G0016830	13	23467790	23473822	ENSG00000106628	7	44114681	44124358	ortholog_one2one	94.0299	87.5	100	100.00	0.0296	0.6056	1
MGP_PahariEiJ_G0017220	13	87299574	87329602	ENSG00000152785	4	81030965	81057531	ortholog_one2one	79.9145	79.2373	100	100.00	0.1119	0.6314	1
MGP_PahariEiJ_G0031486	X	6259515	6358294	ENSG00000124486	X	41085635	41236579	ortholog_one2one	98.2772	97.6654	100	100.00	0.0079	0.3498	1
MGP_PahariEiJ_G0023986	22	39254946	39257257	ENSG00000135355	6	89894469	89921760	ortholog_one2one	77.2277	71.8232	100	79.64			1
MGP_PahariEiJ_G0030367	8	48514392	48605371	ENSG00000032742	13	20567069	20691437	ortholog_one2one	89.2121	88.3553	100	99.69	0.0522	0.5261	1
MGP_PahariEiJ_G0017019	13	55178643	55372386	ENSG00000065882	4	37891087	38139175	ortholog_one2one	83.745	89.9829	100	100.00	0.05	0.6663	1
MGP_PahariEiJ_G0020374	17	67818428	67844195	ENSG00000111481	12	54301202	54351849	ortholog_one2one	96.6102	92.4324	100	100.00	0.0164	0.4294	1
MGP_PahariEiJ_G0030503	8	61341797	61345458	ENSG00000168476	8	22138020	22141951	ortholog_one2one	89.1051	89.1051	100	100.00	0.054	0.8066	1
MGP_PahariEiJ_G0023600	21	21575493	21670109	ENSG00000113719	5	172834275	172952685	ortholog_one2one	98.9655	98.9655	100	100.00	0.0059	0.8024	1
MGP_PahariEiJ_G0028547	6	52857696	52859908												
MGP_PahariEiJ_G0023229	20	43091329	43142279	ENSG00000103194	16	84699978	84779922	ortholog_one2one	83.3543	82.419	100	99.41	0.0955	0.7482	1
MGP_PahariEiJ_G0021304	19	31859503	31875609	ENSG00000185974	13	113667155	113737735	ortholog_one2one	86.1702	86.3233	100	100.00	0.0674	1.004	1
MGP_PahariEiJ_G0022758	2	151457243	151547271	ENSG00000171681	12	14365632	14502935	ortholog_one2one	64.8283	48.748	100	99.19	0.228	0.8037	0
MGP_PahariEiJ_G0018344	14	68832469	68842969	ENSG00000131482	17	42900797	42913369	ortholog_one2one	87.6751	87.6751	75	100.00	0.0671	0.6636	1
MGP_PahariEiJ_G0017040	13	57004593	57168246	ENSG00000163694	4	40423267	40630875	ortholog_one2one	94.5763	94.0978	100	100.00	0.0222	0.8668	1
MGP_PahariEiJ_G0015760	11	498130	510154	ENSG00000213799	19	53333746	53356906	ortholog_one2many	48.0709	47.5258	25	10.02	0.4236	1.2779	0
MGP_PahariEiJ_G0020906	18	49011642	49145520	ENSG00000143924	2	42169350	42332548	ortholog_one2one	87.589	87.7676	100	100.00	0.065	0.4418	1
MGP_PahariEiJ_G0024749	3	12827440	12831374												
MGP_PahariEiJ_G0016136	12	4575506	4591043	ENSG00000232258	16	8537605	8590193	ortholog_one2one	83.7838	83.4081	100	100.00	0.0856	1.3387	1
MGP_PahariEiJ_G0025533	3	95952480	95957319	ENSG00000128463	15	34224999	34230156	ortholog_one2one	99.4536	99.4536	100	57.72	0.0025	0.3007	1
MGP_PahariEiJ_G0028219	5	153141954	153221695	ENSG00000143819	1	225810092	225845563	ortholog_one2one	83.0769	23.7363	25	67.43	0.0864	0.5584	0
MGP_PahariEiJ_G0025726	3	112288554	112312762	ENSG00000125630	2	112541915	112577150	ortholog_one2one	90.2203	87.2975	100	84.32	0.0508	0.6633	1
MGP_PahariEiJ_G0028011	5	135470098	135481246												
MGP_PahariEiJ_G0019350	16	25347196	25347826												
MGP_PahariEiJ_G0026818	4	86466288	86466775	ENSG00000203811	1	149839538	149841193	ortholog_one2many	100	100	50	50.00	0	0	0
MGP_PahariEiJ_G0030792	9	27248475	27389037	ENSG00000197467	10	69801867	69964275	ortholog_one2one	85.2503	87.8661	100	99.24	0.0618	0.3515	1
MGP_PahariEiJ_G0028021	5	136439181	136456871	ENSG00000203740	1	170146001	170167790	ortholog_one2one	93.9929	93.9929	100	81.75	0.0285	0.3935	1
MGP_PahariEiJ_G0017222	13	87645978	87680897	ENSG00000138670	4	81426393	82044244	ortholog_one2one	97.463	97.463	100	100.00	0.0124	0.6787	1
MGP_PahariEiJ_G0012796	1	4275392	4278531												
MGP_PahariEiJ_G0028342	6	3237946	3248192	ENSG00000170681	9	100578079	100587906	ortholog_one2one	81.9718	79.9451	100	100.00	0.1006	0.7363	1
MGP_PahariEiJ_G0025452	3	87550559	87586635	ENSG00000121691	11	34438925	34472062	ortholog_one2one	89.7533	89.7533	100	58.49	0.0503	0.7011	1
MGP_PahariEiJ_G0014351	1	140947318	140967450	ENSG00000120217	9	5450503	5470566	ortholog_one2one	70.6897	70.6897	100	100.00	0.1972	0.6576	1
MGP_PahariEiJ_G0023849	22	1174568	1186278	ENSG00000175606	8	73972437	73982783	ortholog_one2one	61.811	60.3846	100	80.28	0.2696	0.4276	1
MGP_PahariEiJ_G0018174	14	64455581	64459679	ENSG00000141295	17	47837692	47841333	ortholog_one2one	85.6471	85.6471	100	100.00	0.0849	0.6796	1
MGP_PahariEiJ_G0027613	5	64598187	64605883	ENSG00000196811	2	232539727	232546403	ortholog_one2one	89.7881	90.1354	100	100.00	0.0473	0.7391	1
MGP_PahariEiJ_G0026685	4	80994441	81000599	ENSG00000189171	1	153618787	153631360	ortholog_one2one	39.7661	69.3878	100	54.56	0.155	1.0169	0
MGP_PahariEiJ_G0022270	2	100081481	100098969	ENSG00000115318	2	74532414	74555690	ortholog_one2one	92.9708	93.0943	100	100.00	0.0345	0.5665	1
MGP_PahariEiJ_G0021222	19	20908644	20920640	ENSG00000189377	19	42428288	42443048	ortholog_one2one	49.2188	52.9412	100	100.00	0.2768	0.4468	0
MGP_PahariEiJ_G0027748	5	94361934	94396915	ENSG00000144118	2	120240064	120294713	ortholog_one2one	95.6311	95.6311	100	75.10	0.0208	2.2666	1
MGP_PahariEiJ_G0026435	4	47830128	47877083												
MGP_PahariEiJ_G0027168	4	133376825	133417629	ENSG00000097096	1	85156873	85201046	ortholog_one2one	67.0213	73.8693	75	99.26	0.1437	0.6047	1
MGP_PahariEiJ_G0028041	5	137986947	138104785	ENSG00000143164	1	167935783	168075843	ortholog_one2one	87.0021	87.2766	100	92.06	0.0551	0.3867	1
MGP_PahariEiJ_G0025848	3	130816345	130817770	ENSG00000132671	20	23035386	23036812	ortholog_one2one	89.1192	88.6598	100	100.00	0.0551	0.964	1
MGP_PahariEiJ_G0023987	22	39270946	39306213	ENSG00000118412	6	89829894	89874436	ortholog_one2one	65.0688	64.7059	0	99.62	0.2278	0.6194	1
MGP_PahariEiJ_G0020618	18	10666153	10737460	ENSG00000146072	6	47231532	47309905	ortholog_one2one	89.9237	89.9237	100	100.00	0.0508	0.4444	1
MGP_PahariEiJ_G0014877	10	32999381	33000331												
MGP_PahariEiJ_G0023286	20	46546190	46581411	ENSG00000141002	16	89873570	89913627	ortholog_one2one	89.497	89.497	100	100.00	0.0519	0.6131	1
MGP_PahariEiJ_G0014505	1	156710731	156890509	ENSG00000166167	10	101354033	101557321	ortholog_one2one	98.0165	98.0165	75	100.00	0.0093	0.4665	1
MGP_PahariEiJ_G0026784	4	85519400	85529697	ENSG00000143412	1	150982017	150995634	ortholog_one2one	76.8116	76.8116	100	92.24	0.14	0.6939	1
MGP_PahariEiJ_G0013426	1	75317076	75318029												
MGP_PahariEiJ_G0019811	17	21560282	21825145	ENSG00000172164	8	120535745	120813273	ortholog_one2one	92.5512	92.3792	100	100.00	0.0361	0.4479	1
MGP_PahariEiJ_G0028619	6	60431487	60437754	ENSG00000123080	1	50960745	50974633	ortholog_one2one	92.2619	92.2619	100	100.00	0.0373	0.2658	1
MGP_PahariEiJ_G0027465	5	45627445	45726574	ENSG00000144445	2	210021423	210171383	ortholog_one2one	80.2534	77.001	100	100.00	0.1068	0.3264	1
MGP_PahariEiJ_G0019430	16	30969050	30976022												
MGP_PahariEiJ_G0017269	13	94829347	94848866	ENSG00000097046	1	91500893	91525764	ortholog_one2one	80.212	79.0941	100	100.00	0.1186	0.4805	1
MGP_PahariEiJ_G0017833	14	41294827	41295765												
MGP_PahariEiJ_G0021772	2	18287634	18324787	ENSG00000135249	7	105532085	105567677	ortholog_one2one	89.4073	89.5202	50	100.00	0.0594	0.5567	1
MGP_PahariEiJ_G0019374	16	27234758	27235851												
MGP_PahariEiJ_G0022326	2	103000503	103005340	ENSG00000183733	2	70777310	70790643	ortholog_one2one	67.5258	59.8174	50	100.00	0.2356	0.8124	1
MGP_PahariEiJ_G0026222	3	162450832	162500175	ENSG00000130702	20	62307955	62367312	ortholog_one2one	79.021	79.5129	100	100.00	0.117	1.0222	1
MGP_PahariEiJ_G0030187	8	38505606	38596227	ENSG00000126777	14	55559072	55701526	ortholog_one2one	83.4087	81.5033	100	100.00	0.0909	0.5228	1
MGP_PahariEiJ_G0029990	8	10178690	10468815	ENSG00000182247	3	23203020	23591793	ortholog_one2one	99.005	99.005	50	58.33	0.0047	0.381	0
MGP_PahariEiJ_G0026164	3	151050444	151068859	ENSG00000101115	20	51782331	51802520	ortholog_one2one	72.1965	73.9791	100	100.00	0.1557	0.9362	1
MGP_PahariEiJ_G0015242	10	61122564	61237021	ENSG00000035664	15	63907036	64072033	ortholog_one2one	97.2973	97.2973	100	53.37	0.0129	0.4274	1
MGP_PahariEiJ_G0021174	19	19688718	19701483	ENSG00000159915	19	44259880	44275317	ortholog_one2many	12.74	10.8955	75	24.87			0
MGP_PahariEiJ_G0029347	7	4034840	4044817	ENSG00000176732	2	24115371	24123477	ortholog_one2one	82.9457	82.9457	75	54.99	0.0913	0.5825	1
MGP_PahariEiJ_G0020715	18	16008402	16015034	ENSG00000124596	6	41033627	41097787	ortholog_one2one	96.0526	96.0526	0	51.47	0.0176	0.4373	0
MGP_PahariEiJ_G0017021	13	55923863	55932946	ENSG00000174125	4	38790677	38856817	ortholog_one2one	73.028	73.028	100	100.00	0.1795	0.7316	1
MGP_PahariEiJ_G0016710	12	87426344	87447718	ENSG00000160255	21	44885953	44931989	ortholog_one2many	56.7531	54.0962	0	9.89	0.3125	1.1727	0
MGP_PahariEiJ_G0019513	16	41685494	41696764	ENSG00000124802	6	8073360	8102578	ortholog_one2many	87.931	87.931	100	100.00	0.075	0.4081	1
MGP_PahariEiJ_G0019513	16	41685494	41696764	ENSG00000265818	6	8015726	8102530	ortholog_one2many	66.6667	76.8212	100	100.00	0.1958	0.6807	1
MGP_PahariEiJ_G0021539	19	75972242	75988846	ENSG00000056050	4	169729465	169757953	ortholog_one2one	89.5954	89.5954	100	100.00	0.049	0.3615	1
MGP_PahariEiJ_G0021968	2	54196279	54275867	ENSG00000146856	7	134986508	135147963	ortholog_one2one	69.3582	72.8261	75	98.34	0.1431	0.3942	1
MGP_PahariEiJ_G0012754	1	3383013	3393274	ENSG00000105290	19	35867899	35879791	ortholog_one2one	88.5321	88.9401	100	67.85	0.0554	0.5282	1
MGP_PahariEiJ_G0015015	10	40542043	40549443	ENSG00000255245	11	117820163	117876667	ortholog_one2many	73.4375	32.6389	100	54.89	0.1722	0.8708	0
MGP_PahariEiJ_G0015015	10	40542043	40549443	ENSG00000137731	11	117800844	117828698	ortholog_one2many	71.875	69.697	100	52.15	0.1731	0.6978	1
MGP_PahariEiJ_G0029804	7	97007525	97097452	ENSG00000011114	14	93237550	93333092	ortholog_one2one	94.5084	94.2579	75	100.00	0.027	0.3	1
MGP_PahariEiJ_G0032115	X	145010174	145012410												
MGP_PahariEiJ_G0013880	1	110536777	110541673	ENSG00000174775	11	532242	537287	ortholog_one2one	99.4709	99.4709	100	100.00	0.0024	1.5002	1
MGP_PahariEiJ_G0027931	5	124627839	124781139	ENSG00000135842	1	184790724	184974550	ortholog_one2one	69.6774	69.8276	100	100.00	0.1871	0.6002	1
MGP_PahariEiJ_G0022088	2	66713724	66724362												
MGP_PahariEiJ_G0030897	9	42271483	42288794	ENSG00000183255	21	44849585	44873903	ortholog_one2one	74.7126	72.2222	100	100.00	0.1417	0.9864	1
MGP_PahariEiJ_G0029921	7	106940594	106961885	ENSG00000184916	14	105140981	105168824	ortholog_one2one	89.9759	90.6301	100	100.00	0.0458	0.8299	1
MGP_PahariEiJ_G0018346	14	68882726	68893921	ENSG00000108825	17	42950526	42980528	ortholog_many2many	87.6214	61.6041	75	100.00	0.0698	0.476	1
MGP_PahariEiJ_G0018346	14	68882726	68893921	ENSG00000266967	17	42950526	42964498	ortholog_many2many	89.5631	89.5631	100	100.00	0.0565	0.4652	1
MGP_PahariEiJ_G0014947	10	35986273	35990131	ENSG00000188909	11	122977570	122981720	ortholog_one2one	95.6897	95.279	100	100.00	0.0194	0.6157	1
MGP_PahariEiJ_G0014546	1	158616477	158821070	ENSG00000107957	10	103594027	103855543	ortholog_one2one	88.968	90.4977	100	100.00	0.046	0.6798	1
MGP_PahariEiJ_G0020279	17	64281100	64288493	ENSG00000167588	12	50103819	50111319	ortholog_one2one	93.6963	93.6963	100	100.00	0.0306	0.4998	1
MGP_PahariEiJ_G0020089	17	47634617	47639012	ENSG00000205702	22	42140203	42144577	ortholog_many2many	64.881	63.4951	50	50.00	0.2038	0.9883	0
MGP_PahariEiJ_G0020089	17	47634617	47639012	ENSG00000100197	22	42126499	42130906	ortholog_many2many	66.6667	67.6056	25	51.23	0.1921	0.936	0
MGP_PahariEiJ_G0030399	8	52229685	52266780	ENSG00000102683	13	23180952	23325165	ortholog_one2one	83.5052	83.5052	50	67.31	0.1075	0.5588	0
MGP_PahariEiJ_G0020908	18	49258533	49305948	ENSG00000171126	2	42442017	42494097	ortholog_one2one	96.3048	95.6422	100	100.00	0.0172	0.3144	1
MGP_PahariEiJ_G0027218	4	144945448	144978820	ENSG00000066557	1	70144805	70205620	ortholog_one2one	82.2259	82.2259	100	100.00	0.1065	0.602	1
MGP_PahariEiJ_G0026749	4	84659717	84665462	ENSG00000196407	1	151847263	151853697	ortholog_one2one	60.2649	73.6842	100	100.00	0.1518	0.4585	1
MGP_PahariEiJ_G0023359	21	3973811	3982301	ENSG00000120438	6	159778498	159789749	ortholog_one2one	97.482	97.482	100	100.00	0.0132	0.4227	1
MGP_PahariEiJ_G0022515	2	131651254	131690983	ENSG00000004399	3	129555175	129606818	ortholog_one2one	91.1688	91.1688	75	100.00	0.041	0.942	1
MGP_PahariEiJ_G0013107	1	51250587	51257711	ENSG00000166821	15	89677764	89690783	ortholog_one2one	76.4228	76.1134	100	100.00	0.1405	0.5273	1
MGP_PahariEiJ_G0030752	9	23938436	24034995	ENSG00000163006	2	108786757	108885477	ortholog_one2one	76.9118	78.6466	100	100.00	0.1263	0.5578	1
MGP_PahariEiJ_G0019781	17	10944520	10992492	ENSG00000120526	8	109240919	109334385	ortholog_one2one	90.0172	89.7084	100	100.00	0.0528	0.4099	1
MGP_PahariEiJ_G0030918	9	42847331	42861581	ENSG00000275464	21	5130871	5154734	ortholog_one2many	88.6833	88.6833	75	100.00	0.0587	0.8022	1
MGP_PahariEiJ_G0030918	9	42847331	42861581	ENSG00000241945	21	44107290	44131181	ortholog_one2many	88.7922	88.7922	100	89.12	0.0582	0.8021	1
MGP_PahariEiJ_G0024293	23	12755383	12788758	ENSG00000089053	12	121308245	121399896	ortholog_one2one	94.8649	92.9801	100	100.00	0.0263	0.4074	1
MGP_PahariEiJ_G0018099	14	61272505	61296598	ENSG00000011260	17	51260528	51297936	ortholog_one2one	80.5054	80.2158	100	84.48	0.1022	0.3652	1
MGP_PahariEiJ_G0028620	6	60447932	60755013	ENSG00000185104	1	50437028	50960263	ortholog_one2one	96.6102	96.4615	100	100.00	0.0158	0.2615	1
MGP_PahariEiJ_G0016323	12	18780422	18850233	ENSG00000127241	3	187217285	187292022	ortholog_one2one	67.7557	65.522	100	100.00	0.2423	1.0287	1
MGP_PahariEiJ_G0031618	X	43831997	43859932	ENSG00000101928	X	134887626	134915267	ortholog_one2one	97.1698	96.7136	100	100.00	0.0135	0.3557	1
MGP_PahariEiJ_G0028701	6	69290289	69338564	ENSG00000066135	1	43650158	43705515	ortholog_one2one	94.0734	93.985	100	57.07	0.0306	0.5666	1
MGP_PahariEiJ_G0029507	7	51848991	51965925	ENSG00000198604	14	34752731	34875647	ortholog_one2one	87.4036	87.4036	100	100.00	0.0658	0.4411	1
MGP_PahariEiJ_G0012825	1	8597343	8619417	ENSG00000105185	19	32581068	32587452	ortholog_one2one	60.7735	88	100	25.23	0.0699	0.3976	1
MGP_PahariEiJ_G0020929	18	52643134	52646479	ENSG00000250565	2	46490750	46542557	ortholog_one2one	77.8761	77.8761	100	100.00	0.1271	0.8597	1
MGP_PahariEiJ_G0013451	1	75945114	75950511	ENSG00000132275	11	6595075	6603620	ortholog_one2one	75.2735	75.4386	100	100.00	0.1472	0.4749	1
MGP_PahariEiJ_G0025774	3	114604275	114639730	ENSG00000088826	20	4120980	4187747	ortholog_one2one	95.2137	95.2137	100	100.00	0.0237	0.4775	1
MGP_PahariEiJ_G0025422	3	78348973	78477660	ENSG00000157570	11	44726465	44932421	ortholog_one2one	89.9194	89.9194	100	83.58	0.053	0.6607	1
MGP_PahariEiJ_G0030553	8	69263655	69585981	ENSG00000102763	13	41566837	41961120	ortholog_one2one	86.4567	86.4567	100	100.00	0.0756	0.5896	1
MGP_PahariEiJ_G0024167	23	3798307	3857434	ENSG00000084112	12	108778192	108857590	ortholog_one2one	82.6794	82.3642	100	100.00	0.09	0.8051	1
MGP_PahariEiJ_G0025794	3	116596260	116607036	ENSG00000125845	20	6767664	6780280	ortholog_one2one	92.3858	91.9192	100	100.00	0.0375	0.5415	1
MGP_PahariEiJ_G0022652	2	142004139	142021098	ENSG00000111247	12	4538798	4560048	ortholog_one2one	54.3027	51.9886	100	97.39	0.3226	0.9036	1
MGP_PahariEiJ_G0021042	19	3892244	3899739	ENSG00000105146	19	57230802	57235548	ortholog_one2one	78.3688	71.521	50	20.91	0.1289	0.5412	0
MGP_PahariEiJ_G0015185	10	56837508	56867893	ENSG00000137807	15	69414246	69448427	ortholog_one2one	88.9011	84.2708	100	59.92	0.0575	0.5249	1
MGP_PahariEiJ_G0013481	1	76669188	76670661	ENSG00000170748	11	7089027	7090900	ortholog_one2many	81.2987	79.8469	100	100.00	0.0952	1.1965	1
MGP_PahariEiJ_G0013481	1	76669188	76670661	ENSG00000175718	X	115189427	115192868	ortholog_one2many	59.7403	21.5558	0	71.46	0.2831	1.5455	0
MGP_PahariEiJ_G0016978	13	36574308	36616528	ENSG00000004468	4	15778275	15853230	ortholog_one2one	59.2105	60	100	100.00	0.2981	0.6801	1
MGP_PahariEiJ_G0023239	20	43856170	43861657	ENSG00000131143	16	85798633	85807044	ortholog_one2one	78.6982	78.6982	100	100.00	0.109	1.0002	1
MGP_PahariEiJ_G0027792	5	105034748	105047380	ENSG00000182795	1	207018521	207032756	ortholog_one2one	61.0927	61.3977	100	54.99	0.2609	0.6328	1
MGP_PahariEiJ_G0015993	11	48628146	48751799	ENSG00000070193	5	44303544	44389706	ortholog_one2one	93.7799	94.2308	100	100.00	0.0262	0.3204	1
MGP_PahariEiJ_G0014319	1	135474279	135669068	ENSG00000107282	9	69427530	69672306	ortholog_one2one	92.5444	93.4289	100	53.11	0.0317	0.6561	1
MGP_PahariEiJ_G0020419	18	1591602	1623912	ENSG00000099785	19	8413270	8439017	ortholog_one2one	94.3089	94.3089	100	61.94	0.0293	0.9194	1
MGP_PahariEiJ_G0014865	10	32674855	32801908	ENSG00000213439	3	98064472	98065396	ortholog_one2many	17.5325	17.5325	25				0
MGP_PahariEiJ_G0020953	19	65282	79273												
MGP_PahariEiJ_G0026920	4	95406534	95422460	ENSG00000197852	1	111680630	111739424	ortholog_one2many	75.6667	76.431	100	60.00	0.1372	0.6198	1
MGP_PahariEiJ_G0026920	4	95406534	95422460	ENSG00000284755	1	111722064	111755824	ortholog_one2many	70.6667	75.1773	100	100.00	0.1509	0.6399	1
MGP_PahariEiJ_G0023139	20	32072369	32327619	ENSG00000140836	16	72782885	73891871	ortholog_one2one	94.5161	94.95	75	52.42	0.0218	0.4529	1
