Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
MGP_CAROLIEiJ_G0018742	13	75294899	75307581	ENSG00000113369	5	91368724	91383359	ortholog_one2one	98.7923	98.7923	100	100.00	0.0056	0.2819	1
MGP_CAROLIEiJ_G0025734	3	144494326	144597841	ENSG00000162618	1	78889764	79006718	ortholog_one2one	72.9364	78.1159	100	98.38	0.1384	0.7187	1
MGP_CAROLIEiJ_G0030318	7	112191925	112209445	ENSG00000166471	11	9280654	9314780	ortholog_one2one	91.7526	91.7526	100	100.00	0.0461	0.4721	1
MGP_CAROLIEiJ_G0029915	7	83624058	83671778	ENSG00000136383	15	84816680	84873482	ortholog_one2one	72.9328	64.2895	100	98.45	0.1708	0.5597	1
MGP_CAROLIEiJ_G0027734	5	116756318	116829163	ENSG00000184445	12	122527246	122626396	ortholog_one2one	81.1227	81.1227	100	100.00	0.1116	0.654	1
MGP_CAROLIEiJ_G0022301	18	55907512	56147363	ENSG00000198108	5	129904472	130186634	ortholog_one2one	91.0633	91.2698	50	100.00	0.0442	0.5429	1
MGP_CAROLIEiJ_G0014578	1	123548097	123568127	ENSG00000158715	1	205657851	205680459	ortholog_one2one	91.3201	91.3201	100	54.87	0.0464	0.5151	1
MGP_CAROLIEiJ_G0022754	19	9907025	9911221	ENSG00000197629	11	59208510	59212951	ortholog_one2many	61.9116	60.6145	75	50.00	0.2759	0.8519	1
MGP_CAROLIEiJ_G0021083	17	9430918	9575166	ENSG00000130396	6	167826922	167972023	ortholog_one2one	85.9769	91.9147	100	99.78	0.0356	0.5334	1
MGP_CAROLIEiJ_G0033249	X	90488346	90508714	ENSG00000001497	X	65512582	65534775	ortholog_one2one	66.4516	70.1635	100	100.00	0.1799	0.5053	1
MGP_CAROLIEiJ_G0031562	8	101827542	101892987	ENSG00000157368	16	70579895	70660682	ortholog_one2one	68.9362	66.9421	100	98.14	0.209	0.8581	1
MGP_CAROLIEiJ_G0020318	15	95390950	95401246												
MGP_CAROLIEiJ_G0017207	11	97141106	97157752	ENSG00000126562	17	42780678	42796936	ortholog_one2one	86.252	84.7949	100	100.00	0.0765	0.4816	1
MGP_CAROLIEiJ_G0024586	2	150260009	150285759	ENSG00000129988	20	38346356	38377023	ortholog_one2one	67.5676	67.5676	100	100.00	0.2159	0.7224	1
MGP_CAROLIEiJ_G0028361	6	43392654	43397481	ENSG00000002726	7	150824627	150861504	ortholog_one2many	52.9268	56.3636	0	50.00	0.2581	0.9803	0
MGP_CAROLIEiJ_G0031965	9	31389600	31391170												
MGP_CAROLIEiJ_G0029413	7	26728237	26731900	ENSG00000167565	19	40440844	40444705	ortholog_one2one	85.2041	85.2041	100	100.00	0.0819	0.5823	1
MGP_CAROLIEiJ_G0015915	10	120354981	120366949	ENSG00000025423	12	56752161	56787790	ortholog_one2one	76.5385	62.776	100	74.16	0.1583	0.6205	1
MGP_CAROLIEiJ_G0026515	4	119092182	119112538	ENSG00000162520	1	32680360	32703596	ortholog_one2one	78.5106	76.556	100	100.00	0.1339	0.7891	1
MGP_CAROLIEiJ_G0022309	18	57376595	57444633	ENSG00000171992	5	150601080	150659220	ortholog_one2one	62.3753	74.0581	100	53.31	0.1262	0.5544	1
MGP_CAROLIEiJ_G0015656	10	75741042	75752328												
MGP_CAROLIEiJ_G0026291	4	103373971	103418404	ENSG00000162373	1	48727523	48776969	ortholog_one2one	98.5748	98.5748	75	100.00	0.0064	0.2579	1
MGP_CAROLIEiJ_G0029506	7	29471512	29479476	ENSG00000105254	19	36114289	36125947	ortholog_one2one	90.1639	90.1639	100	63.62	0.05	0.7203	1
MGP_CAROLIEiJ_G0015801	10	104938060	104955815	ENSG00000139278	12	75480680	75503853	ortholog_one2one	70.1961	67.2932	100	53.70	0.1902	0.4856	1
MGP_CAROLIEiJ_G0024462	2	144451843	144452043												
MGP_CAROLIEiJ_G0023069	19	49642796	49746715	ENSG00000148700	10	109996368	110135565	ortholog_one2one	91.7847	91.7847	100	100.00	0.0421	0.5214	1
MGP_CAROLIEiJ_G0016601	11	64629904	64643984	ENSG00000072818	17	7336529	7351478	ortholog_one2one	92.8378	92.8378	100	100.00	0.0372	0.4973	1
MGP_CAROLIEiJ_G0016313	11	46524207	46536665	ENSG00000145916	5	178130996	178150565	ortholog_one2one	98.2188	98.2188	75	53.42	0.008	0.731	1
MGP_CAROLIEiJ_G0032377	9	63361605	63474620	ENSG00000035664	15	63907036	64072033	ortholog_one2one	97.2973	97.2973	100	53.35	0.0127	0.4538	1
MGP_CAROLIEiJ_G0024102	2	106949219	106955524	ENSG00000159251	15	34788095	34795726	ortholog_one2one	100	100	75	100.00	0	0	1
MGP_CAROLIEiJ_G0026668	4	126564918	126571141	ENSG00000173369	1	22652762	22661538	ortholog_one2one	79.4466	79.4466	100	89.38	0.129	0.9162	1
MGP_CAROLIEiJ_G0015708	10	82286015	82334574	ENSG00000111666	12	101696947	101744140	ortholog_one2one	87.931	87.931	75	50.62	0.0551	0.2934	1
MGP_CAROLIEiJ_G0021579	17	34323315	34345969												
MGP_CAROLIEiJ_G0024044	2	100720250	100728144	ENSG00000182255	11	30009741	30017023	ortholog_one2one	97.0904	97.0904	100	59.96	0.0134	0.4072	1
MGP_CAROLIEiJ_G0022426	18	74394628	74436832	ENSG00000141469	18	45687025	45752520	ortholog_one2one	81.8182	80.8989	100	58.86	0.1136	0.4925	1
MGP_CAROLIEiJ_G0030209	7	107393870	107394808												
MGP_CAROLIEiJ_G0026247	4	99296768	99305557	ENSG00000203985	1	54007299	54018186	ortholog_one2one	66.9725	71.2195	100	100.00	0.1982	0.7584	1
MGP_CAROLIEiJ_G0025785	4	509965	524313	ENSG00000170786	8	56300010	56320776	ortholog_one2one	74.5819	70.1258	100	100.00	0.1204	0.5851	1
MGP_CAROLIEiJ_G0020493	16	12904135	13071328	ENSG00000139132	12	32399529	32646050	ortholog_one2one	84.4648	73.6902	50	90.34	0.0865	0.4389	1
MGP_CAROLIEiJ_G0025841	4	15372176	15395921	ENSG00000137563	8	63015079	63039171	ortholog_one2one	71.9243	71.6981	50	100.00	0.1984	0.5711	1
MGP_CAROLIEiJ_G0018783	13	87409963	87427457												
MGP_CAROLIEiJ_G0029709	7	47215039	47227123												
MGP_CAROLIEiJ_G0029648	7	45574744	45580928	ENSG00000167748	19	50819148	50823787	ortholog_one2many	56.4103	41.9847	75	50.00	0.3053	1.1168	0
MGP_CAROLIEiJ_G0024831	3	4597251	4645452	ENSG00000104435	8	79610814	79666175	ortholog_one2one	92.1788	88.2353	100	100.00	0.0412	0.5258	1
MGP_CAROLIEiJ_G0031963	9	31354166	31355360												
MGP_CAROLIEiJ_G0017503	11	115818989	115824646	ENSG00000176108	17	80991598	81009517	ortholog_one2one	92.5	92.0398	100	100.00	0.0308	1.386	1
MGP_CAROLIEiJ_G0013986	1	16497676	16537656	ENSG00000096093	6	52362123	52529886	ortholog_one2one	83.179	84.2188	100	100.00	0.0848	0.6386	1
MGP_CAROLIEiJ_G0025348	3	89705973	89713266	ENSG00000143420	1	150600851	150629612	ortholog_one2one	96.6942	85.4015	100	100.00	0.0113	0.1791	1
MGP_CAROLIEiJ_G0022115	18	32961537	32989992	ENSG00000283288	5	139470778	139474772	ortholog_one2one	60.6299	58.3333	0	100.00	0.2879	0.5621	1
MGP_CAROLIEiJ_G0018137	12	106140071	106146363	ENSG00000166166	14	103529184	103537073	ortholog_one2one	92.069	92.3875	100	100.00	0.0448	0.93	1
MGP_CAROLIEiJ_G0017960	12	79555688	79565914	ENSG00000119630	14	74941834	74955784	ortholog_one2one	61.1111	58.2353	100	100.00	0.2532	0.9385	1
MGP_CAROLIEiJ_G0028272	6	35568898	35574718												
MGP_CAROLIEiJ_G0027871	5	130115459	130120180	ENSG00000087077	7	100867138	100873454	ortholog_one2one	85.8333	86.5546	100	55.80	0.0771	0.6029	1
MGP_CAROLIEiJ_G0019933	15	70488751	70491753	ENSG00000182325	8	144355431	144359376	ortholog_one2one	80	79.4063	50	100.00	0.1105	0.9193	1
MGP_CAROLIEiJ_G0017061	11	93465991	93476500	ENSG00000277258	17	38733897	38749817	ortholog_one2one	95.9064	95.3488	100	100.00	0.0225	0.6506	1
MGP_CAROLIEiJ_G0031512	8	97269008	97275656	ENSG00000103067	16	68229111	68238102	ortholog_one2one	93.3054	93.3054	100	100.00	0.0358	0.4282	1
MGP_CAROLIEiJ_G0030061	7	104021811	104087506	ENSG00000186635	11	72685069	72793599	ortholog_one2one	90.0138	90.1379	100	53.92	0.0495	0.6468	1
MGP_CAROLIEiJ_G0024889	3	22461029	22488130	ENSG00000121858	3	172505508	172523507	ortholog_one2one	62.8866	65.1246	100	100.00	0.2306	0.7551	1
MGP_CAROLIEiJ_G0026907	4	145746030	145750412	ENSG00000162576	1	1352689	1361777	ortholog_one2one	76.2443	74.8889	100	54.73	0.1456	1.4201	1
MGP_CAROLIEiJ_G0030068	7	104557405	104571872	ENSG00000110195	11	72189558	72196323	ortholog_one2one	78.8235	78.2101	100	76.55	0.1199	0.9505	1
MGP_CAROLIEiJ_G0015378	10	56637687	56639332	ENSG00000122859	10	69571698	69573238	ortholog_one2one	76.1682	76.1682	100	100.00	0.1304	0.8991	1
MGP_CAROLIEiJ_G0032725	9	105363652	105394580	ENSG00000132153	3	47802909	47850195	ortholog_one2one	91.0772	94.8911	100	87.44	0.0329	0.5661	1
MGP_CAROLIEiJ_G0033050	X	41695210	41977347	ENSG00000165675	X	130623369	130903317	ortholog_one2one	91.806	90	100	100.00	0.0299	0.3786	1
MGP_CAROLIEiJ_G0019729	15	29824180	30095643	ENSG00000104375	8	98371228	98942827	ortholog_one2one	94.3662	90.3661	75	78.23	0.0261	0.5756	1
MGP_CAROLIEiJ_G0029819	7	65325049	65327602	ENSG00000179455	15	23565674	23630075	ortholog_one2one	59.707	64.2998	50	48.57	0.2149	0.5473	0
MGP_CAROLIEiJ_G0026507	4	118797197	118816814	ENSG00000004455	1	33007940	33080996	ortholog_one2one	94.9791	94.9791	100	51.85	0.0256	0.639	1
MGP_CAROLIEiJ_G0024686	2	157331737	157343697	ENSG00000198185	20	46499630	46513559	ortholog_one2one	69.8085	69.7059	100	100.00	0.1987	1.3759	1
MGP_CAROLIEiJ_G0018534	13	49878483	49888662	ENSG00000051596	5	175917873	176034680	ortholog_one2one	98.8604	98.8604	100	51.07	0.0051	0.6218	1
MGP_CAROLIEiJ_G0025763	3	150406877	150420980	ENSG00000132485	1	71063291	71081297	ortholog_one2one	96.6667	96.6667	100	100.00	0.0164	0.3471	1
MGP_CAROLIEiJ_G0021592	17	34668184	34669176												
MGP_CAROLIEiJ_G0019284	14	46407877	46407965												
MGP_CAROLIEiJ_G0033382	X	122714253	122760895	ENSG00000102362	X	100674491	100732123	ortholog_one2one	90.4903	90.7601	100	100.00	0.0479	0.3436	1
MGP_CAROLIEiJ_G0015287	10	38896024	38931693	ENSG00000178409	6	107065182	107115269	ortholog_one2one	90.9091	90.5797	100	52.45	0.0428	1.2278	1
MGP_CAROLIEiJ_G0023574	2	53478830	53697037	ENSG00000007001	2	157876702	158136154	ortholog_one2one	82.2485	74.3316	100	96.43	0.0623	0.5196	1
MGP_CAROLIEiJ_G0024132	2	111941193	111964161	ENSG00000285396	15	40695129	40732158	ortholog_one2one	76.4012	92.5	100	100.00	0.0507	0.5271	1
MGP_CAROLIEiJ_G0022484	19	780418	787099	ENSG00000084207	11	67583595	67586656	ortholog_one2many	72.2892	85.7143	100	47.95	0.075	0.8838	1
MGP_CAROLIEiJ_G0030791	8	1018691	1024886												
MGP_CAROLIEiJ_G0028035	5	140774020	140776296	ENSG00000169840	13	27792643	27794768	ortholog_one2one	96.9349	95.8333	100	100.00	0.0129	1.1369	1
MGP_CAROLIEiJ_G0033586	X	157937027	158034255	ENSG00000101871	X	10445310	10833654	ortholog_one2one	97.0464	34.4828	25	55.92	0.0176	0.5123	0
MGP_CAROLIEiJ_G0031290	8	75405308	75407358												
MGP_CAROLIEiJ_G0032274	9	54278542	54285446	ENSG00000140474	15	74836116	74843346	ortholog_one2one	93.6441	93.6441	100	100.00	0.032	0.6754	1
MGP_CAROLIEiJ_G0031951	9	30840109	30887555	ENSG00000182934	11	126262919	126269144	ortholog_one2one	97.327	97.0219	75	100.00	0.0126	0.3473	1
MGP_CAROLIEiJ_G0020750	16	35848291	35875094	ENSG00000114638	3	119173517	119205153	ortholog_one2one	90.3846	90.3846	100	54.78	0.0529	0.4903	1
MGP_CAROLIEiJ_G0021522	17	32288982	32302995	ENSG00000204536	6	31142439	31158238	ortholog_one2one	72.0877	71.7566	100	100.00	0.1739	0.5829	1
MGP_CAROLIEiJ_G0020709	16	33026104	33086130	ENSG00000114030	3	122421949	122514945	ortholog_one2one	97.5655	96.8401	100	100.00	0.0103	0.3103	1
MGP_CAROLIEiJ_G0020196	15	88303295	88328755	ENSG00000198001	12	43758944	43789543	ortholog_one2one	84.3137	84.1304	100	100.00	0.09	1.0994	1
MGP_CAROLIEiJ_G0032894	X	1865699	1871798	ENSG00000196998	X	49071470	49101170	ortholog_one2one	97.7778	97.5069	100	100.00	0.0089	0.4763	1
MGP_CAROLIEiJ_G0020217	15	91540998	91597511	ENSG00000111424	12	47841537	47943048	ortholog_one2one	89.8345	79.6646	100	100.00	0.0512	0.7126	1
MGP_CAROLIEiJ_G0013956	1	9565162	9602897	ENSG00000147592	8	70635318	70669174	ortholog_one2one	83.3333	83.3333	100	100.00	0.1036	0.4469	1
MGP_CAROLIEiJ_G0033043	X	41184553	41224602	ENSG00000156709	X	130129362	130165887	ortholog_one2one	92.4837	92.3328	100	100.00	0.0405	0.2843	1
MGP_CAROLIEiJ_G0027491	5	98420257	98521566	ENSG00000171488	1	89633072	89769903	ortholog_one2one	97.5093	97.5093	100	100.00	0.0129	0.7696	1
MGP_CAROLIEiJ_G0023553	2	47266016	47290934	ENSG00000123609	2	151270465	151290057	ortholog_one2one	64.5756	57.0033	100	100.00	0.2409	1.0163	1
MGP_CAROLIEiJ_G0016714	11	69171892	69184699	ENSG00000172150	17	3197519	3198448	ortholog_one2many	47.2222	16.5049	25	50.00	0.5677	3.7021	0
MGP_CAROLIEiJ_G0016714	11	69171892	69184699	ENSG00000172146	17	3207539	3218896	ortholog_one2many	53.7037	18.7702	25	57.88	0.4773	7.9465	0
MGP_CAROLIEiJ_G0014615	1	125796850	125804863	ENSG00000133055	1	203167811	203175813	ortholog_one2one	84.8861	85.9539	100	100.00	0.0756	0.4823	1
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285657	8	7753682	7756692	ortholog_many2many	31.3817	28.8793	25		0.7876	1.3805	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285620	8	7730739	7733749	ortholog_many2many	31.6159	29.0948	25		0.7817	1.3929	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285607	8	7761330	7764340	ortholog_many2many	31.6159	29.0948	50		0.7812	1.3931	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285814	8	7715443	7718453	ortholog_many2many	31.6159	29.0948	25	78.88	0.7819	1.4276	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285950	8	7768977	7771988	ortholog_many2many	32.0843	29.5259	25	74.52	0.781	1.4651	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000229924	4	9170409	9176730	ortholog_many2many	30.6792	28.2328	0		0.7884	1.4616	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285765	8	7579644	7582653	ortholog_many2many	31.8501	29.3103	50		0.7816	1.457	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285687	8	7571995	7575006	ortholog_many2many	31.8501	29.3103	25	42.62	0.7853	1.4376	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000171847	12	8221260	8227618	ortholog_many2many	30.9133	28.4483	0		0.7792	1.4573	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285937	8	7738387	7741396	ortholog_many2many	31.8501	29.3103	25	74.52	0.7738	1.3929	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285913	8	7723091	7726101	ortholog_many2many	31.3817	28.8793	25		0.7876	1.3805	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285975	8	7556700	7559712	ortholog_many2many	31.6159	29.0948	50		0.7728	1.4377	0
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSG00000285720	8	7746034	7749044	ortholog_many2many	31.6159	29.0948	25		0.7817	1.3929	0
MGP_CAROLIEiJ_G0016010	11	248133	279617	ENSG00000138942	22	31160183	31207019	ortholog_one2one	82.4561	97.9167	100	61.65	0.0102	0.2678	1
MGP_CAROLIEiJ_G0024198	2	114399598	114657663	ENSG00000171877	15	43870761	44195252	ortholog_one2one	98.0702	98.0702	100	100.00	0.0082	0.3194	1
MGP_CAROLIEiJ_G0025672	3	131080982	131131332	ENSG00000070190	4	99816833	99870154	ortholog_one2one	93.5714	93.5714	100	99.99	0.0325	0.5309	1
MGP_CAROLIEiJ_G0021900	17	75757787	75791074	ENSG00000143889	2	38561978	38603586	ortholog_one2one	86.5449	96.1255	100	88.44	0.0185	0.3877	1
MGP_CAROLIEiJ_G0021411	17	29920344	29923010	ENSG00000133250	19	8509678	8514164	ortholog_one2one	78.5953	60.2564	100	100.00	0.144	0.7929	1
MGP_CAROLIEiJ_G0024184	2	114015643	114026370	ENSG00000140265	15	43358172	43371025	ortholog_one2one	81.3397	79.8122	100	100.00	0.0996	0.3744	1
MGP_CAROLIEiJ_G0031586	8	103161015	103176301	ENSG00000034713	16	75566351	75577881	ortholog_one2one	100	100	100	100.00	0	0	1
MGP_CAROLIEiJ_G0016434	11	54186647	54189622	ENSG00000185888	1	227815693	227846470	ortholog_one2one	56.2112	55.5215	75	71.04	0.3364	0.9294	1
MGP_CAROLIEiJ_G0027221	5	46787668	46822196	ENSG00000053900	4	25377213	25418498	ortholog_one2one	93.4325	93.2015	100	100.00	0.0357	0.5362	1
MGP_CAROLIEiJ_G0029814	7	62120335	62150889	ENSG00000273173	15	24954986	24977850	ortholog_many2many	95.7747	95.7747	75	54.41	0.0129	0.4865	1
MGP_CAROLIEiJ_G0029814	7	62120335	62150889	ENSG00000214265	15	24955034	25000276	ortholog_many2many	95.7747	95.7747	50	51.54	0.0129	0.4865	0
MGP_CAROLIEiJ_G0017757	12	50465677	50490206	ENSG00000092020	14	35085467	35122517	ortholog_one2one	98.4547	98.4547	100	100.00	0.0076	0.4818	1
MGP_CAROLIEiJ_G0017653	12	22978085	22991635	ENSG00000134321	2	6865806	6898239	ortholog_one2one	82.5967	82.8255	100	61.62	0.1	0.7641	1
MGP_CAROLIEiJ_G0028175	6	24377161	24392940	ENSG00000128604	7	128937612	128950035	ortholog_one2one	87.0259	84.8249	75	100.00	0.0679	0.5588	1
MGP_CAROLIEiJ_G0022820	19	20292188	20319033	ENSG00000119138	9	70384597	70414624	ortholog_one2one	96.7213	96.7213	100	100.00	0.0141	0.2918	1
MGP_CAROLIEiJ_G0018761	13	84769450	85054404	ENSG00000152348	5	81972025	82276857	ortholog_one2one	79.1469	75.9091	100	66.37	0.1145	0.4744	1
MGP_CAROLIEiJ_G0031940	9	27220278	27260516	ENSG00000151715	11	129815819	129860003	ortholog_one2one	79.4964	80.3636	100	78.04	0.1208	0.6948	1
MGP_CAROLIEiJ_G0024127	2	111720865	111744999	ENSG00000140320	15	40439721	40468242	ortholog_one2one	89.5833	22.0513	100	100.00	0.0588	0.751	0
MGP_CAROLIEiJ_G0020712	16	33118801	33138524	ENSG00000160124	3	122359591	122383231	ortholog_one2one	97.2222	97.2222	100	100.00	0.0137	0.1475	1
MGP_CAROLIEiJ_G0017962	12	79624940	79661349	ENSG00000119684	14	75013764	75051532	ortholog_one2one	70.8834	69.0296	100	100.00	0.1839	0.4528	1
MGP_CAROLIEiJ_G0022465	19	72429	132198	ENSG00000110090	11	68754620	68844410	ortholog_one2one	86.1578	86.1578	100	52.99	0.0718	1.1038	1
MGP_CAROLIEiJ_G0019410	14	55091317	55098315	ENSG00000171056	8	10723768	10730512	ortholog_one2one	88.6842	86.8557	100	100.00	0.0548	0.8091	1
MGP_CAROLIEiJ_G0021795	17	53548165	53578196	ENSG00000167769	19	6306142	6333629	ortholog_one2one	76.9231	79.5455	100	100.00	0.1161	1.086	1
MGP_CAROLIEiJ_G0018221	13	8597374	8670595	ENSG00000116984	1	236795281	236903981	ortholog_one2one	92.3384	91.4624	100	76.70	0.0405	0.4503	1
MGP_CAROLIEiJ_G0024955	3	33672026	33798717	ENSG00000196159	4	125316399	125492932	ortholog_one2one	91.2869	91.2869	100	100.00	0.0454	0.8419	1
MGP_CAROLIEiJ_G0017554	11	117014373	117016836	ENSG00000182459	17	82359247	82363776	ortholog_one2one	26.183	50.6098	0	50.00	0.3023	1.2176	0
MGP_CAROLIEiJ_G0028353	6	43159056	43162594												
MGP_CAROLIEiJ_G0018856	13	97402441	97504737	ENSG00000112851	5	65926475	66082549	ortholog_one2one	87.1724	89.0768	100	61.31	0.0547	0.4084	1
MGP_CAROLIEiJ_G0014849	1	161211144	161229017	ENSG00000244682	1	161581339	161605662	ortholog_one2many	45.5882	48.1366	25	51.66	0.3554	0.698	0
MGP_CAROLIEiJ_G0014849	1	161211144	161229017	ENSG00000072694	1	161663147	161678654	ortholog_one2many	53.5294	58.7097	75	59.30	0.2958	0.5674	1
MGP_CAROLIEiJ_G0014849	1	161211144	161229017	ENSG00000143226	1	161505430	161524013	ortholog_one2many	41.4706	44.4795	25	18.16	0.3622	0.6451	0
MGP_CAROLIEiJ_G0025030	3	55238895	55242584												
MGP_CAROLIEiJ_G0020427	16	3068624	3671166	ENSG00000078328	16	5239802	7713338	ortholog_one2one	82.0144	80.4706	75	100.00	0.1205	0.6167	1
MGP_CAROLIEiJ_G0033152	X	68508854	68576547	ENSG00000067842	X	153517676	153582939	ortholog_one2one	98.0328	98.0328	100	100.00	0.01	0.7168	1
MGP_CAROLIEiJ_G0032073	9	37129258	37151317	ENSG00000166257	11	123629187	123655244	ortholog_one2one	97.6744	97.6744	100	100.00	0.0104	0.6061	1
MGP_CAROLIEiJ_G0015679	10	78701231	78799949	ENSG00000111785	12	106774595	106889316	ortholog_one2one	97.3214	97.3214	100	100.00	0.0126	0.1806	1
MGP_CAROLIEiJ_G0033052	X	42371473	42372432												
MGP_CAROLIEiJ_G0015353	10	54657249	54694752	ENSG00000122863	10	71964365	72013564	ortholog_one2one	83.9583	84.1336	100	55.00	0.0649	1.1734	1
MGP_CAROLIEiJ_G0018083	12	99657986	99665432												
MGP_CAROLIEiJ_G0027873	5	130156288	130183798	ENSG00000196411	7	100802565	100827521	ortholog_one2one	92.2691	93.1104	100	100.00	0.037	0.7338	1
MGP_CAROLIEiJ_G0016286	11	45128929	45131077												
MGP_CAROLIEiJ_G0026910	4	145776364	145795322	ENSG00000127054	1	1311585	1324691	ortholog_one2one	95.3333	94.3894	100	100.00	0.0255	1.063	1
MGP_CAROLIEiJ_G0020951	16	85327085	85406755	ENSG00000159082	21	32628759	32728048	ortholog_one2one	89.7946	89.5161	100	100.00	0.0541	0.5197	1
MGP_CAROLIEiJ_G0019623	14	112903556	113536656	ENSG00000102466	13	101710804	102402457	ortholog_one2one	98.0159	98.0159	50	100.00	0.0092	0.1834	1
MGP_CAROLIEiJ_G0016356	11	49229794	49290466	ENSG00000164398	5	131949973	132012243	ortholog_one2one	91.8283	91.8283	100	100.00	0.0448	0.3671	1
MGP_CAROLIEiJ_G0017500	11	115390012	115408486	ENSG00000173818	17	80415165	80438086	ortholog_one2one	65.9763	79.078	100	99.54	0.116	0.6732	1
MGP_CAROLIEiJ_G0033042	X	41120889	41172913	ENSG00000102034	X	130064874	130110716	ortholog_one2one	78.626	77.6772	100	100.00	0.1247	0.4525	1
MGP_CAROLIEiJ_G0016208	11	31387269	31416776	ENSG00000113643	5	168486445	168519299	ortholog_one2one	91.2121	91.2121	100	66.57	0.0459	0.5449	1
MGP_CAROLIEiJ_G0018738	13	71784394	72207016												
MGP_CAROLIEiJ_G0021781	17	53193106	53195421	ENSG00000174917	19	5678421	5680896	ortholog_one2one	79.8319	67.8571	75	100.00	0.1055	0.9969	1
MGP_CAROLIEiJ_G0026617	4	123925305	123938230	ENSG00000175087	1	26111165	26125543	ortholog_one2one	99.4135	99.4135	100	55.00	0.0027	0.2993	1
MGP_CAROLIEiJ_G0030499	7	129429995	129433650												
MGP_CAROLIEiJ_G0021791	17	53364258	53420024	ENSG00000087903	19	5993164	6199572	ortholog_one2one	88.0056	87.2752	50	99.56	0.0597	1.312	1
MGP_CAROLIEiJ_G0015972	10	121535328	121536351												
MGP_CAROLIEiJ_G0023829	2	81738838	81739761												
MGP_CAROLIEiJ_G0020232	15	92145931	92146988												
MGP_CAROLIEiJ_G0015032	1	178105522	178779933												
MGP_CAROLIEiJ_G0027465	5	95773716	96062706	ENSG00000109339	4	85990007	86594625	ortholog_one2one	93.5223	99.569	100	97.76	0.002	0.4107	1
MGP_CAROLIEiJ_G0018041	12	97394985	97409991	ENSG00000170270	14	93202894	93207094	ortholog_one2many	53.3333	40	50	100.00	0.4128	1.4845	0
MGP_CAROLIEiJ_G0026533	4	119486909	119508926	ENSG00000121775	1	32072031	32102866	ortholog_one2one	95.7317	95.7317	100	64.39	0.019	0.4536	1
MGP_CAROLIEiJ_G0020724	16	34008457	34029525	ENSG00000163833	3	121593119	121630295	ortholog_one2one	84.3662	84.4852	100	59.30	0.0912	0.5695	1
MGP_CAROLIEiJ_G0028553	6	79451830	79472381	ENSG00000065911	2	74198562	74217565	ortholog_one2one	91.4286	91.4286	75	51.71	0.0477	0.6737	1
MGP_CAROLIEiJ_G0031804	9	14302731	14386546	ENSG00000077616	11	90131515	90192894	ortholog_one2one	84.2377	88.1081	75	83.43	0.0719	0.6106	1
MGP_CAROLIEiJ_G0019239	14	44302180	44319609	ENSG00000092203	14	21476597	21499175	ortholog_one2one	94.6688	94.3639	100	100.00	0.0266	0.3801	1
MGP_CAROLIEiJ_G0026093	4	57666455	57672578	ENSG00000136888	9	114587746	114598373	ortholog_one2one	95.7627	95.7627	100	100.00	0.0219	0.4599	1
MGP_CAROLIEiJ_G0029562	7	30319700	30329505	ENSG00000105711	19	35030466	35040449	ortholog_one2one	71.5596	58.209	100	54.72	0.1987	4.4839	1
MGP_CAROLIEiJ_G0017987	12	81593465	81628654	ENSG00000100580	14	77335021	77377109	ortholog_one2one	84.0491	84.3077	100	100.00	0.0898	0.4477	1
MGP_CAROLIEiJ_G0016467	11	55727806	55739863	ENSG00000274180	17	21238870	21253410	ortholog_one2one	92.7273	90.2655	100	100.00	0.0445	0.6225	1
MGP_CAROLIEiJ_G0015170	10	19177838	19431509	ENSG00000112319	6	133240598	133532120	ortholog_one2one	96.5909	92.2481	100	70.79	0.017	0.3941	1
MGP_CAROLIEiJ_G0018968	14	9232481	9292979	ENSG00000151092	3	25718944	25790039	ortholog_one2one	85.4071	85.0153	100	100.00	0.0872	0.4621	1
MGP_CAROLIEiJ_G0015002	1	172460485	172511865	ENSG00000162909	1	223701593	223776018	ortholog_one2one	50.7987	45.4286	100	64.67			0
MGP_CAROLIEiJ_G0031244	8	70066905	70298491	ENSG00000120519	4	146253975	146521964	ortholog_one2one	92.6471	87.9888	100	100.00	0.0437	0.5212	1
