Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
ENSRNOG00000012708	9	21141077	21338582	ENSG00000244694	6	47878028	48068689	ortholog_one2one	90.3761	96.5721	100	100.00	0.0168	0.271	1
ENSRNOG00000018297	2	30527715	30577218	ENSG00000197822	5	69492292	69558104	ortholog_one2one	88.1453	88.3142	75	56.55	0.059	0.6473	1
ENSRNOG00000053275	4	102403451	102403750	ENSG00000243238	2	89244781	89245596	ortholog_many2many	70	58.3333	0	50.00	0.2084	0.6825	0
ENSRNOG00000053275	4	102403451	102403750	ENSG00000239571	2	89936859	89937679	ortholog_many2many	69	57.5	25	50.00	0.2166	0.6759	0
ENSRNOG00000010698	2	88217188	88227479	ENSG00000133742	8	85327608	85379014	ortholog_one2one	81.2261	81.2261	100	94.04	0.1177	0.5596	1
ENSRNOG00000018761	1	197964407	197982601	ENSG00000184110	16	28688558	28735730	ortholog_one2many	96.3776	96.1665	50	67.81	0.0175	0.6483	0
ENSRNOG00000018761	1	197964407	197982601	ENSG00000205609	16	28379579	28403879	ortholog_one2many	96.3776	96.0613	50	100.00	0.0175	0.6483	1
ENSRNOG00000017282	5	135574172	135659842	ENSG00000070759	1	45343883	45491166	ortholog_one2one	90	89.8424	100	51.48	0.0553	0.4689	1
ENSRNOG00000013673	2	21790044	21931720	ENSG00000113318	5	80654648	80876460	ortholog_one2one	80.4348	78.1003	100	57.48	0.1163	0.5533	1
ENSRNOG00000001124	12	43940929	44008685	ENSG00000135119	12	116738178	116853631	ortholog_one2one	91.6854	91.8919	100	96.28	0.0359	0.8034	1
ENSRNOG00000054543	1	168535558	168555382												
ENSRNOG00000007509	7	13730253	13751271	ENSG00000105143	19	14950034	15022990	ortholog_one2one	93.2264	92.7305	100	58.52	0.0385	0.8098	1
ENSRNOG00000056021	18	74508069	74542077	ENSG00000132874	18	45212995	45683686	ortholog_one2one	85.6423	36.9565	75	89.36	0.0892	0.7388	0
ENSRNOG00000008688	5	35916804	35984524	ENSG00000123552	6	99432379	99521728	ortholog_one2one	76.8758	76.7813	100	100.00	0.1327	0.5636	1
ENSRNOG00000033653	10	89930241	89959176	ENSG00000161647	17	43800799	43833170	ortholog_one2one	89.5726	85.9016	100	100.00	0.0507	0.6127	1
ENSRNOG00000033058	6	95826546	95826878												
ENSRNOG00000001825	11	88912599	88972176	ENSG00000057294	12	32790745	32896840	ortholog_one2one	67.5505	60.7264	50	77.24	0.259	1.0374	1
ENSRNOG00000005016	14	86390338	86395135	ENSG00000158604	7	44577894	44582287	ortholog_one2one	94.7137	94.7137	100	100.00	0.0258	0.7587	1
ENSRNOG00000050941	13	92136290	92137228												
ENSRNOG00000005700	14	77380262	77401996	ENSG00000168824	4	4348140	4419058	ortholog_one2one	98.9189	98.9189	100	100.00	0.0047	0.3972	1
ENSRNOG00000012237	8	56585396	56610612	ENSG00000137710	11	109864295	110296722	ortholog_one2one	93.482	90.2318	100	99.25	0.0385	0.7073	1
ENSRNOG00000013602	5	155934490	156002721	ENSG00000090686	1	21678298	21783606	ortholog_one2one	91.8156	94.2995	100	100.00	0.0257	0.6679	1
ENSRNOG00000020936	8	118890399	118893702												
ENSRNOG00000039761	10	12467145	12469110	ENSG00000168124	16	3204247	3205188	ortholog_one2many	74.7368	22.7564	50	50.00	0.1775	0.5775	0
ENSRNOG00000003486	13	92073668	92089980	ENSG00000163563	1	158831317	158849506	ortholog_one2one	40.8676	43.9803	100	61.25	0.4526	1.0417	0
ENSRNOG00000023805	19	8943753	8943956	ENSG00000177700	11	837356	842545	ortholog_one2many	95.5224	95.5224	0		0.0204	3.0525	0
ENSRNOG00000059402	6	43348958	43363335	ENSG00000119185	2	9403475	9423547	ortholog_one2one	93.5	93.5	75	100.00	0.0359	0.9279	1
ENSRNOG00000018715	10	56764927	56769457	ENSG00000132514	17	7074537	7080307	ortholog_one2one	55.8824	54.1139	100	97.90	0.3534	0.7954	1
ENSRNOG00000016700	1	23906717	23909566	ENSG00000118526	6	133889138	133895553	ortholog_one2one	97.2067	97.2067	100	100.00	0.0137	0.6999	1
ENSRNOG00000024053	X	5883623	5887264												
ENSRNOG00000033970	6	126620602	126622532	ENSG00000165943	14	93182196	93184928	ortholog_one2one	73.2955	73.5043	100	100.00	0.1612	0.6186	1
ENSRNOG00000007788	10	64379921	64398294	ENSG00000167699	17	757097	783390	ortholog_one2one	90.604	90.604	100	100.00	0.0487	0.3865	1
ENSRNOG00000056847	9	27402381	27417023	ENSG00000182793	6	52831655	52846095	ortholog_one2many	68.1818	67.5676	25	50.00	0.2323	0.6451	0
ENSRNOG00000057556	4	133717139	133951264	ENSG00000121440	3	73382433	73624940	ortholog_one2one	94.2615	93.9962	75	100.00	0.0255	0.7758	1
ENSRNOG00000047024	KL568157.1	3460660	3461303	ENSG00000147059	X	57134530	57137625	ortholog_many2many	58.4541	46.8992	50		0.3112	0.8358	0
ENSRNOG00000047024	KL568157.1	3460660	3461303	ENSG00000186787	X	57118551	57121546	ortholog_many2many	58.4541	46.8992	25		0.3068	0.8355	0
ENSRNOG00000003562	13	101181994	101307908	ENSG00000143502	1	223220819	223364202	ortholog_one2one	91.6327	91.6327	100	98.07	0.0421	0.3802	1
ENSRNOG00000005619	19	25132094	25134055	ENSG00000141854	19	14072536	14075062	ortholog_one2one	75.2381	72.1461	100	53.21	0.1505	0.9349	1
ENSRNOG00000031127	8	129371556	129371973	ENSG00000182004	1	203861603	203870550	ortholog_one2one	98.913	98.913	0		0.005	0.4013	0
ENSRNOG00000056398	X	4285857	4287160	ENSG00000128050	4	56435741	56464579	ortholog_one2many	92.4528	79.3981	0	0.00	0.047	0.6338	0
ENSRNOG00000033874	4	28245331	28248458												
ENSRNOG00000001739	11	72135668	72157522	ENSG00000163975	3	196988621	197029816	ortholog_one2one	84.1463	84.1463	100	97.72	0.0818	0.9416	1
ENSRNOG00000055293	7	59326518	59425718	ENSG00000127329	12	70515866	70637440	ortholog_one2one	81.7248	82.5734	100	100.00	0.0987	0.5441	1
ENSRNOG00000020478	18	25749098	25965957	ENSG00000152495	5	111223653	111494886	ortholog_one2one	80.5907	80.7611	100	100.00	0.1182	0.5419	1
ENSRNOG00000010746	4	147715473	147719072												
ENSRNOG00000055454	X	105011489	105037801	ENSG00000174225	X	100969708	100990829	ortholog_one2one	42.0253	64.8438	100	98.15	0.2513	0.5179	0
ENSRNOG00000011552	19	45938915	45945741	ENSG00000103111	16	77190835	77202405	ortholog_one2one	89.726	71.8464	75	100.00	0.0536	0.5974	1
ENSRNOG00000008011	5	131380297	131455211	ENSG00000186094	1	48532855	50023913	ortholog_one2one	88.5463	39.9602	100	100.00	0.072	0.5422	0
ENSRNOG00000008870	4	170518673	170559532	ENSG00000171681	12	14365632	14502935	ortholog_one2one	72.1161	73.8654	50	99.15	0.158	0.6538	1
ENSRNOG00000031588	2	148792381	148807813												
ENSRNOG00000047155	7	3874135	3875067												
ENSRNOG00000013615	1	260289589	260321320	ENSG00000107447	10	96304396	96338564	ortholog_one2one	82.1569	82.3183	100	100.00	0.1081	0.7115	1
ENSRNOG00000015026	2	186980793	187101768	ENSG00000132694	1	156934840	157045370	ortholog_one2one	84.0736	84.8271	100	100.00	0.0827	0.4393	1
ENSRNOG00000006575	14	79443543	79445471												
ENSRNOG00000059593	X	152927718	152932953	ENSG00000147400	X	152826973	152830777	ortholog_one2one	97.093	97.093	75	100.00	0.0128	0.5962	1
ENSRNOG00000007937	4	27438609	27473150	ENSG00000001631	7	92198969	92246166	ortholog_one2many	95.2446	95.2446	75	100.00	0.0233	0.4145	1
ENSRNOG00000007937	4	27438609	27473150	ENSG00000285953	7	92131774	92245924	ortholog_one2many	88.3152	91.8079	25	100.00	0.0445	0.4626	1
ENSRNOG00000025353	1	191997512	192025350	ENSG00000103356	16	23522014	23557731	ortholog_one2one	81.8356	80.1498	100	100.00	0.1109	0.6718	1
ENSRNOG00000014595	6	137765122	137808303	ENSG00000185024	14	105209286	105315589	ortholog_one2one	81.0496	82.127	100	100.00	0.1058	1.1463	1
ENSRNOG00000000574	20	29577518	29579578	ENSG00000135940	2	97646040	97648383	ortholog_one2many	71.6535	70.5426	0	0.00	0.2461	0.7022	0
ENSRNOG00000001443	12	24092004	24102084	ENSG00000005486	7	75842602	75888926	ortholog_one2one	86.9806	86.2637	100	100.00	0.0649	0.691	1
ENSRNOG00000013526	4	148769096	148803988	ENSG00000107551	10	44959407	44995891	ortholog_one2one	85.0932	85.3583	75	57.67	0.075	0.9065	1
ENSRNOG00000021062	1	89464860	89474252												
ENSRNOG00000032290	7	16363599	16364579												
ENSRNOG00000027739	18	81466716	81499051	ENSG00000150656	18	74534440	74587212	ortholog_one2one	80.2846	77.9093	100	100.00	0.1067	0.6962	1
ENSRNOG00000047084	3	103171737	103172675	ENSG00000182854	15	101812202	101820197	ortholog_one2one	83.9744	83.9744	25	85.57	0.0949	0.5379	1
ENSRNOG00000046236	15	107486555	107487040												
ENSRNOG00000009772	8	36125999	36254753	ENSG00000149571	11	126423359	127003460	ortholog_one2one	96.5834	94.473	100	100.00	0.0189	0.642	1
ENSRNOG00000013932	8	106503504	106527711	ENSG00000114113	3	139452884	139480747	ortholog_one2one	90.2985	90.2985	75	100.00	0.0551	0.6293	1
ENSRNOG00000022488	5	110703960	110706656	ENSG00000205442	9	24542952	24545946	ortholog_one2one	62.5954	70.3863	50	100.00	0.2051	0.5372	1
ENSRNOG00000025892	3	8628033	8659117	ENSG00000160447	9	128702523	128720918	ortholog_one2one	59.3946	64.0045	100	86.88	0.1938	1.1332	1
ENSRNOG00000006238	3	2746075	2770620	ENSG00000127191	9	136881912	136926607	ortholog_one2one	87.3239	86.6267	100	62.84	0.0656	0.8917	1
ENSRNOG00000014543	8	97577565	97647072	ENSG00000167202	15	77984036	78077724	ortholog_one2one	90.4421	78.6085	0	100.00	0.0494	0.5697	1
ENSRNOG00000009845	2	260124418	260148589	ENSG00000117054	1	75724347	75787575	ortholog_one2one	86.2233	79.9559	100	98.15	0.0724	0.9637	1
ENSRNOG00000013321	X	122507374	122690465	ENSG00000147251	X	118495898	118686163	ortholog_one2one	95.7335	96.3338	25	100.00	0.0186	0.4136	1
ENSRNOG00000018574	3	3662324	3691972	ENSG00000165661	9	136206333	136245841	ortholog_one2one	76.4124	77.5072	100	100.00	0.1413	0.7283	1
ENSRNOG00000003455	10	12908643	12916784	ENSG00000122386	16	3112560	3120517	ortholog_one2one	74.9373	53.9711	100	95.26	0.1527	1.7829	1
ENSRNOG00000014361	17	22137324	22143324	ENSG00000078401	6	12290363	12297194	ortholog_one2one	71.2871	67.9245	50	100.00	0.1611	0.5643	1
ENSRNOG00000047080	17	90266794	90315492	ENSG00000168243	1	235547687	235650754	ortholog_one2one	98.6667	98.6667	50	100.00	0.0058	0.5926	1
ENSRNOG00000021087	1	89491654	89502974	ENSG00000153902	19	35124513	35142451	ortholog_one2one	87.5233	87.5233	100	62.24	0.0647	0.9725	1
ENSRNOG00000049593	4	170772163	170810080												
ENSRNOG00000052289	7	71293388	71356153	ENSG00000156471	8	96261715	96336995	ortholog_one2one	87.251	92.6004	100	100.00	0.0477	0.6059	1
ENSRNOG00000006599	6	103616004	103616342	ENSG00000240972	22	23894004	23895227	ortholog_one2many	70.5357	68.6957	0	0.00	0.1524	1.954	0
ENSRNOG00000049477	13	91768256	91769188												
ENSRNOG00000002643	14	44479614	44502845	ENSG00000109814	4	39498755	39528311	ortholog_one2one	98.3773	98.1781	75	100.00	0.0075	0.507	1
ENSRNOG00000060274	17	85500113	85500406												
ENSRNOG00000060492	17	44747796	44748188												
ENSRNOG00000017510	1	140845465	140860894	ENSG00000140545	15	88898683	88913411	ortholog_one2one	49.0683	61.2403	100	99.31	0.2889	0.6743	0
ENSRNOG00000011923	2	140444965	140453107	ENSG00000137463	4	139266163	139280338	ortholog_one2one	50.7194	58.75	100	100.00	0.3508	0.9691	1
ENSRNOG00000000231	7	119647375	119658148	ENSG00000100379	22	37051736	37063390	ortholog_one2one	90.6504	69.4704	100	100.00	0.0459	0.9214	1
ENSRNOG00000033087	20	29857637	29990111	ENSG00000107736	10	71396934	71815947	ortholog_one2one	29.7354	61.0427	0	92.60	0.0294	0.7772	0
ENSRNOG00000006060	7	72985495	73207695	ENSG00000132561	8	97868840	98036716	ortholog_one2one	87.5664	86.1925	100	99.40	0.0664	0.4869	1
ENSRNOG00000004755	3	91463660	91478097	ENSG00000110442	11	36269284	36289449	ortholog_one2one	93.9394	93.9394	100	100.00	0.0359	0.4168	1
ENSRNOG00000016356	1	263246248	263269762	ENSG00000120053	10	99396870	99431569	ortholog_one2one	90.3148	90.3148	75	100.00	0.0487	0.486	1
ENSRNOG00000030391	8	39254889	39266959	ENSG00000149547	11	125569216	125584687	ortholog_one2one	97.9412	97.9412	100	61.18	0.0087	0.3051	1
ENSRNOG00000010412	5	61474000	61542653	ENSG00000197816	9	97307304	97378524	ortholog_one2one	64.3594	62.3163	50	99.32	0.2295	0.8657	1
ENSRNOG00000014204	3	80072489	80081047	ENSG00000165912	11	47177525	47186443	ortholog_one2one	93.8679	93.8679	100	100.00	0.0287	0.8567	1
ENSRNOG00000048395	10	62427517	62428488	ENSG00000262085	17	3153889	3154882	ortholog_one2many	47.9876	47.1125	0	50.00			0
ENSRNOG00000000715	11	2645865	2662579	ENSG00000064835	3	87259404	87276587	ortholog_one2one	95.8763	88.0126	100	100.00	0.0189	0.5434	1
ENSRNOG00000060538	2	196402837	196410659	ENSG00000197622	1	151050971	151070325	ortholog_one2one	97.4684	97.4684	100	80.00	0.0115	0.4386	1
ENSRNOG00000009935	14	108007724	108049660	ENSG00000082898	2	61477849	61538626	ortholog_one2one	97.8525	97.8525	100	100.00	0.0103	0.5668	1
ENSRNOG00000050263	2	195039054	195040319	ENSG00000121067	17	49598884	49678234	ortholog_one2many	54.2005	53.4759	50		0.3413	0.7727	0
ENSRNOG00000011130	1	184184020	184188911	ENSG00000110680	11	14966668	14972354	ortholog_one2one	75.7353	73.0496	75	100.00	0.1299	0.3787	1
ENSRNOG00000006792	8	12335432	12355091	ENSG00000166037	11	95789965	95832693	ortholog_one2one	85.5711	85.4	100	96.60	0.075	0.4929	1
ENSRNOG00000026650	8	49469503	49502647	ENSG00000137648	11	118077012	118121890	ortholog_one2one	74.2529	73.913	100	96.38	0.162	0.5432	1
ENSRNOG00000001885	11	86885626	86890390	ENSG00000099899	22	20111866	20117392	ortholog_one2one	80.9756	77.4495	100	100.00	0.1092	0.7863	1
ENSRNOG00000042044	10	86313383	86335923	ENSG00000131748	17	39637065	39663484	ortholog_one2one	92.1525	92.3596	100	100.00	0.0335	0.5625	1
ENSRNOG00000008113	5	147403948	147412705	ENSG00000162522	1	32741885	32774970	ortholog_one2one	80.2165	74.4973	100	100.00	0.1352	0.5442	1
ENSRNOG00000020860	2	195651930	195674616	ENSG00000182134	1	151770107	151791416	ortholog_one2one	92.1429	91.9786	100	100.00	0.0409	0.3382	1
ENSRNOG00000053820	8	126305191	126390801	ENSG00000283563	3	28349178	29767537	ortholog_one2one	34.1936	58.2418	100	52.02	0.2696	0.8597	0
ENSRNOG00000055583	12	16084266	16112664	ENSG00000136295	7	2631951	2664802	ortholog_one2one	91.0646	91.587	25	100.00	0.0472	1.3384	1
ENSRNOG00000030880	X	138677580	138972684	ENSG00000171004	X	132626016	132961395	ortholog_one2one	89.8485	91.938	75	100.00	0.0417	0.3123	1
ENSRNOG00000008423	6	51011426	51019407	ENSG00000172209	7	107470018	107475659	ortholog_one2one	88.9126	96.3048	75	100.00	0.0167	0.4094	1
ENSRNOG00000021298	13	49195325	49243316	ENSG00000133059	1	205142505	205211566	ortholog_one2one	91.1543	90.958	100	100.00	0.0482	0.4349	1
ENSRNOG00000051706	15	27751180	27798839	ENSG00000129566	14	20365667	20413429	ortholog_one2one	74.29	74.686	100	100.00	0.1636	0.5023	1
ENSRNOG00000032378	13	90605794	90641772	ENSG00000132681	1	160151570	160186977	ortholog_one2one	82.6848	82.6045	100	100.00	0.1051	0.6278	1
ENSRNOG00000043392	1	169115981	169116919												
ENSRNOG00000020720	8	117871442	117890930	ENSG00000164049	3	48372219	48401259	ortholog_one2one	42.4893	42.6724	100	96.60	0.5361	0.9418	0
ENSRNOG00000045757	X	45282187	45284341	ENSG00000122133	9	135561756	135566955	ortholog_one2many	16.9118	12.7778	50		1.192	3.6936	0
ENSRNOG00000046889	13	36117119	36174908	ENSG00000155368	2	119366921	119372560	ortholog_one2one	10.6667	43.2432	100	99.58	0.5797	72.3667	0
ENSRNOG00000024917	9	65665664	65693822	ENSG00000155749	2	201288271	201357398	ortholog_one2one	65.4501	60.4494	100	100.00	0.2432	0.5545	1
ENSRNOG00000059215	18	76770012	76805766	ENSG00000122490	18	79902420	79951664	ortholog_one2one	89.2989	89.2989	100	81.53	0.0504	1.4528	1
ENSRNOG00000042265	10	31647898	31661344	ENSG00000113249	5	157029413	157059119	ortholog_one2many	32.4607	15.4613	50	50.00	0.7032	1.4477	0
ENSRNOG00000014102	3	23290819	23294670	ENSG00000136918	9	124853417	124857890	ortholog_one2one	74.2373	69.5238	100	100.00	0.1684	0.739	1
ENSRNOG00000017849	18	29497863	29504995	ENSG00000113108	5	140558268	140564781	ortholog_one2one	87.1032	89.0467	100	100.00	0.0526	0.4754	1
ENSRNOG00000000138	5	127160495	127233078	ENSG00000174332	1	53506237	53738106	ortholog_one2one	73.1638	83.5484	100	100.00	0.0811	0.6199	1
ENSRNOG00000005762	3	171743929	171790558	ENSG00000124209	20	58309696	58367507	ortholog_one2one	96.3918	96.3918	100	100.00	0.0172	0.5291	1
ENSRNOG00000013760	3	160567805	160573978	ENSG00000175121	20	45109452	45115172	ortholog_one2one	69.9187	69.9187	100	100.00	0.1903	0.7908	1
ENSRNOG00000008987	7	98770840	98782025	ENSG00000170881	8	124474738	124487914	ortholog_one2one	92.9878	91.8675	100	100.00	0.032	0.2967	1
ENSRNOG00000003050	10	35637133	35677329	ENSG00000197226	5	179862066	179907859	ortholog_one2one	91.5214	92.4	100	100.00	0.0383	0.7375	1
ENSRNOG00000002169	14	34389991	34404883	ENSG00000163440	4	55556525	55592212	ortholog_one2one	87.0293	86.3071	100	99.84	0.0658	0.4289	1
ENSRNOG00000008478	8	5522739	5533018	ENSG00000137745	11	102942995	102955734	ortholog_one2one	86.4407	86.6242	100	100.00	0.0696	0.6108	1
ENSRNOG00000008334	5	159540421	159583049	ENSG00000058453	1	16740273	16972979	ortholog_one2one	83.0816	81.8047	100	77.53	0.0908	1.2671	1
ENSRNOG00000013841	8	115546712	115615282	ENSG00000145041	3	51395867	51500002	ortholog_one2one	97.8082	94.7578	75	99.71	0.0116	0.3561	1
ENSRNOG00000047474	3	74814568	74815509	ENSG00000280314	11	56315144	56320639	ortholog_one2many	75.3994	75.641	25	8.03	0.1522	0.7395	0
ENSRNOG00000037736	X	104336696	104337203												
ENSRNOG00000011294	2	257568613	257602810	ENSG00000077254	1	77695987	77759852	ortholog_one2one	93.0693	89.8089	100	59.84	0.0335	0.5101	1
ENSRNOG00000008524	4	34282625	34614438	ENSG00000106415	7	7968794	8094272	ortholog_one2one	88.3721	69.4698	100	96.35	0.0675	0.4364	1
ENSRNOG00000016269	9	16508799	16513120	ENSG00000146223	6	42879618	42889925	ortholog_one2one	85.7724	82.7451	75	100.00	0.0737	0.4078	1
ENSRNOG00000056675	3	4138268	4142571	ENSG00000160349	9	135521438	135526532	ortholog_one2many	52.1127	42.0455	0	7.63	0.3116	2.3069	0
ENSRNOG00000005954	4	138795327	138830117	ENSG00000091181	3	3066326	3126613	ortholog_one2one	62.7232	66.9048	100	100.00	0.2282	0.5228	1
ENSRNOG00000009739	7	99625619	99677268	ENSG00000164961	8	125024260	125091840	ortholog_one2one	95.5997	95.5997	100	100.00	0.0216	0.4843	1
ENSRNOG00000023528	1	222907159	222937633	ENSG00000168004	11	63461404	63491194	ortholog_one2one	65.8537	67.7419	75	98.19	0.1856	0.7548	1
ENSRNOG00000046458	12	9496044	9501213	ENSG00000139515	13	27920020	27926231	ortholog_one2one	87.9859	87.9859	50	52.78	0.0591	1.1221	0
ENSRNOG00000007172	6	3276738	3444519	ENSG00000011566	2	39249266	39437312	ortholog_one2one	93.7008	93.1767	100	100.00	0.0285	0.6461	1
ENSRNOG00000057670	1	66687478	66688422												
ENSRNOG00000038055	10	47588497	47630799												
ENSRNOG00000023520	7	2752680	2778963	ENSG00000062485	12	56271699	56300392	ortholog_one2one	95.279	95.279	100	100.00	0.0238	0.405	1
ENSRNOG00000054259	6	43829945	43841651	ENSG00000172059	2	10042849	10054836	ortholog_one2one	74.4511	72.8516	100	100.00	0.1648	0.5065	1
ENSRNOG00000026065	1	260843483	260992366	ENSG00000187122	10	96998038	97185920	ortholog_one2one	94.5098	94.2634	100	100.00	0.0262	0.6221	1
ENSRNOG00000049668	1	75131348	75132169												
ENSRNOG00000031950	7	11875846	11878237	ENSG00000099840	19	2096429	2099593	ortholog_one2one	76.652	75	100	100.00	0.1111	0.7998	1
ENSRNOG00000013121	2	43266739	43294889	ENSG00000155545	5	56919602	56971675	ortholog_one2one	93.4307	92.2523	100	99.45	0.0313	0.4793	1
ENSRNOG00000033703	16	84465656	84495583												
ENSRNOG00000026163	1	100955095	100969560	ENSG00000169169	19	49690898	49713731	ortholog_one2one	81.0237	80.8219	100	63.26	0.1162	0.9652	1
ENSRNOG00000019861	1	214823978	214844858	ENSG00000078902	11	1274371	1309654	ortholog_one2one	91.9708	91.9708	100	100.00	0.0326	1.2049	1
ENSRNOG00000002212	14	7113544	7128218	ENSG00000170509	4	87303789	87322906	ortholog_one2one	81	81	100	100.00	0.1172	0.6647	1
ENSRNOG00000016442	7	144623555	144625516	ENSG00000197757	12	53990624	54030823	ortholog_one2one	100	100	0	100.00	0	0	1
ENSRNOG00000012185	6	136380990	136400810	ENSG00000100711	14	103715730	103733668	ortholog_one2one	83.7302	83.7302	50	100.00	0.0803	0.6123	1
ENSRNOG00000010993	3	164966637	164986180	ENSG00000000419	20	50934867	50958555	ortholog_one2one	91.1538	82.5784	100	100.00	0.0539	0.4261	1
ENSRNOG00000046890	10	98478067	98544447	ENSG00000154262	17	69078702	69141888	ortholog_one2one	68.1008	68.522	100	100.00	0.2088	0.7233	1
ENSRNOG00000030641	5	127967903	127983515	ENSG00000182183	1	52633344	52669683	ortholog_one2one	76.1905	75.7895	100	100.00	0.1566	0.6599	1
ENSRNOG00000049728	3	78361167	78362120												
ENSRNOG00000014617	4	100475416	100483168	ENSG00000152291	2	85318020	85328425	ortholog_one2one	41.1765	32.4503	0	100.00	0.6579	1.1793	0
ENSRNOG00000009667	10	13839250	13845001	ENSG00000167965	16	2204248	2209416	ortholog_one2one	97.2393	97.2393	75	100.00	0.0095	0.9314	1
ENSRNOG00000008904	8	33543258	33661049	ENSG00000151702	11	128686535	128813267	ortholog_one2one	96.2389	96.2389	100	90.03	0.0166	0.4837	1
ENSRNOG00000017509	1	154189260	154216340	ENSG00000074266	11	86244544	86278813	ortholog_one2one	100	94.6352	100	100.00	0	0	1
ENSRNOG00000043201	13	98451637	98480419	ENSG00000163050	1	226897536	226987545	ortholog_one2one	86.9029	87.1716	75	100.00	0.0652	0.8027	1
ENSRNOG00000029843	8	93439648	93440007												
ENSRNOG00000002917	10	10591251	10629735	ENSG00000103184	16	4958317	5019158	ortholog_one2one	88.0747	88.0747	100	84.95	0.0641	0.9728	1
ENSRNOG00000018974	1	192126023	192142854	ENSG00000134398	16	23690326	23713500	ortholog_one2one	80.5825	80.6695	100	100.00	0.1067	0.6418	1
ENSRNOG00000011829	19	17115412	17208055	ENSG00000103494	16	53598153	53703938	ortholog_one2one	84.5728	81.2928	100	100.00	0.0855	0.5066	1
ENSRNOG00000014950	9	71786248	71788281	ENSG00000163254	2	208128137	208129830	ortholog_one2one	85.0575	85.0575	100	100.00	0.0669	0.981	1
ENSRNOG00000048094	3	149790856	149791497												
ENSRNOG00000031638	X	116399611	116400516	ENSG00000187823	X	112454500	112457112	ortholog_one2one	58.4718	56.7742	100	100.00	0.2829	0.5713	1
ENSRNOG00000027924	10	47961056	47983724	ENSG00000188522	17	18968789	19004804	ortholog_one2one	80.9582	80.0729	75	100.00	0.1055	0.7656	1
ENSRNOG00000050293	11	85313090	85314028	ENSG00000196071	1	248095184	248101103	ortholog_one2many	83.9744	83.9744	0	100.00	0.0924	1.4118	1
ENSRNOG00000056712	1	32191848	32200477												
ENSRNOG00000030877	X	118084890	118318039												
ENSRNOG00000012611	1	229642412	229674134	ENSG00000110031	11	58526871	58578220	ortholog_one2one	84.9741	83.8875	100	100.00	0.0841	0.401	1
ENSRNOG00000033413	X	136715598	136716557												
ENSRNOG00000017674	19	37600148	37649673	ENSG00000102974	16	67562407	67639185	ortholog_one2one	97.6965	99.1747	100	100.00	0.0038	0.3576	1
ENSRNOG00000043324	8	48772906	48774898	ENSG00000110375	11	118925164	118958559	ortholog_one2one	86.9565	86.9565	100	100.00	0.0729	0.527	1
ENSRNOG00000037891	6	123361864	123376877												
ENSRNOG00000031801	11	83527962	83546674	ENSG00000182580	3	184561784	184582409	ortholog_one2one	90.5534	95.0902	100	100.00	0.0194	0.7373	1
ENSRNOG00000001465	8	69449801	69466618	ENSG00000010404	X	149476990	149521096	ortholog_one2many	83.0798	79.4545	50	100.00	0.1056	0.5576	1
ENSRNOG00000001465	8	69449801	69466618	ENSG00000241489	X	149482543	149533935	ortholog_one2many	50.9506	79.056	50	55.69	0.1409	0.5808	0
ENSRNOG00000045747	1	91058529	91063928	ENSG00000126247	19	36139575	36150353	ortholog_one2many	89.7119	81.3433	0	17.49	0.0463	0.6906	0
ENSRNOG00000032805	1	83933942	83947821	ENSG00000197446	19	41114432	41128366	ortholog_one2one	83.0957	83.0957	25	96.51	0.0934	0.8772	1
ENSRNOG00000001415	12	22665112	22676075	ENSG00000106367	7	101154400	101161596	ortholog_one2one	100	100	100	100.00	0	0	1
ENSRNOG00000053006	4	72292261	72293196												
ENSRNOG00000005472	6	146135877	146195819	ENSG00000105866	7	21428034	21514822	ortholog_one2one	97.7011	97.5765	100	100.00	0.0118	0.2642	1
ENSRNOG00000002585	X	124832628	124870329	ENSG00000158290	X	120524609	120575794	ortholog_one2one	89.8043	95.5093	100	77.08	0.0266	0.3994	1
ENSRNOG00000034116	X	54227397	54303864	ENSG00000198814	X	30653359	30731456	ortholog_one2many	97.4955	97.4955	75	84.70	0.0131	0.347	1
ENSRNOG00000034116	X	54227397	54303864	ENSG00000229894	4	165277812	165279679	ortholog_one2many	93.381	94.3942	0	0.00	0.0197	0.3683	0
ENSRNOG00000048975	8	105204993	105226588	ENSG00000155890	3	140678039	140701150	ortholog_one2one	87.4136	87.4136	75	100.00	0.0628	0.8097	1
ENSRNOG00000016629	17	5225835	5271794	ENSG00000083223	9	86287733	86354454	ortholog_one2one	79.716	78.8629	75	100.00	0.1151	0.6256	1
ENSRNOG00000060808	4	89960530	90140579												
ENSRNOG00000020776	1	217018916	217034904	ENSG00000172893	11	71428193	71452868	ortholog_one2one	87.4735	86.7368	75	74.84	0.0614	1.1517	1
ENSRNOG00000046202	10	110893232	110907243	ENSG00000176845	17	83079691	83095119	ortholog_one2one	78.135	78.135	50	100.00	0.1231	1.116	1
ENSRNOG00000031997	2	252771017	252850495	ENSG00000137941	1	83865028	83999150	ortholog_one2one	81.6484	83.7655	75	76.76	0.1015	0.7017	1
