Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0030678	9	7085273	7138683	ENSPTRG00000018495	6	113772720	113846439	ortholog_one2one	98.791	98.791	100	13.97	0.0056	0.3965	1
MGP_PahariEiJ_G0024233	23	8066717	8088103	ENSPTRG00000005500	12	119856824	119881532	ortholog_one2one	89.7561	89.7561	75	99.26	0.0394	1.116	1
MGP_PahariEiJ_G0027772	5	101703300	101984710	ENSPTRG00000012485	2B	23873500	24069828	ortholog_one2one	96.8919	96.7611	100	97.56	0.0163	0.585	1
MGP_PahariEiJ_G0025715	3	111652294	111653520												
MGP_PahariEiJ_G0024264	23	11456923	11460309												
MGP_PahariEiJ_G0022026	2	60311234	60315234												
MGP_PahariEiJ_G0014009	1	116029163	116104524	ENSPTRG00000003938	11	66831629	66935189	ortholog_one2one	61.9718	13.0758	100	100.00	0.2336	0.3735	0
MGP_PahariEiJ_G0019191	16	150913	267523	ENSPTRG00000002320	10	15976453	16136142	ortholog_one2one	91.387	79.9413	50	46.39	0.0411	0.5895	0
MGP_PahariEiJ_G0013400	1	74778203	74792807												
MGP_PahariEiJ_G0022214	2	88851094	88857801	ENSPTRG00000012172	2A	89263943	89268900	ortholog_one2one	67.4033	67.7778	100	94.97	0.2062	0.5806	1
MGP_PahariEiJ_G0013722	1	97193381	97198643	ENSPTRG00000008018	16	29794377	29801555	ortholog_one2one	78.3251	79.1045	100	100.00	0.1306	0.6538	1
MGP_PahariEiJ_G0029180	6	101792354	101806716	ENSPTRG00000000103	1	7280952	7302784	ortholog_one2one	83.4783	83.1169	100	98.24	0.0886	0.4032	1
MGP_PahariEiJ_G0013351	1	74033997	74034941												
MGP_PahariEiJ_G0020104	17	48424758	48519722	ENSPTRG00000014465	22	29613007	29655368	ortholog_one2one	93.8272	93.8272	100	9.17	0.0316	0.7071	1
MGP_PahariEiJ_G0029342	7	3497339	3730515	ENSPTRG00000011715	2A	25123288	25258310	ortholog_one2one	91.9401	89.4518	100	76.06	0.0409	0.3656	1
MGP_PahariEiJ_G0015991	11	48347313	48354474	ENSPTRG00000016854	5	69259795	69318342	ortholog_one2one	73.0769	73.5763	100	70.23	0.1597	0.4603	1
MGP_PahariEiJ_G0030810	9	28340201	28369919	ENSPTRG00000002556	10	69413596	69473787	ortholog_one2one	75.4717	78.125	100	24.21	0.1326	0.9284	1
MGP_PahariEiJ_G0017194	13	80931144	80933393	ENSPTRG00000016182	4	54485024	54487421	ortholog_one2one	69.3878	70.8333	75		0.1876	0.7375	1
MGP_PahariEiJ_G0030533	8	66113820	66141046												
MGP_PahariEiJ_G0022273	2	100104475	100112499	ENSPTRG00000012096	2A	76009072	76017454	ortholog_one2one	82.8929	83.1241	100	100.00	0.0998	0.4619	1
MGP_PahariEiJ_G0018712	15	2573781	2684867	ENSPTRG00000002406	10	32817278	32947564	ortholog_one2one	91.1168	42.435	100	98.13	0.0433	0.4396	0
MGP_PahariEiJ_G0026846	4	87746077	87771834	ENSPTRG00000001219	1	111333075	111374416	ortholog_one2one	84.6154	84.6154	75		0.0894	0.4871	1
MGP_PahariEiJ_G0028658	6	67278522	67296171	ENSPTRG00000000688	1	45817034	45834404	ortholog_one2one	84.1004	84.1004	100	100.00	0.0792	0.519	1
MGP_PahariEiJ_G0013734	1	97355276	97364903	ENSPTRG00000008031	16	29995684	30001191	ortholog_one2many	85.5932	61.9632	100	100.00	0.0794	0.787	1
MGP_PahariEiJ_G0013887	1	110628327	110629142	ENSPTRG00000028769	11	550984	551907	ortholog_one2one	54.8872	58.4	100	100.00	0.2917	0.7971	1
MGP_PahariEiJ_G0028392	6	12710331	12816609	ENSPTRG00000021251	9	89279930	89404638	ortholog_one2one	95.5411	87.1096	100	100.00	0.0202	0.3782	1
MGP_PahariEiJ_G0023246	20	44740563	44770802	ENSPTRG00000008444	16	78607035	78662262	ortholog_one2one	90.5325	84.5304	75	55.33	0.0421	1.266	1
MGP_PahariEiJ_G0030269	8	45399875	45412198	ENSPTRG00000006143	14	6341395	6355512	ortholog_one2one	93.2394	96.7836	100		0.0151	0.4429	1
MGP_PahariEiJ_G0030206	8	40947908	40948888												
MGP_PahariEiJ_G0019925	17	41286956	41290079	ENSPTRG00000020674	8	146769129	146772505	ortholog_one2one	94.2029	87.6011	100	48.75	0.0283	0.5558	1
MGP_PahariEiJ_G0016098	12	164453	194996	ENSPTRG00000007700	16	3704656	3745123	ortholog_one2one	83.8843	81.5261	75	100.00	0.1089	0.5824	1
MGP_PahariEiJ_G0026730	4	83132429	83136790	ENSPTRG00000030383	1	130815004	130816743	ortholog_one2one	53.0935	63.7306	100	36.45	0.2494	0.6003	1
MGP_PahariEiJ_G0014968	10	39214483	39216378												
MGP_PahariEiJ_G0027906	5	113751929	114335134												
MGP_PahariEiJ_G0022706	2	146295329	146323029	ENSPTRG00000046438	12	11066494	11078134	ortholog_one2many	32.6389	43.7209	75		0.441	1.0963	0
MGP_PahariEiJ_G0018327	14	68554789	68558215	ENSPTRG00000009209	17	14985447	14991492	ortholog_one2one	84.7926	84.7926	100	100.00	0.0728	0.5333	1
MGP_PahariEiJ_G0019263	16	13726876	13729438												
MGP_PahariEiJ_G0027795	5	105154042	105170943	ENSPTRG00000001920	1	185791348	185810067	ortholog_one2one	52.5581	57.9487	100	100.00	0.2849	0.5359	1
MGP_PahariEiJ_G0020951	18	58123082	58129211	ENSPTRG00000009825	18	17164381	17172207	ortholog_one2one	86.2857	85.7955	25	3.48	0.0593	0.5114	0
MGP_PahariEiJ_G0023216	20	42636495	42662676	ENSPTRG00000008406	16	75153501	75187559	ortholog_one2one	84.359	85.2332	100	18.94	0.082	0.8779	1
MGP_PahariEiJ_G0026280	4	4747255	4751145	ENSPTRG00000020364	8	81099063	81106390	ortholog_one2one	96.6555	95.0658	100	8.36	0.0155	0.3945	1
MGP_PahariEiJ_G0023691	21	26648067	26658642	ENSPTRG00000045377	11	72197365	72198408	ortholog_one2one	77.4059	86.0465	0		0.0647	0.6033	0
MGP_PahariEiJ_G0025545	3	97579556	97585746	ENSPTRG00000006890	15	15061825	15067726	ortholog_one2one	100	100	75		0	0	1
MGP_PahariEiJ_G0022481	2	129231768	129241898	ENSPTRG00000014604	3	10187946	10199966	ortholog_one2one	91.1905	91.1905	100	100.00	0.0437	0.4828	1
MGP_PahariEiJ_G0025336	3	74143070	74144005	ENSPTRG00000050737	11	55095167	55096279	ortholog_one2many	70.418	59.0296	75		0.1876	0.7696	1
MGP_PahariEiJ_G0019464	16	35235143	35239110	ENSPTRG00000051406	6	1471381	1473033	ortholog_one2one	91.3201	91.8182	100	100.00	0.0292	0.6981	1
MGP_PahariEiJ_G0019224	16	7041396	7048002												
MGP_PahariEiJ_G0025627	3	104604461	104631375	ENSPTRG00000006993	15	23957309	23994008	ortholog_one2one	97.7511	97.7511	100	99.89	0.01	0.4252	1
MGP_PahariEiJ_G0031522	X	13999356	14001377												
MGP_PahariEiJ_G0028925	6	84497197	84510689	ENSPTRG00000000395	1	26009264	26042066	ortholog_one2one	93.9759	93.9759	100		0.0248	0.7312	1
MGP_PahariEiJ_G0024620	23	39665791	39751356												
MGP_PahariEiJ_G0023230	20	43181340	43240963	ENSPTRG00000008422	16	76031778	76123994	ortholog_one2one	77.5758	77.2636	50	14.11	0.127	1.1225	0
MGP_PahariEiJ_G0013487	1	77222979	77244444	ENSPTRG00000003317	11	7477199	7493598	ortholog_one2one	48.7562	52.1277	100	100.00			0
MGP_PahariEiJ_G0031426	X	567020	778228	ENSPTRG00000021905	X	50415184	50636395	ortholog_one2one	76.738	76.8407	100	76.17	0.1339	0.4322	1
MGP_PahariEiJ_G0016183	12	10144072	10175347	ENSPTRG00000007809	16	15864918	15950735	ortholog_one2one	84.0116	80.5014	100	79.92	0.0647	0.8458	1
MGP_PahariEiJ_G0025556	3	101611419	101666577	ENSPTRG00000006908	15	20055835	20242188	ortholog_one2one	57.4713	43.0293	100	65.12	0.3073	0.9238	0
MGP_PahariEiJ_G0016425	12	31966731	31987594	ENSPTRG00000015278	3	124757495	124794683	ortholog_one2one	82.9577	82.8411	100	4.31	0.096	0.5953	1
MGP_PahariEiJ_G0012848	1	16117802	16118999	ENSPTRG00000011381	19	53580889	53582089	ortholog_one2one	71.5152	71.5152	100		0.2214	0.6485	1
MGP_PahariEiJ_G0021504	19	62913124	63020698	ENSPTRG00000050798	4	188688847	188759671	ortholog_one2one	92.5501	92.5501	100	48.24	0.0377	0.45	1
MGP_PahariEiJ_G0026753	4	84733963	84755757	ENSPTRG00000001297	1	129756979	129775866	ortholog_one2one	89.1071	82.4793	100	78.20	0.0644	0.3353	1
MGP_PahariEiJ_G0014043	1	116787293	116792238	ENSPTRG00000043032	11	66017124	66031914	ortholog_one2one	73.2484	20.6835	100		0.1474	0.773	0
MGP_PahariEiJ_G0031023	9	45436826	45438328	ENSPTRG00000010237	19	2494550	2495897	ortholog_one2one	93.6842	93.6842	100		0.0253	0.9858	1
MGP_PahariEiJ_G0017284	13	95819701	95828051	ENSPTRG00000050894	10	135307386	135307604	ortholog_one2one	19.8653	92.1875	0		0.0344	0.8075	0
MGP_PahariEiJ_G0030894	9	41977865	42103201	ENSPTRG00000013997	21	31727904	31823334	ortholog_one2one	94.2335	90.4184	100	35.56	0.0304	0.6881	1
MGP_PahariEiJ_G0018764	15	16412246	16421270	ENSPTRG00000009949	18	28671668	28678609	ortholog_one2one	79.5918	71.7791	100	74.95	0.1372	0.6206	1
MGP_PahariEiJ_G0028406	6	13830384	13840873	ENSPTRG00000021268	9	90822689	90836215	ortholog_one2one	76.569	77.0526	100		0.1295	0.6823	1
MGP_PahariEiJ_G0032024	X	128536843	128559299	ENSPTRG00000043518	X	54774262	54796215	ortholog_one2one	89.2675	89.2675	50	68.80	0.059	0.4437	0
MGP_PahariEiJ_G0021040	19	3571330	3597594	ENSPTRG00000011574	19	60895685	60948236	ortholog_one2many	29.5848	27.6699	0	50.00	0.7416	2.958	0
MGP_PahariEiJ_G0031280	9	63409421	63412336												
MGP_PahariEiJ_G0029779	7	94701211	94711702												
MGP_PahariEiJ_G0026866	4	89972336	90016098	ENSPTRG00000001167	1	117866783	117925580	ortholog_one2one	94.5783	94.7686	100	100.00	0.0279	0.479	1
MGP_PahariEiJ_G0028006	5	134815668	134820071	ENSPTRG00000043490	11	33175153	33176050	ortholog_one2many	78.4512	82.9182	0		0.0885	0.5234	0
MGP_PahariEiJ_G0028006	5	134815668	134820071	ENSPTRG00000001685	1	150807813	150808706	ortholog_one2many	93.9394	93.9394	75		0.0326	0.5521	1
MGP_PahariEiJ_G0023337	21	421284	421943	ENSPTRG00000018731	6	159465003	159465662	ortholog_one2one	75.3425	75.3425	100		0.1433	0.5326	1
MGP_PahariEiJ_G0016232	12	13598574	13601578												
MGP_PahariEiJ_G0023888	22	10567322	10637693	ENSPTRG00000020246	8	53548224	53640286	ortholog_one2one	89.5466	89.2095	100	63.05	0.0529	0.4467	1
MGP_PahariEiJ_G0029622	7	71733827	71736577	ENSPTRG00000006439	14	48890746	48894885	ortholog_one2one	99.2101	97.8193	75		0.0038	0.7042	1
MGP_PahariEiJ_G0027166	4	133312491	133324679	ENSPTRG00000000914	1	85693185	85704725	ortholog_one2one	90.5579	66.7721	100	86.96	0.0424	0.8598	1
MGP_PahariEiJ_G0014466	1	154142982	154169662	ENSPTRG00000002824	10	99732176	99764889	ortholog_one2one	85.37	85.37	100	100.00	0.0821	0.5496	1
MGP_PahariEiJ_G0016908	13	27401607	27403189	ENSPTRG00000031284	4	2348627	2350635	ortholog_one2one	68.0328	65.3543	100		0.1943	58.9119	1
MGP_PahariEiJ_G0027306	5	18538289	18549283	ENSPTRG00000012277	2A	98187091	98200608	ortholog_one2one	67.5127	68.5567	100		0.2147	0.507	1
MGP_PahariEiJ_G0013549	1	82490037	82716045	ENSPTRG00000039896	11	12569762	12831316	ortholog_one2one	99.3258	99.3258	100	94.76	0.0031	0.3532	1
MGP_PahariEiJ_G0022189	2	77385128	77386953	ENSPTRG00000016277	4	91092645	91093332	ortholog_one2one	67.5325	59.0909	75	100.00	0.2477	1.7676	1
MGP_PahariEiJ_G0016472	12	39602192	39637796	ENSPTRG00000030162	3	115942430	115973703	ortholog_many2many	34.2282	37.6384	75	20.39	0.5761	0.7329	0
MGP_PahariEiJ_G0016472	12	39602192	39637796	ENSPTRG00000015223	3	116050223	116102691	ortholog_many2many	35.2349	30.1724	75	50.00	0.6778	0.9556	0
MGP_PahariEiJ_G0015331	10	73022325	73040059												
MGP_PahariEiJ_G0015013	10	40456748	40485815	ENSPTRG00000004330	11	118342585	118373402	ortholog_one2one	81.8854	75.3401	100	63.93	0.1052	0.5743	1
MGP_PahariEiJ_G0026113	3	147127131	147129322	ENSPTRG00000013570	20	47585729	47587321	ortholog_one2one	77.6786	76.652	100	100.00	0.1289	0.3271	1
MGP_PahariEiJ_G0018657	14	87739192	87749061												
MGP_PahariEiJ_G0019095	15	60935997	60958883	ENSPTRG00000009877	18	5706192	5729552	ortholog_one2one	80.1843	68.7747	50		0.1184	1.0136	0
MGP_PahariEiJ_G0028382	6	11372684	11653291	ENSPTRG00000039394	9	87513565	87827515	ortholog_one2one	92.0213	84.1849	100	97.62	0.0379	0.4406	1
MGP_PahariEiJ_G0023308	20	47841827	47853474	ENSPTRG00000002102	1	209987961	210009847	ortholog_one2one	80.4511	78.9668	100		0.1093	0.8321	1
MGP_PahariEiJ_G0026007	3	139213059	139228516	ENSPTRG00000013459	20	38063903	38081774	ortholog_one2one	93.2489	93.2489	100	86.85	0.0323	0.49	1
MGP_PahariEiJ_G0015392	10	86049628	86091947	ENSPTRG00000015499	3	149981179	150010946	ortholog_one2one	67.2414	49.0566	75		0.2366	0.7192	0
MGP_PahariEiJ_G0031622	X	44132889	44133260												
MGP_PahariEiJ_G0025852	3	131079558	131092413	ENSPTRG00000013320	20	23493596	23504455	ortholog_one2one	81.8697	81.294	100	100.00	0.0971	0.8224	1
MGP_PahariEiJ_G0023267	20	45800614	45804568	ENSPTRG00000008468	X	69742120	69743073	ortholog_one2one	71.223	78.5714	0		0.1053	1.0172	0
MGP_PahariEiJ_G0015666	10	112234465	112244411	ENSPTRG00000014753	3	38869865	38884310	ortholog_one2many	80.7453	30.6604	50		0.109	0.7722	0
MGP_PahariEiJ_G0025655	3	105757826	105769437	ENSPTRG00000007028	15	25666785	25679354	ortholog_one2one	70.9677	52.1552	100	100.00	0.1186	0.6803	1
MGP_PahariEiJ_G0031037	9	45718695	45727334	ENSPTRG00000010286	19	4114067	4126029	ortholog_one2one	81.5054	83.4802	100	100.00	0.0754	2.7209	1
MGP_PahariEiJ_G0032053	X	132596667	132598680	ENSPTRG00000043533	X	56971245	56973114	ortholog_one2many	47.8764	78.9809	0		0.124	0.4921	0
MGP_PahariEiJ_G0032053	X	132596667	132598680	ENSPTRG00000045900	X	56986884	56988752	ortholog_one2many	46.7181	77.0701	25		0.1363	0.4902	0
MGP_PahariEiJ_G0021660	19	86341483	86350201	ENSPTRG00000010677	19	18524791	18534472	ortholog_one2one	89.8833	89.5349	100	100.00	0.0516	0.9602	1
MGP_PahariEiJ_G0015957	11	41684237	41747655	ENSPTRG00000016894	5	57312997	57403288	ortholog_one2one	91.9662	88.2353	100	100.00	0.0424	0.3635	1
MGP_PahariEiJ_G0028941	6	85087278	85088634	ENSPTRG00000047319	1	25370624	25371744	ortholog_one2one	93.5484	60.4167	100		0.0272	0.5883	1
MGP_PahariEiJ_G0022328	2	103183567	103263965	ENSPTRG00000012031	2A	71909845	72016761	ortholog_one2one	87.4214	72.0207	100	76.74	0.0831	0.6788	1
MGP_PahariEiJ_G0013933	1	112419885	112761601	ENSPTRG00000045076	11	2457155	2868273	ortholog_one2one	88.0419	87.1302	75	32.13	0.0608	0.9405	1
MGP_PahariEiJ_G0030212	8	41079780	41080718												
MGP_PahariEiJ_G0016716	12	88558817	88596881	ENSPTRG00000013928	21	27971275	28016502	ortholog_one2one	78.1633	77.8455	100	1.44	0.1389	0.8803	1
MGP_PahariEiJ_G0022028	2	60329226	60332842												
MGP_PahariEiJ_G0021026	19	3181476	3211353												
MGP_PahariEiJ_G0031398	9	89340515	89365821	ENSPTRG00000005400	12	110712617	110741065	ortholog_one2one	93.2836	93.633	75	81.32	0.0294	0.3327	1
MGP_PahariEiJ_G0032038	X	130032934	130115125	ENSPTRG00000021926	X	52864646	52950875	ortholog_one2one	91.3306	93.9834	100	40.12	0.0226	0.3539	1
MGP_PahariEiJ_G0031550	X	29592417	29594968												
MGP_PahariEiJ_G0028471	6	38622851	38635985	ENSPTRG00000046146	1	131919663	131920962	ortholog_one2many	14.5882	62.6263	0		0.2449	0.8267	0
MGP_PahariEiJ_G0028471	6	38622851	38635985	ENSPTRG00000020801	9	19577633	19595471	ortholog_one2many	80.4706	76.8539	100	100.00	0.1057	0.6611	1
MGP_PahariEiJ_G0019447	16	31568774	31575011												
MGP_PahariEiJ_G0013257	1	70665153	70687248	ENSPTRG00000044632	15	23712822	23713592	ortholog_one2many	58.8496	71.8919	0		0.0844	0.4393	0
MGP_PahariEiJ_G0013257	1	70665153	70687248	ENSPTRG00000004073	11	74953328	74981788	ortholog_one2many	94.2478	82.8794	100	100.00	0.0279	0.405	1
MGP_PahariEiJ_G0031087	9	47116146	47117087												
MGP_PahariEiJ_G0031802	X	85946207	85975401	ENSPTRG00000043476	X	68854851	68882349	ortholog_one2one	94.4798	94.2797	100	77.11	0.0242	0.2377	1
MGP_PahariEiJ_G0018214	14	65856230	65857542	ENSPTRG00000009101	17	17898983	17900652	ortholog_one2one	72.1739	63.8462	100		0.2106	0.8743	1
MGP_PahariEiJ_G0029320	7	1989064	2000963	ENSPTRG00000033946	2A	27318042	27335592	ortholog_one2one	87.3656	87.6011	100		0.0636	0.679	1
MGP_PahariEiJ_G0023845	22	322734	350767	ENSPTRG00000052312	8	76099682	76125658	ortholog_one2one	91.0781	85.9649	75	93.24	0.0584	0.5903	1
MGP_PahariEiJ_G0013471	1	76384620	76386701												
MGP_PahariEiJ_G0019879	17	39785541	39787837	ENSPTRG00000020636	8	145396778	145403086	ortholog_one2one	63.4146	63.4146	100	100.00	0.2302	1.3067	1
MGP_PahariEiJ_G0019358	16	25863914	25864858												
MGP_PahariEiJ_G0025502	3	95044365	95045120	ENSPTRG00000049798	15	83062598	83063960	ortholog_one2many	75	42.4437	75		0.1609	0.7092	0
MGP_PahariEiJ_G0017109	13	67550623	67564434	ENSPTRG00000016088	4	73590992	73605530	ortholog_one2one	74.883	68.7679	100		0.1734	0.5221	1
MGP_PahariEiJ_G0019515	16	42976641	43255066												
MGP_PahariEiJ_G0013205	1	61625802	61630817	ENSPTRG00000046588	11	85829411	85853329	ortholog_one2one	79.5082	81.2849	100	100.00	0.0851	0.52	1
MGP_PahariEiJ_G0027927	5	124409356	124429504	ENSPTRG00000001779	1	163938878	163959813	ortholog_one2one	97.1963	97.1963	100	100.00	0.0126	0.2866	1
MGP_PahariEiJ_G0014612	1	171883521	171892378	ENSPTRG00000002992	10	120973041	120984252	ortholog_one2many	85.9922	86.3281	75	100.00	0.0702	0.5831	1
MGP_PahariEiJ_G0014612	1	171883521	171892378	ENSPTRG00000043000	22	25288081	25288844	ortholog_one2many	64.9805	78.4038	0		0.1178	0.5488	0
MGP_PahariEiJ_G0023628	21	22878392	22886690	ENSPTRG00000052795	5	17830165	17830761	ortholog_one2one	53.0806	56.5657	0		0.3143	0.7817	0
MGP_PahariEiJ_G0025936	3	136157935	136223522	ENSPTRG00000034012	20	34224344	34333439	ortholog_one2one	75.8721	20.264	100	55.32	0.1379	0.7328	0
MGP_PahariEiJ_G0025527	3	95736492	95737523												
MGP_PahariEiJ_G0024286	23	12361906	12385655	ENSPTRG00000005438	2A	25512050	25512586	ortholog_one2many	98.8764	98.8764	0		0.0051	0.7902	0
MGP_PahariEiJ_G0024286	23	12361906	12385655	ENSPTRG00000044783	11	94261396	94264357	ortholog_one2many	88.2022	77.7228	0		0.0496	0.8418	0
MGP_PahariEiJ_G0024286	23	12361906	12385655	ENSPTRG00000049877	11	73899599	73902711	ortholog_one2many	82.5843	64.4737	0		0.0714	0.9318	0
MGP_PahariEiJ_G0024286	23	12361906	12385655	ENSPTRG00000043599	12	113478717	113493605	ortholog_one2many	98.3146	98.3146	100		0.0077	0.7829	1
MGP_PahariEiJ_G0024286	23	12361906	12385655	ENSPTRG00000045429	1	190385776	190386308	ortholog_one2many	85.9551	91.0714	0		0.0387	0.857	0
MGP_PahariEiJ_G0024286	23	12361906	12385655	ENSPTRG00000049882	20	50882613	50883233	ortholog_one2many	91.573	79.1262	0		0.038	0.8702	0
MGP_PahariEiJ_G0029615	7	71144091	71448398	ENSPTRG00000006429	14	48264967	48578417	ortholog_one2one	70.9297	70.5806	100	92.75	0.1893	0.6367	1
MGP_PahariEiJ_G0027829	5	107205054	107276120	ENSPTRG00000001889	1	183416467	183441386	ortholog_one2one	82.6176	82.449	100	80.45	0.0951	0.4158	1
MGP_PahariEiJ_G0018300	14	67875296	67882077	ENSPTRG00000009179	17	15793943	15804721	ortholog_one2one	90.9707	90.9707	100	100.00	0.0397	0.6934	1
MGP_PahariEiJ_G0025096	3	57427661	57468260	ENSPTRG00000012637	2B	62187968	62257498	ortholog_one2one	91.6667	84.0095	100	45.06	0.0358	0.3132	1
MGP_PahariEiJ_G0024041	22	47407183	47409384	ENSPTRG00000050140	9	35278347	35278577	ortholog_one2one	100	100	100	100.00	0	0	1
MGP_PahariEiJ_G0021208	19	20518569	20580905	ENSPTRG00000011042	19	43926745	43997070	ortholog_one2one	99.0807	98.9796	100	35.30	0.0043	0.6076	1
MGP_PahariEiJ_G0026810	4	86383160	86397965	ENSPTRG00000001242	1	127817604	127832264	ortholog_one2one	98.6523	98.6523	100	84.37	0.007	0.4708	1
MGP_PahariEiJ_G0026034	3	140900047	140936980	ENSPTRG00000013490	20	40144326	40193046	ortholog_one2one	68.5926	74.4373	100		0.1587	0.6232	1
MGP_PahariEiJ_G0016124	12	1247360	1258320	ENSPTRG00000007728	16	5077836	5088652	ortholog_one2one	76.0252	67.3184	100	6.81	0.1553	1.0984	1
MGP_PahariEiJ_G0030592	8	91873473	91973466	ENSPTRG00000005944	13	62888511	63010536	ortholog_one2one	66.7178	63.2267	100	79.49	0.1913	0.6736	1
MGP_PahariEiJ_G0021533	19	72921594	72924920	ENSPTRG00000049874	19	1162253	1162867	ortholog_one2many	65.566	78.5311	0		0.1161	0.7287	0
MGP_PahariEiJ_G0021533	19	72921594	72924920	ENSPTRG00000016597	4	177561163	177564701	ortholog_one2many	92.4528	93.7799	75	100.00	0.0421	0.6756	1
MGP_PahariEiJ_G0030541	8	66887310	66980709	ENSPTRG00000005837	13	29330884	29487681	ortholog_one2one	86.2231	85.8209	75	96.34	0.076	0.3154	1
MGP_PahariEiJ_G0021213	19	20735196	20744787	ENSPTRG00000011049	19	44158102	44171021	ortholog_one2one	93.6605	94.824	100	100.00	0.0277	0.4352	1
MGP_PahariEiJ_G0017621	14	30354555	30491639	ENSPTRG00000008808	17	38332184	38526133	ortholog_one2one	92.5879	30.1802	100	14.75	0.0322	0.4512	0
MGP_PahariEiJ_G0014836	10	31260965	31280133	ENSPTRG00000004446	11	126146479	126178256	ortholog_one2one	76.6807	75.2577	100	75.31	0.1524	0.7344	1
MGP_PahariEiJ_G0030746	9	23068421	23168888	ENSPTRG00000018563	6	126402779	126458263	ortholog_one2one	55.0459	70.5882	100		0.2073	0.7402	1
MGP_PahariEiJ_G0027050	4	111880422	111935826	ENSPTRG00000044055	KV420814.1	1891	39316	ortholog_one2many	28.7779	47.0968	0	76.96	0.2821	0.8467	0
MGP_PahariEiJ_G0027050	4	111880422	111935826	ENSPTRG00000016390	4	121376330	121449524	ortholog_one2many	81.6032	70.9714	100	34.87	0.104	0.5236	1
MGP_PahariEiJ_G0013715	1	97002855	97050844	ENSPTRG00000008013	16	29595892	29637453	ortholog_one2many	85.8533	81.9957	75	88.46	0.0735	0.3565	1
MGP_PahariEiJ_G0016200	12	12536703	12591706	ENSPTRG00000002354	10	23160879	23233136	ortholog_one2many	88.5602	92.7686	0	36.01	0.0403	0.6164	0
MGP_PahariEiJ_G0029833	7	98392087	98399521	ENSPTRG00000023582	14	79768241	79780003	ortholog_one2many	55.2106	58.8652	25		0.3045	0.8609	0
MGP_PahariEiJ_G0019597	16	56952997	56983241	ENSPTRG00000017551	5	176332154	176385379	ortholog_one2one	80.6122	65.5602	100		0.1318	0.8063	1
MGP_PahariEiJ_G0015857	11	24376751	24480382	ENSPTRG00000017026	5	36213793	36341051	ortholog_one2one	81.0811	87.2093	75	13.53	0.0932	0.588	1
MGP_PahariEiJ_G0019887	17	39861159	39864205	ENSPTRG00000020637	8	145419879	145423447	ortholog_one2one	37.4194	35.1515	0		0.6065	2.2308	0
MGP_PahariEiJ_G0013955	1	114230038	114245581	ENSPTRG00000003997	11	69548343	69570479	ortholog_one2one	62.9139	42.9864	75	100.00	0.2328	1.6311	0
MGP_PahariEiJ_G0027274	5	15549632	15581994	ENSPTRG00000012460	2B	17288265	17333870	ortholog_one2one	93.2039	98.4615	75	10.87	0.0054	0.3382	1
MGP_PahariEiJ_G0027936	5	125554702	125794047	ENSPTRG00000001768	1	162368115	162553775	ortholog_one2one	94.1469	94.1469	100	69.17	0.0294	0.4094	1
MGP_PahariEiJ_G0022472	2	129069699	129079817	ENSPTRG00000014594	3	9992893	10007207	ortholog_one2one	96.5241	95	100	100.00	0.0157	0.5334	1
MGP_PahariEiJ_G0032034	X	129688579	129827335	ENSPTRG00000021930	X	53179657	53330194	ortholog_one2one	96.4832	95.7616	100	59.38	0.0163	0.3157	1
MGP_PahariEiJ_G0030144	8	27158596	27160648												
MGP_PahariEiJ_G0029979	8	6729751	6921192	ENSPTRG00000014703	3	27698015	27954796	ortholog_one2one	88.7892	84.399	75	18.80	0.0611	0.5439	1
MGP_PahariEiJ_G0016499	12	44357566	44597924	ENSPTRG00000015187	3	110717114	110822805	ortholog_one2one	88.3795	88.0978	100	64.84	0.0612	0.3364	1
MGP_PahariEiJ_G0027428	5	39695987	39782592	ENSPTRG00000012831	2B	94069956	94169597	ortholog_one2one	89.1871	86.7896	100	90.47	0.0556	0.4204	1
MGP_PahariEiJ_G0018664	14	87795855	87803524	ENSPTRG00000009781	17	81668441	81677161	ortholog_one2one	89.662	90.9274	100		0.0416	1.0794	1
MGP_PahariEiJ_G0023862	22	4001031	4041644	ENSPTRG00000030985	8	71885482	71946497	ortholog_one2one	76.1394	76.1394	100	38.08	0.1558	0.6975	1
MGP_PahariEiJ_G0029002	6	87837508	87840774	ENSPTRG00000000319	1	21771959	21776442	ortholog_one2one	74.4939	75.102	100	100.00	0.1465	1.1147	1
MGP_PahariEiJ_G0023608	21	21935534	21937187	ENSPTRG00000018050	6	33748983	33750717	ortholog_one2one	79.096	89.7436	100	100.00	0.0518	0.4504	1
MGP_PahariEiJ_G0012669	1	1150458	1164660												
MGP_PahariEiJ_G0029239	6	106389433	106459301	ENSPTRG00000048657	1	937736	985434	ortholog_one2one	96.4789	80.5882	100	84.68	0.0178	0.6381	1
MGP_PahariEiJ_G0019298	16	21423813	21430108	ENSPTRG00000042980	KV420878.1	51400	57900	ortholog_one2many	72.3502	69.469	0		0.1707	0.4581	0
