Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Macaque gene stable ID	Macaque chromosome/scaffold name	Macaque chromosome/scaffold start (bp)	Macaque chromosome/scaffold end (bp)	Macaque homology type	%id. target Macaque gene identical to query gene	%id. query gene identical to target Macaque gene	Macaque Gene-order conservation score	Macaque Whole-genome alignment coverage	dN with Macaque	dS with Macaque	Macaque orthology confidence [0 low, 1 high]
MGP_CAROLIEiJ_G0027512	5	100808320	100882091	ENSMMUG00000005073	1	93466712	93597504	ortholog_one2one	96.4953	96.4953	75	57.60	0.0162	0.3675	1
MGP_CAROLIEiJ_G0023772	2	80177918	80178664	ENSMMUG00000013350	14	16888967	16889889	ortholog_one2many	92.5926	61.8375	100		0.0355	0.965	1
MGP_CAROLIEiJ_G0030812	8	6689536	7067775	ENSMMUG00000021231	17	90416095	90949195	ortholog_one2one	75.2886	76.8201	100	87.37	0.1349	0.86	1
MGP_CAROLIEiJ_G0024413	2	140901762	140905643												
MGP_CAROLIEiJ_G0031846	9	16770006	16815914	ENSMMUG00000039980	19	9966934	10018026	ortholog_one2one	61.8746	69.1517	100	100.00	0.2181	0.7358	1
MGP_CAROLIEiJ_G0024156	2	112810957	112866505	ENSMMUG00000003839	7	18175214	18230355	ortholog_one2one	87.5416	86.79	100	69.55	0.0699	0.4528	1
MGP_CAROLIEiJ_G0015174	10	19915480	19926296	ENSMMUG00000015089	4	134748590	134782968	ortholog_one2one	77.1484	76.998	100		0.1478	0.6634	1
MGP_CAROLIEiJ_G0018971	14	10495386	10882631	ENSMMUG00000000067	2	180936274	181128113	ortholog_one2one	78.1053	80.4772	75	56.81	0.1505	0.6271	1
MGP_CAROLIEiJ_G0032131	9	41794604	41836628	ENSMMUG00000017602	14	111200815	111232779	ortholog_one2one	96.3134	96.8489	75	88.12	0.0162	0.314	1
MGP_CAROLIEiJ_G0016655	11	65731138	65739251	ENSMMUG00000010468	16	5327559	5341612	ortholog_one2one	68.0365	65.3509	100		0.216	0.7569	1
MGP_CAROLIEiJ_G0024957	3	35291622	35309692												
MGP_CAROLIEiJ_G0015415	10	62637100	62737502	ENSMMUG00000013152	9	70967232	71067193	ortholog_one2one	61.6883	63.5452	100	67.93	0.2721	1.1411	1
MGP_CAROLIEiJ_G0027196	5	38263440	38310042	ENSMMUG00000015298	5	15082492	15146609	ortholog_one2one	56.25	56.8106	100	43.19	0.3357	0.5799	1
MGP_CAROLIEiJ_G0018742	13	75294899	75307581	ENSMMUG00000003569	6	88272482	88284922	ortholog_one2one	98.5507	98.5507	100	97.46	0.0066	0.2803	1
MGP_CAROLIEiJ_G0025734	3	144494326	144597841	ENSMMUG00000023345	1	78971414	79096106	ortholog_one2one	60.8931	72.2311	50	64.45	0.1855	0.7639	0
MGP_CAROLIEiJ_G0030318	7	112191925	112209445	ENSMMUG00000005639	14	57166049	57194091	ortholog_one2one	91.7526	91.7526	100	100.00	0.0455	0.473	1
MGP_CAROLIEiJ_G0029915	7	83624058	83671778	ENSMMUG00000010434	7	62965675	63021975	ortholog_one2one	70.7912	63.9441	100	97.93	0.1921	0.5479	1
MGP_CAROLIEiJ_G0027734	5	116756318	116829163	ENSMMUG00000007556	11	50545754	50648102	ortholog_one2one	81.3943	81.4312	100	94.11	0.1112	0.6707	1
MGP_CAROLIEiJ_G0022301	18	55907512	56147363	ENSMMUG00000003312	6	127521903	127808925	ortholog_one2one	90.724	90.9297	50	5.00	0.0459	0.5229	0
MGP_CAROLIEiJ_G0014578	1	123548097	123568127	ENSMMUG00000004116	1	160915384	160923312	ortholog_one2one	91.1392	91.1392	100		0.0485	0.5785	1
MGP_CAROLIEiJ_G0022754	19	9907025	9911221	ENSMMUG00000045775	14	14816569	14818719	ortholog_many2many	62.1969	60.8939	75		0.2782	0.8469	1
MGP_CAROLIEiJ_G0022754	19	9907025	9911221	ENSMMUG00000043402	14	14741750	14743892	ortholog_many2many	48.9301	56.3218	75		0.3198	0.9146	0
MGP_CAROLIEiJ_G0021083	17	9430918	9575166	ENSMMUG00000021044	4	169274332	169416161	ortholog_one2one	86.8698	89.3571	100	98.36	0.0476	0.5405	1
MGP_CAROLIEiJ_G0033249	X	90488346	90508714	ENSMMUG00000003922	X	59739789	59762920	ortholog_one2one	66.5806	69.8241	100	28.51	0.1812	0.5011	1
MGP_CAROLIEiJ_G0031562	8	101827542	101892987	ENSMMUG00000020415	20	54790639	54915268	ortholog_one2one	64.2553	66.8142	100	22.28	0.2069	0.8328	1
MGP_CAROLIEiJ_G0020318	15	95390950	95401246												
MGP_CAROLIEiJ_G0017207	11	97141106	97157752	ENSMMUG00000016616	16	48637719	48653636	ortholog_one2one	84.2062	78.8506	50	100.00	0.0874	0.4951	1
MGP_CAROLIEiJ_G0024586	2	150260009	150285759	ENSMMUG00000007563	10	25679078	25712965	ortholog_one2one	66.9439	66.9439	100	98.85	0.2246	0.6607	1
MGP_CAROLIEiJ_G0028361	6	43392654	43397481	ENSMMUG00000020435	3	177081437	177090768	ortholog_one2many	52.1951	56.6887	0		0.2642	1.0065	0
MGP_CAROLIEiJ_G0031965	9	31389600	31391170												
MGP_CAROLIEiJ_G0029413	7	26728237	26731900	ENSMMUG00000020685	19	36188834	36192637	ortholog_one2one	86.2245	86.2245	100		0.0762	0.6154	1
MGP_CAROLIEiJ_G0015915	10	120354981	120366949												
MGP_CAROLIEiJ_G0026515	4	119092182	119112538	ENSMMUG00000047454	1	31752987	31766989	ortholog_one2one	68.9362	82.4427	100	100.00	0.0979	0.7206	1
MGP_CAROLIEiJ_G0022309	18	57376595	57444633	ENSMMUG00000020678	6	148770049	148811197	ortholog_one2one	64.5512	79.3757	100	100.00	0.0901	0.6602	1
MGP_CAROLIEiJ_G0015656	10	75741042	75752328												
MGP_CAROLIEiJ_G0026291	4	103373971	103418404	ENSMMUG00000019137	1	48285473	48338311	ortholog_one2one	98.5748	98.5748	25	100.00	0.0064	0.268	1
MGP_CAROLIEiJ_G0029506	7	29471512	29479476	ENSMMUG00000005282	9	809468	810199	ortholog_one2many	73.7705	80.7175	0		0.0936	0.836	0
MGP_CAROLIEiJ_G0029506	7	29471512	29479476	ENSMMUG00000000523	19	32053548	32065898	ortholog_one2many	89.7541	89.7541	100	7.93	0.0517	0.6965	1
MGP_CAROLIEiJ_G0015801	10	104938060	104955815	ENSMMUG00000009638	11	74366106	74384785	ortholog_one2one	69.4118	66.5414	75		0.1925	0.5086	1
MGP_CAROLIEiJ_G0024462	2	144451843	144452043												
MGP_CAROLIEiJ_G0023069	19	49642796	49746715	ENSMMUG00000006233	9	105888934	106020141	ortholog_one2one	91.3598	91.3598	75	60.61	0.0445	0.5435	1
MGP_CAROLIEiJ_G0016601	11	64629904	64643984	ENSMMUG00000006211	16	7321136	7336260	ortholog_one2one	91.8919	91.8919	100	100.00	0.0419	0.5132	1
MGP_CAROLIEiJ_G0016313	11	46524207	46536665	ENSMMUG00000018758	6	176611515	176630108	ortholog_one2one	98.9822	98.9822	50	47.97	0.0045	0.7437	0
MGP_CAROLIEiJ_G0032377	9	63361605	63474620	ENSMMUG00000018177	7	40500378	40642546	ortholog_one2one	96.7568	96.7568	100	54.54	0.015	0.4501	1
MGP_CAROLIEiJ_G0024102	2	106949219	106955524	ENSMMUG00000007027	7	10786893	10792697	ortholog_one2one	100	100	75		0	0	1
MGP_CAROLIEiJ_G0026668	4	126564918	126571141	ENSMMUG00000039764	1	21427738	21439751	ortholog_one2one	65.2174	75.6881	100	37.71	0.1551	0.7679	1
MGP_CAROLIEiJ_G0015708	10	82286015	82334574	ENSMMUG00000020877	11	101633095	101663494	ortholog_one2one	80.0493	81.0474	100	90.53	0.1048	0.3841	1
MGP_CAROLIEiJ_G0021579	17	34323315	34345969	ENSMMUG00000010624	4	29922420	29923340	ortholog_one2many	73.4756	78.7582	0	100.00	0.1211	0.7087	1
MGP_CAROLIEiJ_G0024044	2	100720250	100728144	ENSMMUG00000040097	14	35909019	35926415	ortholog_one2one	96.6309	96.7791	50	41.64	0.0161	0.4087	0
MGP_CAROLIEiJ_G0022426	18	74394628	74436832	ENSMMUG00000011037	18	34665096	34688593	ortholog_one2one	81.1364	81.1364	75	100.00	0.1169	0.5248	1
MGP_CAROLIEiJ_G0030209	7	107393870	107394808												
MGP_CAROLIEiJ_G0026247	4	99296768	99305557	ENSMMUG00000032096	1	53682903	53692392	ortholog_one2one	66.5138	70.7317	100	78.61	0.1945	0.7633	1
MGP_CAROLIEiJ_G0025785	4	509965	524313	ENSMMUG00000014810	8	54259243	54278560	ortholog_one2one	72.9097	70.5502	100	91.25	0.1309	0.6078	1
MGP_CAROLIEiJ_G0020493	16	12904135	13071328	ENSMMUG00000004851	11	33457460	33717628	ortholog_one2one	84.5953	71.6814	50	88.85	0.088	0.426	1
MGP_CAROLIEiJ_G0025841	4	15372176	15395921												
MGP_CAROLIEiJ_G0018783	13	87409963	87427457												
MGP_CAROLIEiJ_G0029709	7	47215039	47227123												
MGP_CAROLIEiJ_G0029648	7	45574744	45580928	ENSMMUG00000006371	19	46187527	46192074	ortholog_one2many	54.8718	41.4729	75		0.3148	1.1403	0
MGP_CAROLIEiJ_G0024831	3	4597251	4645452	ENSMMUG00000000507	8	77859295	77917518	ortholog_one2one	89.3855	84.2105	100	100.00	0.062	0.7075	1
MGP_CAROLIEiJ_G0031963	9	31354166	31355360	ENSMMUG00000041947	14	118505311	118509150	ortholog_one2one	59.1304	51.5152	100		0.2959	0.6496	1
MGP_CAROLIEiJ_G0017503	11	115818989	115824646	ENSMMUG00000003452	16	74855430	74862456	ortholog_one2one	88.5	89.3939	100	29.39	0.052	1.8533	1
MGP_CAROLIEiJ_G0013986	1	16497676	16537656	ENSMMUG00000013716	4	53445391	53519903	ortholog_one2one	83.179	84.2188	75	82.88	0.0844	0.6778	1
MGP_CAROLIEiJ_G0025348	3	89705973	89713266	ENSMMUG00000012814	1	125077540	125085043	ortholog_one2many	96.6942	85.4015	100		0.0114	0.1436	1
MGP_CAROLIEiJ_G0025348	3	89705973	89713266	ENSMMUG00000048574	13	62232384	62232935	ortholog_one2many	73.5537	53.9394	0		0.0605	0.213	0
MGP_CAROLIEiJ_G0022115	18	32961537	32989992												
MGP_CAROLIEiJ_G0018137	12	106140071	106146363	ENSMMUG00000007673	7	165888333	165893089	ortholog_one2one	90.6897	92.2807	100		0.0427	0.8878	1
MGP_CAROLIEiJ_G0017960	12	79555688	79565914	ENSMMUG00000002909	7	137330417	137345872	ortholog_one2one	61.1111	58.2353	100	100.00	0.2496	0.8856	1
MGP_CAROLIEiJ_G0028272	6	35568898	35574718												
MGP_CAROLIEiJ_G0027871	5	130115459	130120180	ENSMMUG00000021252	3	126296733	126304637	ortholog_one2one	86.0417	86.7647	100	27.55	0.0761	0.5998	1
MGP_CAROLIEiJ_G0019933	15	70488751	70491753	ENSMMUG00000007370	8	143597935	143603286	ortholog_one2one	78.5047	79.5455	100		0.1186	0.9514	1
MGP_CAROLIEiJ_G0017061	11	93465991	93476500	ENSMMUG00000045137	16	44427710	44436552	ortholog_one2one	96.1988	88.4409	75	100.00	0.0212	0.6293	1
MGP_CAROLIEiJ_G0031512	8	97269008	97275656	ENSMMUG00000021846	20	52601632	52609129	ortholog_one2one	93.0265	93.2867	100		0.0367	0.4418	1
MGP_CAROLIEiJ_G0030061	7	104021811	104087506	ENSMMUG00000015054	14	64647377	64713408	ortholog_one2one	76.6529	92.3651	100	68.13	0.0369	0.6582	1
MGP_CAROLIEiJ_G0024889	3	22461029	22488130	ENSMMUG00000019302	2	121277328	121295965	ortholog_one2one	62.543	64.7687	100	24.57	0.2312	0.8072	1
MGP_CAROLIEiJ_G0026907	4	145746030	145750412	ENSMMUG00000003582	1	442080	447781	ortholog_one2one	69.9095	66.4516	100	99.92	0.1949	2.035	1
MGP_CAROLIEiJ_G0030068	7	104557405	104571872	ENSMMUG00000010455	14	64125795	64132440	ortholog_one2one	80	79.3774	100		0.1113	0.9187	1
MGP_CAROLIEiJ_G0015378	10	56637687	56639332	ENSMMUG00000008956	9	62882688	62884104	ortholog_one2one	75.7009	75.3488	100	100.00	0.1315	0.8441	1
MGP_CAROLIEiJ_G0032725	9	105363652	105394580	ENSMMUG00000003820	2	94649785	94695876	ortholog_one2one	91.3183	93.4979	100	100.00	0.0434	0.5981	1
MGP_CAROLIEiJ_G0033050	X	41695210	41977347	ENSMMUG00000013162	X	124512747	124602457	ortholog_one2one	88.4615	87.2937	75	9.90	0.0533	0.4619	1
MGP_CAROLIEiJ_G0019729	15	29824180	30095643	ENSMMUG00000028952	8	97098862	97461112	ortholog_one2one	94.165	91.4062	100	100.00	0.0294	0.5665	1
MGP_CAROLIEiJ_G0029819	7	65325049	65327602	ENSMMUG00000046479	7	621771	667417	ortholog_one2one	14.1026	42.3077	50	56.87	0.479	1.2318	0
MGP_CAROLIEiJ_G0026507	4	118797197	118816814	ENSMMUG00000006284	1	32103063	32131943	ortholog_one2one	92.4686	86.6667	100	76.08	0.0498	0.6853	1
MGP_CAROLIEiJ_G0024686	2	157331737	157343697	ENSMMUG00000007317	10	17969928	17982840	ortholog_one2one	66.5685	64.0227	100	100.00	0.2374	1.4614	1
MGP_CAROLIEiJ_G0018534	13	49878483	49888662	ENSMMUG00000018737	6	174299990	174443068	ortholog_one2one	98.5755	98.5755	100		0.0064	0.6463	1
MGP_CAROLIEiJ_G0025763	3	150406877	150420980	ENSMMUG00000043952	X	77041880	77042947	ortholog_one2one	80.6061	91.0959	0		0.0532	0.5035	0
MGP_CAROLIEiJ_G0021592	17	34668184	34669176												
MGP_CAROLIEiJ_G0019284	14	46407877	46407965												
MGP_CAROLIEiJ_G0033382	X	122714253	122760895	ENSMMUG00000008211	X	94835218	94860973	ortholog_one2one	89.7474	89.881	100	37.34	0.0519	0.3483	1
MGP_CAROLIEiJ_G0015287	10	38896024	38931693												
MGP_CAROLIEiJ_G0023574	2	53478830	53697037	ENSMMUG00000011636	12	44741676	44876107	ortholog_one2one	81.6568	76.0331	100	93.78	0.0654	0.519	1
MGP_CAROLIEiJ_G0024132	2	111941193	111964161	ENSMMUG00000004579	7	17047653	17089704	ortholog_one2one	98.8201	98.8201	100		0.0056	0.411	1
MGP_CAROLIEiJ_G0022484	19	780418	787099	ENSMMUG00000018524	14	6788948	6791725	ortholog_one2many	72.6908	86.1905	100	100.00	0.0719	0.8861	1
MGP_CAROLIEiJ_G0030791	8	1018691	1024886												
MGP_CAROLIEiJ_G0028035	5	140774020	140776296	ENSMMUG00000004507	17	7312371	7313630	ortholog_one2one	55.9387	89.5705	75	100.00	0.0556	1.0116	1
MGP_CAROLIEiJ_G0033586	X	157937027	158034255	ENSMMUG00000020179	X	9517237	9700970	ortholog_one2one	97.0464	34.4828	0	46.15	0.0176	0.5409	0
MGP_CAROLIEiJ_G0031290	8	75405308	75407358												
MGP_CAROLIEiJ_G0032274	9	54278542	54285446	ENSMMUG00000012972	7	52059264	52067252	ortholog_one2one	86.6525	86.4693	100	100.00	0.089	0.8283	1
MGP_CAROLIEiJ_G0031951	9	30840109	30887555	ENSMMUG00000007938	14	119090300	119096336	ortholog_one2one	97.327	97.0219	75	100.00	0.0126	0.3899	1
MGP_CAROLIEiJ_G0020750	16	35848291	35875094												
MGP_CAROLIEiJ_G0021522	17	32288982	32302995	ENSMMUG00000015679	4	31825977	31844264	ortholog_one2one	69.2042	68.8073	100	80.08	0.1914	0.7197	1
MGP_CAROLIEiJ_G0020709	16	33026104	33086130	ENSMMUG00000016379	2	43652434	43744299	ortholog_one2one	97.7528	97.026	100	100.00	0.0093	0.3238	1
MGP_CAROLIEiJ_G0020196	15	88303295	88328755	ENSMMUG00000000204	11	41785341	41823304	ortholog_one2one	83.6601	83.6601	100	100.00	0.0908	1.104	1
MGP_CAROLIEiJ_G0032894	X	1865699	1871798	ENSMMUG00000010620	X	49312439	49318719	ortholog_one2one	97.7778	97.7778	100		0.0089	0.5057	1
MGP_CAROLIEiJ_G0020217	15	91540998	91597511	ENSMMUG00000006727	11	46057982	46165078	ortholog_one2one	89.5981	87.3272	100	43.29	0.0524	0.6985	1
MGP_CAROLIEiJ_G0013956	1	9565162	9602897	ENSMMUG00000012513	8	68867645	68897592	ortholog_one2one	84.0278	84.0278	100		0.1012	0.464	1
MGP_CAROLIEiJ_G0033043	X	41184553	41224602	ENSMMUG00000004954	X	124010238	124050488	ortholog_one2one	92.1569	92.0065	100	49.96	0.0422	0.27	1
MGP_CAROLIEiJ_G0027491	5	98420257	98521566	ENSMMUG00000008003	1	89806157	89902752	ortholog_one2one	97.5093	97.5093	100	57.08	0.0129	0.7389	1
MGP_CAROLIEiJ_G0023553	2	47266016	47290934	ENSMMUG00000017781	12	37827619	37840831	ortholog_one2one	63.8376	56.1688	100	6.94	0.2594	0.978	1
MGP_CAROLIEiJ_G0016714	11	69171892	69184699	ENSMMUG00000012825	16	3058573	3059499	ortholog_one2one	45.3704	17.3759	0		0.5367	17.0027	0
MGP_CAROLIEiJ_G0014615	1	125796850	125804863	ENSMMUG00000008713	1	163462395	163469516	ortholog_one2one	86.3354	87.4214	100	100.00	0.0638	0.4967	1
MGP_CAROLIEiJ_G0030889	8	16489555	16496808	ENSMMUG00000016065	19	48608360	48611744	ortholog_one2many	28.103	26.3158	0		0.9014	1.6464	0
MGP_CAROLIEiJ_G0016010	11	248133	279617	ENSMMUG00000022397	10	73054446	73074146	ortholog_one2one	79.8246	97.3262	100	72.86	0.0128	0.3063	1
MGP_CAROLIEiJ_G0024198	2	114399598	114657663	ENSMMUG00000022777	7	20229078	20567465	ortholog_one2one	93.6842	92.228	100	70.83	0.0391	0.4181	1
MGP_CAROLIEiJ_G0025672	3	131080982	131131332	ENSMMUG00000006829	5	98574246	98628625	ortholog_one2one	92.5	92.5	100	99.99	0.0378	0.5057	1
MGP_CAROLIEiJ_G0021900	17	75757787	75791074	ENSMMUG00000002338	13	39020914	39061406	ortholog_one2one	86.2126	95.7565	100	33.98	0.0211	0.4085	1
MGP_CAROLIEiJ_G0021411	17	29920344	29923010	ENSMMUG00000019918	19	8674896	8678500	ortholog_one2one	52.8428	39.7985	100	65.93	0.4322	1.2143	0
MGP_CAROLIEiJ_G0024184	2	114015643	114026370	ENSMMUG00000017070	7	19771274	19783655	ortholog_one2one	79.6651	78.2609	100	100.00	0.1103	0.3643	1
MGP_CAROLIEiJ_G0031586	8	103161015	103176301												
MGP_CAROLIEiJ_G0016434	11	54186647	54189622												
MGP_CAROLIEiJ_G0027221	5	46787668	46822196	ENSMMUG00000004458	5	24768938	24810361	ortholog_one2one	93.5564	93.3251	100		0.0347	0.5469	1
MGP_CAROLIEiJ_G0029814	7	62120335	62150889	ENSMMUG00000002703	X	133275582	133275881	ortholog_one2many	74.6479	53.5354	0		0.1371	0.4387	0
MGP_CAROLIEiJ_G0017757	12	50465677	50490206	ENSMMUG00000003530	7	96497234	96533654	ortholog_one2one	98.234	98.234	100	100.00	0.0086	0.4895	1
MGP_CAROLIEiJ_G0017653	12	22978085	22991635	ENSMMUG00000015969	13	6802500	6876694	ortholog_one2one	81.2155	81.6667	100	72.28	0.1094	0.7315	1
MGP_CAROLIEiJ_G0028175	6	24377161	24392940	ENSMMUG00000018478	3	154988242	154998199	ortholog_one2one	88.2236	88.4	100	98.01	0.0632	0.5359	1
MGP_CAROLIEiJ_G0022820	19	20292188	20319033												
MGP_CAROLIEiJ_G0018761	13	84769450	85054404	ENSMMUG00000003577	6	78741989	79060357	ortholog_one2one	64.9289	74.4565	100	56.86	0.1429	0.535	1
MGP_CAROLIEiJ_G0031940	9	27220278	27260516												
MGP_CAROLIEiJ_G0024127	2	111720865	111744999	ENSMMUG00000017165	7	16777457	16802862	ortholog_one2one	88.5417	20.5066	100	100.00	0.0585	0.6672	0
MGP_CAROLIEiJ_G0020712	16	33118801	33138524	ENSMMUG00000047586	2	43584555	43613435	ortholog_one2one	97.2222	97.2222	100		0.0137	0.138	1
MGP_CAROLIEiJ_G0017962	12	79624940	79661349	ENSMMUG00000002911	7	137402954	137436199	ortholog_one2one	61.6254	68.2316	100	100.00	0.1981	0.4575	1
MGP_CAROLIEiJ_G0022465	19	72429	132198	ENSMMUG00000001780	14	5758693	5836053	ortholog_one2one	86.8047	86.8047	100		0.0655	1.0539	1
MGP_CAROLIEiJ_G0019410	14	55091317	55098315	ENSMMUG00000010180	8	8940572	9057752	ortholog_one2one	71.3158	61.5909	100	93.24	0.2044	0.9703	1
MGP_CAROLIEiJ_G0021795	17	53548165	53578196	ENSMMUG00000005698	19	6507574	6529716	ortholog_one2one	74.7253	77.2727	100		0.1273	1.1656	1
MGP_CAROLIEiJ_G0018221	13	8597374	8670595	ENSMMUG00000010073	1	213171390	213275871	ortholog_one2one	92.3384	91.4624	100	77.40	0.0401	0.4657	1
MGP_CAROLIEiJ_G0024955	3	33672026	33798717	ENSMMUG00000011810	5	124513805	124701984	ortholog_one2one	91.0259	90.9894	75	97.91	0.0473	0.8548	1
MGP_CAROLIEiJ_G0017554	11	117014373	117016836	ENSMMUG00000044068	16	76247462	76249316	ortholog_one2one	26.8139	51.8293	0		0.2947	1.1469	0
MGP_CAROLIEiJ_G0028353	6	43159056	43162594												
MGP_CAROLIEiJ_G0018856	13	97402441	97504737	ENSMMUG00000007683	6	64110835	64262115	ortholog_one2one	86.6207	88.5755	100	61.31	0.058	0.419	1
MGP_CAROLIEiJ_G0014849	1	161211144	161229017	ENSMMUG00000003775	1	136289151	136398327	ortholog_one2one	54.7059	59.4249	75	3.44	0.2877	0.5982	1
MGP_CAROLIEiJ_G0025030	3	55238895	55242584												
MGP_CAROLIEiJ_G0020427	16	3068624	3671166	ENSMMUG00000003458	20	6034767	7781698	ortholog_one2one	77.2182	69.0987	100	94.17	0.187	0.846	1
MGP_CAROLIEiJ_G0033152	X	68508854	68576547	ENSMMUG00000011478	X	147001672	147049664	ortholog_one2one	96.7213	96.248	100		0.0168	0.7181	1
MGP_CAROLIEiJ_G0032073	9	37129258	37151317	ENSMMUG00000000343	14	116476775	116505112	ortholog_one2one	80.4651	98.8571	75	94.90	0.005	0.7386	1
MGP_CAROLIEiJ_G0015679	10	78701231	78799949	ENSMMUG00000009236	11	106663516	106783632	ortholog_one2one	97.3214	97.3214	100	93.62	0.0126	0.1786	1
MGP_CAROLIEiJ_G0033052	X	42371473	42372432												
MGP_CAROLIEiJ_G0015353	10	54657249	54694752												
MGP_CAROLIEiJ_G0018083	12	99657986	99665432												
MGP_CAROLIEiJ_G0027873	5	130156288	130183798	ENSMMUG00000007375	3	126231642	126262323	ortholog_one2one	92.4699	93.3131	100		0.0364	0.7445	1
MGP_CAROLIEiJ_G0016286	11	45128929	45131077												
MGP_CAROLIEiJ_G0026910	4	145776364	145795322	ENSMMUG00000013866	1	400795	439931	ortholog_one2one	95.3333	83.871	100	97.23	0.024	1.1565	1
MGP_CAROLIEiJ_G0020951	16	85327085	85406755	ENSMMUG00000004624	3	13941063	14045700	ortholog_one2one	88.6745	88.8958	100	28.61	0.0589	0.5347	1
MGP_CAROLIEiJ_G0019623	14	112903556	113536656	ENSMMUG00000002875	17	83407081	84094945	ortholog_one2one	98.0159	98.0159	50	29.88	0.0093	0.1729	0
MGP_CAROLIEiJ_G0016356	11	49229794	49290466	ENSMMUG00000016909	6	129651710	129714416	ortholog_one2one	86.7036	86.7036	100	52.91	0.085	0.4419	1
MGP_CAROLIEiJ_G0017500	11	115390012	115408486	ENSMMUG00000001285	16	74281961	74297324	ortholog_one2one	65.9763	76.8966	100	71.48	0.1481	0.848	1
MGP_CAROLIEiJ_G0033042	X	41120889	41172913	ENSMMUG00000008785	X	123940669	123964215	ortholog_one2one	77.8626	77.0393	75	100.00	0.1273	0.4481	1
MGP_CAROLIEiJ_G0016208	11	31387269	31416776	ENSMMUG00000012516	6	166729891	166764454	ortholog_one2one	90.9091	90.9091	100	66.59	0.0472	0.57	1
MGP_CAROLIEiJ_G0018738	13	71784394	72207016	ENSMMUG00000002508	6	91132527	91605589	ortholog_one2one	73.1918	73.0196	100	52.73	0.1604	0.4273	1
MGP_CAROLIEiJ_G0021781	17	53193106	53195421	ENSMMUG00000028920	19	5836187	5839071	ortholog_one2one	78.1513	72.093	100		0.1155	0.9629	1
MGP_CAROLIEiJ_G0026617	4	123925305	123938230	ENSMMUG00000016874	1	24919134	24930949	ortholog_one2one	99.4135	99.4135	100		0.0027	0.2855	1
MGP_CAROLIEiJ_G0030499	7	129429995	129433650												
MGP_CAROLIEiJ_G0021791	17	53364258	53420024	ENSMMUG00000011967	19	6162461	6287165	ortholog_one2one	87.7266	86.9986	75	42.61	0.0597	1.3333	1
MGP_CAROLIEiJ_G0015972	10	121535328	121536351												
MGP_CAROLIEiJ_G0023829	2	81738838	81739761												
MGP_CAROLIEiJ_G0020232	15	92145931	92146988												
MGP_CAROLIEiJ_G0015032	1	178105522	178779933												
MGP_CAROLIEiJ_G0027465	5	95773716	96062706	ENSMMUG00000008342	5	84357819	84695894	ortholog_one2one	93.1174	96.8421	75	62.94	0.0192	0.4693	1
MGP_CAROLIEiJ_G0018041	12	97394985	97409991												
MGP_CAROLIEiJ_G0026533	4	119486909	119508926	ENSMMUG00000015650	1	31119845	31151161	ortholog_one2one	95.935	95.935	100	100.00	0.0182	0.4579	1
MGP_CAROLIEiJ_G0020724	16	34008457	34029525	ENSMMUG00000013543	2	42746244	42784549	ortholog_one2one	84.507	84.6262	100	4.13	0.0885	0.5803	1
MGP_CAROLIEiJ_G0028553	6	79451830	79472381	ENSMMUG00000045955	3	111593811	111594845	ortholog_one2many	62.5714	75.7785	0		0.1417	0.8031	0
MGP_CAROLIEiJ_G0028553	6	79451830	79472381	ENSMMUG00000011383	2	113793571	113794932	ortholog_one2many	71.4286	81.9672	0		0.1092	0.6391	0
MGP_CAROLIEiJ_G0028553	6	79451830	79472381	ENSMMUG00000009739	13	75211249	75227714	ortholog_one2many	88.5714	89.8551	100	72.36	0.0561	0.6956	1
MGP_CAROLIEiJ_G0031804	9	14302731	14386546	ENSMMUG00000005207	14	82569465	82625027	ortholog_one2one	82.0413	78.2984	25		0.0959	0.639	0
MGP_CAROLIEiJ_G0019239	14	44302180	44319609	ENSMMUG00000014077	5	111394805	111396642	ortholog_one2many	74.475	86.1682	0		0.0796	0.4324	0
MGP_CAROLIEiJ_G0019239	14	44302180	44319609	ENSMMUG00000015004	7	82722459	82788955	ortholog_one2many	94.6688	93.9103	100	100.00	0.0274	0.399	1
MGP_CAROLIEiJ_G0026093	4	57666455	57672578	ENSMMUG00000013147	5	184351310	184351666	ortholog_one2many	96.6102	96.6102	0		0.0181	0.4014	0
MGP_CAROLIEiJ_G0026093	4	57666455	57672578	ENSMMUG00000049051	15	24813023	24822437	ortholog_one2many	96.6102	96.6102	100		0.018	0.3834	1
MGP_CAROLIEiJ_G0029562	7	30319700	30329505	ENSMMUG00000004843	19	30941803	30952353	ortholog_one2one	72.0183	63.8211	100	100.00	0.1451	1.8973	1
MGP_CAROLIEiJ_G0017987	12	81593465	81628654												
MGP_CAROLIEiJ_G0016467	11	55727806	55739863												
MGP_CAROLIEiJ_G0015170	10	19177838	19431509	ENSMMUG00000005745	4	133929053	134210125	ortholog_one2one	96.7533	93.2707	100	100.00	0.0163	0.4066	1
MGP_CAROLIEiJ_G0018968	14	9232481	9292979	ENSMMUG00000014790	2	182528730	182596743	ortholog_one2one	85.7143	85.3211	100	48.67	0.087	0.4729	1
MGP_CAROLIEiJ_G0015002	1	172460485	172511865	ENSMMUG00000011142	1	142499657	142571685	ortholog_one2one	50.9585	45.1202	75	100.00			0
MGP_CAROLIEiJ_G0031244	8	70066905	70298491	ENSMMUG00000005522	5	146084942	146344519	ortholog_one2one	92.6471	87.9888	75	52.59	0.0435	0.5106	1
