Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
MGP_CAROLIEiJ_G0015750	10	89180624	89202960	ENSPTRG00000022791	12	96189069	96227381	ortholog_one2one	69.0141	63.2258	100		0.1932	1.1815	1
MGP_CAROLIEiJ_G0015847	10	112772102	112823756	ENSPTRG00000005187	12	23343943	23426719	ortholog_one2one	74.7126	76.4706	75	100.00	0.1437	0.5879	1
MGP_CAROLIEiJ_G0026824	4	139864453	139894657	ENSPTRG00000000113	1	8573434	8600142	ortholog_one2one	82.8105	82.2943	100	64.75	0.0896	0.9337	1
MGP_CAROLIEiJ_G0030664	7	143056890	143076271	ENSPTRG00000045471	11	80038	107224	ortholog_one2one	77.1318	49.8747	100	83.46	0.1658	0.7224	0
MGP_CAROLIEiJ_G0015331	10	52340922	52360869	ENSPTRG00000018565	6	126520050	126544635	ortholog_one2one	91.3462	20.9713	50	100.00	0.0421	0.4134	0
MGP_CAROLIEiJ_G0018489	13	42376552	42505910	ENSPTRG00000017759	6	18589231	18670839	ortholog_one2one	88.0399	87.4587	75	63.14	0.0677	0.5568	1
MGP_CAROLIEiJ_G0030558	7	132560632	132771043	ENSPTRG00000003008	10	123855600	124113685	ortholog_one2one	31.5278	82.9982	100	99.56	0.0908	0.4847	0
MGP_CAROLIEiJ_G0024823	2	171400829	171407444	ENSPTRG00000007525	16	21096	27371	ortholog_one2one	100	100	0		0	0	0
MGP_CAROLIEiJ_G0015432	10	67048157	68495464	ENSPTRG00000048830	10	54666355	55535775	ortholog_one2one	84.4008	83.6233	50	20.42	0.0874	0.7251	0
MGP_CAROLIEiJ_G0018726	13	69513848	69623148	ENSPTRG00000017093	5	95992862	96105167	ortholog_one2one	68.5676	65.3603	25	42.21	0.2048	0.5792	0
MGP_CAROLIEiJ_G0014835	1	160243238	160373622	ENSPTRG00000001603	1	140841918	140913888	ortholog_one2one	96.0187	95.9064	100	76.78	0.0217	0.4565	1
MGP_CAROLIEiJ_G0016117	11	16217542	16246773	ENSPTRG00000011985	2A	66358747	66395509	ortholog_one2one	89.5833	88.9098	100	62.02	0.0582	0.5525	1
MGP_CAROLIEiJ_G0022578	19	2705324	2706068												
MGP_CAROLIEiJ_G0022972	19	38933212	38955437	ENSPTRG00000045507	10	99198743	99214108	ortholog_one2one	98.8024	98.8024	100	100.00	0.005	0.6309	1
MGP_CAROLIEiJ_G0015799	10	104456355	104458728	ENSPTRG00000043613	12	78330355	78331569	ortholog_one2one	83.3333	85.396	100	6.74	0.0586	0.6661	1
MGP_CAROLIEiJ_G0016278	11	44679489	44727640	ENSPTRG00000017635	5	180920296	180983838	ortholog_one2one	97.8006	97.8006	100	59.29	0.0101	0.5329	1
MGP_CAROLIEiJ_G0025358	3	89975252	89979742	ENSPTRG00000001250	1	128194901	128211790	ortholog_one2one	98.4906	98.4906	100		0.0056	0.2492	1
MGP_CAROLIEiJ_G0022378	18	65020383	65044627	ENSPTRG00000009890	18	4150809	4188216	ortholog_one2one	76.9893	75.2101	75	78.05	0.1372	0.6218	1
MGP_CAROLIEiJ_G0023498	2	32688414	32689355												
MGP_CAROLIEiJ_G0015506	10	72223474	72282316	ENSPTRG00000013968	21	30522497	30628247	ortholog_one2one	89.5155	89.4444	100	32.80	0.0589	0.6354	1
MGP_CAROLIEiJ_G0028344	6	43013944	43038846												
MGP_CAROLIEiJ_G0018172	12	107592280	107597630	ENSPTRG00000049215	14	90857488	90867402	ortholog_one2one	87.0192	64.1844	100		0.0742	1.299	1
MGP_CAROLIEiJ_G0027933	5	132126240	132136454												
MGP_CAROLIEiJ_G0022652	19	5969133	5984343	ENSPTRG00000003789	11	62781804	62784824	ortholog_one2one	80.8219	80.8219	100	100.00	0.1133	0.352	1
MGP_CAROLIEiJ_G0032439	9	72334393	72369969	ENSPTRG00000007084	15	32782791	32847673	ortholog_one2one	98.481	95.11	75	23.71	0.0068	0.5782	1
MGP_CAROLIEiJ_G0016393	11	53220807	53232215	ENSPTRG00000047488	1	228354455	228369681	ortholog_one2one	36.3985	40.0844	75		0.613	0.9574	0
MGP_CAROLIEiJ_G0029474	7	28386262	28394785	ENSPTRG00000010928	19	40368489	40379571	ortholog_one2many	82.598	74.2291	100	100.00	0.1312	0.8609	1
MGP_CAROLIEiJ_G0029474	7	28386262	28394785	ENSPTRG00000051298	KV421295.1	196972	206551	ortholog_one2many	94.6078	94.1463	100	100.00	0.0281	0.6178	1
MGP_CAROLIEiJ_G0026778	4	134528829	134532253	ENSPTRG00000030826	1	12135046	12157239	ortholog_one2many	60.8309	50.3685	100		0.273	0.6961	1
MGP_CAROLIEiJ_G0023476	2	30988193	31056740	ENSPTRG00000021311	9	99134083	99236772	ortholog_one2one	80.6769	80.9893	100	99.60	0.1154	0.5326	1
MGP_CAROLIEiJ_G0015535	10	73668185	73674235												
MGP_CAROLIEiJ_G0022067	18	29150524	29262907	ENSPTRG00000012435	2B	14252245	14356245	ortholog_one2one	96.4662	96.0329	100	97.60	0.0174	0.3659	1
MGP_CAROLIEiJ_G0025402	3	91688245	91714759	ENSPTRG00000001219	1	111333075	111374416	ortholog_one2one	83.6773	83.6773	50		0.0935	0.5041	0
MGP_CAROLIEiJ_G0015224	10	29735357	29746758	ENSPTRG00000018535	6	120241586	120258347	ortholog_one2one	71.049	71.049	25	73.17	0.1923	0.5554	0
MGP_CAROLIEiJ_G0031422	8	86843211	86866460	ENSPTRG00000008173	16	48717372	48738690	ortholog_one2one	89.1933	87.5934	100	100.00	0.053	0.7008	1
MGP_CAROLIEiJ_G0030298	7	111040278	111041210	ENSPTRG00000003323	11	7743656	7744600	ortholog_one2many	74.5161	73.5669	75		0.1615	0.7184	1
MGP_CAROLIEiJ_G0021807	17	53706403	53708819	ENSPTRG00000043305	19	6814633	6819776	ortholog_one2one	27.2727	33.2016	100		0.7706	2.0422	0
MGP_CAROLIEiJ_G0024111	2	110115144	110178668	ENSPTRG00000006905	15	18878238	18973098	ortholog_one2one	89.3082	83.7264	100	100.00	0.0573	0.5322	1
MGP_CAROLIEiJ_G0028442	6	52445092	52484246	ENSPTRG00000019197	7	54790399	54856599	ortholog_one2one	89.1111	89.1111	25	35.02	0.0547	0.5673	0
MGP_CAROLIEiJ_G0028723	6	108455744	108468114	ENSPTRG00000039733	3	10029770	10044327	ortholog_one2one	98.8095	95.9538	100	7.39	0.0079	0.4986	1
MGP_CAROLIEiJ_G0015583	10	74380160	74387466	ENSPTRG00000010209	19	1566074	1582505	ortholog_one2one	95.4386	93.4708	100	10.15	0.0234	1.7328	1
MGP_CAROLIEiJ_G0025228	3	83011471	83015794	ENSPTRG00000001369	1	132042561	132046400	ortholog_one2one	84.9315	84.9315	100		0.0873	0.5605	1
MGP_CAROLIEiJ_G0025140	3	80539165	80556027	ENSPTRG00000001478	1	134943363	135009222	ortholog_one2one	85.7322	86.0553	100	78.93	0.0786	0.6471	1
MGP_CAROLIEiJ_G0027351	5	80320043	80332075	ENSPTRG00000022603	4	61533963	61557609	ortholog_one2one	66.1049	66.9829	25		0.2282	0.8556	0
MGP_CAROLIEiJ_G0018883	13	103674727	103679310	ENSPTRG00000028710	5	56024258	56024731	ortholog_one2one	55.7692	55.414	100	100.00	0.3096	0.8251	1
MGP_CAROLIEiJ_G0028152	6	20726857	20794517	ENSPTRG00000044872	KV420898.1	399709	448424	ortholog_many2many	71.3846	67.4419	0	95.11	0.166	0.526	1
MGP_CAROLIEiJ_G0028152	6	20726857	20794517	ENSPTRG00000022535	7	129354785	129473325	ortholog_many2many	72.9231	37.3817	75	22.56	0.1851	0.5142	0
MGP_CAROLIEiJ_G0022348	18	61218707	61235472	ENSPTRG00000010047	18	54990530	55011184	ortholog_one2one	92.6655	92.8315	100	16.02	0.0367	0.6174	1
MGP_CAROLIEiJ_G0020890	16	79464274	79472132	ENSPTRG00000013809	21	12033793	12051785	ortholog_one2many	74.0741	67.2269	100		0.1653	0.5807	1
MGP_CAROLIEiJ_G0020890	16	79464274	79472132	ENSPTRG00000044388	Y	25624002	25626042	ortholog_one2many	61.1111	65.3465	0		0.1729	0.487	0
MGP_CAROLIEiJ_G0019176	14	41016914	41035553	ENSPTRG00000006385	14	41593711	41615944	ortholog_one2one	84.2975	84.5304	100		0.0821	0.319	1
MGP_CAROLIEiJ_G0014034	1	30982558	31018480	ENSPTRG00000012235	2A	95710453	95755678	ortholog_one2one	91.8051	94.4191	100	100.00	0.0302	0.3886	1
MGP_CAROLIEiJ_G0014259	1	67840235	67857862	ENSPTRG00000012915	2B	109176782	109189539	ortholog_one2one	88.6731	88.1029	100	100.00	0.0612	0.5948	1
MGP_CAROLIEiJ_G0030211	7	107471667	107472620												
MGP_CAROLIEiJ_G0032521	9	87238782	87265488	ENSPTRG00000015500	3	150860446	150884201	ortholog_one2one	79.1789	70.3125	75	47.42	0.123	0.6112	1
MGP_CAROLIEiJ_G0025581	3	113315829	113382096	ENSPTRG00000000987	1	97286995	97378449	ortholog_one2one	93.609	91.7127	100	45.62	0.0445	0.3561	1
MGP_CAROLIEiJ_G0024657	2	156595852	156602683	ENSPTRG00000013554	20	47299400	47322822	ortholog_one2one	55.4217	51.6854	50		0.3445	0.8309	0
MGP_CAROLIEiJ_G0023805	2	81192390	81194445	ENSPTRG00000047047	11	55773369	55774307	ortholog_many2many	67.2727	59.2949	50		0.2032	0.7322	0
MGP_CAROLIEiJ_G0023805	2	81192390	81194445	ENSPTRG00000052210	11	55793995	55794933	ortholog_many2many	67.2727	59.2949	50		0.2049	0.7038	0
MGP_CAROLIEiJ_G0025938	4	37584956	37588736	ENSPTRG00000020915	9	36501263	36507089	ortholog_one2one	84.3023	86.5672	100	100.00	0.0788	0.4734	1
MGP_CAROLIEiJ_G0027386	5	83554775	83556061												
MGP_CAROLIEiJ_G0033078	X	46201527	46201898												
MGP_CAROLIEiJ_G0027568	5	105376250	105378648												
MGP_CAROLIEiJ_G0020485	16	12094452	12133441	ENSPTRG00000052265	1	10740612	10741232	ortholog_one2one	51.7241	86.2069	0		0.0629	0.5125	0
MGP_CAROLIEiJ_G0027962	5	135259697	135263932	ENSPTRG00000045383	7	4003554	4005758	ortholog_one2one	84.2679	78.7482	75	1.18	0.0837	0.4887	1
MGP_CAROLIEiJ_G0023347	2	24051207	24088921	ENSPTRG00000021532	9	113427270	113473627	ortholog_one2one	98.3505	98.3505	100	100.00	0.0069	0.6714	1
MGP_CAROLIEiJ_G0032829	9	117086825	117124132	ENSPTRG00000014797	3	43501319	43554635	ortholog_one2one	79.1352	78.8107	100	55.90	0.1201	0.6019	1
MGP_CAROLIEiJ_G0028700	6	102990931	103028598	ENSPTRG00000014566	3	3919549	3921699	ortholog_one2one	95.3911	95.3911	100	100.00	0.0225	0.6447	1
MGP_CAROLIEiJ_G0019370	14	50849631	50856112	ENSPTRG00000047295	13	10710375	10716868	ortholog_one2one	93.2203	93.2203	50		0.0331	0.7801	0
MGP_CAROLIEiJ_G0032210	9	48936775	48994406	ENSPTRG00000050494	11	110460979	110538402	ortholog_one2one	89.9225	91.8552	100	67.13	0.0421	0.4296	1
MGP_CAROLIEiJ_G0022295	18	54652915	54720476	ENSPTRG00000017199	5	127972255	128078121	ortholog_one2one	94.015	93.3939	100	27.47	0.0318	0.3911	1
MGP_CAROLIEiJ_G0015517	10	72793992	72848078	ENSPTRG00000010609	19	15898364	15968063	ortholog_one2one	95.3654	94.8582	100		0.0233	0.7308	1
MGP_CAROLIEiJ_G0032917	X	2341816	2354542	ENSPTRG00000047836	X	48588077	48603113	ortholog_one2one	97.18	97.18	100		0.0131	0.2798	1
MGP_CAROLIEiJ_G0024365	2	132534058	132586155	ENSPTRG00000013258	20	13608350	13678601	ortholog_one2one	79.81	78.8732	100	100.00	0.1145	0.5466	1
MGP_CAROLIEiJ_G0018719	13	68959338	68976023												
MGP_CAROLIEiJ_G0024615	2	155281098	155298066	ENSPTRG00000013515	20	45890698	45923568	ortholog_one2one	98.0926	98.0926	100	100.00	0.0081	0.5364	1
MGP_CAROLIEiJ_G0022831	19	21628396	21629256												
MGP_CAROLIEiJ_G0029339	7	23814169	23818705	ENSPTRG00000052742	19	45595157	45600873	ortholog_one2one	53.3019	49.5614	100		0.3262	1.1606	0
MGP_CAROLIEiJ_G0015857	10	114171590	114208000	ENSPTRG00000005174	12	25173335	25223245	ortholog_one2one	92.8669	92.8669	100	43.90	0.0375	0.7053	1
MGP_CAROLIEiJ_G0015938	10	120819694	120851662	ENSPTRG00000005081	12	33664203	33691424	ortholog_one2one	96.7024	94.2169	100	100.00	0.0161	0.3457	1
MGP_CAROLIEiJ_G0031415	8	86547070	86570280	ENSPTRG00000008165	16	48377814	48417404	ortholog_one2one	83.5429	83.6384	100	100.00	0.0869	1.0633	1
MGP_CAROLIEiJ_G0014963	1	168279325	168358856	ENSPTRG00000030083	1	224325477	224480086	ortholog_one2one	61.5854	36.9963	100	16.12	0.2078	0.6089	0
MGP_CAROLIEiJ_G0020865	16	61260301	61274561	ENSPTRG00000015123	3	89003428	89021657	ortholog_one2one	94.3218	94.3218	100	100.00	0.028	0.5404	1
MGP_CAROLIEiJ_G0033226	X	85616944	85617936												
MGP_CAROLIEiJ_G0029713	7	47305431	47308119	ENSPTRG00000011278	19	51335295	51339446	ortholog_one2one	98.0676	98.0676	100	100.00	0.0087	1.0571	1
MGP_CAROLIEiJ_G0020771	16	41623812	41659186	ENSPTRG00000030162	3	115942430	115973703	ortholog_many2many	37.0492	41.6974	25	9.96	0.4888	0.8127	0
MGP_CAROLIEiJ_G0020771	16	41623812	41659186	ENSPTRG00000015223	3	116050223	116102691	ortholog_many2many	56.3934	49.4253	75	59.96	0.3268	0.5256	0
MGP_CAROLIEiJ_G0029480	7	28481245	28506538	ENSPTRG00000010920	19	40227232	40257476	ortholog_one2one	71.8254	71.8254	75	84.90	0.1613	0.7656	1
MGP_CAROLIEiJ_G0023591	2	57156592	57239212	ENSPTRG00000024079	2B	52075925	52158489	ortholog_one2one	85.3947	84.7258	100	100.00	0.0837	0.418	1
MGP_CAROLIEiJ_G0015821	10	109211066	109267318	ENSPTRG00000049179	12	72519872	72587658	ortholog_one2one	93.8095	93.8095	100	98.47	0.0269	0.3669	1
MGP_CAROLIEiJ_G0029141	7	1683648	1691294	ENSPTRG00000011518	19	58027725	58035878	ortholog_one2one	86.2	86.8952	100		0.0685	1.227	1
MGP_CAROLIEiJ_G0020545	16	14892116	14911372	ENSPTRG00000014070	22	6502831	6530188	ortholog_one2one	79.2453	77.4908	100	100.00	0.12	1.3865	1
MGP_CAROLIEiJ_G0028745	6	109754538	109967611	ENSPTRG00000014625	3	11582607	11851345	ortholog_one2one	86.9096	91.4773	100	87.78	0.0419	0.6133	1
MGP_CAROLIEiJ_G0017165	11	96120076	96124888	ENSPTRG00000009173	17	16002142	16007280	ortholog_one2many	95.1501	95.3704	100		0.0228	0.6731	1
MGP_CAROLIEiJ_G0017165	11	96120076	96124888	ENSPTRG00000008819	17	40797553	40807091	ortholog_one2many	85.6813	84.897	25		0.069	0.695	0
MGP_CAROLIEiJ_G0015590	10	74562532	74572892	ENSPTRG00000049033	19	1853354	1855962	ortholog_one2one	36.6534	79.3103	100		0.1084	1.2688	0
MGP_CAROLIEiJ_G0016439	11	54357197	54382334	ENSPTRG00000002198	1	226993985	227024082	ortholog_one2one	80.1549	80.7805	50		0.1069	0.9102	0
MGP_CAROLIEiJ_G0018463	13	37327019	37457214	ENSPTRG00000017729	6	12099095	12256176	ortholog_one2one	48.4613	48.0868	100	30.23	0.1969	0.6394	0
MGP_CAROLIEiJ_G0032746	9	106148863	106163659	ENSPTRG00000014856	3	47702546	47712593	ortholog_one2one	91.5033	90.9091	100	98.91	0.0318	0.657	1
MGP_CAROLIEiJ_G0030858	8	11406882	11428347	ENSPTRG00000031045	8	2124117	2125988	ortholog_one2one	79.1469	80.4173	100		0.0998	1.3216	1
MGP_CAROLIEiJ_G0027029	5	20162962	20397365	ENSPTRG00000019892	7	156247097	156443266	ortholog_one2many	83.6631	84.0918	50	15.06	0.0833	0.4351	0
MGP_CAROLIEiJ_G0027029	5	20162962	20397365	ENSPTRG00000051436	KV420955.1	271963	489727	ortholog_one2many	83.7039	83.6356	100	5.39	0.0846	0.4402	1
MGP_CAROLIEiJ_G0019676	15	8360200	8376084	ENSPTRG00000048895	5	81666723	81685278	ortholog_one2many	92.9134	92.9134	75	0.39	0.0286	0.7892	1
MGP_CAROLIEiJ_G0019676	15	8360200	8376084	ENSPTRG00000041644	8	11175134	11175517	ortholog_one2many	88.189	88.189	0		0.0584	0.6775	0
MGP_CAROLIEiJ_G0020497	16	13362215	13362961	ENSPTRG00000014125	22	8644733	8645975	ortholog_one2many	50	30.9524	25		0.4365	1.1486	0
MGP_CAROLIEiJ_G0020014	15	73419707	73445888	ENSPTRG00000014365	22	24830133	24893951	ortholog_one2one	97.5962	96.8974	100	100.00	0.0164	0.8298	1
MGP_CAROLIEiJ_G0015540	10	73736854	73745343	ENSPTRG00000010160	19	566012	581517	ortholog_one2one	92.6518	93.2476	100		0.0269	1.0395	1
MGP_CAROLIEiJ_G0031082	8	55374306	55748153	ENSPTRG00000016579	4	170770776	171267485	ortholog_one2one	89.9083	89.9083	100	26.06	0.0497	0.3657	1
MGP_CAROLIEiJ_G0019004	14	13818306	14216501	ENSPTRG00000002649	10	75348891	75914946	ortholog_one2one	90.8587	90.6077	100	78.25	0.0481	0.3782	1
MGP_CAROLIEiJ_G0031481	8	96540147	96587554	ENSPTRG00000008227	16	58204709	58262734	ortholog_one2one	79.5244	79.8409	100	45.59	0.115	0.3339	1
MGP_CAROLIEiJ_G0028234	6	33000220	33045165	ENSPTRG00000019752	7	143758003	143816343	ortholog_one2one	96.2094	96.2094	100	92.59	0.0185	0.4355	1
MGP_CAROLIEiJ_G0022866	19	27047906	27050138	ENSPTRG00000046546	9	6402263	6410241	ortholog_one2one	36.7965	67.4603	100		0.2208	0.5155	0
MGP_CAROLIEiJ_G0027630	5	108509059	108513031												
MGP_CAROLIEiJ_G0030763	7	147480553	147489219	ENSPTRG00000003991	11	68874867	68887588	ortholog_one2one	84.5481	84.5481	50		0.0742	1.7698	0
MGP_CAROLIEiJ_G0019831	15	54757302	54792721	ENSPTRG00000043511	8	128969697	128970629	ortholog_one2one	92.5806	92.5806	25	100.00	0.0364	1.2273	1
MGP_CAROLIEiJ_G0028515	6	70121986	70150210	ENSPTRG00000012121	2A	86111860	86147955	ortholog_one2one	93.5374	79.4798	50	100.00	0.033	0.5624	1
MGP_CAROLIEiJ_G0016734	11	70226752	70277148	ENSPTRG00000008539	17	1829771	1900696	ortholog_one2one	86.0616	86.2013	100	59.77	0.0714	0.6349	1
MGP_CAROLIEiJ_G0025316	3	88788953	88837705	ENSPTRG00000001291	1	129519500	129562766	ortholog_one2one	87.9487	87.9487	100	28.12	0.0588	0.3821	1
MGP_CAROLIEiJ_G0015908	10	120101617	120106013	ENSPTRG00000005114	12	32831913	32833127	ortholog_one2one	68.593	67.5743	100		0.2061	0.9622	1
MGP_CAROLIEiJ_G0022087	18	31598534	31626653	ENSPTRG00000017137	5	112424384	112468475	ortholog_one2one	87.8307	64.5914	50		0.0633	0.5642	0
MGP_CAROLIEiJ_G0019981	15	72395845	72402168	ENSPTRG00000014323	22	23549608	23558297	ortholog_one2one	90.9091	90.9091	100	100.00	0.0515	0.7793	1
MGP_CAROLIEiJ_G0019299	14	46999787	47003128	ENSPTRG00000006194	14	7815346	7818228	ortholog_one2one	84.739	84.4	100		0.085	0.7215	1
MGP_CAROLIEiJ_G0020139	15	81588802	81726384	ENSPTRG00000014518	22	35303889	35688355	ortholog_one2one	76	52.4862	100	92.70	0.1857	1.0383	1
MGP_CAROLIEiJ_G0027223	5	47054272	47163392	ENSPTRG00000015966	4	26166592	26282656	ortholog_one2one	86.7311	87.1139	100	100.00	0.0703	0.4643	1
MGP_CAROLIEiJ_G0023131	2	20599	136699	ENSPTRG00000002320	10	15976453	16136142	ortholog_one2one	91.4798	79.8434	50	78.92	0.0422	0.5881	1
MGP_CAROLIEiJ_G0016414	11	53609390	53619238	ENSPTRG00000000624	1	42615740	42626897	ortholog_one2one	76.6423	78.3582	0		0.146	0.5686	0
MGP_CAROLIEiJ_G0026732	4	130743406	130755736	ENSPTRG00000000228	1	15629121	15648491	ortholog_one2one	77.0677	75.0916	100	95.32	0.1502	0.8071	1
MGP_CAROLIEiJ_G0023147	2	1808511	1817037	ENSPTRG00000002301	10	13585049	13616252	ortholog_one2one	80.4348	80.4348	100	53.58	0.1081	0.786	1
MGP_CAROLIEiJ_G0016350	11	48799764	48914139	ENSPTRG00000044897	5	132316393	132342877	ortholog_one2many	83.9187	78.1411	100	8.95	0.0823	0.4811	1
MGP_CAROLIEiJ_G0023053	19	43831597	43837649	ENSPTRG00000002915	10	104955840	104963042	ortholog_one2one	85.879	85.1429	100		0.0767	1.0113	1
MGP_CAROLIEiJ_G0018511	13	45633904	45647579												
MGP_CAROLIEiJ_G0018947	14	1655701	1899274	ENSPTRG00000015064	3	59945376	60255776	ortholog_one2one	78.0415	64.6192	75	85.76	0.1316	0.5788	1
MGP_CAROLIEiJ_G0014247	1	66318235	66320665	ENSPTRG00000043551	20	46118365	46118622	ortholog_one2one	69.5652	83.1169	0		0.0464	0.8373	0
MGP_CAROLIEiJ_G0015005	1	172766875	172895637	ENSPTRG00000002014	1	202377081	202520688	ortholog_one2one	91.2245	91.411	100	100.00	0.0436	0.399	1
MGP_CAROLIEiJ_G0018969	14	9346710	9411742	ENSPTRG00000014699	3	26163378	26233939	ortholog_one2one	96.2779	95.7434	100	23.68	0.0169	0.4245	1
MGP_CAROLIEiJ_G0023041	19	43266421	43325752	ENSPTRG00000049387	10	104194498	104270913	ortholog_one2one	78.7013	82.337	100	46.93	0.1048	0.5321	1
MGP_CAROLIEiJ_G0014333	1	76235572	76236556												
MGP_CAROLIEiJ_G0024734	2	164290010	164299823	ENSPTRG00000013645	20	58328609	58338375	ortholog_one2many	77.3684	76.5625	100	28.77	0.1335	0.8152	1
MGP_CAROLIEiJ_G0024734	2	164290010	164299823	ENSPTRG00000050986	10	28257185	28257858	ortholog_one2many	63.6842	59.6059	0		0.2063	1.0619	0
MGP_CAROLIEiJ_G0022671	19	6176401	6188027	ENSPTRG00000003768	11	62530271	62544685	ortholog_one2many	98.3982	98.3982	100		0.0098	0.4003	1
MGP_CAROLIEiJ_G0022671	19	6176401	6188027	ENSPTRG00000039432	7	137606181	137607493	ortholog_one2many	95.4233	96.7517	0		0.0177	0.404	0
MGP_CAROLIEiJ_G0027667	5	113603350	113634442	ENSPTRG00000005481	12	116232697	116269665	ortholog_one2one	86.2328	85.4839	100	70.79	0.072	0.8313	1
MGP_CAROLIEiJ_G0019613	14	111279154	111500835	ENSPTRG00000005998	13	85317408	85607871	ortholog_one2one	86.9822	86.4706	100	92.49	0.0719	0.5016	1
MGP_CAROLIEiJ_G0030000	7	100036108	100057832	ENSPTRG00000004112	11	78172866	78209383	ortholog_one2one	88.9734	87.8049	75	86.84	0.0712	0.4104	1
MGP_CAROLIEiJ_G0015462	10	70188618	70232891	ENSPTRG00000014284	22	18799107	18836235	ortholog_one2many	78.7879	78.9074	25		0.1286	0.6094	0
MGP_CAROLIEiJ_G0029573	7	33424297	33424762												
MGP_CAROLIEiJ_G0021162	17	19651552	19655856	ENSPTRG00000051587	KV421252.1	84413	89797	ortholog_one2many	96.4602	92.3729	25	64.21	0.0115	0.602	0
MGP_CAROLIEiJ_G0021162	17	19651552	19655856	ENSPTRG00000040245	2B	50112670	50113023	ortholog_one2many	94.6903	91.453	0		0.0192	0.5713	0
MGP_CAROLIEiJ_G0021162	17	19651552	19655856	ENSPTRG00000007663	16	2989279	2995036	ortholog_one2many	95.5752	67.0807	75	66.23	0.0153	0.6091	1
MGP_CAROLIEiJ_G0021162	17	19651552	19655856	ENSPTRG00000052761	11	130592837	130593193	ortholog_one2many	89.3805	85.5932	0		0.043	0.8554	0
MGP_CAROLIEiJ_G0021162	17	19651552	19655856	ENSPTRG00000051186	13	10032928	10033284	ortholog_one2many	78.7611	85.5769	0		0.0419	0.8943	0
MGP_CAROLIEiJ_G0031432	8	87343029	87367790	ENSPTRG00000050550	1	151502443	151503701	ortholog_one2many	34.9206	34.375	0				0
MGP_CAROLIEiJ_G0031432	8	87343029	87367790	ENSPTRG00000008185	16	49413246	49440314	ortholog_one2many	47.3545	41.6279	75	58.56			0
MGP_CAROLIEiJ_G0032885	X	1721018	1736727	ENSPTRG00000021890	X	49421153	49437074	ortholog_one2one	79.6729	74.7807	100	100.00	0.0701	0.5664	1
MGP_CAROLIEiJ_G0028962	6	129823719	129824763												
MGP_CAROLIEiJ_G0019481	14	61542295	61547029	ENSPTRG00000020056	8	21550398	21556475	ortholog_one2one	93.9698	93.9698	100	96.68	0.0296	0.6405	1
MGP_CAROLIEiJ_G0029005	6	134933384	134980891	ENSPTRG00000004730	12	15584041	15589222	ortholog_one2one	91.5663	91.5663	75	100.00	0.046	0.5996	1
MGP_CAROLIEiJ_G0020722	16	33921270	33977994	ENSPTRG00000015280	3	124827173	124913324	ortholog_one2one	75.9728	75.2524	100	93.53	0.1515	0.6799	1
MGP_CAROLIEiJ_G0022738	19	9359302	9360354	ENSPTRG00000003698	11	59515500	59516429	ortholog_one2one	89.9676	89.9676	100	18.71	0.0534	0.4628	1
MGP_CAROLIEiJ_G0018089	12	100079016	100081353	ENSPTRG00000030674	14	81459967	81464803	ortholog_one2one	56.2874	66.1972	100	100.00	0.1833	0.905	1
MGP_CAROLIEiJ_G0029820	7	65363800	65366443	ENSPTRG00000051237	10	98672890	98673729	ortholog_one2one	66.7845	67.7419	0		0.2033	0.9076	0
MGP_CAROLIEiJ_G0025752	3	146913060	146935566	ENSPTRG00000000871	1	75822941	75869407	ortholog_one2one	79.3349	81.068	100	85.89	0.1092	1.0267	1
MGP_CAROLIEiJ_G0031865	9	17255618	17261632												
MGP_CAROLIEiJ_G0033160	X	68781791	68789802												
MGP_CAROLIEiJ_G0024519	2	146728777	146805337	ENSPTRG00000013410	20	35455494	35463710	ortholog_one2one	84.6154	85.9935	75	100.00	0.0724	0.5016	1
MGP_CAROLIEiJ_G0028418	6	50301551	50440142	ENSPTRG00000019051	7	30682054	30813337	ortholog_one2one	56.6731	55.1789	100	79.91	0.3096	0.5875	1
MGP_CAROLIEiJ_G0033361	X	107564912	107638355	ENSPTRG00000022075	X	87047352	87199174	ortholog_one2one	87.7266	87.6045	100	65.77	0.0673	0.5088	1
MGP_CAROLIEiJ_G0031851	9	16893734	16898124	ENSPTRG00000010460	19	10645323	10649888	ortholog_one2one	96.875	96.875	100	100.00	0.0175	1.084	1
MGP_CAROLIEiJ_G0033390	X	123185644	123237830	ENSPTRG00000022100	X	100856176	100901244	ortholog_one2one	90.4374	92.8945	50	100.00	0.039	0.4068	1
MGP_CAROLIEiJ_G0018129	12	105749239	105833251	ENSPTRG00000006748	14	88220014	88364767	ortholog_one2one	83.4793	89.7677	100	100.00	0.0566	0.8318	1
MGP_CAROLIEiJ_G0015240	10	32718023	32723594	ENSPTRG00000018517	6	117457735	117463913	ortholog_one2one	69.5793	64.759	100		0.1839	1.3782	1
MGP_CAROLIEiJ_G0030575	7	134222924	134338963	ENSPTRG00000003027	10	125577810	125756408	ortholog_one2one	88.2199	89.1534	100	100.00	0.0515	0.6848	1
