Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Human gene stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human chromosome/scaffold end (bp)	Human homology type	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human Gene-order conservation score	Human Whole-genome alignment coverage	dN with Human	dS with Human	Human orthology confidence [0 low, 1 high]
ENSMUSG00000078866	2	177464733	177478129												
ENSMUSG00000094786	2	177498215	177509763												
ENSMUSG00000044066	11	20227037	20249429	ENSG00000011523	2	65056366	65087004	ortholog_one2one	62.2101	60.2378	100	100.00	0.2679	0.4761	1
ENSMUSG00000071229	14	122034674	122038420	ENSG00000126953	X	101345659	101349196	ortholog_one2many	74.2268	74.2268	0		0.1431	1.2897	0
ENSMUSG00000007050	17	34981862	34985891	ENSG00000204392	6	31797396	31806984	ortholog_one2one	71.7557	98.9474	100	100.00	0.0048	0.41	1
ENSMUSG00000027257	2	91255954	91264679	ENSG00000165912	11	47177525	47186443	ortholog_one2one	94.3396	94.3396	100	100.00	0.0262	0.8731	1
ENSMUSG00000078865	2	177569204	177578210												
ENSMUSG00000078864	2	177759288	177770472												
ENSMUSG00000020541	11	90643465	90688366	ENSG00000141198	17	54899387	54961956	ortholog_one2one	77.5819	64.7059	100	98.03	0.1295	0.4614	1
ENSMUSG00000031633	8	46206797	46211284	ENSG00000151729	4	185143241	185150382	ortholog_one2one	94.9664	94.9664	100	100.00	0.0208	0.4179	1
ENSMUSG00000029788	6	30611010	30631745	ENSG00000158525	7	130344816	130368730	ortholog_one2one	84.1743	84.1743	100	100.00	0.0928	0.6253	1
ENSMUSG00000020544	11	90638173	90644931	ENSG00000166260	17	54951902	54968785	ortholog_one2one	84	83.6957	100	97.28	0.1053	0.4342	1
ENSMUSG00000095362	2	177831791	177840336												
ENSMUSG00000025544	14	122107038	122159604	ENSG00000125304	13	99446311	99564006	ortholog_one2one	95.4683	95.3243	100	100.00	0.0201	0.4107	1
ENSMUSG00000049422	10	75933130	75937747	ENSG00000250479	22	23765834	23768443	ortholog_one2one	86.9565	80.5369	100	100.00	0.067	0.6595	1
ENSMUSG00000000901	10	75923222	75936496	ENSG00000099953	22	23768226	23784316	ortholog_one2one	81.0976	81.7623	100	100.00	0.0994	0.6217	1
ENSMUSG00000050157	10	75937723	75940672	ENSG00000169314	22	23763021	23765861	ortholog_one2one	35.7616	34.3949	75	100.00	0.711	1.3589	0
ENSMUSG00000032449	9	97074961	97111157	ENSG00000114120	3	140941830	140980961	ortholog_one2one	96.1415	96.1415	100	98.98	0.0201	0.3576	1
ENSMUSG00000101523	1	156524012	156526664	ENSG00000101266	20	472498	543835	ortholog_many2many	98.7212	98.7212	0		0.0059	0.2241	0
ENSMUSG00000101523	1	156524012	156526664	ENSG00000254598	11	11351942	11353357	ortholog_many2many	97.1867	97.1867	0	100.00	0.0131	0.206	1
ENSMUSG00000020142	11	20302180	20332713	ENSG00000115902	2	64988477	65023865	ortholog_one2one	89.8496	89.8496	100	100.00	0.0586	0.5636	1
ENSMUSG00000047171	8	46292039	46294671	ENSG00000187821	4	185018841	185020804	ortholog_one2one	92.5	91.7355	100	100.00	0.0351	0.7539	1
ENSMUSG00000007029	17	35000987	35016322	ENSG00000204394	6	31777518	31795953	ortholog_one2one	93.4283	93.3544	100	99.87	0.0331	0.569	1
ENSMUSG00000026596	1	156558786	156649568	ENSG00000143322	1	179099327	179229684	ortholog_one2one	94.0778	94.0778	75	99.48	0.0314	0.3454	1
ENSMUSG00000012117	4	133969028	134000918	ENSG00000117682	1	26432282	26471294	ortholog_one2one	92.4925	92.2156	100	94.07	0.0377	0.5321	1
ENSMUSG00000074521	2	177897096	177905784												
ENSMUSG00000074529	2	177903340	177925613												
ENSMUSG00000030306	6	148232430	148444389	ENSG00000133687	12	29500840	29784759	ortholog_one2one	82.3779	87.9819	100	99.00	0.0618	0.6825	1
ENSMUSG00000054446	6	30639218	30645363	ENSG00000091704	7	130380339	130388114	ortholog_one2one	81.8616	81.8616	100	100.00	0.0906	0.8299	1
ENSMUSG00000078862	2	177935993	177957297												
ENSMUSG00000074519	2	178023284	178034022												
ENSMUSG00000000903	10	75943057	75949657	ENSG00000128218	22	23752743	23754468	ortholog_one2one	66.6667	66.6667	50	93.33	0.2374	1.2765	1
ENSMUSG00000078861	2	178067695	178078476												
ENSMUSG00000037325	3	36573142	36613477	ENSG00000138686	4	121824440	121870497	ortholog_one2one	91.7483	91.7483	100	100.00	0.0422	0.5084	1
ENSMUSG00000033255	10	75954514	76009591												
ENSMUSG00000046755	11	91575315	91577558	ENSG00000141200	17	53822901	53825213	ortholog_one2one	78.4431	77.8603	100	100.00	0.123	0.8209	1
ENSMUSG00000049764	10	76032650	76043234	ENSG00000275004	22	22484421	22509154	ortholog_one2one	67.603	66.4825	0	100.00	0.2237	0.6468	1
ENSMUSG00000056158	11	93098028	93601749	ENSG00000154975	17	51630313	52160017	ortholog_one2one	100	100	100	96.01	0	0	1
ENSMUSG00000020226	10	76057494	76110961	ENSG00000100191	22	32218476	32255341	ortholog_one2many	76.6667	76.783	25	1.31	0.1324	0.6204	0
ENSMUSG00000047295	15	91838265	91861438												
ENSMUSG00000040029	6	148770683	148831467	ENSG00000133704	12	30628988	30695986	ortholog_one2one	92.2772	89.8746	75	99.08	0.0427	0.6135	1
ENSMUSG00000027525	2	178118975	178338492	ENSG00000087495	20	59577509	59847711	ortholog_one2one	82.6476	82.6476	50	100.00	0.1057	0.6081	1
ENSMUSG00000018796	8	46471037	46536051	ENSG00000151726	4	184755595	184826818	ortholog_one2one	84.6924	84.8138	100	100.00	0.0807	0.4753	1
ENSMUSG00000032451	9	97349562	97369958	ENSG00000155890	3	140678039	140701150	ortholog_one2one	86.9986	86.9986	100	100.00	0.065	0.834	1
ENSMUSG00000049800	11	20543253	20653021	ENSG00000179833	2	64631621	64751005	ortholog_one2one	84.1424	82.8026	100	100.00	0.0796	0.4188	1
ENSMUSG00000025545	14	122181704	122402234	ENSG00000125246	13	99606669	99897134	ortholog_one2one	86.0947	85.5882	100	100.00	0.0784	0.51	1
ENSMUSG00000060519	1	156653617	156674356	ENSG00000186283	1	179081377	179098023	ortholog_one2one	67.7922	65.7431	100	100.00	0.2133	0.7944	1
ENSMUSG00000032452	9	97444395	98033181	ENSG00000158258	3	139935185	140577397	ortholog_one2one	90.7868	91.8325	100	100.00	0.0476	0.5824	1
ENSMUSG00000041703	14	122456795	122465677	ENSG00000139800	13	99962964	99971909	ortholog_one2one	83.9228	78.733	100	100.00	0.0872	0.3988	1
ENSMUSG00000049659	11	20685084	20741589	ENSG00000119844	2	64524305	64593005	ortholog_one2one	79.377	78.953	100	100.00	0.1133	0.3592	1
ENSMUSG00000020229	10	76147451	76189265	ENSG00000100191	22	32218476	32255341	ortholog_one2many	78.6585	78.3005	25	100.00	0.1292	0.6078	1
ENSMUSG00000054079	11	93859243	93885766	ENSG00000011260	17	51260528	51297936	ortholog_one2one	80.6159	80.036	100	100.00	0.1046	0.4049	1
ENSMUSG00000029455	5	121566027	121593824	ENSG00000111275	12	111766887	111817529	ortholog_one2one	94.7977	95.1644	75	96.97	0.0228	0.8768	1
ENSMUSG00000030309	6	148842492	148896237	ENSG00000110888	12	30709552	30754951	ortholog_one2one	78.6615	75.3018	50	99.63	0.1061	0.3592	1
ENSMUSG00000007030	17	35016579	35026741	ENSG00000204396	6	31765590	31777294	ortholog_one2one	82.2671	82.2671	100	100.00	0.1125	0.4633	1
ENSMUSG00000036185	17	35025959	35028016	ENSG00000228727	6	31762799	31764851	ortholog_one2one	71.2329	58.427	100	100.00	0.1986	0.589	1
ENSMUSG00000027255	2	91264974	91276931	ENSG00000149182	11	47164299	47177125	ortholog_one2one	90.2622	92.5144	100	100.00	0.0363	0.4342	1
ENSMUSG00000060445	2	178345293	178407685	ENSG00000196074	20	59863563	59933655	ortholog_one2one	63.8667	62.6144	50	100.00	0.2322	0.5745	1
ENSMUSG00000040591	2	91275068	91444704	ENSG00000149179	11	46936689	47164385	ortholog_one2one	93.6556	91.9881	100	98.81	0.0323	0.4891	1
ENSMUSG00000061524	14	122475435	122479852	ENSG00000043355	13	99981772	99986773	ortholog_one2one	98.1096	97.5564	100	100.00	0.0118	0.7961	1
ENSMUSG00000020230	10	76207222	76237865	ENSG00000160310	21	46635167	46665124	ortholog_one2one	79.5789	87.2979	50	97.10	0.0643	1.0382	1
ENSMUSG00000029790	6	30653457	30693749	ENSG00000106477	7	130393771	130442433	ortholog_one2one	87.1314	87.1314	100	100.00	0.0752	0.47	1
ENSMUSG00000059474	11	93885852	93946985	ENSG00000011258	17	51177425	51260163	ortholog_one2one	96.672	97.1338	100	100.00	0.0131	0.3312	1
ENSMUSG00000033557	1	156678532	156719086	ENSG00000116199	1	179025804	179076562	ortholog_one2one	97.3105	97.3105	75	100.00	0.0131	0.3758	1
ENSMUSG00000039985	6	148921035	148946467	ENSG00000139146	12	31280584	31327058	ortholog_one2one	97.7376	97.7376	50	96.22	0.0103	0.3269	1
ENSMUSG00000020231	10	76259429	76345291	ENSG00000160305	21	46458899	46569852	ortholog_one2one	93.79	93.2527	100	99.90	0.0346	0.5504	1
ENSMUSG00000033208	10	76253853	76261159	ENSG00000160307	21	46598962	46605208	ortholog_one2one	98.913	98.913	75	100.00	0.0106	6.2771	1
ENSMUSG00000007035	17	35028605	35046745	ENSG00000204410	6	31739948	31762834	ortholog_one2many	88.7155	88.503	100	100.00	0.0625	0.4451	1
ENSMUSG00000007035	17	35028605	35046745	ENSG00000255152	6	31740020	31764851	ortholog_one2many	88.7155	86.839	100	100.00	0.0625	0.4451	1
ENSMUSG00000049999	2	178411206	178414472	ENSG00000132825	20	59936668	59940297	ortholog_one2one	86.3799	80.602	75	100.00	0.074	1.4199	1
ENSMUSG00000091228	11	93949819	93968293	ENSG00000011052	17	51153590	51171744	ortholog_one2one	97.3783	97.3783	100	52.25	0.0151	0.6281	1
ENSMUSG00000020857	11	93949814	93956259	ENSG00000243678	17	51165435	51171747	ortholog_one2one	98.0263	98.0263	100	55.12	0.0116	0.5521	1
ENSMUSG00000037601	11	93956979	93968521	ENSG00000239672	17	51153536	51162428	ortholog_one2one	92.7632	79.661	100	54.04	0.0301	0.7068	1
ENSMUSG00000070476	2	178414524	178424428	ENSG00000196227	20	59933764	59948680	ortholog_one2one	61.4987	62.141	75	100.00	0.2504	0.8289	1
ENSMUSG00000030313	6	148988071	149101680	ENSG00000170456	12	31382223	31591097	ortholog_one2one	92.7786	90.2979	75	97.75	0.0376	0.4073	1
ENSMUSG00000039155	2	178430531	178487366	ENSG00000124215	20	59958427	60034011	ortholog_one2one	64.8755	59.4952	75	95.41	0.2352	0.5999	1
ENSMUSG00000007041	17	35049966	35058749	ENSG00000213719	6	31730581	31739763	ortholog_one2one	98.3402	98.3402	100	100.00	0.0074	0.5579	1
ENSMUSG00000007039	17	35059035	35062095	ENSG00000213722	6	31727038	31730617	ortholog_one2one	97.193	97.193	75	100.00	0.0158	0.4134	1
ENSMUSG00000039958	6	149139849	149151171	ENSG00000139160	12	31647160	31673114	ortholog_one2one	79.6078	77.4809	100	100.00	0.114	0.4042	1
ENSMUSG00000020859	11	93996091	94126085	ENSG00000008294	17	50962174	51120865	ortholog_one2one	96.6335	95.6094	100	100.00	0.0161	0.4104	1
ENSMUSG00000000305	2	179442431	179899373	ENSG00000179242	20	61252426	61940617	ortholog_one2one	92.552	92.2489	100	97.93	0.0358	1.326	1
ENSMUSG00000092586	17	35065388	35070050	ENSG00000204421	6	31718648	31721845	ortholog_one2one	84.127	84.8	75	100.00	0.0768	0.6014	1
ENSMUSG00000073414	17	35062693	35066184	ENSG00000204420	6	31718594	31726714	ortholog_one2one	70.2479	70.5394	75	100.00	0.1754	0.6227	1
ENSMUSG00000001151	10	76351263	76442786	ENSG00000160299	21	46324122	46445769	ortholog_one2one	60.9396	53.2674	100	94.87	0.2799	1.1104	1
ENSMUSG00000068250	6	149157147	149188712	ENSG00000151743	12	31671137	31729174	ortholog_one2one	76.3566	76.3566	100	83.18	0.1431	0.4526	1
ENSMUSG00000073413	17	35071443	35078065	ENSG00000244355	6	31715356	31717804	ortholog_one2one	61.4815	62.406	75	100.00	0.2005	0.5294	1
ENSMUSG00000013766	17	35076902	35078804	ENSG00000255552	6	31711771	31714065	ortholog_one2one	58.209	62.4	100	100.00	0.2323	0.8917	1
ENSMUSG00000039117	2	179912152	179976646	ENSG00000130699	20	61953469	62065810	ortholog_one2one	86.9482	83.5023	100	99.17	0.0688	0.4604	1
ENSMUSG00000034923	17	35080480	35085610	ENSG00000204424	6	31706885	31710595	ortholog_one2one	65.3333	65.9933	50	100.00	0.2241	0.4692	1
ENSMUSG00000032712	6	149309414	149335663	ENSG00000174718	12	31959370	31993107	ortholog_one2one	51.0191	44.419	75	94.20	0.3377	0.8218	0
ENSMUSG00000007036	17	35089263	35102987	ENSG00000204427	6	31686949	31703444	ortholog_one2one	96.0574	96.0574	75	100.00	0.0193	0.4644	1
ENSMUSG00000033126	10	76459567	76469114	ENSG00000182362	21	46286337	46297751	ortholog_one2one	76.2195	74.8503	100	100.00	0.1336	0.5587	1
ENSMUSG00000001150	10	76468927	76515857	ENSG00000160294	21	46235126	46286297	ortholog_one2one	78.691	78.3333	100	100.00	0.1277	0.6366	1
ENSMUSG00000009114	10	76449081	76461110	ENSG00000160298	21	46300181	46323875	ortholog_one2one	49.6296	41.6149	100	100.00	0.3294	0.6473	0
ENSMUSG00000039108	2	180024987	180035465	ENSG00000149657	20	62122461	62135378	ortholog_one2one	94.5455	94.5455	100	100.00	0.0257	0.4761	1
ENSMUSG00000034482	17	35108279	35111991	ENSG00000204428	6	31676684	31684040	ortholog_one2one	67.7852	67.3333	75	100.00	0.2405	0.8577	1
ENSMUSG00000037573	11	94211454	94215495	ENSG00000141232	17	50862223	50867978	ortholog_one2one	91.4365	95.942	100	100.00	0.0189	0.3548	1
ENSMUSG00000043807	17	35113948	35115428	ENSG00000263020	6	31666102	31673546	ortholog_one2many	59.2784	37.8289	75	100.00	0.303	0.7668	0
ENSMUSG00000043807	17	35113948	35115428	ENSG00000240053	6	31670167	31673776	ortholog_one2many	62.8866	60.6965	100	100.00	0.2576	0.6374	1
ENSMUSG00000044177	11	94235956	94246005	ENSG00000173714	17	50834650	50842348	ortholog_one2one	92.8196	92.0139	100	100.00	0.0339	0.9632	1
ENSMUSG00000094091	11	94281873	94286253	ENSG00000167117	17	50761029	50767557	ortholog_one2one	53.7931	54.9296	100	66.80	0.2591	0.8506	1
ENSMUSG00000027566	2	180036374	180042433	ENSG00000101182	20	62136735	62143440	ortholog_one2one	98.7903	98.7903	100	98.92	0.0058	0.4369	1
ENSMUSG00000003452	6	149408886	149563329	ENSG00000151746	12	32106835	32383633	ortholog_one2one	94.7305	81.1282	50	100.00	0.0303	0.5108	1
ENSMUSG00000024379	18	32815383	32819799	ENSG00000145777	5	111070062	111078024	ortholog_one2one	40.7143	35.8491	50	100.00	0.6306	0.6842	0
ENSMUSG00000094211	X	32941768	32942945												
ENSMUSG00000033949	18	46165302	46212607	ENSG00000152503	5	115124762	115180546	ortholog_one2one	92.4554	92.5824	100	100.00	0.0383	0.6269	1
ENSMUSG00000052026	18	60995381	61014199	ENSG00000011083	5	150189957	150222788	ortholog_one2one	97.6452	97.7987	100	100.00	0.0098	0.6051	1
ENSMUSG00000024427	18	38586268	38601268	ENSG00000187678	5	142310427	142326455	ortholog_one2one	92.6667	86.3354	75	100.00	0.032	0.6928	1
ENSMUSG00000024537	18	67641599	67654162	ENSG00000128789	18	12658043	12725740	ortholog_one2one	87.8788	87.8788	50	95.68	0.072	0.6304	1
ENSMUSG00000024481	18	46850039	46905446	ENSG00000172901	5	115962454	116027619	ortholog_one2one	67.2048	67.2727	100	100.00	0.2261	0.5212	1
ENSMUSG00000062328	18	75000477	75003381	ENSG00000265681	18	49488453	49492523	ortholog_one2one	99.4565	99.4565	100	63.21	0.0024	0.5853	1
ENSMUSG00000042680	18	21127201	21300138	ENSG00000141441	18	32124877	32470484	ortholog_one2one	91.21	91.21	75	99.43	0.0449	0.4714	1
ENSMUSG00000035765	18	75018772	75286966	ENSG00000141627	18	49041474	49461347	ortholog_one2one	94.7683	94.7683	100	97.26	0.0296	0.5859	1
ENSMUSG00000024042	17	31844248	31855792	ENSG00000142178	21	43414483	43427189	ortholog_one2many	81.3864	80.9706	75	100.00	0.0995	0.9369	1
ENSMUSG00000024042	17	31844248	31855792	ENSG00000275993	21	6111134	6123739	ortholog_one2many	81.3864	80.9706	0	100.00	0.1002	0.938	1
ENSMUSG00000051401	18	40258361	40531168	ENSG00000183775	5	144170832	144485686	ortholog_one2one	96.4871	96.2617	100	100.00	0.017	0.486	1
ENSMUSG00000095666	JH584296.1	41338	44417												
ENSMUSG00000095558	X	34160003	34161499												
ENSMUSG00000090700	17	32659410	32676687	ENSG00000186115	19	15878023	15898120	ortholog_one2many	77.2901	77.8846	0	34.44	0.1327	0.8169	0
ENSMUSG00000034300	18	34758906	34773760	ENSG00000120709	5	138331935	138349729	ortholog_one2one	94.402	94.6429	100	100.00	0.0288	0.1987	1
ENSMUSG00000095779	4	42466752	42589938	ENSG00000205108	9	34723055	34729467	ortholog_one2many	43.7632	15.5056	50	50.00	0.5128	0.5795	0
ENSMUSG00000079190	GL456211.1	167446	196478	ENSG00000135899	2	230167293	230225729	ortholog_one2many	27.3764	10.0982	0		0.8151	1.4923	0
ENSMUSG00000079016	8	72213494	72213636												
ENSMUSG00000079546	16	77588578	77602094												
ENSMUSG00000054321	18	14783245	14900359	ENSG00000141384	18	26225936	26391685	ortholog_one2one	79.1813	78.0854	100	99.63	0.1185	0.3444	1
ENSMUSG00000002274	17	25794571	25797136	ENSG00000103260	16	715115	719655	ortholog_one2one	81.0997	80.5461	100	100.00	0.1072	0.9471	1
ENSMUSG00000024142	17	24473550	24479078	ENSG00000167965	16	2204248	2209416	ortholog_one2one	97.2393	97.2393	75	100.00	0.0112	1.0502	1
ENSMUSG00000079834	GL456233.1	159647	334183	ENSG00000185973	X	155490115	155669944	ortholog_one2one	88.1235	88.1235	50	100.00	0.0633	0.4102	1
ENSMUSG00000037815	18	35118888	35254773	ENSG00000044115	5	138610967	138935034	ortholog_one2one	99.4481	99.4481	100	99.12	0.0031	0.3889	1
ENSMUSG00000024601	18	58659482	58679570	ENSG00000066583	5	129094751	129114028	ortholog_one2one	94.6128	94.2953	100	100.00	0.0294	0.615	1
ENSMUSG00000024194	17	26937973	26939478	ENSG00000112514	6	33416442	33418317	ortholog_one2one	86.4407	77.2727	100	100.00	0.096	0.5129	1
ENSMUSG00000039540	18	6603633	6638966												
ENSMUSG00000035051	17	80238304	80290476	ENSG00000163214	2	38797729	38875934	ortholog_one2one	86.7435	86.8687	100	100.00	0.0775	0.5404	1
ENSMUSG00000015126	17	25240170	25242798	ENSG00000007520	16	1349240	1351911	ortholog_one2one	73.6842	76.2821	100	100.00	0.1308	0.7686	1
ENSMUSG00000094035	4	137572083	137574569												
ENSMUSG00000095505	JH584296.1	195181	197903												
ENSMUSG00000078604	3	107631322	107633090												
ENSMUSG00000024965	19	6998958	7019469	ENSG00000149781	11	64206678	64223886	ortholog_one2one	93.5338	93.2534	100	100.00	0.0315	1.1003	1
ENSMUSG00000024526	18	67343564	67367794	ENSG00000176194	18	12254319	12277595	ortholog_one2one	83.4101	82.6484	100	98.53	0.0903	0.8931	1
ENSMUSG00000095742	JH584295.1	66	1479												
ENSMUSG00000042816	18	42578020	42579652	ENSG00000173250	5	146513103	146516190	ortholog_one2one	76.7773	77.327	100	100.00	0.1409	0.427	1
ENSMUSG00000024045	17	32303676	32321153	ENSG00000105127	19	15353385	15379798	ortholog_one2one	79.7671	79.1908	100	100.00	0.1152	0.6777	1
ENSMUSG00000073568	18	46925982	46934222	ENSG00000268223	5	116032324	116060118	ortholog_one2one	88.1579	88.1579	100	100.00	0.0656	0.8079	1
ENSMUSG00000095623	JH584294.1	4164	9702	ENSG00000258728	9	34646645	34657113	ortholog_many2many	26.6204	41.0714	25		0.0947	0.3861	0
ENSMUSG00000095623	JH584294.1	4164	9702	ENSG00000137070	9	34650702	34661892	ortholog_many2many	81.4815	83.4123	25	0.00	0.1012	0.4618	0
ENSMUSG00000044724	19	4139799	4145738	ENSG00000175514	11	67451301	67452729	ortholog_one2one	68.1018	74.0426	100	100.00	0.1724	0.9919	1
ENSMUSG00000047368	19	21653309	21685637	ENSG00000107362	9	71862452	71910931	ortholog_one2one	98.9583	97.2696	100	98.82	0.0078	0.5196	1
ENSMUSG00000024026	17	30592866	30612659	ENSG00000124767	6	38675925	38703141	ortholog_one2one	90.2174	90.2174	100	100.00	0.0548	1.0268	1
ENSMUSG00000024580	18	61712440	61726331	ENSG00000164284	5	149345430	149354583	ortholog_one2one	85.2679	84.8889	100	100.00	0.0788	0.4672	1
ENSMUSG00000072082	17	24223232	24251409	ENSG00000162063	16	2429394	2458854	ortholog_one2one	84.2986	83.3333	100	100.00	0.087	0.6849	1
ENSMUSG00000024668	19	10500513	10525209	ENSG00000167985	11	61430042	61447529	ortholog_one2one	90.8537	89.759	100	100.00	0.0469	0.3505	1
ENSMUSG00000033478	19	57361009	57389594	ENSG00000151553	10	114821744	114899832	ortholog_one2one	92.9319	92.8105	100	100.00	0.0392	0.7427	1
ENSMUSG00000031861	8	69822429	69831102	ENSG00000064547	19	19623668	19628930	ortholog_one2one	92.2414	91.453	100	100.00	0.0427	0.8172	1
ENSMUSG00000048832	19	10688815	10714419	ENSG00000167987	11	61130256	61161617	ortholog_one2one	81.8182	81.1268	100	100.00	0.118	0.6393	1
ENSMUSG00000049882	12	69577628	69583028	ENSG00000100483	14	50108632	50116600	ortholog_one2one	89.9123	89.5197	100	100.00	0.0531	0.4471	1
ENSMUSG00000094836	JH584299.1	4975	7356												
ENSMUSG00000057440	18	7347962	7626863	ENSG00000150054	10	28050993	28334486	ortholog_one2one	92.5347	92.5347	75	100.00	0.0356	0.5448	1
ENSMUSG00000091900	7	116082863	116084635	ENSG00000163002	2	183117513	183161680	ortholog_one2many	92.9231	92.638	0	0.00	0.0338	0.5634	0
ENSMUSG00000096445	17	23880876	23882853												
ENSMUSG00000023066	18	88971790	89131013	ENSG00000176225	18	70003031	70205945	ortholog_one2one	82.2102	82.2102	100	100.00	0.1056	0.4434	1
ENSMUSG00000096042	4	156349921	156354578												
ENSMUSG00000024271	18	24603961	24638830	ENSG00000134759	18	36129444	36180556	ortholog_one2one	77.497	72.2783	100	100.00	0.1245	0.6154	1
ENSMUSG00000024597	18	57878678	57946821	ENSG00000064651	5	128083766	128189688	ortholog_one2one	94.2786	93.8119	100	99.99	0.0299	0.3996	1
ENSMUSG00000024242	17	80580512	80728093	ENSG00000011566	2	39249266	39437312	ortholog_one2one	96.085	96.085	100	100.00	0.0193	0.5128	1
ENSMUSG00000063796	19	8591254	8611834	ENSG00000149452	11	62989154	63015839	ortholog_one2one	78.2123	77.4908	75	100.00	0.1307	0.5602	1
ENSMUSG00000095186	9	3023547	3025218												
ENSMUSG00000054745	18	24709040	24709348												
ENSMUSG00000041360	19	27388702	27429820	ENSG00000080608	9	2720469	2844241	ortholog_one2one	89.5062	89.5062	100	100.00	0.0544	0.5775	1
ENSMUSG00000051638	3	108940053	108940445												
ENSMUSG00000079416	5	98552695	98553744												
ENSMUSG00000096506	JH584293.1	103128	104629	ENSG00000172724	9	34689567	34691277	ortholog_one2many	65.3846	69.3878	25	0.00	0.2246	0.3186	0
ENSMUSG00000090485	2	152569338	152569538												
ENSMUSG00000091041	8	110082803	110102753												
ENSMUSG00000094351	X	31573106	31574283												
ENSMUSG00000091109	13	96490733	96491120												
ENSMUSG00000050996	18	9615524	9619478	ENSG00000177143	18	580357	582114	ortholog_one2one	90.6977	90.6977	50	100.00	0.0509	1.1095	1
ENSMUSG00000068606	18	60268301	60273267												
ENSMUSG00000024232	18	3507957	3516404	ENSG00000095739	10	28677342	28682939	ortholog_one2one	92.6923	92.6923	25	100.00	0.0318	0.5326	1
ENSMUSG00000096201	9	3036877	3038316												
ENSMUSG00000093996	4	42318334	42323929	ENSG00000205108	9	34723055	34729467	ortholog_one2many	44.6483	43.7453	25	0.00	0.4505	0.6123	0
ENSMUSG00000024491	18	42275353	42341542	ENSG00000275740	5	146203550	146339251	ortholog_one2many	89.9502	88.0234	100	99.33	0.0626	0.4684	1
ENSMUSG00000024491	18	42275353	42341542	ENSG00000091009	5	146203600	146289132	ortholog_one2many	94.6269	89.717	100	100.00	0.0265	0.3958	1
ENSMUSG00000095675	4	42255767	42256432	ENSG00000137077	9	34709005	34710124	ortholog_one2many	71.4286	70.8955	0	99.88	0.1742	0.5044	1
ENSMUSG00000091744	18	62662108	62662928												
ENSMUSG00000024644	18	84667470	84685633	ENSG00000133313	18	74495816	74523454	ortholog_one2one	91.1579	91.1579	100	100.00	0.0449	1.0031	1
ENSMUSG00000071202	17	25786580	25790513	ENSG00000162004	16	722582	726954	ortholog_one2one	47.1396	47.032	100	100.00	0.4601	1.3705	0
ENSMUSG00000094472	16	15317458	15318957												
ENSMUSG00000060019	8	106572966	106573461	ENSG00000137818	15	69452784	69456194	ortholog_one2many	94.7368	94.7368	0		0.0231	0.4259	0
ENSMUSG00000073173	X	56524742	56525432												
ENSMUSG00000092086	8	112013433	112015036												
ENSMUSG00000040446	18	24484962	24530204	ENSG00000141425	18	35984387	36067576	ortholog_one2one	98.7179	98.7179	100	95.77	0.0058	0.4246	1
ENSMUSG00000024518	18	65934639	65939089	ENSG00000134438	18	59267035	59274086	ortholog_one2one	87.1345	86.1272	100	100.00	0.0579	0.9211	1
ENSMUSG00000040247	19	4184358	4191047	ENSG00000175463	11	67403915	67410089	ortholog_one2one	88.5135	88.1166	100	100.00	0.0643	0.9607	1
ENSMUSG00000034681	17	24414675	24425895	ENSG00000205937	16	2253116	2268412	ortholog_one2one	100	100	100	100.00	0	0	1
ENSMUSG00000024645	18	84947294	84951524	ENSG00000075336	18	74148511	74160530	ortholog_one2one	69.2623	68.1452	75	97.13	0.1854	0.4881	1
ENSMUSG00000061654	GL456233.1	101352	106395	ENSG00000168939	X	155767812	155782459	ortholog_one2one	93.4028	93.4028	50	100.00	0.0318	0.2727	1
ENSMUSG00000075006	2	104068047	104068550												
ENSMUSG00000053846	18	74939322	74961263	ENSG00000101670	18	49560699	49599182	ortholog_one2one	80.2	80.2	100	100.00	0.1091	0.7131	1
ENSMUSG00000024594	18	57354733	57392719	ENSG00000164244	5	127517609	127555089	ortholog_one2one	86.0045	82.4675	100	100.00	0.0906	0.8562	1
ENSMUSG00000068181	6	95322112	95322210												
ENSMUSG00000024259	18	31580168	31609902	ENSG00000164209	5	110738136	110765161	ortholog_one2one	88.5167	88.5167	0	100.00	0.0573	0.4004	1
ENSMUSG00000062526	18	67225530	67245830	ENSG00000154889	18	11882622	11909223	ortholog_one2one	73.2998	73.4848	100	98.15	0.16	0.7225	1
ENSMUSG00000096528	18	3471630	3474315												
ENSMUSG00000041130	17	24669752	24682015	ENSG00000167962	16	1997654	2009823	ortholog_one2one	75.2203	80.4476	100	100.00	0.1077	0.866	1
ENSMUSG00000024937	19	5707376	5726317	ENSG00000173442	11	65576038	65592650	ortholog_one2one	59.1967	66.7761	100	96.97	0.2488	0.6967	1
ENSMUSG00000046139	19	11912399	11945096	ENSG00000166889	11	59636716	59668980	ortholog_one2one	96.4935	96.4935	100	100.00	0.0191	0.2451	1
ENSMUSG00000095234	4	42439378	42439966	ENSG00000187186	9	34664163	34666112	ortholog_one2many	86.2069	86.2069	25	0.00	0.0644	0.3513	0
ENSMUSG00000094352	X	31381959	31383918												
ENSMUSG00000064052	14	122434854	122451115												
ENSMUSG00000072963	11	53454804	53457110												
