Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gorilla gene stable ID	Gorilla chromosome/scaffold name	Gorilla chromosome/scaffold start (bp)	Gorilla chromosome/scaffold end (bp)	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	dN with Gorilla	dS with Gorilla	Gorilla orthology confidence [0 low, 1 high]
MGP_PahariEiJ_G0029872	7	104584532	104703133	ENSGGOG00000000112	14	85999143	86086587	ortholog_one2one	87.8991	47.9983	100		0.077	0.9253	0
MGP_PahariEiJ_G0015987	11	46924412	47091919	ENSGGOG00000001459	17	45203136	45393730	ortholog_one2one	89.4501	95.221	100	75.76	0.0248	0.5158	1
MGP_PahariEiJ_G0022136	2	70829632	70832453	ENSGGOG00000002217	7	27195785	27198520	ortholog_one2one	98.5185	98.5185	100		0.0062	0.2743	1
MGP_PahariEiJ_G0030952	9	44289090	44290924	ENSGGOG00000015903	19	418388	422110	ortholog_one2one	77.7778	75.4491	100		0.1134	1.6803	1
MGP_PahariEiJ_G0016041	11	56727613	56906741	ENSGGOG00000043123	17	60214541	60283996	ortholog_one2many	67.9276	66.3987	100	100.00	0.2273	0.4779	1
MGP_PahariEiJ_G0025437	3	85705824	85713504	ENSGGOG00000027505	11	36766099	36767682	ortholog_one2one	88.8046	88.8046	75	100.00	0.0553	0.4866	1
MGP_PahariEiJ_G0025104	3	58540916	58551638	ENSGGOG00000024973	2B	65752008	65766192	ortholog_one2one	84.2246	70	50	60.15	0.0857	0.6365	0
MGP_PahariEiJ_G0030703	9	9398705	9400621												
MGP_PahariEiJ_G0023348	21	3077631	3118632	ENSGGOG00000000103	6	161364900	161463312	ortholog_one2one	90.5063	70.098	100		0.0523	0.6533	1
MGP_PahariEiJ_G0020765	18	23428021	23509357	ENSGGOG00000009769	19	4774954	4894777	ortholog_one2one	82.5195	74.7788	100	83.08	0.092	1.3776	1
MGP_PahariEiJ_G0022067	2	62220191	62221123	ENSGGOG00000002620	7	143682231	143683163	ortholog_one2one	80.9677	80.9677	100		0.1124	0.6718	1
MGP_PahariEiJ_G0017057	13	61311958	61389356	ENSGGOG00000016499	4	45896835	45993723	ortholog_one2one	95.4839	95.4839	100	85.62	0.0227	0.6409	1
MGP_PahariEiJ_G0017514	14	25430727	25446274	ENSGGOG00000011060	5	137806839	137814744	ortholog_one2one	82.5215	78.4741	100	56.46	0.1096	0.5288	1
MGP_PahariEiJ_G0032066	X	136268354	136270291	ENSGGOG00000002780	X	21771023	21772957	ortholog_one2one	82.1705	82.2981	100	100.00	0.1068	1.0365	1
MGP_PahariEiJ_G0031756	X	70861126	72905943	ENSGGOG00000011624	X	31500933	33793236	ortholog_one2one	91.7075	91.5332	75	58.65	0.0424	0.3156	1
MGP_PahariEiJ_G0012790	1	3963464	3968928	ENSGGOG00000024985	19	34638297	34641008	ortholog_one2one	69.5652	81.0127	100	98.58	0.1125	0.525	1
MGP_PahariEiJ_G0015155	10	53094343	53102387												
MGP_PahariEiJ_G0019679	16	63257024	63424995	ENSGGOG00000000084	9	69605669	69832472	ortholog_one2one	93.2168	95.4188	75	37.20	0.0226	0.6452	1
MGP_PahariEiJ_G0020178	17	54435348	54440280	ENSGGOG00000007285	22	34512811	34516790	ortholog_one2one	76.5286	83.4409	100	40.11	0.0949	0.684	1
MGP_PahariEiJ_G0018357	14	69119530	69121853	ENSGGOG00000042970	CABD030168819.1	12216	12821	ortholog_one2one	95.0249	95.0249	0		0.0245	0.928	0
MGP_PahariEiJ_G0028426	6	17249253	17252792	ENSGGOG00000038280	9	96905573	96909130	ortholog_many2many	50	50.2488	75		0.4048	1.3448	1
MGP_PahariEiJ_G0028426	6	17249253	17252792	ENSGGOG00000043992	9	96894457	96898012	ortholog_many2many	50.495	50.7463	50	100.00	0.3969	1.1785	1
MGP_PahariEiJ_G0028426	6	17249253	17252792	ENSGGOG00000038730	9	96913179	96924173	ortholog_many2many	41.5842	42.8571	25		0.5479	1.4991	0
MGP_PahariEiJ_G0028333	6	2060911	2070348	ENSGGOG00000004200	9	81307069	81311708	ortholog_one2one	80	79.8077	100	100.00	0.1248	0.5185	1
MGP_PahariEiJ_G0016409	12	30832788	30870039	ENSGGOG00000001623	3	124401334	124449426	ortholog_one2one	64.1634	64.5197	100	79.29	0.2459	0.6809	1
MGP_PahariEiJ_G0022657	2	142204669	142232546	ENSGGOG00000009479	12	4294135	4322487	ortholog_one2one	92.7083	92.3875	100		0.0371	0.5746	1
MGP_PahariEiJ_G0013573	1	87829962	87940370	ENSGGOG00000010057	16	19107991	19202517	ortholog_one2many	70.4291	97.5397	50	46.71	0.0117	0.4339	0
MGP_PahariEiJ_G0013573	1	87829962	87940370	ENSGGOG00000006990	16	22100251	22122015	ortholog_one2many	13.9109	90.5694	0		0.055	0.3303	0
MGP_PahariEiJ_G0013573	1	87829962	87940370	ENSGGOG00000027126	16	22720637	22730896	ortholog_one2many	3.96283	84.3023	0		0.1041	0.9312	0
MGP_PahariEiJ_G0013704	1	96736875	96747088	ENSGGOG00000022032	16	30513144	30534484	ortholog_one2one	90.8517	96.6443	100		0.0134	0.7756	1
MGP_PahariEiJ_G0029293	7	1433142	1443977	ENSGGOG00000001057	2A	79951517	79962331	ortholog_one2one	97.2376	96.7033	100	100.00	0.0053	0.2919	1
MGP_PahariEiJ_G0020399	18	688475	702422	ENSGGOG00000037008	19	11852835	11853855	ortholog_one2many	19.8225	51.5385	50		0.3501	1.987	0
MGP_PahariEiJ_G0023964	22	28019100	28043172	ENSGGOG00000007739	8	52501303	52526266	ortholog_one2one	71.6088	71.3836	50	100.00	0.2022	0.52	1
MGP_PahariEiJ_G0024803	3	15342707	15351400	ENSGGOG00000004575	9	118393797	118402621	ortholog_one2one	42.6752	37.8531	100		0.5404	1.7538	0
MGP_PahariEiJ_G0016843	13	24208458	24215062	ENSGGOG00000012202	22	12802994	12809206	ortholog_one2many	74.2857	74.0933	100	100.00	0.1676	0.6383	1
MGP_PahariEiJ_G0016843	13	24208458	24215062	ENSGGOG00000025907	18	4981268	4985829	ortholog_one2many	67.2727	67.801	0		0.2344	0.8041	0
MGP_PahariEiJ_G0026895	4	93480850	93487151	ENSGGOG00000012453	1	115447697	115450550	ortholog_one2one	94.8276	94.8276	100	100.00	0.025	0.4556	1
MGP_PahariEiJ_G0023707	21	29725329	29735061												
MGP_PahariEiJ_G0029905	7	106173089	106208966	ENSGGOG00000015026	14	88263109	88306312	ortholog_one2one	77.8606	77.7365	100		0.1281	0.9342	1
MGP_PahariEiJ_G0022097	2	67289999	67295033												
MGP_PahariEiJ_G0031519	X	13412585	13417517	ENSGGOG00000012057	X	53295589	53313296	ortholog_one2many	30	41.9355	25		0.5722	0.5431	0
MGP_PahariEiJ_G0031519	X	13412585	13417517	ENSGGOG00000010688	X	48808915	48820179	ortholog_one2many	40.7692	21.5447	25		0.5244	1.3237	0
MGP_PahariEiJ_G0031519	X	13412585	13417517	ENSGGOG00000024103	X	48776540	48838022	ortholog_one2many	30.7692	21.8579	100		0.597	2.3286	0
MGP_PahariEiJ_G0031519	X	13412585	13417517	ENSGGOG00000026107	X	48999017	49008331	ortholog_one2many	41.5385	28.7234	50		0.5361	1.6041	0
MGP_PahariEiJ_G0031519	X	13412585	13417517	ENSGGOG00000016307	X	53233122	53241476	ortholog_one2many	32.3077	19.5349	0		0.8356	0.8151	0
MGP_PahariEiJ_G0022192	2	77807617	77896047	ENSGGOG00000041041	4	100439543	100441873	ortholog_one2one	57.8393	56.5722	100	56.60	0.3096	0.6167	1
MGP_PahariEiJ_G0026756	4	84781964	84796486												
MGP_PahariEiJ_G0023876	22	7428138	7436100	ENSGGOG00000038986	8	48478959	48499043	ortholog_one2one	80.7229	80.2395	100	100.00	0.1019	0.7698	1
MGP_PahariEiJ_G0017302	13	96637013	96680277												
MGP_PahariEiJ_G0022741	2	149575375	149599371	ENSGGOG00000000149	12	12178912	12200817	ortholog_one2one	64.4928	61.949	100	100.00	0.2554	0.6647	1
MGP_PahariEiJ_G0014988	10	39554414	39556467	ENSGGOG00000038631	11	118946598	118948863	ortholog_one2many	86.9565	86.9565	100	100.00	0.0736	0.5569	1
MGP_PahariEiJ_G0014988	10	39554414	39556467	ENSGGOG00000009084	7	45170852	45173117	ortholog_one2many	86.9565	86.9565	0		0.0736	0.5569	0
MGP_PahariEiJ_G0014557	1	163425330	163426456	ENSGGOG00000022826	11	1950143	1963618	ortholog_one2many	53.6364	29.5	0	50.00	0.4388	2.021	0
MGP_PahariEiJ_G0028270	5	162047785	162100729	ENSGGOG00000015130	1	193827672	193875556	ortholog_one2one	98.3718	98.3718	100	69.52	0.0074	0.3822	1
MGP_PahariEiJ_G0025499	3	95004069	95005005												
MGP_PahariEiJ_G0025861	3	131247584	131251709												
MGP_PahariEiJ_G0016707	12	87211853	87239555	ENSGGOG00000005007	21	30637160	30694422	ortholog_one2one	63.4146	59.633	100		0.1148	0.8162	1
MGP_PahariEiJ_G0031901	X	99008794	99080931	ENSGGOG00000002307	X	87271463	87407792	ortholog_one2one	87.8661	87.7437	50	67.46	0.066	0.4757	0
MGP_PahariEiJ_G0025036	3	47062722	47184769	ENSGGOG00000009408	2B	52344428	52455407	ortholog_one2one	89.5213	87.8173	100	100.00	0.0627	0.5642	1
MGP_PahariEiJ_G0014264	1	125084428	125085333	ENSGGOG00000043110	11	57497199	57498143	ortholog_one2many	72.7575	69.7452	50		0.1707	0.911	0
MGP_PahariEiJ_G0022778	2	153530186	153531637												
MGP_PahariEiJ_G0031946	X	114676917	114719914	ENSGGOG00000022939	X	102116186	102128846	ortholog_one2many	45.776	58.5427	50		0.3416	1.0212	0
MGP_PahariEiJ_G0031946	X	114676917	114719914	ENSGGOG00000016037	X	102324010	102332620	ortholog_one2many	57.5639	71.9902	75		0.1881	0.8246	1
MGP_PahariEiJ_G0014496	1	156354968	156368998	ENSGGOG00000025153	10	115617190	115630350	ortholog_one2one	91.6368	90.9846	100	31.40	0.0439	0.4213	1
MGP_PahariEiJ_G0015087	10	48604886	48653972	ENSGGOG00000003399	11	107847094	107953301	ortholog_one2one	90.1754	98.8462	100	1.97	0.0051	0.4935	1
MGP_PahariEiJ_G0017440	14	19270993	19271919												
MGP_PahariEiJ_G0021526	19	71494981	71650921	ENSGGOG00000006359	4	187495406	187672935	ortholog_one2one	95.625	98.9224	100	39.24	0.0061	0.528	1
MGP_PahariEiJ_G0022426	2	113896788	113931845	ENSGGOG00000034885	3	70020884	70056358	ortholog_one2one	87.3016	83.4915	75	100.00	0.069	0.6691	1
MGP_PahariEiJ_G0020173	17	54345658	54373065	ENSGGOG00000002854	22	34441180	34449416	ortholog_one2one	89.7727	89.7727	100		0.0505	0.7667	1
MGP_PahariEiJ_G0028251	5	156919030	157022876	ENSGGOG00000000960	1	200531987	200666269	ortholog_one2one	95.0943	94.9749	100	72.21	0.0239	0.6417	1
MGP_PahariEiJ_G0025198	3	70739809	70740753	ENSGGOG00000016262	11	56091909	56092791	ortholog_one2many	66.879	77.7778	75		0.1386	0.6808	1
MGP_PahariEiJ_G0030665	9	5965044	6124109	ENSGGOG00000008128	6	113504998	113623234	ortholog_one2one	78.4527	84.7961	100	88.40	0.0801	0.4257	1
MGP_PahariEiJ_G0023569	21	20741757	20744472	ENSGGOG00000013908	16	738553	739330	ortholog_one2one	38.1443	69.375	100	75.73	0.2145	1.0385	0
MGP_PahariEiJ_G0029223	6	105746603	105758144	ENSGGOG00000007020	1	2306128	2502797	ortholog_one2one	67.2072	34.569	100	2.36	0.2257	1.1619	0
MGP_PahariEiJ_G0016265	12	15022839	15037546												
MGP_PahariEiJ_G0029605	7	69366804	69410320	ENSGGOG00000003957	14	45016500	45069336	ortholog_one2one	88.9952	87.5294	100	82.89	0.0494	0.42	1
MGP_PahariEiJ_G0015063	10	45858287	45862071	ENSGGOG00000005167	11	111862801	111881424	ortholog_one2one	97.1429	97.1429	100		0.0133	0.372	1
MGP_PahariEiJ_G0013802	1	104317699	104373745	ENSGGOG00000006492	10	141972266	142033082	ortholog_one2one	84.4681	82.881	100	100.00	0.0813	0.6852	1
MGP_PahariEiJ_G0029808	7	97534032	97540083	ENSGGOG00000015423	14	77978663	77982926	ortholog_one2one	76.9759	63.2768	100		0.1293	0.8071	1
MGP_PahariEiJ_G0014885	10	33247660	33250029												
MGP_PahariEiJ_G0031079	9	46938608	46939570												
MGP_PahariEiJ_G0027498	5	52934263	52942067	ENSGGOG00000007105	2B	111564257	111575525	ortholog_one2one	45.4333	56.7251	100	98.08	0.1458	1.2635	0
MGP_PahariEiJ_G0022169	2	74616267	74631680	ENSGGOG00000012803	7	31912165	31933546	ortholog_one2one	77.3585	79.3548	100	100.00	0.1116	0.4718	1
MGP_PahariEiJ_G0021941	2	49907231	49932391	ENSGGOG00000015504	7	129396912	129430655	ortholog_one2one	84.3552	79.4821	100	55.81	0.0947	0.4693	1
MGP_PahariEiJ_G0028132	5	144937352	144944581	ENSGGOG00000028160	1	139034398	139035669	ortholog_one2one	88.1797	88.1797	25		0.0625	0.639	0
MGP_PahariEiJ_G0021953	2	50456870	50459943	ENSGGOG00000006845	7	130043686	130045170	ortholog_one2one	54.1538	60.6897	100		0.2749	1.4486	1
MGP_PahariEiJ_G0013767	1	100309267	100359522	ENSGGOG00000005120	10	137448694	137505979	ortholog_one2one	78.8512	74.7525	100	100.00	0.1684	0.7658	1
MGP_PahariEiJ_G0030008	8	12267456	12277081	ENSGGOG00000025520	10	36100532	36111728	ortholog_one2one	87.3598	87.7175	100		0.0761	0.488	1
MGP_PahariEiJ_G0013655	1	95904104	95923791	ENSGGOG00000008495	16	29298318	29319053	ortholog_one2one	82.6715	83.4244	100		0.0892	1.1224	1
MGP_PahariEiJ_G0024150	23	2294843	2297314												
MGP_PahariEiJ_G0030724	9	17599922	17618801	ENSGGOG00000001199	6	119062802	119099908	ortholog_one2one	80.4957	80.4957	75	100.00	0.117	0.5335	1
MGP_PahariEiJ_G0015228	10	60397226	60425330	ENSGGOG00000004763	15	43414241	43438989	ortholog_one2one	96.7533	96.7533	100	93.05	0.0132	0.6401	1
MGP_PahariEiJ_G0015610	10	104233047	104239133	ENSGGOG00000003115	3	47683888	47686294	ortholog_one2one	55.5205	67.6923	100		0.2063	0.6388	1
MGP_PahariEiJ_G0021546	19	77109628	77166401	ENSGGOG00000007800	4	180820102	180926352	ortholog_one2one	90.4321	90.4321	100	52.68	0.0487	0.5159	1
MGP_PahariEiJ_G0021510	19	63856387	63860885	ENSGGOG00000022072	4	196432210	196435704	ortholog_one2one	87.1429	84.2832	100		0.0712	0.3983	1
MGP_PahariEiJ_G0031169	9	49092828	49112448	ENSGGOG00000009606	12	29349991	29387729	ortholog_one2one	73.1861	73.1861	75	74.81	0.1778	0.6298	1
MGP_PahariEiJ_G0026804	4	86128311	86142892	ENSGGOG00000039256	12	29299571	29300494	ortholog_one2many	92.6829	70.632	0		0.0341	0.5016	0
MGP_PahariEiJ_G0026804	4	86128311	86142892	ENSGGOG00000011889	1	129217443	129235583	ortholog_one2many	95.1219	73.3083	100		0.0212	0.4418	1
MGP_PahariEiJ_G0029737	7	81860927	81889994	ENSGGOG00000017040	14	60435706	60456804	ortholog_one2one	88.5886	88.3234	100	100.00	0.0641	0.3529	1
MGP_PahariEiJ_G0024989	3	30605905	30732788	ENSGGOG00000007406	2B	34874244	35050291	ortholog_one2one	83.0107	83.0107	75	20.26	0.0911	0.4992	1
MGP_PahariEiJ_G0022675	2	143617144	143663818												
MGP_PahariEiJ_G0019051	15	54990565	55007821	ENSGGOG00000000528	5	133653571	133674492	ortholog_one2one	80.7848	80.7848	100	100.00	0.1118	0.4655	1
MGP_PahariEiJ_G0012991	1	19399020	19403434	ENSGGOG00000003359	11	18105458	18110912	ortholog_one2one	56.9231	56.9231	50		0.3138	0.7546	0
MGP_PahariEiJ_G0015940	11	35715874	35754619												
MGP_PahariEiJ_G0026945	4	96931761	96937452	ENSGGOG00000016522	1	111834252	111840942	ortholog_one2one	79.3103	66.474	100	100.00	0.1178	0.3491	1
MGP_PahariEiJ_G0018609	14	85474701	85484473	ENSGGOG00000011752	5	4099770	4110893	ortholog_one2one	42.2932	36.2319	75	100.00	0.5285	1.8299	0
MGP_PahariEiJ_G0020420	18	1634694	1652446												
MGP_PahariEiJ_G0026324	4	15767579	15802233	ENSGGOG00000042199	1	55839628	55840678	ortholog_one2many	43.5435	64.7321	0		0.2936	0.6792	0
MGP_PahariEiJ_G0026324	4	15767579	15802233	ENSGGOG00000008980	3	151219203	151255335	ortholog_one2many	87.3874	82.2034	75	63.18	0.0672	0.3852	1
MGP_PahariEiJ_G0026324	4	15767579	15802233	ENSGGOG00000038749	8	41495228	41504880	ortholog_one2many	70.8709	80.5461	0		0.1084	0.4637	0
MGP_PahariEiJ_G0024690	3	11328184	11336801	ENSGGOG00000015991	2B	1516444	1519038	ortholog_one2one	52.5	53.1646	50		0.3774	0.8207	0
MGP_PahariEiJ_G0021327	19	36772580	36823484	ENSGGOG00000010038	8	6278141	6342032	ortholog_one2one	86.0887	86.0887	75	100.00	0.072	1.1749	1
MGP_PahariEiJ_G0030562	8	69972879	70016387	ENSGGOG00000006797	13	34524262	34564089	ortholog_one2one	87.2024	80.274	50	1.03	0.0652	0.3783	0
MGP_PahariEiJ_G0025449	3	87173897	87193156	ENSGGOG00000022940	11	35020625	35054608	ortholog_one2one	92.9461	92.562	100	98.43	0.034	0.5918	1
MGP_PahariEiJ_G0013983	1	115482409	115488364	ENSGGOG00000010165	11	66753737	66759210	ortholog_one2one	69.6833	67.2489	100	100.00	0.2237	1.5179	1
MGP_PahariEiJ_G0027095	4	120780206	120850034	ENSGGOG00000013715	4	117338268	117414601	ortholog_one2one	88.3415	88.3415	100	98.59	0.0612	0.3875	1
MGP_PahariEiJ_G0028554	6	54006098	54057375	ENSGGOG00000008663	1	67781646	67830200	ortholog_one2one	91.4773	94.8919	100	93.26	0.0224	0.5027	1
MGP_PahariEiJ_G0027387	5	34693864	34791202	ENSGGOG00000013594	2B	90441771	90509496	ortholog_one2one	89.4198	82.6498	75	96.85	0.058	0.3015	1
MGP_PahariEiJ_G0023090	20	29129359	29132322	ENSGGOG00000003881	16	58739788	58742771	ortholog_one2one	63.1325	55.1579	100		0.2349	0.4862	1
MGP_PahariEiJ_G0024946	3	23450767	23504850	ENSGGOG00000036258	9	105595691	105656712	ortholog_one2one	85.1145	85.1145	100	12.83	0.0851	0.3405	1
MGP_PahariEiJ_G0029857	7	102344305	102365363	ENSGGOG00000008155	14	83632692	83663097	ortholog_one2one	77.4968	80.9775	100		0.1012	0.985	1
MGP_PahariEiJ_G0026342	4	23606126	23608128	ENSGGOG00000041084	3	173676157	173680138	ortholog_one2one	88.5246	76.0563	25		0.0463	0.3598	0
MGP_PahariEiJ_G0017014	13	53950762	54022441	ENSGGOG00000009433	4	35990886	36054310	ortholog_one2one	74.1206	65.1214	75	99.59	0.1479	0.533	1
MGP_PahariEiJ_G0023385	21	8645122	8664357	ENSGGOG00000000498	6	169874352	169901722	ortholog_many2many	62.3077	55.102	50	97.04	0.2544	0.7443	1
MGP_PahariEiJ_G0023385	21	8645122	8664357	ENSGGOG00000023732	7	56923738	56927485	ortholog_many2many	51.9231	56.25	25		0.2971	0.7715	0
MGP_PahariEiJ_G0014025	1	116420945	116428957	ENSGGOG00000008033	11	65565734	65575654	ortholog_one2one	88.3772	88.3772	100	81.21	0.0593	0.6761	1
MGP_PahariEiJ_G0028032	5	137017554	137033524	ENSGGOG00000034839	1	148386021	148414585	ortholog_one2one	81.8859	81.6832	100	2.46	0.101	0.5843	1
MGP_PahariEiJ_G0031080	9	46938608	46939575												
MGP_PahariEiJ_G0029894	7	105706990	105712908	ENSGGOG00000007401	14	87564116	87572006	ortholog_one2one	92.4138	92.7336	100		0.0378	0.7752	1
MGP_PahariEiJ_G0021870	2	37428339	37490921	ENSGGOG00000009901	7	115050074	115140803	ortholog_one2one	76.3407	69.7406	100	8.93	0.1401	0.5554	1
MGP_PahariEiJ_G0020574	18	5281829	5282950	ENSGGOG00000023956	6	30039429	30040391	ortholog_many2many	77.3234	65	50	100.00	0.1398	0.5581	1
MGP_PahariEiJ_G0020574	18	5281829	5282950	ENSGGOG00000008752	6	30018890	30019813	ortholog_many2many	78.0669	68.4039	50		0.1357	0.6046	0
MGP_PahariEiJ_G0017914	14	45222489	45225260												
MGP_PahariEiJ_G0015790	11	5756721	5785134	ENSGGOG00000004478	17	94807372	94833068	ortholog_one2one	72.0174	73.6142	100	100.00	0.1555	1.3706	1
MGP_PahariEiJ_G0017960	14	47249550	47252704	ENSGGOG00000039026	CABD030155035.1	2722	4044	ortholog_one2one	88.939	89.5455	0		0.0594	0.243	0
MGP_PahariEiJ_G0014438	1	152520120	152638627	ENSGGOG00000015595	10	110884104	111029872	ortholog_one2one	79.6512	83.8775	100	100.00	0.0962	0.8195	1
MGP_PahariEiJ_G0021406	19	43831812	43849435	ENSGGOG00000024786	11	85744101	85745235	ortholog_one2many	70.2918	82.5545	0		0.0926	0.5625	0
MGP_PahariEiJ_G0021406	19	43831812	43849435	ENSGGOG00000023277	8	73252054	73281869	ortholog_one2many	79.3103	92.284	100	57.21	0.0426	0.5136	1
MGP_PahariEiJ_G0014808	10	27245592	27275702	ENSGGOG00000028551	11	129085084	129114306	ortholog_one2one	94.2721	94.2721	100	100.00	0.0304	0.6916	1
MGP_PahariEiJ_G0017035	13	56603297	56692359	ENSGGOG00000007334	4	39599740	39742242	ortholog_one2one	97.7477	97.3822	100	14.91	0.0097	0.3685	1
MGP_PahariEiJ_G0027858	5	108676448	108697546	ENSGGOG00000005131	1	182739849	182757431	ortholog_one2many	97.0667	97.0667	100		0.0159	0.3327	1
MGP_PahariEiJ_G0027858	5	108676448	108697546	ENSGGOG00000041740	14	78688249	78689333	ortholog_one2many	45.8667	81.9048	0		0.0998	0.2924	0
MGP_PahariEiJ_G0013562	1	84484987	84489649	ENSGGOG00000000799	11	14821781	14928930	ortholog_one2one	59.3548	66.6667	100	98.14	0.1639	0.7046	1
MGP_PahariEiJ_G0016371	12	27290554	27293883	ENSGGOG00000036909	CABD030153838.1	4963	7774	ortholog_one2one	68.2243	74.1117	25		0.1574	0.5282	0
MGP_PahariEiJ_G0019400	16	27680363	27680944	ENSGGOG00000043895	CABD030155647.1	1083	1394	ortholog_one2one	100	100	0		0	0	0
MGP_PahariEiJ_G0031258	9	59282052	59290505	ENSGGOG00000027391	12	68489122	68520698	ortholog_one2one	99.5595	99.5595	100	35.07	0.0021	0.6755	1
MGP_PahariEiJ_G0022897	20	8536839	8567080	ENSGGOG00000000385	19	13738212	13769510	ortholog_one2one	91.0696	89.5812	100		0.0399	0.8806	1
MGP_PahariEiJ_G0029232	6	105970082	106032015	ENSGGOG00000010486	1	1997485	2069813	ortholog_one2one	67.364	64.2715	100	62.24	0.2119	0.781	1
MGP_PahariEiJ_G0028485	6	40702196	40706479	ENSGGOG00000023406	9	28339328	28341349	ortholog_one2one	96.4344	97.2222	75		0.0173	0.5211	1
MGP_PahariEiJ_G0020068	17	47205348	47206418	ENSGGOG00000007861	X	47737796	47740145	ortholog_one2many	65.1316	60.7362	0		0.2267	0.6133	0
MGP_PahariEiJ_G0020828	18	33289497	33970346	ENSGGOG00000003702	18	6539619	7430956	ortholog_one2one	92.0799	96.9543	100	37.14	0.0131	0.6633	1
MGP_PahariEiJ_G0026123	3	147383139	147394034												
MGP_PahariEiJ_G0018463	14	74350738	74452690	ENSGGOG00000010341	5	15158240	15285083	ortholog_one2one	80.4363	80.969	75	18.63	0.1031	0.5655	1
MGP_PahariEiJ_G0021880	2	38898605	39043488	ENSGGOG00000014941	7	116853512	117015737	ortholog_one2one	84.4109	84.0048	100	100.00	0.0849	0.3805	1
MGP_PahariEiJ_G0023682	21	26150408	26170363	ENSGGOG00000007461	21	33608865	33632641	ortholog_one2one	85.2632	89.207	100	46.50	0.0546	0.842	1
MGP_PahariEiJ_G0020111	17	48836129	48915126	ENSGGOG00000043344	22	26925376	27001147	ortholog_one2one	86.5031	98.6014	100	100.00	0.0058	0.8806	1
MGP_PahariEiJ_G0014119	1	118255312	118260034	ENSGGOG00000012182	11	63403493	63407680	ortholog_one2one	62.8571	61.8474	100		0.2584	0.8376	1
MGP_PahariEiJ_G0021211	19	20710181	20727737	ENSGGOG00000009107	19	41618774	41638176	ortholog_one2one	87.1429	73.9394	100	17.68	0.0944	0.5972	1
MGP_PahariEiJ_G0019658	16	60833633	60839656	ENSGGOG00000023865	9	65634840	65670594	ortholog_one2one	76.7568	75.9358	50		0.1481	0.6156	0
MGP_PahariEiJ_G0023616	21	22187683	22202054	ENSGGOG00000008126	6	34424669	34442635	ortholog_one2one	84.6457	85.4871	100	100.00	0.0718	1.0563	1
MGP_PahariEiJ_G0023865	22	4311419	4552234	ENSGGOG00000005276	8	45194147	45302900	ortholog_one2one	93.7884	93.8525	75	69.68	0.0304	0.3685	1
MGP_PahariEiJ_G0013727	1	97259559	97278218	ENSGGOG00000016052	16	31080259	31105710	ortholog_one2many	86.9787	59.9413	100	100.00	0.0585	0.7595	1
MGP_PahariEiJ_G0013975	1	115369904	115379499	ENSGGOG00000015729	11	66914802	66918535	ortholog_one2one	63.8831	80.315	75	68.75	0.1058	1.1565	1
MGP_PahariEiJ_G0026200	3	156719825	156731441	ENSGGOG00000006713	20	57895380	57910291	ortholog_one2one	96.2775	94.2053	100	82.05	0.0151	0.7755	1
MGP_PahariEiJ_G0031452	X	2002607	2003464												
MGP_PahariEiJ_G0027448	5	43762530	43769678	ENSGGOG00000042758	2B	100730883	100732640	ortholog_one2one	96.7521	96.7521	50	100.00	0.0131	1.1244	1
MGP_PahariEiJ_G0016572	12	58456660	58506453	ENSGGOG00000009492	3	88543636	88604421	ortholog_one2one	87.4618	87.7301	100	99.48	0.0597	0.2668	1
MGP_PahariEiJ_G0021812	2	22613246	22714103	ENSGGOG00000003382	7	155389534	155519989	ortholog_one2one	82.1429	86.5697	100	89.20	0.0677	0.5577	1
MGP_PahariEiJ_G0016766	13	9043202	9057279	ENSGGOG00000007085	2A	43288838	43307095	ortholog_one2one	95.8084	90.9091	100	72.54	0.0231	0.3986	1
MGP_PahariEiJ_G0026402	4	34983575	34985820												
MGP_PahariEiJ_G0020718	18	16054562	16145029	ENSGGOG00000012071	6	41802596	41811719	ortholog_one2one	84.7195	84.556	100	100.00	0.0856	0.7771	1
MGP_PahariEiJ_G0017729	14	37697772	37705823	ENSGGOG00000002000	17	7402928	7409873	ortholog_one2one	82.7381	84.115	75		0.0951	0.6058	1
MGP_PahariEiJ_G0016993	13	41756994	41757650	ENSGGOG00000024523	14	60283562	60283876	ortholog_one2one	76.9231	57.6923	0		0.1311	0.4507	0
MGP_PahariEiJ_G0025376	3	75491506	75495780	ENSGGOG00000025150	11	48543717	48544628	ortholog_one2many	70.7317	76.5677	50		0.1507	0.4939	0
MGP_PahariEiJ_G0026614	4	78987509	79017406	ENSGGOG00000000813	1	135209914	135235116	ortholog_one2one	96.2406	96.3855	100	63.62	0.0148	0.6917	1
MGP_PahariEiJ_G0023899	22	12848186	13209061	ENSGGOG00000025035	8	60287012	60673085	ortholog_one2one	67.6971	97.3333	100	81.92	0.0126	0.3204	1
MGP_PahariEiJ_G0020934	18	52939969	52952229	ENSGGOG00000012267	2A	60258430	60298201	ortholog_one2one	83.4483	82.8767	100	79.33	0.0969	0.812	1
MGP_PahariEiJ_G0026526	4	70322007	70406248	ENSGGOG00000000301	4	171466646	171613282	ortholog_one2one	6.58436	29.6296	100	0.08	0.7114	57.6679	0
