Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Chimpanzee gene stable ID	Chimpanzee chromosome/scaffold name	Chimpanzee chromosome/scaffold start (bp)	Chimpanzee chromosome/scaffold end (bp)	Chimpanzee homology type	%id. target Chimpanzee gene identical to query gene	%id. query gene identical to target Chimpanzee gene	Chimpanzee Gene-order conservation score	Chimpanzee Whole-genome alignment coverage	dN with Chimpanzee	dS with Chimpanzee	Chimpanzee orthology confidence [0 low, 1 high]
ENSRNOG00000031971	8	119064351	119070630	ENSPTRG00000014859	3	47825141	47850078	ortholog_one2one	40.7792	53.5836	100	100.00	0.3456	0.8039	0
ENSRNOG00000054871	KL568414.1	83509	113951	ENSPTRG00000009026	17	21342557	21380277	ortholog_one2many	91.6071	85.0746	50	99.16	0.0371	0.2774	1
ENSRNOG00000038149	16	75176247	75179089												
ENSRNOG00000029141	5	133221139	133420644	ENSPTRG00000052213	1	47370870	47601547	ortholog_one2one	89.1473	88.9749	100	57.87	0.0545	0.7769	1
ENSRNOG00000008052	5	159512285	159531637	ENSPTRG00000000241	1	15914273	15942480	ortholog_one2one	81.5721	78.159	100	99.29	0.112	0.7695	1
ENSRNOG00000030530	7	12893432	12899004	ENSPTRG00000044942	19	458933	464846	ortholog_one2one	65.9091	67.7043	100	100.00	0.2037	1.3602	1
ENSRNOG00000045819	4	170149029	170149418	ENSPTRG00000004723	12	15376293	15376682	ortholog_one2many	98.4496	98.4496	25		0.0111	11.0989	0
ENSRNOG00000003836	X	45965301	45966934												
ENSRNOG00000018164	1	164829896	164849749	ENSPTRG00000044632	15	23712822	23713592	ortholog_one2many	58.8496	71.8919	0		0.0846	0.4385	0
ENSRNOG00000018164	1	164829896	164849749	ENSPTRG00000004073	11	74953328	74981788	ortholog_one2many	94.2478	82.8794	100	99.11	0.0282	0.4296	1
ENSRNOG00000054219	X	112270986	112303846	ENSPTRG00000022168	X	107644756	107677357	ortholog_one2one	69.3182	72.104	100	100.00	0.1679	0.5692	1
ENSRNOG00000048257	10	62392741	62393673												
ENSRNOG00000014713	4	150153844	150185044	ENSPTRG00000002443	10	44953015	44985143	ortholog_one2one	93.5424	93.5424	50	100.00	0.0323	0.3364	1
ENSRNOG00000004774	6	94849989	94932806	ENSPTRG00000006401	14	43744282	43848193	ortholog_one2one	50.1836	49.5169	75	50.00	0.4515	1.0186	0
ENSRNOG00000001979	11	32539683	32550539	ENSPTRG00000013881	21	20983894	21082751	ortholog_one2one	84.9246	61.2319	100	6.33	0.0994	0.9574	1
ENSRNOG00000021091	8	119566509	119644249	ENSPTRG00000014741	3	37541998	37658810	ortholog_one2one	79.4795	81.4359	100	50.00	0.091	0.5421	1
ENSRNOG00000020088	16	20704807	20729882	ENSPTRG00000010718	19	19722630	19758264	ortholog_one2one	85.9736	84.7154	100	89.63	0.0657	1.7029	1
ENSRNOG00000031394	1	213011278	213012207												
ENSRNOG00000029077	2	188583664	188584179	ENSPTRG00000001409	1	133227741	133228109	ortholog_one2one	90.2174	68.0328	100	100.00	0.0511	0.5771	1
ENSRNOG00000029071	2	247248407	247397483	ENSPTRG00000016296	4	97701576	98117365	ortholog_one2one	96.8575	92.696	75	100.00	0.0148	0.5197	1
ENSRNOG00000058882	X	156452818	156456035	ENSPTRG00000049057	AACZ04049485.1	21	6042	ortholog_one2one	75.7692	77.5591	25	100.00	0.1266	0.7007	1
ENSRNOG00000018333	8	116535403	116635851	ENSPTRG00000014943	3	51029389	51165255	ortholog_one2one	78.5523	88.6983	100	66.42	0.057	0.3693	1
ENSRNOG00000048541	3	19174027	19174559												
ENSRNOG00000001700	5	79234950	79317206	ENSPTRG00000021289	9	92379021	92483370	ortholog_one2one	87.2826	88.5336	75	100.00	0.0573	0.6591	1
ENSRNOG00000021833	7	59799419	59882077	ENSPTRG00000005215	12	71985502	72115869	ortholog_one2one	75.8119	74.3956	100	94.47	0.1539	0.611	1
ENSRNOG00000020884	1	226848403	226887156	ENSPTRG00000003728	11	60820588	60869733	ortholog_one2many	70.0752	69.037	100	68.48	0.1952	0.8261	1
ENSRNOG00000007585	10	84131495	84133246	ENSPTRG00000048497	17	9216677	9219638	ortholog_one2one	98.3539	98.3539	100	100.00	0.0066	0.2888	1
ENSRNOG00000002139	14	33649637	33677031	ENSPTRG00000016078	4	74260526	74318662	ortholog_one2one	61.4729	64.3147	50	100.00	0.2193	0.8962	1
ENSRNOG00000012471	2	22343727	22385855	ENSPTRG00000017031	5	35630430	35678403	ortholog_one2one	93.2362	93.2362	75	100.00	0.0332	0.6058	1
ENSRNOG00000024640	18	61377051	61432878												
ENSRNOG00000022771	10	85384881	85444556	ENSPTRG00000050966	17	19136855	19221977	ortholog_one2one	90.3226	88.2629	100	86.06	0.0477	0.5543	1
ENSRNOG00000020791	2	189106039	189115108	ENSPTRG00000001387	1	132641089	132651212	ortholog_one2one	99.2891	99.2891	100	100.00	0.0033	0.2419	1
ENSRNOG00000038197	18	86299463	86394765	ENSPTRG00000010102	18	67478513	67573933	ortholog_one2many	48.8439	50.2976	75	100.00	0.3664	0.8285	0
ENSRNOG00000042903	8	87209530	87213627	ENSPTRG00000018353	4	99506179	99510051	ortholog_one2many	51.8072	47.7778	0	0.00	0.2659	1.1059	0
ENSRNOG00000042903	8	87209530	87213627	ENSPTRG00000050864	6	77970737	77982920	ortholog_one2many	78.3133	56.5217	75	100.00	0.122	0.5925	1
ENSRNOG00000006810	4	88525695	88565292	ENSPTRG00000019197	7	54790399	54856599	ortholog_one2one	88	88	25	79.37	0.0603	0.5515	1
ENSRNOG00000020695	1	101213788	101230477	ENSPTRG00000044957	KV421317.1	186117	203353	ortholog_one2many	76.4045	79.6253	50		0.1345	0.9702	0
ENSRNOG00000020695	1	101213788	101230477	ENSPTRG00000011290	19	51564372	51586285	ortholog_one2many	94.1573	92.9047	100	100.00	0.029	0.7273	1
ENSRNOG00000008191	10	84167331	84169907	ENSPTRG00000009354	17	9253465	9256487	ortholog_one2one	95.2	94.8207	100	100.00	0.0192	0.3159	1
ENSRNOG00000053859	1	247982180	247985497	ENSPTRG00000048667	9	6071149	6075332	ortholog_one2one	30.2262	87.664	75		0.0566	0.3145	0
ENSRNOG00000046295	10	10889488	10893467	ENSPTRG00000007722	16	4888303	4894423	ortholog_one2many	93.1818	92.6554	75	100.00	0.0243	0.3422	1
ENSRNOG00000056487	7	80351774	80788094	ENSPTRG00000049195	15	29292244	29295920	ortholog_one2one	19.1294	84.3434	0		0.1182	0.7588	0
ENSRNOG00000009778	5	126783061	126804175	ENSPTRG00000000764	1	53768458	53791338	ortholog_one2one	91.6409	80.4348	100	100.00	0.0515	0.5288	1
ENSRNOG00000031343	12	19429127	19440501												
ENSRNOG00000012798	3	113131327	113158720	ENSPTRG00000006993	15	23957309	23994008	ortholog_one2one	98.2009	98.2009	100	100.00	0.0087	0.4253	1
ENSRNOG00000057979	2	166475070	166476119												
ENSRNOG00000023261	X	10771112	10772633												
ENSRNOG00000002265	11	67188630	67258771	ENSPTRG00000015289	3	125426446	125458976	ortholog_one2one	93.5125	93.5993	100	100.00	0.0314	0.7037	1
ENSRNOG00000008086	6	106721349	106971250	ENSPTRG00000030704	14	57131454	57418008	ortholog_one2one	96.9188	83.9806	75	100.00	0.0178	0.4118	1
ENSRNOG00000018225	3	150910398	150918525	ENSPTRG00000013420	20	36150019	36158666	ortholog_one2one	85.9728	86.3636	100	100.00	0.0721	0.7859	1
ENSRNOG00000039454	18	30900291	30902711												
ENSRNOG00000010241	5	126856705	126882909	ENSPTRG00000000762	1	53626840	53672015	ortholog_one2one	67.3203	48.1308	100	0.00	0.1871	0.8368	0
ENSRNOG00000018250	1	72882806	72886488	ENSPTRG00000028883	19	57542895	57546150	ortholog_one2one	55.4502	69.2308	100	97.23	0.2647	1.1087	1
ENSRNOG00000058762	10	44458092	44459012	ENSPTRG00000045879	1	227578237	227579244	ortholog_one2many	72.8758	66.5672	50		0.1786	0.9628	0
ENSRNOG00000007036	5	63050758	63119635	ENSPTRG00000021182	9	76843306	76892278	ortholog_one2many	93.9638	92.6587	100	99.34	0.0383	0.5539	1
ENSRNOG00000012830	9	27034022	27051002	ENSPTRG00000047053	6	53008503	53009567	ortholog_one2one	95.4802	95.4802	100	100.00	0.0204	0.8381	1
ENSRNOG00000026942	1	247900136	247978540	ENSPTRG00000029350	9	5957172	6067729	ortholog_one2one	78.9781	77.1755	100	100.00	0.1163	0.3749	1
ENSRNOG00000000993	12	2172378	2174131	ENSPTRG00000010396	19	8020209	8025632	ortholog_one2one	85	75	100	28.31	0.0918	0.8174	1
ENSRNOG00000049982	4	153747947	153760442												
ENSRNOG00000014305	5	159670662	159729064	ENSPTRG00000000225	1	15434185	15538012	ortholog_one2one	95.6764	95.6764	50	46.51	0.0212	0.4043	0
ENSRNOG00000053961	10	46314375	46329373	ENSPTRG00000008830	17	40138493	40154722	ortholog_one2one	76.7606	74.1497	100	100.00	0.1233	0.795	1
ENSRNOG00000027254	13	65550673	65551379	ENSPTRG00000001087	1	124985362	125007087	ortholog_one2many	77.8689	35.7143	0	0.00	0.1258	0.4347	0
ENSRNOG00000010081	2	178585592	178616719	ENSPTRG00000016550	4	162083424	162135038	ortholog_one2one	85.6322	86.3768	100	100.00	0.0795	0.6624	1
ENSRNOG00000055899	6	26278500	26281300												
ENSRNOG00000028985	2	88453812	88553086												
ENSRNOG00000014123	9	29336290	29337922	ENSPTRG00000045370	2B	98419334	98419964	ortholog_many2many	49.6599	40.1099	0		0.2619	76.8724	0
ENSRNOG00000014123	9	29336290	29337922	ENSPTRG00000047650	6	130051165	130051720	ortholog_many2many	55.7823	64.0625	0		0.2764	1.1744	0
ENSRNOG00000014123	9	29336290	29337922	ENSPTRG00000041138	11	64273020	64276032	ortholog_many2many	57.1429	41.791	0		0.3108	1.7698	0
ENSRNOG00000014123	9	29336290	29337922	ENSPTRG00000051883	14	57855062	57855697	ortholog_many2many	63.2653	50	0		0.2157	1.2806	0
ENSRNOG00000014123	9	29336290	29337922	ENSPTRG00000003827	X	7780507	7781146	ortholog_many2many	63.9456	47.2362	0		0.2251	1.3747	0
ENSRNOG00000028662	5	139857363	139864393	ENSPTRG00000000591	1	39891706	39909994	ortholog_one2one	75.1756	61.0266	100	50.00	0.1408	0.772	1
ENSRNOG00000046931	14	15680554	15682966												
ENSRNOG00000027622	7	60765079	60778136	ENSPTRG00000005201	12	70859330	70880648	ortholog_one2one	92.9712	92.9712	75	100.00	0.0346	0.3675	1
ENSRNOG00000056562	1	171793782	171818068	ENSPTRG00000003314	11	7275354	7301370	ortholog_one2one	83.5821	83.5821	100	100.00	0.0918	0.5045	1
ENSRNOG00000012878	16	74865516	74945286	ENSPTRG00000005897	13	36989861	37070700	ortholog_one2one	78.9161	81.5017	75	59.28	0.1094	0.5726	1
ENSRNOG00000021656	2	196411964	196415530	ENSPTRG00000001274	1	129010290	129013419	ortholog_one2one	63.6628	64.2229	100	100.00	0.2642	0.5859	1
ENSRNOG00000002100	14	33447591	33560503	ENSPTRG00000048466	4	74082238	74119064	ortholog_one2many	91.3433	91.0714	50	100.00	0.0368	0.5078	1
ENSRNOG00000002100	14	33447591	33560503	ENSPTRG00000048100	6	162540559	162545326	ortholog_one2many	67.6119	74.6293	0		0.1604	0.6281	0
ENSRNOG00000020009	1	220261008	220265772	ENSPTRG00000003923	11	66509103	66514785	ortholog_one2one	92.8928	92.8928	100	60.21	0.0348	0.3263	1
ENSRNOG00000012956	3	154597168	154627257	ENSPTRG00000013483	20	39668840	39705841	ortholog_one2one	82.7988	82.6783	100	100.00	0.0936	1.0221	1
ENSRNOG00000014581	19	55423350	55427036	ENSPTRG00000008468	X	69742120	69743073	ortholog_one2one	71.223	78.5714	0	0.00	0.1049	1.1403	0
ENSRNOG00000007610	7	3306863	3315856	ENSPTRG00000005063	12	34110290	34119911	ortholog_one2one	99.7531	99.2629	100	100.00	0.0011	0.3824	1
ENSRNOG00000049536	12	7186473	7186873	ENSPTRG00000046927	12	40032133	40032598	ortholog_one2many	74.5455	60.7407	25		0.1277	0.5133	0
ENSRNOG00000003407	13	108696336	108841511	ENSPTRG00000001976	1	193344435	193451086	ortholog_one2one	92.1783	92.3336	50	100.00	0.0367	0.7287	1
ENSRNOG00000000048	14	2100106	2174318	ENSPTRG00000015815	4	1011033	1127947	ortholog_one2one	74.5594	77.2222	100	98.15	0.1424	0.8936	1
ENSRNOG00000015597	1	56949712	56952431	ENSPTRG00000029334	6	174432898	174433473	ortholog_one2one	74.5946	72.2513	100	0.00	0.1447	1.5568	1
ENSRNOG00000014149	16	24779477	24788740	ENSPTRG00000016561	4	167296607	167306486	ortholog_one2one	93.1937	92.9504	75	100.00	0.0346	0.759	1
ENSRNOG00000043229	X	124045737	124052632	ENSPTRG00000052053	X	488760	512997	ortholog_one2many	24.6231	16.7808	25		0.9642	5.5601	0
ENSRNOG00000019368	4	157836912	157860049	ENSPTRG00000004571	12	6631268	6663171	ortholog_one2one	80.2575	81.0694	75	91.10	0.102	0.9349	1
ENSRNOG00000012247	4	119910478	119959173												
ENSRNOG00000015678	2	252314426	252359798	ENSPTRG00000000903	1	84928156	84975167	ortholog_one2one	71.6216	69.1304	100	95.81	0.1596	0.477	1
ENSRNOG00000022071	10	90398132	90415070	ENSPTRG00000009277	17	13200068	13222458	ortholog_one2one	74.0812	74.2248	100	93.25	0.1582	0.6407	1
ENSRNOG00000020087	19	38598165	38608943	ENSPTRG00000042517	16	59444897	59481750	ortholog_one2one	83.0964	82.7044	25		0.086	0.5719	0
ENSRNOG00000049696	20	32450733	32467194	ENSPTRG00000018535	6	120241586	120258347	ortholog_one2many	70.6048	70.2098	50	0.00	0.1944	0.6426	0
ENSRNOG00000017766	8	72405748	72460240	ENSPTRG00000051680	15	44146237	44206238	ortholog_one2one	81.0734	81.0734	100	95.42	0.1009	0.6739	1
ENSRNOG00000002333	7	4215898	4216833												
ENSRNOG00000001424	12	23151180	23445074	ENSPTRG00000019531	7	104880055	105347160	ortholog_one2one	88.5638	87.9208	50	87.50	0.0597	0.6099	1
ENSRNOG00000028650	6	137164535	137177622	ENSPTRG00000006772	14	90070091	90087380	ortholog_one2one	71.5088	71.4515	100	100.00	0.1749	1.1433	1
ENSRNOG00000047491	X	23081125	23090507	ENSPTRG00000051190	X	54685778	54696634	ortholog_one2one	46.6949	38.5045	50		0.4123	1.1387	0
ENSRNOG00000051472	3	61604672	61606400	ENSPTRG00000012666	2B	66412766	66415954	ortholog_one2one	86.8502	83.7758	100	100.00	0.0733	0.7754	1
ENSRNOG00000045824	2	36011045	36013966	ENSPTRG00000022988	5	148336000	148343033	ortholog_one2many	64.2857	64.9485	50	100.00	0.2324	0.5501	1
ENSRNOG00000047658	11	85042348	85042794												
ENSRNOG00000031939	9	8629216	8632017												
ENSRNOG00000013659	10	94697016	94807499	ENSPTRG00000009537	17	63631968	63715435	ortholog_one2one	89.2157	88.2716	100	100.00	0.0541	0.4414	1
ENSRNOG00000046074	2	160291450	160292238												
ENSRNOG00000027042	6	25279626	25315511	ENSPTRG00000044930	2A	32166235	32225120	ortholog_one2one	77.1654	77.1654	50	59.49	0.135	0.6194	0
ENSRNOG00000021060	1	89408935	89416745	ENSPTRG00000010834	19	37171583	37175587	ortholog_one2one	47.2868	49.5935	50	95.67	0.4067	1.5823	0
ENSRNOG00000033787	7	12229379	12234576	ENSPTRG00000023147	19	1484440	1494986	ortholog_one2one	67.3152	36.7304	100	0.00	0.1876	1.5097	0
ENSRNOG00000010238	2	93574559	93641497	ENSPTRG00000020379	8	83132224	83159286	ortholog_one2one	87.069	86.6953	75	54.81	0.0763	0.926	1
ENSRNOG00000016949	5	166701465	166726794	ENSPTRG00000000115	1	8876593	8935254	ortholog_one2one	90.625	90.3427	100	77.28	0.0474	0.6108	1
ENSRNOG00000025154	1	281863918	281864304	ENSPTRG00000052851	KV421352.1	41956	50663	ortholog_one2many	100	100	0		0	0	0
ENSRNOG00000023091	13	104156020	104156454	ENSPTRG00000043792	2B	71316252	71318665	ortholog_one2one	53.1034	56.2044	0		0.22	1.1317	0
ENSRNOG00000045818	2	29247803	29248174												
ENSRNOG00000061751	16	75498236	75499012	ENSPTRG00000034369	8	7300345	7302987	ortholog_many2many	38.8889	36.0825	50		0.6005	1.1085	0
ENSRNOG00000061751	16	75498236	75499012	ENSPTRG00000049316	8	7372983	7376933	ortholog_many2many	48.8889	46.8085	50		0.3866	0.9275	0
ENSRNOG00000061751	16	75498236	75499012	ENSPTRG00000050573	AACZ04034558.1	80	1612	ortholog_many2many	33.3333	31.9149	25		0.5609	1.0132	0
ENSRNOG00000061751	16	75498236	75499012	ENSPTRG00000051516	8	7289685	7291280	ortholog_many2many	42.2222	38	50		0.5002	1.0541	0
ENSRNOG00000002164	14	34354503	34381828	ENSPTRG00000016074	4	74982012	75019478	ortholog_one2one	70.6897	70.6897	100	100.00	0.18	0.475	1
ENSRNOG00000002866	14	18983853	19025971	ENSPTRG00000016153	4	56896007	56945011	ortholog_one2one	74.1936	68.5637	100	99.54	0.1553	0.6489	1
ENSRNOG00000002977	10	48599321	48627374	ENSPTRG00000008807	17	38301044	38330458	ortholog_one2one	84.6591	60.0806	100	41.96	0.077	0.4202	1
ENSRNOG00000017024	5	157327657	157333039												
ENSRNOG00000053240	3	153125620	153188915	ENSPTRG00000013465	20	38300317	38386139	ortholog_one2one	92.2176	80.8087	100	100.00	0.0369	0.7913	1
ENSRNOG00000048132	7	16304954	16305916												
ENSRNOG00000052113	10	82800704	82816731	ENSPTRG00000043428	17	49252698	49269898	ortholog_one2one	95.4712	95.4712	75		0.0191	0.6997	1
ENSRNOG00000018126	5	69857771	69983015	ENSPTRG00000021219	9	82608834	82763983	ortholog_one2one	93.1004	92.977	75	100.00	0.0362	0.5338	1
ENSRNOG00000011637	1	248428099	248463139	ENSPTRG00000044979	10	53572940	53588626	ortholog_one2many	35.5795	48.8889	25	92.45	0.3891	0.7604	0
ENSRNOG00000016680	17	9844133	9952898	ENSPTRG00000017575	5	177796133	177973502	ortholog_one2one	83.7883	73.9711	50	60.23	0.0891	0.425	0
ENSRNOG00000032940	1	79573118	79573438	ENSPTRG00000041643	19	48293450	48306399	ortholog_one2many	43.9252	36.1538	0		0.4578	0.8289	0
ENSRNOG00000032940	1	79573118	79573438	ENSPTRG00000011176	19	48265490	48269821	ortholog_one2many	43.9252	37.6	25		0.472	1.6959	0
ENSRNOG00000038883	20	7331326	7397448												
ENSRNOG00000009217	5	164956280	164959851	ENSPTRG00000000148	1	11138502	11149302	ortholog_one2one	71.4789	69.2833	100	42.72	0.1474	1.2678	1
ENSRNOG00000005533	19	25123724	25127145	ENSPTRG00000010582	19	14873892	14878398	ortholog_one2one	76.9663	76.5363	100	64.71	0.1348	0.9416	1
ENSRNOG00000000414	20	34575950	34684418	ENSPTRG00000018549	6	122156165	122356947	ortholog_one2one	80.7453	80.4455	100	84.59	0.1071	0.5688	1
ENSRNOG00000019477	10	57064482	57071096	ENSPTRG00000008604	17	4934931	4941266	ortholog_one2one	84.4173	83.9623	100	100.00	0.0913	0.5339	1
ENSRNOG00000023969	4	88607518	88649216	ENSPTRG00000016272	4	90760784	90824044	ortholog_one2one	63.3885	62.6564	50	50.00	0.2477	0.4869	0
ENSRNOG00000007341	3	153333219	153398789	ENSPTRG00000013470	20	38628382	38719437	ortholog_one2one	59.0649	66.8466	100	78.64	0.2375	0.5282	1
ENSRNOG00000019895	15	34340607	34352673	ENSPTRG00000046344	14	7904350	7905924	ortholog_one2many	90.1235	90.1235	100		0.0357	0.3962	1
ENSRNOG00000019895	15	34340607	34352673	ENSPTRG00000041946	1	84666187	84666430	ortholog_one2many	79.0123	88.8889	0		0.0427	0.393	0
ENSRNOG00000059949	17	43627930	43628310	ENSPTRG00000051195	6	28043247	28043627	ortholog_one2one	97.619	97.619	0		0.0164	1.4094	0
ENSRNOG00000000962	12	32753824	32773277	ENSPTRG00000005628	12	132388796	132419593	ortholog_one2one	87.2378	86.9338	100	5.88	0.065	0.6867	1
ENSRNOG00000019365	18	57128399	57245666	ENSPTRG00000017393	5	149343365	149461472	ortholog_one2one	97.8006	97.5146	100	98.47	0.0111	0.4314	1
ENSRNOG00000000551	20	31734183	31736212	ENSPTRG00000002577	10	70708891	70712186	ortholog_one2many	92.5	91.7355	100	0.00	0.0408	0.8825	1
ENSRNOG00000005342	13	47956790	48022333	ENSPTRG00000001912	1	185392231	185476243	ortholog_one2one	86.9249	85.8852	100	0.02	0.0691	0.5451	1
ENSRNOG00000053615	5	64784170	64789318	ENSPTRG00000050419	9	79149399	79160763	ortholog_one2many	76.7296	77.2152	75	100.00	0.1382	0.5352	1
ENSRNOG00000053615	5	64784170	64789318	ENSPTRG00000043662	10	60386588	60387066	ortholog_one2many	61.6352	71.5328	0		0.187	0.5221	0
ENSRNOG00000019492	8	130615711	130617833	ENSPTRG00000014808	3	43969836	43971578	ortholog_one2one	93.6207	93.6207	100	99.94	0.0289	0.8373	1
ENSRNOG00000057610	2	35397945	35398880	ENSPTRG00000052767	11	124670161	124671096	ortholog_one2many	83.6013	83.6013	25		0.1056	1.0978	0
ENSRNOG00000046427	12	52664566	52664925												
ENSRNOG00000011199	8	64440214	64472443	ENSPTRG00000007247	15	53249304	53281673	ortholog_one2one	98.8889	98.8889	100	99.76	0.006	0.2316	1
ENSRNOG00000003918	10	104166598	104179523	ENSPTRG00000009641	17	74764877	74778695	ortholog_one2many	73.5849	73.125	100	82.08	0.1516	0.7083	1
ENSRNOG00000033572	7	98734716	98735192	ENSPTRG00000004617	12	8035169	8041371	ortholog_many2many	30.3797	30.1887	0	0.00	0.728	1.6077	0
ENSRNOG00000033572	7	98734716	98735192	ENSPTRG00000042346	14	20347980	20348458	ortholog_many2many	28.481	30	0		0.7555	1.9406	0
ENSRNOG00000060703	7	140758615	140766423	ENSPTRG00000004904	12	40578693	40588283	ortholog_one2one	61.997	47.9263	100	100.00	0.2592	0.4472	0
ENSRNOG00000001833	11	89511191	89524892	ENSPTRG00000020230	8	48808230	48826153	ortholog_one2one	95.0116	94.9015	75	86.53	0.0258	0.516	1
ENSRNOG00000013069	3	2591331	2596583	ENSPTRG00000048323	KV420945.1	375488	376678	ortholog_one2many	63.5659	68.9076	0		0.1682	1.1145	0
ENSRNOG00000013069	3	2591331	2596583	ENSPTRG00000039718	7	56706572	56707762	ortholog_one2many	63.5659	68.9076	0		0.1682	1.1145	0
ENSRNOG00000013069	3	2591331	2596583	ENSPTRG00000047923	9	115467281	115476533	ortholog_one2many	80.1034	78.6802	100	31.22	0.1022	1.1031	1
ENSRNOG00000013069	3	2591331	2596583	ENSPTRG00000050909	7	64332469	64333859	ortholog_one2many	69.2506	58.7719	0		0.1673	1.3146	0
ENSRNOG00000013069	3	2591331	2596583	ENSPTRG00000048826	KV420966.1	145235	146625	ortholog_one2many	69.2506	58.7719	0		0.1673	1.3146	0
ENSRNOG00000011575	19	46005277	46101250	ENSPTRG00000008372	16	68322702	68478284	ortholog_one2many	87.0019	75.1024	100	98.06	0.0753	0.5957	1
ENSRNOG00000019550	7	142025815	142063212	ENSPTRG00000004946	12	38821948	38869339	ortholog_one2one	89.0203	89.322	100	79.85	0.062	0.3969	1
ENSRNOG00000046536	14	94590765	94602088												
ENSRNOG00000046947	2	257671772	257864385	ENSPTRG00000000880	1	77389862	77671301	ortholog_one2one	90.9253	90.9253	100	94.63	0.044	0.6579	1
ENSRNOG00000046607	5	139597731	139598622	ENSPTRG00000000598	1	40292926	40293480	ortholog_one2one	77.095	75	100	100.00	0.1178	0.9373	1
ENSRNOG00000012841	16	74857562	74864816	ENSPTRG00000005898	13	37070993	37088272	ortholog_one2one	88.8372	76.2475	100	100.00	0.0589	0.488	1
ENSRNOG00000005103	3	143151739	143161491	ENSPTRG00000050976	20	23669192	23690480	ortholog_one2one	66.6667	67.1429	100	53.09	0.2205	0.7359	1
ENSRNOG00000011956	19	17290178	17300050	ENSPTRG00000008116	16	44094833	44107349	ortholog_one2many	95.8904	95.5631	100	100.00	0.0196	0.3911	1
ENSRNOG00000011956	19	17290178	17300050	ENSPTRG00000039522	5	90211518	90212399	ortholog_one2many	90.7534	92.6573	0		0.0336	0.4247	0
ENSRNOG00000033619	7	2689501	2690936	ENSPTRG00000005096	12	33483692	33486106	ortholog_one2one	56.8182	53.681	100	50.00	0.3378	0.6771	1
ENSRNOG00000000008	3	82548959	82585531	ENSPTRG00000003529	11	44452748	44512352	ortholog_one2one	91.9799	89.2944	100	70.63	0.0379	0.5967	1
ENSRNOG00000046076	10	109614965	109618807	ENSPTRG00000009765	AACZ04005426.1	589	1457	ortholog_one2one	41.6918	60.7929	0	100.00	0.285	1.1343	0
ENSRNOG00000009447	4	79021872	79043844	ENSPTRG00000018990	7	22815807	22838328	ortholog_one2many	85.473	75.7485	50	98.78	0.08	0.4827	1
ENSRNOG00000009447	4	79021872	79043844	ENSPTRG00000048634	KV420912.1	172474	195722	ortholog_one2many	85.473	75.7485	50	98.37	0.08	0.4827	1
ENSRNOG00000018357	5	69784806	69785744	ENSPTRG00000021215	9	82521736	82522773	ortholog_one2many	84.2949	76.2319	100	0.00	0.0895	0.5585	1
ENSRNOG00000018357	5	69784806	69785744	ENSPTRG00000042854	9	82549494	82550428	ortholog_one2many	71.7949	82.6568	75		0.1	0.499	1
ENSRNOG00000057654	3	77152425	77197011	ENSPTRG00000042798	11	48755577	48756504	ortholog_many2many	73.4628	79.0941	25		0.1237	0.6502	0
ENSRNOG00000057654	3	77152425	77197011	ENSPTRG00000003594	11	49700038	49700967	ortholog_many2many	74.7573	74.7573	25	0.00	0.1617	0.6433	0
ENSRNOG00000057654	3	77152425	77197011	ENSPTRG00000043138	11	48723397	48724327	ortholog_many2many	76.0518	81.8815	25		0.1222	0.6899	0
ENSRNOG00000014665	5	152199584	152227677	ENSPTRG00000000385	1	25531907	25575676	ortholog_one2one	92.1922	91.9162	100	54.76	0.0386	0.4215	1
ENSRNOG00000015329	10	95200030	95212111	ENSPTRG00000009570	4	50398586	50400176	ortholog_many2many	78.4499	82.0158	0		0.1037	0.5997	0
ENSRNOG00000015329	10	95200030	95212111	ENSPTRG00000043526	9	85006532	85011323	ortholog_many2many	51.6068	82.4773	0		0.1139	0.6552	0
ENSRNOG00000015329	10	95200030	95212111	ENSPTRG00000033789	X	94877634	94880516	ortholog_many2many	81.8526	90.7757	0		0.0609	0.6621	0
ENSRNOG00000015329	10	95200030	95212111	ENSPTRG00000049080	KV420888.1	801491	803035	ortholog_many2many	63.8941	76.644	0		0.1348	0.7396	0
ENSRNOG00000015329	10	95200030	95212111	ENSPTRG00000044971	7	91424410	91425786	ortholog_many2many	52.741	78.1513	0		0.1359	0.7024	0
ENSRNOG00000015329	10	95200030	95212111	ENSPTRG00000039382	17	67456358	67468420	ortholog_many2many	94.518	94.518	50		0.0282	0.6051	0
ENSRNOG00000049676	2	258025177	258052835	ENSPTRG00000000877	1	76976642	77171135	ortholog_one2one	93.2	69.5522	100	17.50	0.0309	0.4461	1
ENSRNOG00000009267	14	107592336	107617161	ENSPTRG00000051560	2A	63538411	63539604	ortholog_one2one	87.9093	87.9093	25	37.82	0.0672	0.6292	0
ENSRNOG00000050075	2	236822072	236823145												
ENSRNOG00000003759	6	122178602	122239614	ENSPTRG00000006602	14	72733051	72794264	ortholog_one2one	81.8713	81.7518	75	100.00	0.1067	0.5212	1
ENSRNOG00000002104	11	30371713	30428073	ENSPTRG00000013848	21	18095360	18157168	ortholog_one2one	84	87.8814	100	100.00	0.0493	0.3661	1
ENSRNOG00000046068	17	14087182	14091766	ENSPTRG00000021088	9	66014197	66104808	ortholog_one2many	97.4026	57.2519	50		0.0127	0.4244	0
