Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gorilla gene stable ID	Gorilla chromosome/scaffold name	Gorilla chromosome/scaffold start (bp)	Gorilla chromosome/scaffold end (bp)	Gorilla homology type	%id. target Gorilla gene identical to query gene	%id. query gene identical to target Gorilla gene	Gorilla Gene-order conservation score	Gorilla Whole-genome alignment coverage	dN with Gorilla	dS with Gorilla	Gorilla orthology confidence [0 low, 1 high]
MGP_CAROLIEiJ_G0021106	17	13375683	13383193	ENSGGOG00000005259	19	51065456	51066508	ortholog_one2one	73.3516	76.2857	100	17.24	0.1637	0.9161	1
MGP_CAROLIEiJ_G0017549	11	116849641	116862021	ENSGGOG00000000072	5	890594	895949	ortholog_one2one	88.5106	89.4624	100		0.0602	1.0072	1
MGP_CAROLIEiJ_G0032899	X	1968207	1985058	ENSGGOG00000002727	X	49554958	49561349	ortholog_one2one	72.8111	95.7576	100		0.0241	0.6767	1
MGP_CAROLIEiJ_G0022387	18	67127016	67155163	ENSGGOG00000007234	18	51568800	51606268	ortholog_one2many	66.9528	71.5596	75	94.62	0.1676	0.5126	1
MGP_CAROLIEiJ_G0022387	18	67127016	67155163	ENSGGOG00000028549	18	51581393	51588549	ortholog_one2many	20.6009	50	25	77.26	0.4484	1.3856	0
MGP_CAROLIEiJ_G0018845	13	94416213	94429165	ENSGGOG00000042596	CABD030157108.1	19420	22498	ortholog_one2many	62.2093	75.8865	0		0.1863	1.8591	0
MGP_CAROLIEiJ_G0018845	13	94416213	94429165	ENSGGOG00000015545	17	26295031	26313066	ortholog_one2many	87.7907	84.8315	100	48.65	0.0715	0.5367	1
MGP_CAROLIEiJ_G0018845	13	94416213	94429165	ENSGGOG00000038762	12	48404812	48405656	ortholog_one2many	68.0233	74.5223	0		0.1893	0.502	0
MGP_CAROLIEiJ_G0026223	4	96878616	96918439	ENSGGOG00000008556	1	57604101	57641091	ortholog_one2one	75.5518	75.2961	100	98.08	0.1533	0.6091	1
MGP_CAROLIEiJ_G0033157	X	68723910	68745861	ENSGGOG00000005561	X	154060817	154080794	ortholog_one2one	91.4402	90.3356	100	90.13	0.0404	0.842	1
MGP_CAROLIEiJ_G0025196	3	81959094	81971408	ENSGGOG00000009309	1	134251139	134262236	ortholog_one2one	97.6285	97.6285	100	4.23	0.0114	0.5011	1
MGP_CAROLIEiJ_G0030710	7	144046436	144074617	ENSGGOG00000012352	11	1092699	1130003	ortholog_one2one	74.4526	91.4798	100	100.00	0.0356	1.0664	1
MGP_CAROLIEiJ_G0018753	13	82704137	83187479	ENSGGOG00000025465	5	66549791	66988917	ortholog_one2one	96.4583	96.4583	50	99.26	0.0143	0.4818	1
MGP_CAROLIEiJ_G0020091	15	77088299	77116388	ENSGGOG00000021985	22	26055052	26073368	ortholog_one2one	32.7103	63.6364	75	25.93	0.3117	0.7529	0
MGP_CAROLIEiJ_G0019962	15	71532305	71545133	ENSGGOG00000008063	22	19839814	19850755	ortholog_many2many	29.9401	28.5714	50		0.7933	0.9279	0
MGP_CAROLIEiJ_G0019962	15	71532305	71545133	ENSGGOG00000002011	22	19904398	19919256	ortholog_many2many	35.0299	28.2609	50		0.7019	0.7982	0
MGP_CAROLIEiJ_G0019962	15	71532305	71545133	ENSGGOG00000008060	22	19782211	19793243	ortholog_many2many	35.0299	35.3474	50		0.6397	0.8129	0
MGP_CAROLIEiJ_G0019962	15	71532305	71545133	ENSGGOG00000002009	22	19877423	19890784	ortholog_many2many	34.7305	25.8352	50		0.7149	0.7374	0
MGP_CAROLIEiJ_G0016337	11	48413330	48414068												
MGP_CAROLIEiJ_G0021562	17	33972529	33976415												
MGP_CAROLIEiJ_G0017020	11	91836299	91843901	ENSGGOG00000011980	10	40447694	40448420	ortholog_one2many	41.0042	77.7778	0		0.1145	0.2986	0
MGP_CAROLIEiJ_G0017020	11	91836299	91843901	ENSGGOG00000041777	18	61012484	61012893	ortholog_one2many	43.5146	81.8898	0		0.0778	0.3168	0
MGP_CAROLIEiJ_G0014893	1	162590071	162598948	ENSGGOG00000025489	1	139069118	139073002	ortholog_one2one	98.4733	98.4733	75	100.00	0.0072	0.8841	1
MGP_CAROLIEiJ_G0032348	9	62089590	62118603	ENSGGOG00000016389	15	44089033	44136121	ortholog_one2one	67.2321	69.0192	100	100.00	0.1766	0.4888	1
MGP_CAROLIEiJ_G0024748	2	165155662	165167912	ENSGGOG00000011001	20	56515050	56531914	ortholog_one2one	47.1605	44.5221	100		0.4515	1.0465	0
MGP_CAROLIEiJ_G0032106	9	41145631	41160421	ENSGGOG00000012500	11	119138269	119151694	ortholog_one2one	96.5944	96.5944	100	75.34	0.0149	0.6051	1
MGP_CAROLIEiJ_G0023836	2	81907055	81907987	ENSGGOG00000012297	11	55032654	55033586	ortholog_one2many	72.2581	72.2581	50		0.1893	1.2307	0
MGP_CAROLIEiJ_G0033214	X	78631290	78632763												
MGP_CAROLIEiJ_G0018068	12	98462735	98480172	ENSGGOG00000006345	14	78540907	78572165	ortholog_one2one	60.5327	60.3865	100	100.00	0.271	1.1894	1
MGP_CAROLIEiJ_G0018579	13	51470829	51534468	ENSGGOG00000001707	5	118783377	118848459	ortholog_one2one	98.3871	98.3871	100	72.15	0.0075	0.4224	1
MGP_CAROLIEiJ_G0031441	8	95451789	95464603												
MGP_CAROLIEiJ_G0017425	11	111861503	111865316	ENSGGOG00000009534	5	7265914	7276600	ortholog_one2one	88.0102	83.5351	100		0.0624	0.669	1
MGP_CAROLIEiJ_G0025490	3	100904307	100950445	ENSGGOG00000007251	1	112388584	112406590	ortholog_one2one	69.3742	68.7335	100	95.03	0.1764	0.3209	1
MGP_CAROLIEiJ_G0032055	9	36619339	36620277												
MGP_CAROLIEiJ_G0030161	7	106374170	106375695	ENSGGOG00000024137	11	4981147	4982953	ortholog_one2one	80.2721	80.2721	100		0.0979	0.5969	1
MGP_CAROLIEiJ_G0024222	2	117820431	117859267	ENSGGOG00000014968	15	26355875	26396790	ortholog_one2one	91.709	90.3333	100	100.00	0.0411	0.3407	1
MGP_CAROLIEiJ_G0022230	18	39669523	40081827	ENSGGOG00000001873	5	130165327	130687546	ortholog_one2one	95.9641	84.0864	100	100.00	0.0292	0.316	1
MGP_CAROLIEiJ_G0021764	17	52686543	52695443	ENSGGOG00000016988	19	4263260	4277276	ortholog_one2one	22.428	23.7991	100	100.00	0.3949	1.4529	0
MGP_CAROLIEiJ_G0032295	9	55216293	55248841	ENSGGOG00000013930	15	52392442	52423237	ortholog_one2one	89.2405	52.809	100	14.59	0.0513	0.6043	1
MGP_CAROLIEiJ_G0024610	2	154883001	154913540	ENSGGOG00000014308	20	42461602	42511933	ortholog_one2one	84.233	84.7143	100	87.49	0.0872	0.7414	1
MGP_CAROLIEiJ_G0015703	10	81921947	81968673	ENSGGOG00000004290	12	101967342	102049450	ortholog_one2one	69.9826	61.128	100	90.74	0.1862	0.5572	1
MGP_CAROLIEiJ_G0029561	7	30301434	30318456	ENSGGOG00000005066	19	34536533	34561806	ortholog_one2one	81.573	87.0504	100	3.22	0.0686	0.8038	1
MGP_CAROLIEiJ_G0019886	15	68460179	68465039												
MGP_CAROLIEiJ_G0023322	2	22526045	22533836	ENSGGOG00000016071	9	120160189	120172739	ortholog_one2one	88.3991	88.3991	50	49.97	0.0557	1.0238	0
MGP_CAROLIEiJ_G0021887	17	74484552	74564414	ENSGGOG00000005010	2A	70148861	70255596	ortholog_one2one	47.3188	39.4401	50	34.24			0
MGP_CAROLIEiJ_G0020420	16	1318358	1356062	ENSGGOG00000012542	16	5011505	5045733	ortholog_one2one	86.4198	86.4198	100	95.78	0.0774	0.4788	1
MGP_CAROLIEiJ_G0018874	13	100411543	100413221												
MGP_CAROLIEiJ_G0021125	17	16733772	16734761												
MGP_CAROLIEiJ_G0030105	7	105435777	105454146	ENSGGOG00000042712	11	4410864	4411826	ortholog_one2one	92.8125	92.8125	50	100.00	0.0369	0.5524	1
MGP_CAROLIEiJ_G0017736	12	47027271	47105914	ENSGGOG00000006096	14	14262731	14389588	ortholog_one2one	85.4271	92.0162	100	26.78	0.0206	0.2753	1
MGP_CAROLIEiJ_G0025071	3	63447729	63472203	ENSGGOG00000027268	3	164112037	164119152	ortholog_one2one	68.4647	69.1824	100	83.49	0.2231	0.6747	1
MGP_CAROLIEiJ_G0021779	17	53146067	53169955	ENSGGOG00000015093	19	5349596	5390808	ortholog_one2one	67.1371	70.1053	100	77.98	0.1733	1.0063	1
MGP_CAROLIEiJ_G0014543	1	119794187	119928622	ENSGGOG00000008156	2B	27457497	27653252	ortholog_one2one	51.7181	53.3152	100	100.00	0.4857	0.7787	1
MGP_CAROLIEiJ_G0026744	4	131128898	131152061	ENSGGOG00000012058	1	15909405	15943539	ortholog_one2one	93.0731	92.375	100	54.70	0.0336	0.958	1
MGP_CAROLIEiJ_G0020656	16	28875297	28895305	ENSGGOG00000014002	3	200281087	200307712	ortholog_one2one	83.0623	83.288	75		0.0891	0.8406	1
MGP_CAROLIEiJ_G0021517	17	31962867	31966387												
MGP_CAROLIEiJ_G0028358	6	43277703	43315325	ENSGGOG00000002416	7	150452093	150460896	ortholog_one2many	79.3609	78.9404	100		0.1184	0.8107	1
MGP_CAROLIEiJ_G0017507	11	115998327	116008280	ENSGGOG00000008517	5	1811225	1822173	ortholog_one2one	71.9023	69.4772	100	100.00	0.1917	0.8859	1
MGP_CAROLIEiJ_G0028168	6	24196562	24225324	ENSGGOG00000005817	7	128096065	128128637	ortholog_one2one	76.5957	89.1641	100	28.14	0.052	0.6436	1
MGP_CAROLIEiJ_G0020756	16	40519537	40533924	ENSGGOG00000007557	3	115832784	115849170	ortholog_one2one	59.3361	45.9807	100	69.80	0.2829	0.4314	0
MGP_CAROLIEiJ_G0017013	11	91575492	91587703	ENSGGOG00000001954	5	34250261	34264340	ortholog_one2one	85.0136	85.2459	100		0.0843	0.6803	1
MGP_CAROLIEiJ_G0014204	1	57742093	57765689	ENSGGOG00000002062	2B	99695890	99726639	ortholog_one2one	64.7315	62.8169	100		0.2178	0.4875	1
MGP_CAROLIEiJ_G0015689	10	79814321	79835570	ENSGGOG00000011402	22	15993486	16018245	ortholog_one2one	99.4059	99.4059	50	100.00	0.0028	0.3915	1
MGP_CAROLIEiJ_G0019053	14	22963734	23002582	ENSGGOG00000003201	3	54151274	54190725	ortholog_one2one	87.9852	87.9852	100	100.00	0.0715	0.4815	1
MGP_CAROLIEiJ_G0027049	5	24623728	24638030	ENSGGOG00000014000	18	14419403	14433387	ortholog_one2one	66.2857	41.5771	0		0.0549	0.7155	0
MGP_CAROLIEiJ_G0017525	11	116443219	116450637	ENSGGOG00000040377	CABD030130078.1	1275	3428	ortholog_one2one	90.7216	74.5763	0		0.0393	0.9324	0
MGP_CAROLIEiJ_G0030054	7	103526268	103543237	ENSGGOG00000010271	11	72459035	72480222	ortholog_one2one	76.6807	84.8837	100		0.091	0.5025	1
MGP_CAROLIEiJ_G0020715	16	33492956	33497737	ENSGGOG00000024959	3	124026855	124048246	ortholog_one2one	52.4272	55.102	100		0.3445	0.6996	1
MGP_CAROLIEiJ_G0032144	9	42248153	42274951	ENSGGOG00000006473	11	117850965	117895828	ortholog_one2one	91.4894	90.5263	100	100.00	0.0566	0.7152	1
MGP_CAROLIEiJ_G0031138	8	62491407	62503317	ENSGGOG00000007011	19	18783321	18802249	ortholog_one2one	90.2507	89.7507	100	100.00	0.0562	1.1801	1
MGP_CAROLIEiJ_G0017748	12	49996937	50022246	ENSGGOG00000007784	14	10722853	10746872	ortholog_one2one	87.5445	86.3158	100		0.0674	0.8186	1
MGP_CAROLIEiJ_G0030529	7	129937710	129944437	ENSGGOG00000013592	16	31232636	31235677	ortholog_one2one	95.1456	94.9153	100		0.0234	0.6736	1
MGP_CAROLIEiJ_G0021551	17	33485001	33488427												
MGP_CAROLIEiJ_G0024281	2	121933177	121957209	ENSGGOG00000013494	2B	1075847	1114024	ortholog_one2one	91.0019	86.4317	100		0.0471	0.7004	1
MGP_CAROLIEiJ_G0028656	6	87721464	87797051	ENSGGOG00000013384	3	14632501	14739140	ortholog_one2one	93.0757	90.8805	100	86.00	0.0359	0.3912	1
MGP_CAROLIEiJ_G0032606	9	100793897	100917316	ENSGGOG00000002535	3	132840229	133005046	ortholog_one2one	95.6978	93.7307	100	17.68	0.0162	0.4325	1
MGP_CAROLIEiJ_G0033053	X	42398189	42399148												
MGP_CAROLIEiJ_G0026162	4	86774521	86830870	ENSGGOG00000015329	9	22678423	22715811	ortholog_one2one	78.0899	80.3468	100		0.0795	0.4333	1
MGP_CAROLIEiJ_G0029986	7	93519403	93526109	ENSGGOG00000027742	11	85198271	85206857	ortholog_one2one	64.0449	29.2308	100	61.03	0.2216	0.6797	0
MGP_CAROLIEiJ_G0014572	1	123109484	123121634	ENSGGOG00000037577	1	124429620	124432761	ortholog_one2one	46.3087	89.6104	0		0.0547	0.184	0
MGP_CAROLIEiJ_G0018049	12	97992558	97998580	ENSGGOG00000015423	14	77978663	77982926	ortholog_one2one	77.0548	63.5593	100		0.1247	0.7718	1
MGP_CAROLIEiJ_G0030990	8	33576369	33635763	ENSGGOG00000025554	8	15084171	15173028	ortholog_one2one	67.9039	64.9269	100	71.63	0.2088	0.6205	1
MGP_CAROLIEiJ_G0025150	3	80762754	80775790	ENSGGOG00000026331	1	135741397	135758973	ortholog_one2one	82.1065	79.9338	100	93.33	0.108	0.6067	1
MGP_CAROLIEiJ_G0026623	4	124156824	124168016	ENSGGOG00000036561	1	25961037	25962083	ortholog_one2one	82.6087	81.8966	100		0.0952	0.6607	1
MGP_CAROLIEiJ_G0019411	14	55119227	55136124	ENSGGOG00000010827	8	9828389	9856123	ortholog_one2one	68.7919	69.7279	100	63.55	0.2053	1.3271	1
MGP_CAROLIEiJ_G0016369	11	50068855	50093287	ENSGGOG00000038419	5	135060002	135087892	ortholog_one2one	67.7824	82.4427	100		0.0913	0.5255	1
MGP_CAROLIEiJ_G0016711	11	69056395	69072841												
MGP_CAROLIEiJ_G0020328	15	95695248	95706323	ENSGGOG00000003471	12	33468059	33481910	ortholog_one2one	74.6479	72.6027	50		0.1558	0.7757	0
MGP_CAROLIEiJ_G0026867	4	143958111	144018464	ENSGGOG00000015559	1	3363738	3446062	ortholog_one2one	88.4013	88.6792	100	76.15	0.0547	1.0136	1
MGP_CAROLIEiJ_G0015858	10	114208595	114248883	ENSGGOG00000027170	20	32854128	32861000	ortholog_one2many	73.6241	79.0413	0		0.1469	0.8747	0
MGP_CAROLIEiJ_G0015858	10	114208595	114248883	ENSGGOG00000006089	12	21532106	21577147	ortholog_one2many	95.2233	95.3222	75	100.00	0.0253	0.6042	1
MGP_CAROLIEiJ_G0030931	8	20278691	20284723	ENSGGOG00000005787	8	78055269	78062839	ortholog_one2one	86.5724	85.9649	75	1.12	0.0677	0.8029	1
MGP_CAROLIEiJ_G0026243	4	99154276	99176030	ENSGGOG00000036441	CABD030151139.1	6532	19601	ortholog_one2many	45.0794	83.5294	0		0.0973	0.761	0
MGP_CAROLIEiJ_G0026243	4	99154276	99176030	ENSGGOG00000041322	1	54823961	54829177	ortholog_one2many	26.0317	59.4203	100		0.28	0.6501	0
MGP_CAROLIEiJ_G0026258	4	100016006	100033921	ENSGGOG00000004024	1	53803200	53822236	ortholog_one2one	86.4742	84.9254	100	95.54	0.0735	0.4936	1
MGP_CAROLIEiJ_G0019557	14	88111804	88494753	ENSGGOG00000004058	13	53775381	54217003	ortholog_one2one	78.8845	93.3962	100	59.38	0.0254	0.3447	1
MGP_CAROLIEiJ_G0017138	11	95666039	95677830	ENSGGOG00000038454	5	42295195	42295782	ortholog_one2many	36.6771	60	100		0.2322	81.4495	0
MGP_CAROLIEiJ_G0023850	2	82134191	82135155												
MGP_CAROLIEiJ_G0033513	X	142408502	142419740												
MGP_CAROLIEiJ_G0028635	6	85202391	85209460												
MGP_CAROLIEiJ_G0018979	14	12643605	12748634												
MGP_CAROLIEiJ_G0032737	9	105936239	105990067	ENSGGOG00000009012	3	47859478	47912462	ortholog_one2one	73.1707	33.5196	100	69.21	0.208	1.5003	0
MGP_CAROLIEiJ_G0028461	6	59888240	59989101	ENSGGOG00000012377	4	133013087	133109258	ortholog_one2one	53.3582	38.0319	75	98.97	0.2899	0.8063	0
MGP_CAROLIEiJ_G0019747	15	32785477	32819777	ENSGGOG00000003053	8	103151082	103196992	ortholog_one2many	84.3305	93.0818	100		0.0339	0.3602	1
MGP_CAROLIEiJ_G0019747	15	32785477	32819777	ENSGGOG00000040864	8	103170233	103179965	ortholog_one2many	31.9088	94.9153	25		0.0236	0.3547	0
MGP_CAROLIEiJ_G0033107	X	55605163	55962826	ENSGGOG00000001112	X	139809211	140012649	ortholog_one2one	94.3313	94.0813	100	62.59	0.0298	0.3667	1
MGP_CAROLIEiJ_G0030077	7	104771089	104801949	ENSGGOG00000006374	11	3367055	3389302	ortholog_one2many	51.6614	82.5537	50	83.68	0.0957	0.595	1
MGP_CAROLIEiJ_G0022317	18	57807824	57825233												
MGP_CAROLIEiJ_G0023121	19	57198016	57227175	ENSGGOG00000000036	10	134075853	134123210	ortholog_one2one	80.7976	93.1064	100		0.0412	0.7497	1
MGP_CAROLIEiJ_G0023516	2	33255303	33310347	ENSGGOG00000017062	9	106181731	106229746	ortholog_one2one	96.3699	93.6188	100	100.00	0.0177	0.2637	1
MGP_CAROLIEiJ_G0018980	14	12840162	12847510	ENSGGOG00000016020	6	39790764	39801891	ortholog_one2one	73.9362	75.9563	50		0.1481	0.6695	0
MGP_CAROLIEiJ_G0019954	15	70890727	70892977	ENSGGOG00000016769	8	146749040	146752585	ortholog_one2one	62.6126	60.6987	25		0.2885	0.5977	0
MGP_CAROLIEiJ_G0020961	16	85931667	85951541	ENSGGOG00000007591	21	24471961	24505843	ortholog_one2one	57.8313	53.9326	100	32.76	0.3545	0.8992	1
MGP_CAROLIEiJ_G0025508	3	101861889	101895848	ENSGGOG00000011791	1	111410957	111449947	ortholog_one2one	100	100	100	99.11	0	0	1
MGP_CAROLIEiJ_G0022261	18	43943494	44069609	ENSGGOG00000007326	5	99244443	99453048	ortholog_one2one	88.6139	88.6139	75	52.96	0.0624	0.694	1
MGP_CAROLIEiJ_G0030463	7	128795119	128798700	ENSGGOG00000012931	16	30239054	30243058	ortholog_one2one	100	75.7962	100	100.00	0	0	1
MGP_CAROLIEiJ_G0028219	6	30047340	30088007	ENSGGOG00000000373	7	135051424	135100257	ortholog_one2one	88.3758	88.6581	100	85.99	0.0601	0.6659	1
MGP_CAROLIEiJ_G0016758	11	71186770	71194270	ENSGGOG00000015518	17	649332	659480	ortholog_one2one	82.5359	82.1429	100	100.00	0.1025	0.4504	1
MGP_CAROLIEiJ_G0016545	11	63668770	63683703	ENSGGOG00000011989	17	8336893	8349156	ortholog_one2one	84.8057	85.6124	100	60.00	0.0799	0.5295	1
MGP_CAROLIEiJ_G0017309	11	101972421	101979897	ENSGGOG00000016865	5	19662011	19669594	ortholog_one2one	77.551	76.7677	100	47.04	0.1283	0.5706	1
MGP_CAROLIEiJ_G0030193	7	106974086	106975131												
MGP_CAROLIEiJ_G0030414	7	124157875	124187817	ENSGGOG00000007365	16	23762395	23797214	ortholog_one2one	71.5105	87.3832	100	47.20	0.0685	0.539	1
MGP_CAROLIEiJ_G0028890	6	122574235	122616250	ENSGGOG00000011062	12	4582061	4645163	ortholog_one2one	72.8707	72.8707	75		0.1803	0.5179	1
MGP_CAROLIEiJ_G0029539	7	29923188	29923785												
MGP_CAROLIEiJ_G0031944	9	28140539	28167824	ENSGGOG00000004897	11	129028993	129033511	ortholog_one2one	91.0714	91.3043	100		0.0486	0.5514	1
MGP_CAROLIEiJ_G0024534	2	147655564	147683833	ENSGGOG00000013171	20	33781395	33811190	ortholog_one2one	82.149	93.8614	100	63.50	0.0298	0.5512	1
MGP_CAROLIEiJ_G0021559	17	33943049	33946350	ENSGGOG00000005438	1	21337689	21340643	ortholog_one2many	71.4286	72.5806	0		0.0737	0.4157	0
MGP_CAROLIEiJ_G0021559	17	33943049	33946350	ENSGGOG00000026830	6	30760000	30763236	ortholog_one2many	79.3651	79.3651	100		0.0279	0.3883	1
MGP_CAROLIEiJ_G0024360	2	129688357	129723164	ENSGGOG00000011017	20	10699552	10735892	ortholog_one2one	96.5517	96.5517	100	100.00	0.0153	0.5303	1
MGP_CAROLIEiJ_G0028747	6	110108435	110142496	ENSGGOG00000039682	3	12043603	12100421	ortholog_one2one	78.3383	58.4071	100		0.1284	0.7283	1
MGP_CAROLIEiJ_G0019256	14	45894324	45901559	ENSGGOG00000015695	14	22494205	22504175	ortholog_one2one	87.237	87.237	100	58.35	0.0747	0.4852	1
MGP_CAROLIEiJ_G0014671	1	131750627	131790818												
MGP_CAROLIEiJ_G0021873	17	70115895	70212904	ENSGGOG00000013861	6	137405258	137406319	ortholog_one2many	81.1448	85.7651	0		0.0761	0.1774	0
MGP_CAROLIEiJ_G0021873	17	70115895	70212904	ENSGGOG00000036565	2A	75376555	75474470	ortholog_one2many	94.6128	93.9799	75		0.0376	0.2449	1
MGP_CAROLIEiJ_G0014982	1	170667960	170680805												
MGP_CAROLIEiJ_G0021157	17	19564323	19568474	ENSGGOG00000005135	16	3100144	3104374	ortholog_one2one	96.337	96.337	75	40.73	0.0176	0.5743	1
MGP_CAROLIEiJ_G0020519	16	14041427	14058895	ENSGGOG00000027011	22	4489491	4504383	ortholog_one2one	65.7289	65.5612	25		0.2406	0.914	0
MGP_CAROLIEiJ_G0027505	5	100441888	100458614	ENSGGOG00000006653	1	93304979	93332777	ortholog_one2many	77.957	80.5556	75		0.1109	0.4501	1
MGP_CAROLIEiJ_G0031661	8	113593076	113602815	ENSGGOG00000012548	16	79930431	79941461	ortholog_one2one	82.793	83	100	100.00	0.0901	1.0002	1
MGP_CAROLIEiJ_G0024825	3	1650122	1851228	ENSGGOG00000024837	8	38508318	38667493	ortholog_one2one	92.2373	92.0077	75	83.39	0.0382	0.4127	1
MGP_CAROLIEiJ_G0030133	7	106002441	106003385												
MGP_CAROLIEiJ_G0026044	4	50879424	51152885	ENSGGOG00000040883	9	92042480	92376569	ortholog_one2one	92.5532	84.6715	100	100.00	0.0338	0.398	1
MGP_CAROLIEiJ_G0017754	12	50404743	50439276	ENSGGOG00000002926	14	10248807	10298629	ortholog_one2one	99.8016	99.8016	75		0.0009	0.5094	1
MGP_CAROLIEiJ_G0022589	19	2854834	2867258	ENSGGOG00000040349	16	5367797	5369259	ortholog_one2many	13.9386	80.7407	0		0.1163	0.7713	0
MGP_CAROLIEiJ_G0022589	19	2854834	2867258	ENSGGOG00000002704	11	64284841	64302746	ortholog_one2many	96.2916	96.2916	100	100.00	0.017	0.8709	1
MGP_CAROLIEiJ_G0030583	7	135149342	135185738	ENSGGOG00000016848	10	139799327	139869410	ortholog_one2one	98.7738	98.7738	100	77.55	0.0056	0.2817	1
MGP_CAROLIEiJ_G0022599	19	2970239	3009248	ENSGGOG00000000363	11	64127919	64160664	ortholog_one2one	44.1406	64.2045	100	42.54	0.2327	0.5142	0
MGP_CAROLIEiJ_G0020409	16	1018711	1058695	ENSGGOG00000008504	16	4628179	4632843	ortholog_one2many	94.2308	94.2308	25		0.029	0.5049	0
MGP_CAROLIEiJ_G0020409	16	1018711	1058695	ENSGGOG00000025029	16	4673466	4678109	ortholog_one2many	94.2308	94.2308	75	6.05	0.029	0.5049	1
MGP_CAROLIEiJ_G0030654	7	142878674	142879633												
MGP_CAROLIEiJ_G0020676	16	29613073	29637360	ENSGGOG00000007229	3	199369093	199402089	ortholog_one2one	76.54	76.8421	100	63.23	0.1353	0.5154	1
MGP_CAROLIEiJ_G0024625	2	155692274	155750048	ENSGGOG00000013710	20	43577921	43636192	ortholog_one2one	92.1933	98.4127	100	34.75	0.0052	0.4586	1
MGP_CAROLIEiJ_G0021365	17	27124728	27150661	ENSGGOG00000012051	21	33705802	33730489	ortholog_one2one	79.0698	69.3878	100	20.81	0.1236	0.8387	1
MGP_CAROLIEiJ_G0023243	2	20855482	20865341												
MGP_CAROLIEiJ_G0016905	11	80413721	80460655	ENSGGOG00000008922	5	22778350	22856904	ortholog_one2one	94.0171	96.831	100	63.16	0.0169	0.4637	1
MGP_CAROLIEiJ_G0023388	2	26126911	26143307	ENSGGOG00000017015	9	112393320	112414377	ortholog_one2one	49.1961	51.5152	100	100.00	0.398	1.3256	0
MGP_CAROLIEiJ_G0029294	7	18805828	18812080	ENSGGOG00000008686	19	44412456	44427522	ortholog_one2one	83.0189	75.4286	100		0.0847	0.9283	1
MGP_CAROLIEiJ_G0033437	X	127751760	127758927												
MGP_CAROLIEiJ_G0027680	5	114391366	114406189	ENSGGOG00000001166	12	112067196	112097000	ortholog_one2one	75.0865	74.9568	75	59.99	0.1427	0.5409	1
MGP_CAROLIEiJ_G0023792	2	80820404	80821345	ENSGGOG00000023656	11	55424488	55425426	ortholog_one2many	72.2045	72.4359	50		0.1709	0.8025	0
MGP_CAROLIEiJ_G0018629	13	56873820	56879390												
MGP_CAROLIEiJ_G0016887	11	79091881	79146566	ENSGGOG00000006322	5	45628464	45687639	ortholog_one2one	96.595	96.7684	50	96.33	0.0133	0.4423	1
MGP_CAROLIEiJ_G0020954	16	85565112	85570004												
MGP_CAROLIEiJ_G0015204	10	24819822	24834514	ENSGGOG00000004604	6	130021363	130036029	ortholog_one2one	56.0831	57.2727	100		0.3397	0.6496	1
MGP_CAROLIEiJ_G0020822	16	53557409	53611675	ENSGGOG00000014841	3	101444406	101507793	ortholog_one2one	92.6791	84.8787	100	82.99	0.0388	0.5528	1
MGP_CAROLIEiJ_G0016101	11	12383516	12540827	ENSGGOG00000009667	7	55257956	55284480	ortholog_one2one	73.7288	61.7021	100	81.40	0.1221	0.7315	1
MGP_CAROLIEiJ_G0031202	8	63818113	63835439	ENSGGOG00000011134	19	17595313	17636309	ortholog_one2one	83.5052	78.6408	50	100.00	0.0901	1.064	1
MGP_CAROLIEiJ_G0030330	7	113350826	113364591												
MGP_CAROLIEiJ_G0027863	5	129833768	129843856	ENSGGOG00000016700	7	76855387	76867124	ortholog_one2one	90.1294	75.2703	100	69.25	0.0449	0.7889	1
MGP_CAROLIEiJ_G0027009	5	19328564	19332991	ENSGGOG00000016869	7	150655644	150660439	ortholog_one2one	80.7547	77.9599	100	100.00	0.1123	1.0334	1
MGP_CAROLIEiJ_G0027613	5	108041019	108041612												
MGP_CAROLIEiJ_G0031812	9	14831785	14832750	ENSGGOG00000015244	19	8915448	8916380	ortholog_one2many	61.3707	63.5484	25		0.276	0.9892	0
MGP_CAROLIEiJ_G0019845	15	59795391	60079849	ENSGGOG00000001737	8	133618130	133970647	ortholog_one2one	87.1707	95.4831	100	67.87	0.0224	0.4325	1
MGP_CAROLIEiJ_G0024912	3	26243732	26349247	ENSGGOG00000001456	3	173278870	173339668	ortholog_one2one	96.4981	96.4981	50	100.00	0.0168	0.4183	1
MGP_CAROLIEiJ_G0030291	7	110835645	110836652												
MGP_CAROLIEiJ_G0020696	16	31673796	31702412	ENSGGOG00000006820	3	127755762	127770180	ortholog_one2many	84.9057	84.9057	0		0.0781	0.4211	0
MGP_CAROLIEiJ_G0020696	16	31673796	31702412	ENSGGOG00000040479	3	125708317	125716166	ortholog_one2many	45.283	84.2105	100		0.0821	0.4064	0
MGP_CAROLIEiJ_G0026974	5	12795632	12945928	ENSGGOG00000016324	7	97431333	97609013	ortholog_one2one	96.8085	96.9374	100	29.04	0.0149	0.6023	1
MGP_CAROLIEiJ_G0021250	17	21624534	21626652	ENSGGOG00000013916	16	743095	744530	ortholog_one2one	77.2926	75.3191	100	100.00	0.1178	1.1017	1
